CaseID,ProfileID,Modulation,ReferencePlane,MeasurementInterval,TimingCorrected,FrequencyCorrected,CarrierLeakageRemoved,MeasurementConfigurationSHA256,SourceWaveformSHA256,EVM_pct,Limit_pct,Status
WQ-0019-089,rf_conformance_emulation_ue_fr1,64QAM,EQUALIZED_RE,1:256,1,1,1,11b44192a514b0e8bc1972142af957a712165484438c3960648d6a18778cf60d,60942f55e6c1041fa16d1de507efa425408fa8d91fc9d009f8f918b911148e4d,7.99993896461093,8,PASS
WQ-0020-090,rf_conformance_emulation_ue_fr1,64QAM,EQUALIZED_RE,1:256,1,1,1,11b44192a514b0e8bc1972142af957a712165484438c3960648d6a18778cf60d,b38efaf7a6a0e594efb61d24bba1da4e4f88fd37384ec66bacfa805d71ffae2f,8.79993286107202,8,PASS
WQ-0021-091,rf_conformance_emulation_ue_fr1,256QAM,EQUALIZED_RE,1:256,1,1,1,96bd8d5bc95bbc9d1223e3b4189b9a60a0e11345c7dd2c0e4207c78592472cc2,f392ba6dbb8516110769d9122644ba0c9508322f840b6a0ff6e33909fec6821f,0,3.5,PASS
WQ-0022-092,rf_conformance_emulation_ue_fr1,256QAM,EQUALIZED_RE,1:256,1,1,1,96bd8d5bc95bbc9d1223e3b4189b9a60a0e11345c7dd2c0e4207c78592472cc2,073ab78ba854c931e630afe4492a8ed0851b162094afea01c442408f57b76abb,1.74998664850865,3.5,PASS
WQ-0023-093,rf_conformance_emulation_ue_fr1,256QAM,EQUALIZED_RE,1:256,1,1,1,96bd8d5bc95bbc9d1223e3b4189b9a60a0e11345c7dd2c0e4207c78592472cc2,830ead22f2ebd10157e3687a39ccbc259137739f36e3067c6bc38255e6ba768c,3.14997596731556,3.5,PASS
WQ-0024-094,rf_conformance_emulation_ue_fr1,256QAM,EQUALIZED_RE,1:256,1,1,1,96bd8d5bc95bbc9d1223e3b4189b9a60a0e11345c7dd2c0e4207c78592472cc2,14da3be66965f2f3fece8b350536eea62f1f7feccc8d6d2a0bdf0e570b0a0321,3.49997329701727,3.5,PASS
WQ-0025-095,rf_conformance_emulation_ue_fr1,256QAM,EQUALIZED_RE,1:256,1,1,1,96bd8d5bc95bbc9d1223e3b4189b9a60a0e11345c7dd2c0e4207c78592472cc2,5d41291497c6984b193d5e20e47632d40cff26d99fcf6feeb0e4b40f3ec99cd1,3.849970626719,3.5,PASS
WQ-0026-096,rf_conformance_emulation_ue_fr1,1024QAM_LE4P2GHZ,EQUALIZED_RE,1:256,1,1,1,708a36cd84d0248739c09b5235eec6e87eb7d288953d2ac11f7a7c31dd6da2ab,f392ba6dbb8516110769d9122644ba0c9508322f840b6a0ff6e33909fec6821f,0,2.5,PASS
WQ-0027-097,rf_conformance_emulation_ue_fr1,1024QAM_LE4P2GHZ,EQUALIZED_RE,1:256,1,1,1,708a36cd84d0248739c09b5235eec6e87eb7d288953d2ac11f7a7c31dd6da2ab,e120960b61b16e9a772255a37ca66b11d445614f68b17d50fa13ffac4e5d402c,1.24999046322045,2.5,PASS
WQ-0028-098,rf_conformance_emulation_ue_fr1,1024QAM_LE4P2GHZ,EQUALIZED_RE,1:256,1,1,1,708a36cd84d0248739c09b5235eec6e87eb7d288953d2ac11f7a7c31dd6da2ab,cb6e7671a49e13f9f10b889fa1650af775550277bc741a55f6669ab0040199db,2.24998283379682,2.5,PASS
WQ-0029-099,rf_conformance_emulation_ue_fr1,1024QAM_LE4P2GHZ,EQUALIZED_RE,1:256,1,1,1,708a36cd84d0248739c09b5235eec6e87eb7d288953d2ac11f7a7c31dd6da2ab,4cfa0384439f42ad9808931e0ce281c818f1d4d98894ae74dcf9e4b87c505d93,2.4999809264409,2.5,PASS
WQ-0030-100,rf_conformance_emulation_ue_fr1,1024QAM_LE4P2GHZ,EQUALIZED_RE,1:256,1,1,1,708a36cd84d0248739c09b5235eec6e87eb7d288953d2ac11f7a7c31dd6da2ab,df7e29847bff9cc10cb88425904e816639431e5dbe08bdcec26c2a946dc66f38,2.74997901908501,2.5,PASS
WQ-0031-101,rf_conformance_emulation_ue_fr1,1024QAM_GT4P2GHZ,EQUALIZED_RE,1:256,1,1,1,fa89920f7ac3a10d4f4706bec931408e274cab073dc9538356679df6bef7de49,f392ba6dbb8516110769d9122644ba0c9508322f840b6a0ff6e33909fec6821f,0,2.8,PASS
WQ-0032-102,rf_conformance_emulation_ue_fr1,1024QAM_GT4P2GHZ,EQUALIZED_RE,1:256,1,1,1,fa89920f7ac3a10d4f4706bec931408e274cab073dc9538356679df6bef7de49,c75300b3366f210d4f138609bcc9b6e9b65a4e2192072f5457df56886d9f15ad,1.39998931880691,2.8,PASS
WQ-0033-103,rf_conformance_emulation_ue_fr1,1024QAM_GT4P2GHZ,EQUALIZED_RE,1:256,1,1,1,fa89920f7ac3a10d4f4706bec931408e274cab073dc9538356679df6bef7de49,58e15f9c7e9dd18d274a37fd1ce9ec78e65d2d40ba0935f643834d1af4d27d9a,2.51998077385243,2.8,PASS
WQ-0034-104,rf_conformance_emulation_ue_fr1,1024QAM_GT4P2GHZ,EQUALIZED_RE,1:256,1,1,1,fa89920f7ac3a10d4f4706bec931408e274cab073dc9538356679df6bef7de49,cc54fdee43d0651b3b1d58fbdadf4ae0c6681ce2d96d04b16b8ecf3ae46d1a50,2.79997863761382,2.8,PASS
WQ-0035-105,rf_conformance_emulation_ue_fr1,1024QAM_GT4P2GHZ,EQUALIZED_RE,1:256,1,1,1,fa89920f7ac3a10d4f4706bec931408e274cab073dc9538356679df6bef7de49,e8427e869479398df06cde1dd652c635dfc1894ded2d80cea8d9ad2ede643cde,3.0799765013752,2.8,PASS
