CaseID,PAProfile,InputPower_dBm,OutputPower_dBm,Gain_dB,Compression_dB,AMAM,AMPM_deg,Status
PA-0087,SALEH_BOUNDED_V1,-3.09803919971486,-6.54116465468072,-3.44312545496586,-3.44312545496586,0.470914179247101,0,PASS
PA-0088,SALEH_BOUNDED_V1,-1.93820026016113,-0.214477307835462,1.72372295232567,1.72372295232567,0.975609756097561,0,PASS
PA-0089,SALEH_BOUNDED_V1,-1.93820026016113,-3.21447730783546,-1.27627704767433,-1.27627704767433,0.690678814033305,0,PASS
PA-0090,SALEH_BOUNDED_V1,-1.93820026016113,-6.21447730783546,-4.27627704767434,-4.27627704767434,0.488963154758314,0,PASS
PA-0091,SALEH_BOUNDED_V1,-0.915149811213502,-0.0481213953175687,0.867028415895934,0.867028415895934,0.994475138121547,0,PASS
PA-0092,SALEH_BOUNDED_V1,-0.915149811213502,-3.04812139531757,-2.13297158410407,-2.13297158410407,0.704034481707982,0,PASS
PA-0093,SALEH_BOUNDED_V1,-0.915149811213502,-6.04812139531757,-5.13297158410407,-5.13297158410407,0.498418243386238,0,PASS
PA-0094,SALEH_BOUNDED_V1,0,0,0,0,1,0,PASS
PA-0095,SALEH_BOUNDED_V1,0,-3,-3,-3,0.707945784384138,0,PASS
PA-0096,SALEH_BOUNDED_V1,0,-6,-6,-6,0.501187233627272,0,PASS
PA-0097,SALEH_BOUNDED_V1,0.827853703164501,-0.0393918572580881,-0.86724556042259,-0.86724556042259,0.995475113122172,0,PASS
PA-0098,SALEH_BOUNDED_V1,0.827853703164501,-3.03939185725809,-3.86724556042259,-3.86724556042259,0.704742409794164,0,PASS
PA-0099,SALEH_BOUNDED_V1,0.827853703164501,-6.03939185725809,-6.86724556042259,-6.86724556042259,0.498919418090497,0,PASS
PA-0100,SALEH_BOUNDED_V1,1.5836249209525,-0.143571692542468,-1.72719661349497,-1.72719661349497,0.983606557377049,0,PASS
PA-0101,SALEH_BOUNDED_V1,1.5836249209525,-3.14357169254247,-4.72719661349497,-4.72719661349497,0.696340115787677,0,PASS
PA-0102,SALEH_BOUNDED_V1,1.5836249209525,-6.14357169254247,-7.72719661349497,-7.72719661349497,0.492971049469448,0,PASS
PA-0103,SALEH_BOUNDED_V1,2.27886704613674,-0.295578640631801,-2.57444568676854,-2.57444568676854,0.966542750929368,0,PASS
PA-0104,SALEH_BOUNDED_V1,2.27886704613674,-3.2955786406318,-5.57444568676854,-5.57444568676854,0.684259865947494,0,PASS
PA-0105,SALEH_BOUNDED_V1,2.27886704613674,-6.2955786406318,-8.57444568676854,-8.57444568676854,0.484418887520784,0,PASS
PA-0106,SALEH_BOUNDED_V1,2.92256071356476,-0.482673594334387,-3.40523430789915,-3.40523430789915,0.945945945945946,0,PASS
PA-0107,SALEH_BOUNDED_V1,2.92256071356476,-3.48267359433439,-6.40523430789915,-6.40523430789915,0.669678444687698,0,PASS
PA-0108,SALEH_BOUNDED_V1,2.92256071356476,-6.48267359433439,-9.40523430789915,-9.40523430789915,0.474096031809582,0,PASS
PA-0109,SALEH_BOUNDED_V1,3.52182518111362,-0.695242125184238,-4.21706730629786,-4.21706730629786,0.923076923076923,0,PASS
PA-0110,SALEH_BOUNDED_V1,3.52182518111362,-3.69524212518424,-7.21706730629786,-7.21706730629786,0.653488416354589,0,PASS
PA-0111,SALEH_BOUNDED_V1,3.52182518111362,-6.69524212518424,-10.2170673062979,-10.2170673062979,0.462634369502097,0,PASS
PA-0112,SALEH_BOUNDED_V1,4.0823996531185,-0.926000393059384,-5.00840004617788,-5.00840004617788,0.898876404494382,0,PASS
PA-0113,SALEH_BOUNDED_V1,4.0823996531185,-3.92600039305938,-8.00840004617788,-8.00840004617788,0.636355761244169,0,PASS
PA-0114,SALEH_BOUNDED_V1,4.0823996531185,-6.92600039305939,-11.0084000461779,-11.0084000461779,0.450505378541368,0,PASS
PA-0115,SALEH_BOUNDED_V1,4.60897842756548,-1.16941368566905,-5.77839211323453,-5.77839211323453,0.874035989717224,0,PASS
PA-0116,SALEH_BOUNDED_V1,4.60897842756548,-4.16941368566905,-8.77839211323453,-8.77839211323453,0.618770094320326,0,PASS
PA-0117,SALEH_BOUNDED_V1,4.60897842756548,-7.16941368566905,-11.7783921132345,-11.7783921132345,0.43805567977705,0,PASS
PA-0118,SALEH_BOUNDED_V1,5.10545010206612,-1.42126711650891,-6.52671721857503,-6.52671721857503,0.849056603773585,0,PASS
PA-0119,SALEH_BOUNDED_V1,5.10545010206612,-4.42126711650891,-9.52671721857503,-9.52671721857503,0.601086043345023,0,PASS
PA-0120,SALEH_BOUNDED_V1,5.10545010206612,-7.42126711650891,-12.526717218575,-12.526717218575,0.42553633043825,0,PASS
PA-0121,SALEH_BOUNDED_V1,5.57507201905658,-1.67834657545676,-7.25341859451334,-7.25341859451334,0.824295010845987,0,PASS
PA-0122,SALEH_BOUNDED_V1,5.57507201905658,-4.67834657545676,-10.2534185945133,-10.2534185945133,0.583556178017294,0,PASS
PA-0123,SALEH_BOUNDED_V1,5.57507201905658,-7.67834657545676,-13.2534185945133,-13.2534185945133,0.413126136178663,0,PASS
PA-0124,SALEH_BOUNDED_V1,6.02059991327962,-1.93820026016113,-7.95880017344075,-7.95880017344075,0.8,0,PASS
PA-0125,SALEH_BOUNDED_V1,6.02059991327962,-4.93820026016113,-10.9588001734408,-10.9588001734408,0.56635662750731,0,PASS
PA-0126,SALEH_BOUNDED_V1,6.02059991327962,-7.93820026016113,-13.9588001734408,-13.9588001734408,0.400949786901818,0,PASS
PA-0127,MEMORY_POLYNOMIAL_BOUNDED_V1,-6153.05311137178,-6153.05311137178,0,0,0,0,PASS
PA-0128,MEMORY_POLYNOMIAL_BOUNDED_V1,-6153.05311137178,-6153.05311137178,0,0,0,0,PASS
PA-0129,MEMORY_POLYNOMIAL_BOUNDED_V1,-6153.05311137178,-6153.05311137178,0,0,0,0,PASS
PA-0130,MEMORY_POLYNOMIAL_BOUNDED_V1,-20,-20.0104119337808,-0.0104119337807518,-0.0104119337807518,0.0998802,0,PASS
PA-0131,MEMORY_POLYNOMIAL_BOUNDED_V1,-20,-23.0104119337808,-3.01041193378075,-3.01041193378075,0.0707097665334446,0,PASS
PA-0132,MEMORY_POLYNOMIAL_BOUNDED_V1,-20,-26.0104119337808,-6.01041193378075,-6.01041193378075,0.0500586811321387,0,PASS
PA-0133,MEMORY_POLYNOMIAL_BOUNDED_V1,-13.9794000867204,-14.0209134552197,-0.0415133684993272,-0.0415133684993272,0.1990464,0,PASS
PA-0134,MEMORY_POLYNOMIAL_BOUNDED_V1,-13.9794000867204,-17.0209134552197,-3.04151336849932,-3.04151336849932,0.140914059776839,0,PASS
PA-0135,MEMORY_POLYNOMIAL_BOUNDED_V1,-13.9794000867204,-20.0209134552197,-6.04151336849933,-6.04151336849933,0.0997595145794675,0,PASS
PA-0136,MEMORY_POLYNOMIAL_BOUNDED_V1,-10.4575749056067,-10.5504703914159,-0.0928954858091089,-0.0928954858091089,0.2968086,0,PASS
PA-0137,MEMORY_POLYNOMIAL_BOUNDED_V1,-10.4575749056067,-13.5504703914159,-3.09289548580911,-3.09289548580911,0.210124397138958,0,PASS
PA-0138,MEMORY_POLYNOMIAL_BOUNDED_V1,-10.4575749056067,-16.5504703914159,-6.09289548580911,-6.09289548580911,0.148756681150784,0,PASS
PA-0139,MEMORY_POLYNOMIAL_BOUNDED_V1,-7.95880017344075,-8.12265798026502,-0.16385780682427,-0.16385780682427,0.3925248,0,PASS
PA-0140,MEMORY_POLYNOMIAL_BOUNDED_V1,-7.95880017344075,-11.122657980265,-3.16385780682427,-3.16385780682427,0.277886277426227,0,PASS
PA-0141,MEMORY_POLYNOMIAL_BOUNDED_V1,-7.95880017344075,-14.122657980265,-6.16385780682427,-6.16385780682427,0.196728418642098,0,PASS
PA-0142,MEMORY_POLYNOMIAL_BOUNDED_V1,-6.02059991327962,-6.27397927710021,-0.253379363820587,-0.253379363820587,0.485625,0,PASS
PA-0143,MEMORY_POLYNOMIAL_BOUNDED_V1,-6.02059991327962,-9.27397927710021,-3.25337936382059,-3.25337936382059,0.343796171541547,0,PASS
PA-0144,MEMORY_POLYNOMIAL_BOUNDED_V1,-6.02059991327962,-12.2739792771002,-6.25337936382059,-6.25337936382059,0.243389050330244,0,PASS
PA-0145,MEMORY_POLYNOMIAL_BOUNDED_V1,-4.43697499232713,-4.79705313771248,-0.360078145385359,-0.360078145385359,0.5756352,0,PASS
PA-0146,MEMORY_POLYNOMIAL_BOUNDED_V1,-4.43697499232713,-7.79705313771248,-3.36007814538536,-3.36007814538536,0.40751851318312,0,PASS
PA-0147,MEMORY_POLYNOMIAL_BOUNDED_V1,-4.43697499232713,-10.7970531377125,-6.36007814538536,-6.36007814538536,0.288501013466482,0,PASS
PA-0148,MEMORY_POLYNOMIAL_BOUNDED_V1,-3.09803919971486,-3.58019810829538,-0.482158908580516,-0.482158908580516,0.6622014,0,PASS
PA-0149,MEMORY_POLYNOMIAL_BOUNDED_V1,-3.09803919971486,-6.58019810829538,-3.48215890858052,-3.48215890858052,0.468802689543274,0,PASS
PA-0150,MEMORY_POLYNOMIAL_BOUNDED_V1,-3.09803919971486,-9.58019810829538,-6.48215890858052,-6.48215890858052,0.331886887770107,0,PASS
PA-0151,MEMORY_POLYNOMIAL_BOUNDED_V1,-1.93820026016113,-2.55555019356886,-0.617349933407736,-0.617349933407736,0.7451136,0,PASS
PA-0152,MEMORY_POLYNOMIAL_BOUNDED_V1,-1.93820026016113,-5.55555019356886,-3.61734993340774,-3.61734993340774,0.527500032007289,0,PASS
PA-0153,MEMORY_POLYNOMIAL_BOUNDED_V1,-1.93820026016113,-8.55555019356886,-6.61734993340774,-6.61734993340774,0.373441423922058,0,PASS
PA-0154,MEMORY_POLYNOMIAL_BOUNDED_V1,-0.915149811213502,-1.67797999750595,-0.762830186292452,-0.762830186292452,0.8243298,0,PASS
PA-0155,MEMORY_POLYNOMIAL_BOUNDED_V1,-0.915149811213502,-4.67797999750595,-3.76283018629245,-3.76283018629245,0.58358080685222,0,PASS
PA-0156,MEMORY_POLYNOMIAL_BOUNDED_V1,-0.915149811213502,-7.67797999750595,-6.76283018629245,-6.76283018629245,0.413143572058523,0,PASS
PA-0157,MEMORY_POLYNOMIAL_BOUNDED_V1,0,-0.915149811213502,-0.915149811213502,-0.915149811213502,0.9,0,PASS
PA-0158,MEMORY_POLYNOMIAL_BOUNDED_V1,0,-3.9151498112135,-3.9151498112135,-3.9151498112135,0.637151205945724,0,PASS
PA-0159,MEMORY_POLYNOMIAL_BOUNDED_V1,0,-6.9151498112135,-6.9151498112135,-6.9151498112135,0.451068510264545,0,PASS
PA-0160,MEMORY_POLYNOMIAL_BOUNDED_V1,0.827853703164501,-0.24229532924545,-1.07014903240995,-1.07014903240995,0.9724902,0,PASS
PA-0161,MEMORY_POLYNOMIAL_BOUNDED_V1,0.827853703164501,-3.24229532924545,-4.07014903240995,-4.07014903240995,0.688470337444887,0,PASS
PA-0162,MEMORY_POLYNOMIAL_BOUNDED_V1,0.827853703164501,-6.24229532924545,-7.07014903240995,-7.07014903240995,0.487399673067633,0,PASS
PA-0163,MEMORY_POLYNOMIAL_BOUNDED_V1,1.5836249209525,0.360741382489486,-1.22288353846301,-1.22288353846301,1.0424064,0,PASS
PA-0164,MEMORY_POLYNOMIAL_BOUNDED_V1,1.5836249209525,-2.63925861751051,-4.22288353846301,-4.22288353846301,0.737967216495046,0,PASS
PA-0165,MEMORY_POLYNOMIAL_BOUNDED_V1,1.5836249209525,-5.63925861751052,-7.22288353846301,-7.22288353846301,0.522440779931364,0,PASS
PA-0166,MEMORY_POLYNOMIAL_BOUNDED_V1,2.27886704613674,0.911298850220982,-1.36756819591575,-1.36756819591575,1.1106186,0,PASS
PA-0167,MEMORY_POLYNOMIAL_BOUNDED_V1,2.27886704613674,-2.08870114977902,-4.36756819591575,-4.36756819591575,0.786257755928613,0,PASS
PA-0168,MEMORY_POLYNOMIAL_BOUNDED_V1,2.27886704613674,-5.08870114977902,-7.36756819591575,-7.36756819591575,0.556627863748994,0,PASS
PA-0169,MEMORY_POLYNOMIAL_BOUNDED_V1,2.92256071356476,1.42500550544288,-1.49755520812188,-1.49755520812188,1.1782848,0,PASS
PA-0170,MEMORY_POLYNOMIAL_BOUNDED_V1,2.92256071356476,-1.57499449455712,-4.49755520812188,-4.49755520812188,0.834161756963907,0,PASS
PA-0171,MEMORY_POLYNOMIAL_BOUNDED_V1,2.92256071356476,-4.57499449455712,-7.49755520812188,-7.49755520812188,0.590541299337064,0,PASS
PA-0172,MEMORY_POLYNOMIAL_BOUNDED_V1,3.52182518111362,1.91645834733684,-1.60536683377678,-1.60536683377678,1.246875,0,PASS
PA-0173,MEMORY_POLYNOMIAL_BOUNDED_V1,3.52182518111362,-1.08354165266316,-4.60536683377678,-4.60536683377678,0.882719899903972,0,PASS
PA-0174,MEMORY_POLYNOMIAL_BOUNDED_V1,3.52182518111362,-4.08354165266316,-7.60536683377678,-7.60536683377678,0.624917831929005,0,PASS
PA-0175,MEMORY_POLYNOMIAL_BOUNDED_V1,4.0823996531185,2.39959451784292,-1.68280513527557,-1.68280513527557,1.3181952,0,PASS
PA-0176,MEMORY_POLYNOMIAL_BOUNDED_V1,4.0823996531185,-0.600405482157075,-4.68280513527557,-4.68280513527557,0.933210734835406,0,PASS
PA-0177,MEMORY_POLYNOMIAL_BOUNDED_V1,4.0823996531185,-3.60040548215708,-7.68280513527557,-7.68280513527557,0.660662605668749,0,PASS
PA-0178,MEMORY_POLYNOMIAL_BOUNDED_V1,4.60897842756548,2.88781849375496,-1.72115993381052,-1.72115993381052,1.3944114,0,PASS
PA-0179,MEMORY_POLYNOMIAL_BOUNDED_V1,4.60897842756548,-0.112181506245036,-4.72115993381052,-4.72115993381052,0.987167672327184,0,PASS
PA-0180,MEMORY_POLYNOMIAL_BOUNDED_V1,4.60897842756548,-3.11218150624504,-7.72115993381052,-7.72115993381052,0.698861192104332,0,PASS
PA-0181,MEMORY_POLYNOMIAL_BOUNDED_V1,5.10545010206612,3.39392120185322,-1.7115289002129,-1.7115289002129,1.4780736,0,PASS
PA-0182,MEMORY_POLYNOMIAL_BOUNDED_V1,5.10545010206612,0.393921201853225,-4.7115289002129,-4.7115289002129,1.04639597412949,0,PASS
PA-0183,MEMORY_POLYNOMIAL_BOUNDED_V1,5.10545010206612,-2.60607879814678,-7.7115289002129,-7.7115289002129,0.740791618681503,0,PASS
PA-0184,MEMORY_POLYNOMIAL_BOUNDED_V1,5.57507201905658,3.92982324715972,-1.64524877189686,-1.64524877189686,1.5721398,0,PASS
PA-0185,MEMORY_POLYNOMIAL_BOUNDED_V1,5.57507201905658,0.929823247159719,-4.64524877189686,-4.64524877189686,1.11298974387252,0,PASS
PA-0186,MEMORY_POLYNOMIAL_BOUNDED_V1,5.57507201905658,-2.07017675284028,-7.64524877189686,-7.64524877189686,0.787936397237333,0,PASS
PA-0187,MEMORY_POLYNOMIAL_BOUNDED_V1,6.02059991327962,4.50618563451726,-1.51441427876237,-1.51441427876237,1.68,0,PASS
PA-0188,MEMORY_POLYNOMIAL_BOUNDED_V1,6.02059991327962,1.50618563451726,-4.51441427876237,-4.51441427876237,1.18934891776535,0,PASS
PA-0189,MEMORY_POLYNOMIAL_BOUNDED_V1,6.02059991327962,-1.49381436548274,-7.51441427876237,-7.51441427876237,0.841994552493817,0,PASS
