UEID,Direction,MCSTable,EventIndex,Outcome,MarginBeforeDb,MarginAfterDb,TargetBLER,MuAckDb,MuNackDb,ResetReason,Status
1,DL,qam64,1,ACK,0,-0.01,0.01,0.01,0.99,,PASS
1,DL,qam64,2,ACK,-0.01,-0.02,0.01,0.01,0.99,,PASS
1,DL,qam64,3,ACK,-0.02,-0.03,0.01,0.01,0.99,,PASS
1,DL,qam64,4,ACK,-0.03,-0.04,0.01,0.01,0.99,,PASS
1,DL,qam64,5,ACK,-0.04,-0.05,0.01,0.01,0.99,,PASS
1,DL,qam64,6,ACK,-0.05,-0.06,0.01,0.01,0.99,,PASS
1,DL,qam64,7,ACK,-0.06,-0.07,0.01,0.01,0.99,,PASS
1,DL,qam64,8,ACK,-0.07,-0.08,0.01,0.01,0.99,,PASS
1,DL,qam64,9,ACK,-0.08,-0.09,0.01,0.01,0.99,,PASS
1,DL,qam64,10,ACK,-0.09,-0.1,0.01,0.01,0.99,,PASS
1,DL,qam64,11,ACK,-0.1,-0.11,0.01,0.01,0.99,,PASS
1,DL,qam64,12,ACK,-0.11,-0.12,0.01,0.01,0.99,,PASS
1,DL,qam64,13,ACK,-0.12,-0.13,0.01,0.01,0.99,,PASS
1,DL,qam64,14,ACK,-0.13,-0.14,0.01,0.01,0.99,,PASS
1,DL,qam64,15,ACK,-0.14,-0.15,0.01,0.01,0.99,,PASS
1,DL,qam64,16,ACK,-0.15,-0.16,0.01,0.01,0.99,,PASS
1,DL,qam64,17,ACK,-0.16,-0.17,0.01,0.01,0.99,,PASS
1,DL,qam64,18,ACK,-0.17,-0.18,0.01,0.01,0.99,,PASS
1,DL,qam64,19,ACK,-0.18,-0.19,0.01,0.01,0.99,,PASS
1,DL,qam64,20,ACK,-0.19,-0.2,0.01,0.01,0.99,,PASS
1,DL,qam64,21,ACK,-0.2,-0.21,0.01,0.01,0.99,,PASS
1,DL,qam64,22,ACK,-0.21,-0.22,0.01,0.01,0.99,,PASS
1,DL,qam64,23,ACK,-0.22,-0.23,0.01,0.01,0.99,,PASS
1,DL,qam64,24,ACK,-0.23,-0.24,0.01,0.01,0.99,,PASS
1,DL,qam64,25,ACK,-0.24,-0.25,0.01,0.01,0.99,,PASS
1,DL,qam64,26,ACK,-0.25,-0.26,0.01,0.01,0.99,,PASS
1,DL,qam64,27,ACK,-0.26,-0.27,0.01,0.01,0.99,,PASS
1,DL,qam64,28,ACK,-0.27,-0.28,0.01,0.01,0.99,,PASS
1,DL,qam64,29,ACK,-0.28,-0.29,0.01,0.01,0.99,,PASS
1,DL,qam64,30,ACK,-0.29,-0.3,0.01,0.01,0.99,,PASS
1,DL,qam64,31,ACK,-0.3,-0.31,0.01,0.01,0.99,,PASS
1,DL,qam64,32,ACK,-0.31,-0.32,0.01,0.01,0.99,,PASS
1,DL,qam64,33,ACK,-0.32,-0.33,0.01,0.01,0.99,,PASS
1,DL,qam64,34,ACK,-0.33,-0.34,0.01,0.01,0.99,,PASS
1,DL,qam64,35,ACK,-0.34,-0.35,0.01,0.01,0.99,,PASS
1,DL,qam64,36,ACK,-0.35,-0.36,0.01,0.01,0.99,,PASS
1,DL,qam64,37,ACK,-0.36,-0.37,0.01,0.01,0.99,,PASS
1,DL,qam64,38,ACK,-0.37,-0.38,0.01,0.01,0.99,,PASS
1,DL,qam64,39,ACK,-0.38,-0.39,0.01,0.01,0.99,,PASS
1,DL,qam64,40,ACK,-0.39,-0.4,0.01,0.01,0.99,,PASS
2,DL,qam64,1,NACK,0,0.99,0.01,0.01,0.99,,PASS
2,DL,qam64,2,NACK,0.99,1.98,0.01,0.01,0.99,,PASS
2,DL,qam64,3,NACK,1.98,2.97,0.01,0.01,0.99,,PASS
2,DL,qam64,4,NACK,2.97,3.96,0.01,0.01,0.99,,PASS
2,DL,qam64,5,NACK,3.96,4.95,0.01,0.01,0.99,,PASS
2,DL,qam64,6,NACK,4.95,5.94,0.01,0.01,0.99,,PASS
2,DL,qam64,7,NACK,5.94,6.93,0.01,0.01,0.99,,PASS
2,DL,qam64,8,NACK,6.93,7.92,0.01,0.01,0.99,,PASS
2,DL,qam64,9,NACK,7.92,8.91,0.01,0.01,0.99,,PASS
2,DL,qam64,10,NACK,8.91,9.9,0.01,0.01,0.99,,PASS
2,DL,qam64,11,NACK,9.9,10.89,0.01,0.01,0.99,,PASS
2,DL,qam64,12,NACK,10.89,11.88,0.01,0.01,0.99,,PASS
2,DL,qam64,13,NACK,11.88,12,0.01,0.01,0.99,,PASS
2,DL,qam64,14,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,15,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,16,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,17,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,18,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,19,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,20,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,21,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,22,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,23,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,24,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,25,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,26,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,27,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,28,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,29,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,30,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,31,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,32,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,33,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,34,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,35,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,36,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,37,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,38,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,39,NACK,12,12,0.01,0.01,0.99,,PASS
2,DL,qam64,40,NACK,12,12,0.01,0.01,0.99,,PASS
3,DL,qam64,1,ACK,0,-0.01,0.01,0.01,0.99,,PASS
3,DL,qam64,2,NACK,-0.01,0.98,0.01,0.01,0.99,,PASS
3,DL,qam64,3,ACK,0.98,0.97,0.01,0.01,0.99,,PASS
3,DL,qam64,4,NACK,0.97,1.96,0.01,0.01,0.99,,PASS
3,DL,qam64,5,ACK,1.96,1.95,0.01,0.01,0.99,,PASS
3,DL,qam64,6,NACK,1.95,2.94,0.01,0.01,0.99,,PASS
3,DL,qam64,7,ACK,2.94,2.93,0.01,0.01,0.99,,PASS
3,DL,qam64,8,NACK,2.93,3.92,0.01,0.01,0.99,,PASS
3,DL,qam64,9,ACK,3.92,3.91,0.01,0.01,0.99,,PASS
3,DL,qam64,10,NACK,3.91,4.9,0.01,0.01,0.99,,PASS
3,DL,qam64,11,ACK,4.9,4.89,0.01,0.01,0.99,,PASS
3,DL,qam64,12,NACK,4.89,5.88,0.01,0.01,0.99,,PASS
3,DL,qam64,13,ACK,5.88,5.87,0.01,0.01,0.99,,PASS
3,DL,qam64,14,NACK,5.87,6.86,0.01,0.01,0.99,,PASS
3,DL,qam64,15,ACK,6.86,6.85,0.01,0.01,0.99,,PASS
3,DL,qam64,16,NACK,6.85,7.84,0.01,0.01,0.99,,PASS
3,DL,qam64,17,ACK,7.84,7.83,0.01,0.01,0.99,,PASS
3,DL,qam64,18,NACK,7.83,8.82,0.01,0.01,0.99,,PASS
3,DL,qam64,19,ACK,8.82,8.81,0.01,0.01,0.99,,PASS
3,DL,qam64,20,NACK,8.81,9.8,0.01,0.01,0.99,,PASS
3,DL,qam64,21,ACK,9.8,9.79,0.01,0.01,0.99,,PASS
3,DL,qam64,22,NACK,9.79,10.78,0.01,0.01,0.99,,PASS
3,DL,qam64,23,ACK,10.78,10.77,0.01,0.01,0.99,,PASS
3,DL,qam64,24,NACK,10.77,11.76,0.01,0.01,0.99,,PASS
3,DL,qam64,25,ACK,11.76,11.75,0.01,0.01,0.99,,PASS
3,DL,qam64,26,NACK,11.75,12,0.01,0.01,0.99,,PASS
3,DL,qam64,27,ACK,12,11.99,0.01,0.01,0.99,,PASS
3,DL,qam64,28,NACK,11.99,12,0.01,0.01,0.99,,PASS
3,DL,qam64,29,ACK,12,11.99,0.01,0.01,0.99,,PASS
3,DL,qam64,30,NACK,11.99,12,0.01,0.01,0.99,,PASS
3,DL,qam64,31,ACK,12,11.99,0.01,0.01,0.99,,PASS
3,DL,qam64,32,NACK,11.99,12,0.01,0.01,0.99,,PASS
3,DL,qam64,33,ACK,12,11.99,0.01,0.01,0.99,,PASS
3,DL,qam64,34,NACK,11.99,12,0.01,0.01,0.99,,PASS
3,DL,qam64,35,ACK,12,11.99,0.01,0.01,0.99,,PASS
3,DL,qam64,36,NACK,11.99,12,0.01,0.01,0.99,,PASS
3,DL,qam64,37,ACK,12,11.99,0.01,0.01,0.99,,PASS
3,DL,qam64,38,NACK,11.99,12,0.01,0.01,0.99,,PASS
3,DL,qam64,39,ACK,12,11.99,0.01,0.01,0.99,,PASS
3,DL,qam64,40,NACK,11.99,12,0.01,0.01,0.99,,PASS
4,DL,qam64,1,ACK,0,-0.01,0.01,0.01,0.99,,PASS
4,DL,qam64,2,ACK,-0.01,-0.02,0.01,0.01,0.99,,PASS
4,DL,qam64,3,ACK,-0.02,-0.03,0.01,0.01,0.99,,PASS
4,DL,qam64,4,ACK,-0.03,-0.04,0.01,0.01,0.99,,PASS
4,DL,qam64,5,ACK,-0.04,-0.05,0.01,0.01,0.99,,PASS
4,DL,qam64,6,ACK,-0.05,-0.06,0.01,0.01,0.99,,PASS
4,DL,qam64,7,ACK,-0.06,-0.07,0.01,0.01,0.99,,PASS
4,DL,qam64,8,ACK,-0.07,-0.08,0.01,0.01,0.99,,PASS
4,DL,qam64,9,ACK,-0.08,-0.09,0.01,0.01,0.99,,PASS
4,DL,qam64,10,ACK,-0.09,-0.1,0.01,0.01,0.99,,PASS
4,DL,qam64,11,ACK,-0.1,-0.11,0.01,0.01,0.99,,PASS
4,DL,qam64,12,ACK,-0.11,-0.12,0.01,0.01,0.99,,PASS
4,DL,qam64,13,ACK,-0.12,-0.13,0.01,0.01,0.99,,PASS
4,DL,qam64,14,ACK,-0.13,-0.14,0.01,0.01,0.99,,PASS
4,DL,qam64,15,ACK,-0.14,-0.15,0.01,0.01,0.99,,PASS
4,DL,qam64,16,ACK,-0.15,-0.16,0.01,0.01,0.99,,PASS
4,DL,qam64,17,ACK,-0.16,-0.17,0.01,0.01,0.99,,PASS
4,DL,qam64,18,ACK,-0.17,-0.18,0.01,0.01,0.99,,PASS
4,DL,qam64,19,ACK,-0.18,-0.19,0.01,0.01,0.99,,PASS
4,DL,qam64,20,ACK,-0.19,-0.2,0.01,0.01,0.99,,PASS
4,DL,qam64,21,ACK,-0.2,-0.21,0.01,0.01,0.99,,PASS
4,DL,qam64,22,ACK,-0.21,-0.22,0.01,0.01,0.99,,PASS
4,DL,qam64,23,ACK,-0.22,-0.23,0.01,0.01,0.99,,PASS
4,DL,qam64,24,ACK,-0.23,-0.24,0.01,0.01,0.99,,PASS
4,DL,qam64,25,ACK,-0.24,-0.25,0.01,0.01,0.99,,PASS
4,DL,qam64,26,ACK,-0.25,-0.26,0.01,0.01,0.99,,PASS
4,DL,qam64,27,ACK,-0.26,-0.27,0.01,0.01,0.99,,PASS
4,DL,qam64,28,ACK,-0.27,-0.28,0.01,0.01,0.99,,PASS
4,DL,qam64,29,ACK,-0.28,-0.29,0.01,0.01,0.99,,PASS
4,DL,qam64,30,ACK,-0.29,-0.3,0.01,0.01,0.99,,PASS
4,DL,qam64,31,ACK,-0.3,-0.31,0.01,0.01,0.99,,PASS
4,DL,qam64,32,ACK,-0.31,-0.32,0.01,0.01,0.99,,PASS
4,DL,qam64,33,ACK,-0.32,-0.33,0.01,0.01,0.99,,PASS
4,DL,qam64,34,ACK,-0.33,-0.34,0.01,0.01,0.99,,PASS
4,DL,qam64,35,ACK,-0.34,-0.35,0.01,0.01,0.99,,PASS
4,DL,qam64,36,ACK,-0.35,-0.36,0.01,0.01,0.99,,PASS
4,DL,qam64,37,ACK,-0.36,-0.37,0.01,0.01,0.99,,PASS
4,DL,qam64,38,ACK,-0.37,-0.38,0.01,0.01,0.99,,PASS
4,DL,qam64,39,ACK,-0.38,-0.39,0.01,0.01,0.99,,PASS
4,DL,qam64,40,ACK,-0.39,-0.4,0.01,0.01,0.99,,PASS
4,DL,qam64,41,ACK,-0.4,-0.41,0.01,0.01,0.99,,PASS
4,DL,qam64,42,ACK,-0.41,-0.42,0.01,0.01,0.99,,PASS
4,DL,qam64,43,ACK,-0.42,-0.43,0.01,0.01,0.99,,PASS
4,DL,qam64,44,ACK,-0.43,-0.44,0.01,0.01,0.99,,PASS
4,DL,qam64,45,ACK,-0.44,-0.45,0.01,0.01,0.99,,PASS
4,DL,qam64,46,ACK,-0.45,-0.46,0.01,0.01,0.99,,PASS
4,DL,qam64,47,ACK,-0.46,-0.47,0.01,0.01,0.99,,PASS
4,DL,qam64,48,ACK,-0.47,-0.48,0.01,0.01,0.99,,PASS
4,DL,qam64,49,ACK,-0.48,-0.49,0.01,0.01,0.99,,PASS
4,DL,qam64,50,ACK,-0.49,-0.5,0.01,0.01,0.99,,PASS
4,DL,qam64,51,ACK,-0.5,-0.51,0.01,0.01,0.99,,PASS
4,DL,qam64,52,ACK,-0.51,-0.52,0.01,0.01,0.99,,PASS
4,DL,qam64,53,ACK,-0.52,-0.53,0.01,0.01,0.99,,PASS
4,DL,qam64,54,ACK,-0.53,-0.54,0.01,0.01,0.99,,PASS
4,DL,qam64,55,ACK,-0.54,-0.55,0.01,0.01,0.99,,PASS
4,DL,qam64,56,ACK,-0.55,-0.56,0.01,0.01,0.99,,PASS
4,DL,qam64,57,ACK,-0.56,-0.57,0.01,0.01,0.99,,PASS
4,DL,qam64,58,ACK,-0.57,-0.58,0.01,0.01,0.99,,PASS
4,DL,qam64,59,ACK,-0.58,-0.59,0.01,0.01,0.99,,PASS
4,DL,qam64,60,ACK,-0.59,-0.6,0.01,0.01,0.99,,PASS
4,DL,qam64,61,ACK,-0.6,-0.61,0.01,0.01,0.99,,PASS
4,DL,qam64,62,ACK,-0.61,-0.62,0.01,0.01,0.99,,PASS
4,DL,qam64,63,ACK,-0.62,-0.63,0.01,0.01,0.99,,PASS
4,DL,qam64,64,ACK,-0.63,-0.64,0.01,0.01,0.99,,PASS
4,DL,qam64,65,ACK,-0.64,-0.65,0.01,0.01,0.99,,PASS
4,DL,qam64,66,ACK,-0.65,-0.66,0.01,0.01,0.99,,PASS
4,DL,qam64,67,ACK,-0.66,-0.67,0.01,0.01,0.99,,PASS
4,DL,qam64,68,ACK,-0.67,-0.68,0.01,0.01,0.99,,PASS
4,DL,qam64,69,ACK,-0.68,-0.69,0.01,0.01,0.99,,PASS
4,DL,qam64,70,ACK,-0.69,-0.7,0.01,0.01,0.99,,PASS
4,DL,qam64,71,ACK,-0.7,-0.71,0.01,0.01,0.99,,PASS
4,DL,qam64,72,ACK,-0.71,-0.72,0.01,0.01,0.99,,PASS
4,DL,qam64,73,ACK,-0.72,-0.73,0.01,0.01,0.99,,PASS
4,DL,qam64,74,ACK,-0.73,-0.74,0.01,0.01,0.99,,PASS
4,DL,qam64,75,ACK,-0.74,-0.75,0.01,0.01,0.99,,PASS
4,DL,qam64,76,ACK,-0.75,-0.76,0.01,0.01,0.99,,PASS
4,DL,qam64,77,ACK,-0.76,-0.77,0.01,0.01,0.99,,PASS
4,DL,qam64,78,ACK,-0.77,-0.78,0.01,0.01,0.99,,PASS
4,DL,qam64,79,ACK,-0.78,-0.79,0.01,0.01,0.99,,PASS
4,DL,qam64,80,ACK,-0.79,-0.8,0.01,0.01,0.99,,PASS
5,DL,qam64,1,ACK,0,-0.01,0.05,0.01,0.19,,PASS
5,DL,qam64,2,ACK,-0.01,-0.02,0.05,0.01,0.19,,PASS
5,DL,qam64,3,ACK,-0.02,-0.03,0.05,0.01,0.19,,PASS
5,DL,qam64,4,ACK,-0.03,-0.04,0.05,0.01,0.19,,PASS
5,DL,qam64,5,ACK,-0.04,-0.05,0.05,0.01,0.19,,PASS
5,DL,qam64,6,ACK,-0.05,-0.06,0.05,0.01,0.19,,PASS
5,DL,qam64,7,ACK,-0.06,-0.07,0.05,0.01,0.19,,PASS
5,DL,qam64,8,ACK,-0.07,-0.08,0.05,0.01,0.19,,PASS
5,DL,qam64,9,ACK,-0.08,-0.09,0.05,0.01,0.19,,PASS
5,DL,qam64,10,ACK,-0.09,-0.1,0.05,0.01,0.19,,PASS
5,DL,qam64,11,ACK,-0.1,-0.11,0.05,0.01,0.19,,PASS
5,DL,qam64,12,ACK,-0.11,-0.12,0.05,0.01,0.19,,PASS
5,DL,qam64,13,ACK,-0.12,-0.13,0.05,0.01,0.19,,PASS
5,DL,qam64,14,ACK,-0.13,-0.14,0.05,0.01,0.19,,PASS
5,DL,qam64,15,ACK,-0.14,-0.15,0.05,0.01,0.19,,PASS
5,DL,qam64,16,ACK,-0.15,-0.16,0.05,0.01,0.19,,PASS
5,DL,qam64,17,ACK,-0.16,-0.17,0.05,0.01,0.19,,PASS
5,DL,qam64,18,ACK,-0.17,-0.18,0.05,0.01,0.19,,PASS
5,DL,qam64,19,ACK,-0.18,-0.19,0.05,0.01,0.19,,PASS
5,DL,qam64,20,ACK,-0.19,-0.2,0.05,0.01,0.19,,PASS
5,DL,qam64,21,ACK,-0.2,-0.21,0.05,0.01,0.19,,PASS
5,DL,qam64,22,ACK,-0.21,-0.22,0.05,0.01,0.19,,PASS
5,DL,qam64,23,ACK,-0.22,-0.23,0.05,0.01,0.19,,PASS
5,DL,qam64,24,ACK,-0.23,-0.24,0.05,0.01,0.19,,PASS
5,DL,qam64,25,ACK,-0.24,-0.25,0.05,0.01,0.19,,PASS
5,DL,qam64,26,ACK,-0.25,-0.26,0.05,0.01,0.19,,PASS
5,DL,qam64,27,ACK,-0.26,-0.27,0.05,0.01,0.19,,PASS
5,DL,qam64,28,ACK,-0.27,-0.28,0.05,0.01,0.19,,PASS
5,DL,qam64,29,ACK,-0.28,-0.29,0.05,0.01,0.19,,PASS
5,DL,qam64,30,ACK,-0.29,-0.3,0.05,0.01,0.19,,PASS
5,DL,qam64,31,ACK,-0.3,-0.31,0.05,0.01,0.19,,PASS
5,DL,qam64,32,ACK,-0.31,-0.32,0.05,0.01,0.19,,PASS
5,DL,qam64,33,ACK,-0.32,-0.33,0.05,0.01,0.19,,PASS
5,DL,qam64,34,ACK,-0.33,-0.34,0.05,0.01,0.19,,PASS
5,DL,qam64,35,ACK,-0.34,-0.35,0.05,0.01,0.19,,PASS
5,DL,qam64,36,ACK,-0.35,-0.36,0.05,0.01,0.19,,PASS
5,DL,qam64,37,ACK,-0.36,-0.37,0.05,0.01,0.19,,PASS
5,DL,qam64,38,ACK,-0.37,-0.38,0.05,0.01,0.19,,PASS
5,DL,qam64,39,ACK,-0.38,-0.39,0.05,0.01,0.19,,PASS
5,DL,qam64,40,ACK,-0.39,-0.4,0.05,0.01,0.19,,PASS
6,DL,qam64,1,NACK,0,0.19,0.05,0.01,0.19,,PASS
6,DL,qam64,2,NACK,0.19,0.38,0.05,0.01,0.19,,PASS
6,DL,qam64,3,NACK,0.38,0.57,0.05,0.01,0.19,,PASS
6,DL,qam64,4,NACK,0.57,0.76,0.05,0.01,0.19,,PASS
6,DL,qam64,5,NACK,0.76,0.95,0.05,0.01,0.19,,PASS
6,DL,qam64,6,NACK,0.95,1.14,0.05,0.01,0.19,,PASS
6,DL,qam64,7,NACK,1.14,1.33,0.05,0.01,0.19,,PASS
6,DL,qam64,8,NACK,1.33,1.52,0.05,0.01,0.19,,PASS
6,DL,qam64,9,NACK,1.52,1.71,0.05,0.01,0.19,,PASS
6,DL,qam64,10,NACK,1.71,1.9,0.05,0.01,0.19,,PASS
6,DL,qam64,11,NACK,1.9,2.09,0.05,0.01,0.19,,PASS
6,DL,qam64,12,NACK,2.09,2.28,0.05,0.01,0.19,,PASS
6,DL,qam64,13,NACK,2.28,2.47,0.05,0.01,0.19,,PASS
6,DL,qam64,14,NACK,2.47,2.66,0.05,0.01,0.19,,PASS
6,DL,qam64,15,NACK,2.66,2.85,0.05,0.01,0.19,,PASS
6,DL,qam64,16,NACK,2.85,3.04,0.05,0.01,0.19,,PASS
6,DL,qam64,17,NACK,3.04,3.23,0.05,0.01,0.19,,PASS
6,DL,qam64,18,NACK,3.23,3.42,0.05,0.01,0.19,,PASS
6,DL,qam64,19,NACK,3.42,3.61,0.05,0.01,0.19,,PASS
6,DL,qam64,20,NACK,3.61,3.8,0.05,0.01,0.19,,PASS
6,DL,qam64,21,NACK,3.8,3.99,0.05,0.01,0.19,,PASS
6,DL,qam64,22,NACK,3.99,4.18,0.05,0.01,0.19,,PASS
6,DL,qam64,23,NACK,4.18,4.37,0.05,0.01,0.19,,PASS
6,DL,qam64,24,NACK,4.37,4.56,0.05,0.01,0.19,,PASS
6,DL,qam64,25,NACK,4.56,4.75,0.05,0.01,0.19,,PASS
6,DL,qam64,26,NACK,4.75,4.94,0.05,0.01,0.19,,PASS
6,DL,qam64,27,NACK,4.94,5.13,0.05,0.01,0.19,,PASS
6,DL,qam64,28,NACK,5.13,5.32,0.05,0.01,0.19,,PASS
6,DL,qam64,29,NACK,5.32,5.51,0.05,0.01,0.19,,PASS
6,DL,qam64,30,NACK,5.51,5.7,0.05,0.01,0.19,,PASS
6,DL,qam64,31,NACK,5.7,5.89,0.05,0.01,0.19,,PASS
6,DL,qam64,32,NACK,5.89,6.08,0.05,0.01,0.19,,PASS
6,DL,qam64,33,NACK,6.08,6.27,0.05,0.01,0.19,,PASS
6,DL,qam64,34,NACK,6.27,6.46,0.05,0.01,0.19,,PASS
6,DL,qam64,35,NACK,6.46,6.65,0.05,0.01,0.19,,PASS
6,DL,qam64,36,NACK,6.65,6.84,0.05,0.01,0.19,,PASS
6,DL,qam64,37,NACK,6.84,7.03,0.05,0.01,0.19,,PASS
6,DL,qam64,38,NACK,7.03,7.22,0.05,0.01,0.19,,PASS
6,DL,qam64,39,NACK,7.22,7.41,0.05,0.01,0.19,,PASS
6,DL,qam64,40,NACK,7.41,7.6,0.05,0.01,0.19,,PASS
7,DL,qam64,1,ACK,0,-0.01,0.05,0.01,0.19,,PASS
7,DL,qam64,2,NACK,-0.01,0.18,0.05,0.01,0.19,,PASS
7,DL,qam64,3,ACK,0.18,0.17,0.05,0.01,0.19,,PASS
7,DL,qam64,4,NACK,0.17,0.36,0.05,0.01,0.19,,PASS
7,DL,qam64,5,ACK,0.36,0.35,0.05,0.01,0.19,,PASS
7,DL,qam64,6,NACK,0.35,0.54,0.05,0.01,0.19,,PASS
7,DL,qam64,7,ACK,0.54,0.53,0.05,0.01,0.19,,PASS
7,DL,qam64,8,NACK,0.53,0.72,0.05,0.01,0.19,,PASS
7,DL,qam64,9,ACK,0.72,0.71,0.05,0.01,0.19,,PASS
7,DL,qam64,10,NACK,0.71,0.9,0.05,0.01,0.19,,PASS
7,DL,qam64,11,ACK,0.9,0.89,0.05,0.01,0.19,,PASS
7,DL,qam64,12,NACK,0.89,1.08,0.05,0.01,0.19,,PASS
7,DL,qam64,13,ACK,1.08,1.07,0.05,0.01,0.19,,PASS
7,DL,qam64,14,NACK,1.07,1.26,0.05,0.01,0.19,,PASS
7,DL,qam64,15,ACK,1.26,1.25,0.05,0.01,0.19,,PASS
7,DL,qam64,16,NACK,1.25,1.44,0.05,0.01,0.19,,PASS
7,DL,qam64,17,ACK,1.44,1.43,0.05,0.01,0.19,,PASS
7,DL,qam64,18,NACK,1.43,1.62,0.05,0.01,0.19,,PASS
7,DL,qam64,19,ACK,1.62,1.61,0.05,0.01,0.19,,PASS
7,DL,qam64,20,NACK,1.61,1.8,0.05,0.01,0.19,,PASS
7,DL,qam64,21,ACK,1.8,1.79,0.05,0.01,0.19,,PASS
7,DL,qam64,22,NACK,1.79,1.98,0.05,0.01,0.19,,PASS
7,DL,qam64,23,ACK,1.98,1.97,0.05,0.01,0.19,,PASS
7,DL,qam64,24,NACK,1.97,2.16,0.05,0.01,0.19,,PASS
7,DL,qam64,25,ACK,2.16,2.15,0.05,0.01,0.19,,PASS
7,DL,qam64,26,NACK,2.15,2.34,0.05,0.01,0.19,,PASS
7,DL,qam64,27,ACK,2.34,2.33,0.05,0.01,0.19,,PASS
7,DL,qam64,28,NACK,2.33,2.52,0.05,0.01,0.19,,PASS
7,DL,qam64,29,ACK,2.52,2.51,0.05,0.01,0.19,,PASS
7,DL,qam64,30,NACK,2.51,2.7,0.05,0.01,0.19,,PASS
7,DL,qam64,31,ACK,2.7,2.69,0.05,0.01,0.19,,PASS
7,DL,qam64,32,NACK,2.69,2.88,0.05,0.01,0.19,,PASS
7,DL,qam64,33,ACK,2.88,2.87,0.05,0.01,0.19,,PASS
7,DL,qam64,34,NACK,2.87,3.06,0.05,0.01,0.19,,PASS
7,DL,qam64,35,ACK,3.06,3.05,0.05,0.01,0.19,,PASS
7,DL,qam64,36,NACK,3.05,3.24,0.05,0.01,0.19,,PASS
7,DL,qam64,37,ACK,3.24,3.23,0.05,0.01,0.19,,PASS
7,DL,qam64,38,NACK,3.23,3.42,0.05,0.01,0.19,,PASS
7,DL,qam64,39,ACK,3.42,3.41,0.05,0.01,0.19,,PASS
7,DL,qam64,40,NACK,3.41,3.6,0.05,0.01,0.19,,PASS
8,DL,qam64,1,ACK,0,-0.01,0.05,0.01,0.19,,PASS
8,DL,qam64,2,ACK,-0.01,-0.02,0.05,0.01,0.19,,PASS
8,DL,qam64,3,ACK,-0.02,-0.03,0.05,0.01,0.19,,PASS
8,DL,qam64,4,ACK,-0.03,-0.04,0.05,0.01,0.19,,PASS
8,DL,qam64,5,ACK,-0.04,-0.05,0.05,0.01,0.19,,PASS
8,DL,qam64,6,ACK,-0.05,-0.06,0.05,0.01,0.19,,PASS
8,DL,qam64,7,ACK,-0.06,-0.07,0.05,0.01,0.19,,PASS
8,DL,qam64,8,ACK,-0.07,-0.08,0.05,0.01,0.19,,PASS
8,DL,qam64,9,ACK,-0.08,-0.09,0.05,0.01,0.19,,PASS
8,DL,qam64,10,ACK,-0.09,-0.1,0.05,0.01,0.19,,PASS
8,DL,qam64,11,ACK,-0.1,-0.11,0.05,0.01,0.19,,PASS
