RunID,ExperimentID,CodebookType,Rank,SelectedRI,ExpectedRI,SelectedPMI,ExpectedPMI,PMIAccuracy,FeedbackBits,Objective,Status,FamilyID,Variant,FactorName,FactorValue,SNRDB,CandidateCount,ArrayGainDB,RIAccuracy,ExecutionBackend,ApproximationMode,TruthQualified
mimo_impact_20260726T182409Z,F01_P06_B,executed_typeI_2port_or_component_objective,1,1,1,1,1,1,8,measured_posteq_component_metric,PASS,F01,baseline,codebook_engine,compact_dft,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F01_P06_T,executed_typeI_2port_or_component_objective,1,1,1,2,2,1,8,measured_posteq_component_metric,PASS,F01,treatment,codebook_engine,exact_typeI,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P01_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F02,baseline,rank,1,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P01_T,executed_typeI_2port_or_component_objective,8,8,8,0,0,1,8,measured_posteq_component_metric,PASS,F02,treatment,rank,8,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P02_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F02,baseline,rank,1,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P02_T,executed_typeI_2port_or_component_objective,8,8,8,0,0,1,8,measured_posteq_component_metric,PASS,F02,treatment,rank,8,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P03_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F02,baseline,rank,1,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P03_T,executed_typeI_2port_or_component_objective,8,8,8,0,0,1,8,measured_posteq_component_metric,PASS,F02,treatment,rank,8,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P04_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F02,baseline,rank,1,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P04_T,executed_typeI_2port_or_component_objective,8,8,8,0,0,1,8,measured_posteq_component_metric,PASS,F02,treatment,rank,8,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P05_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F02,baseline,rank,1,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P05_T,executed_typeI_2port_or_component_objective,8,8,8,0,0,1,8,measured_posteq_component_metric,PASS,F02,treatment,rank,8,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P06_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F02,baseline,rank,1,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F02_P06_T,executed_typeI_2port_or_component_objective,8,8,8,0,0,1,8,measured_posteq_component_metric,PASS,F02,treatment,rank,8,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P01_B,executed_typeI_2port_or_component_objective,1,1,1,2,2,1,2,measured_posteq_component_metric,PASS,F03,baseline,subset_restriction,disabled,-5,4,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P01_T,executed_typeI_2port_or_component_objective,1,1,1,2,2,1,1,measured_posteq_component_metric,PASS,F03,treatment,subset_restriction,enabled,-5,2,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P02_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,2,measured_posteq_component_metric,PASS,F03,baseline,subset_restriction,disabled,0,4,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P02_T,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,1,measured_posteq_component_metric,PASS,F03,treatment,subset_restriction,enabled,0,2,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P03_B,executed_typeI_2port_or_component_objective,1,1,1,3,3,1,2,measured_posteq_component_metric,PASS,F03,baseline,subset_restriction,disabled,5,4,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P03_T,executed_typeI_2port_or_component_objective,1,1,1,2,2,1,1,measured_posteq_component_metric,PASS,F03,treatment,subset_restriction,enabled,5,2,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P04_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,2,measured_posteq_component_metric,PASS,F03,baseline,subset_restriction,disabled,10,4,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P04_T,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,1,measured_posteq_component_metric,PASS,F03,treatment,subset_restriction,enabled,10,2,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P05_B,executed_typeI_2port_or_component_objective,1,1,1,2,2,1,2,measured_posteq_component_metric,PASS,F03,baseline,subset_restriction,disabled,15,4,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P05_T,executed_typeI_2port_or_component_objective,1,1,1,2,2,1,1,measured_posteq_component_metric,PASS,F03,treatment,subset_restriction,enabled,15,2,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P06_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,2,measured_posteq_component_metric,PASS,F03,baseline,subset_restriction,disabled,20,4,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F03_P06_T,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,1,measured_posteq_component_metric,PASS,F03,treatment,subset_restriction,enabled,20,2,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P01_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,baseline,panel_geometry,correct,-5,256,9.0308998699194358,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P01_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,treatment,panel_geometry,inferred_square,-5,256,-19.582152313312854,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P02_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,baseline,panel_geometry,correct,0,256,9.0308998699194358,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P02_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,treatment,panel_geometry,inferred_square,0,256,-19.582152313312854,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P03_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,baseline,panel_geometry,correct,5,256,9.0308998699194358,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P03_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,treatment,panel_geometry,inferred_square,5,256,-19.582152313312854,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P04_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,baseline,panel_geometry,correct,10,256,9.0308998699194358,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P04_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,treatment,panel_geometry,inferred_square,10,256,-19.582152313312854,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P05_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,baseline,panel_geometry,correct,15,256,9.0308998699194358,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P05_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,treatment,panel_geometry,inferred_square,15,256,-19.582152313312854,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P06_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,baseline,panel_geometry,correct,20,256,9.0308998699194358,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F04_P06_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F04,treatment,panel_geometry,inferred_square,20,256,-19.582152313312854,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P01_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F05,baseline,polarization_model,co-polar,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P01_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F05,treatment,polarization_model,dual-polar,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P02_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F05,baseline,polarization_model,co-polar,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P02_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F05,treatment,polarization_model,dual-polar,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P03_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F05,baseline,polarization_model,co-polar,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P03_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F05,treatment,polarization_model,dual-polar,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P04_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F05,baseline,polarization_model,co-polar,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P04_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F05,treatment,polarization_model,dual-polar,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P05_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F05,baseline,polarization_model,co-polar,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P05_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F05,treatment,polarization_model,dual-polar,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P06_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F05,baseline,polarization_model,co-polar,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F05_P06_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F05,treatment,polarization_model,dual-polar,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P01_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,baseline,port_mapping,correct,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P01_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,treatment,port_mapping,permuted,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P02_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,baseline,port_mapping,correct,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P02_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,treatment,port_mapping,permuted,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P03_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,baseline,port_mapping,correct,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P03_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,treatment,port_mapping,permuted,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P04_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,baseline,port_mapping,correct,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P04_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,treatment,port_mapping,permuted,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P05_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,baseline,port_mapping,correct,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P05_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,treatment,port_mapping,permuted,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P06_B,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,baseline,port_mapping,correct,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F06_P06_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F06,treatment,port_mapping,permuted,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P01_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F07,baseline,ri_objective,svd_threshold,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P01_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F07,treatment,ri_objective,goodput,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P02_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F07,baseline,ri_objective,svd_threshold,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P02_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F07,treatment,ri_objective,goodput,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P03_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F07,baseline,ri_objective,svd_threshold,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P03_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F07,treatment,ri_objective,goodput,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P04_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F07,baseline,ri_objective,svd_threshold,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P04_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F07,treatment,ri_objective,goodput,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P05_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F07,baseline,ri_objective,svd_threshold,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P05_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F07,treatment,ri_objective,goodput,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P06_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F07,baseline,ri_objective,svd_threshold,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F07_P06_T,executed_typeI_2port_or_component_objective,2,2,2,0,0,1,8,measured_posteq_component_metric,PASS,F07,treatment,ri_objective,goodput,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P01_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F08,baseline,pmi_objective,frobenius_gain,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P01_T,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F08,treatment,pmi_objective,posteq_mi,-5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P02_B,executed_typeI_2port_or_component_objective,1,1,1,1,1,1,8,measured_posteq_component_metric,PASS,F08,baseline,pmi_objective,frobenius_gain,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P02_T,executed_typeI_2port_or_component_objective,1,1,1,2,2,1,8,measured_posteq_component_metric,PASS,F08,treatment,pmi_objective,posteq_mi,0,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P03_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F08,baseline,pmi_objective,frobenius_gain,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P03_T,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F08,treatment,pmi_objective,posteq_mi,5,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P04_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F08,baseline,pmi_objective,frobenius_gain,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P04_T,executed_typeI_2port_or_component_objective,1,1,1,3,3,1,8,measured_posteq_component_metric,PASS,F08,treatment,pmi_objective,posteq_mi,10,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P05_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F08,baseline,pmi_objective,frobenius_gain,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P05_T,executed_typeI_2port_or_component_objective,1,1,1,3,3,1,8,measured_posteq_component_metric,PASS,F08,treatment,pmi_objective,posteq_mi,15,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P06_B,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F08,baseline,pmi_objective,frobenius_gain,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F08_P06_T,executed_typeI_2port_or_component_objective,1,1,1,0,0,1,8,measured_posteq_component_metric,PASS,F08,treatment,pmi_objective,posteq_mi,20,256,0,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
