RunID,ExperimentID,Part1Bits,Part2Bits,OmittedPart2Bits,ReportAgeSlots,CQIError,PMIError,GoodputMbps,Status,FamilyID,Variant,FactorName,FactorValue,SNRDB,BLER,TotalBits,ExecutionBackend,ApproximationMode,TruthQualified
mimo_impact_20260726T182409Z,F09_P06_B,6,2,0,0,0,0,0.030912000000000023,PASS,F09,baseline,csi_granularity,wideband,20,0.67800000000000005,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F09_P06_T,6,2,0,0,0,0,0.038976000000000025,PASS,F09,treatment,csi_granularity,subband,20,0.59399999999999997,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P01_B,6,2,0,0,0,0,0,PASS,F10,baseline,precoder_granularity,wideband,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P01_T,6,2,0,0,0,0,0,PASS,F10,treatment,precoder_granularity,PRG,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P02_B,6,2,0,0,0,0,0.000192,PASS,F10,baseline,precoder_granularity,wideband,0,0.998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P02_T,6,2,0,0,0,0,0.00023999999999999998,PASS,F10,treatment,precoder_granularity,PRG,0,0.99750000000000005,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P03_B,6,2,0,0,0,0,0.0028320000000000003,PASS,F10,baseline,precoder_granularity,wideband,5,0.97050000000000003,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P03_T,6,2,0,0,0,0,0.0052800000000000017,PASS,F10,treatment,precoder_granularity,PRG,5,0.94499999999999995,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P04_B,6,2,0,0,0,0,0.014112000000000008,PASS,F10,baseline,precoder_granularity,wideband,10,0.85299999999999998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P04_T,6,2,0,0,0,0,0.020976000000000012,PASS,F10,treatment,precoder_granularity,PRG,10,0.78149999999999997,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P05_B,6,2,0,0,0,0,0.026064000000000021,PASS,F10,baseline,precoder_granularity,wideband,15,0.72850000000000004,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P05_T,6,2,0,0,0,0,0.03350400000000002,PASS,F10,treatment,precoder_granularity,PRG,15,0.65100000000000002,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P06_B,6,2,0,0,0,0,0.032112000000000022,PASS,F10,baseline,precoder_granularity,wideband,20,0.66549999999999998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F10_P06_T,6,2,0,0,0,0,0.039936000000000027,PASS,F10,treatment,precoder_granularity,PRG,20,0.58399999999999996,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P01_B,7,2,0,0,1,0,0,PASS,F11,baseline,csi_serialization,custom10bit,-5,1,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P01_T,7,2,0,0,0,0,0,PASS,F11,treatment,csi_serialization,exact,-5,1,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P02_B,7,2,0,0,1,0,0.000192,PASS,F11,baseline,csi_serialization,custom10bit,0,0.998,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P02_T,7,2,0,0,0,0,0.00024000000000000001,PASS,F11,treatment,csi_serialization,exact,0,0.99750000000000005,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P03_B,7,2,0,0,1,0,0.0020639999999999999,PASS,F11,baseline,csi_serialization,custom10bit,5,0.97850000000000004,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P03_T,7,2,0,0,0,0,0.0033120000000000007,PASS,F11,treatment,csi_serialization,exact,5,0.96550000000000002,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P04_B,7,2,0,0,1,0,0.012144000000000005,PASS,F11,baseline,csi_serialization,custom10bit,10,0.87350000000000005,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P04_T,7,2,0,0,0,0,0.016032000000000012,PASS,F11,treatment,csi_serialization,exact,10,0.83299999999999996,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P05_B,7,2,0,0,1,0,0.023280000000000019,PASS,F11,baseline,csi_serialization,custom10bit,15,0.75749999999999995,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P05_T,7,2,0,0,0,0,0.028944000000000022,PASS,F11,treatment,csi_serialization,exact,15,0.69850000000000001,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P06_B,7,2,0,0,1,0,0.026832000000000019,PASS,F11,baseline,csi_serialization,custom10bit,20,0.72050000000000003,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F11_P06_T,7,2,0,0,0,0,0.031632000000000028,PASS,F11,treatment,csi_serialization,exact,20,0.67049999999999998,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P01_B,7,2,0,0,0,0,0,PASS,F12,baseline,part2_capacity,full,-5,1,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P01_T,7,0,2,0,0,0,0,PASS,F12,treatment,part2_capacity,constrained,-5,1,7,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P02_B,7,2,0,0,0,0,4.8000000000000001e-05,PASS,F12,baseline,part2_capacity,full,0,0.99950000000000006,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P02_T,7,0,2,0,0,0,0,PASS,F12,treatment,part2_capacity,constrained,0,1,7,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P03_B,7,2,0,0,0,0,0.0036960000000000005,PASS,F12,baseline,part2_capacity,full,5,0.96150000000000002,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P03_T,7,0,2,0,0,0,0.0018239999999999999,PASS,F12,treatment,part2_capacity,constrained,5,0.98099999999999998,7,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P04_B,7,2,0,0,0,0,0.015648000000000009,PASS,F12,baseline,part2_capacity,full,10,0.83699999999999997,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P04_T,7,0,2,0,0,0,0.010896000000000008,PASS,F12,treatment,part2_capacity,constrained,10,0.88649999999999995,7,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P05_B,7,2,0,0,0,0,0.027456000000000022,PASS,F12,baseline,part2_capacity,full,15,0.71399999999999997,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P05_T,7,0,2,0,0,0,0.020688000000000012,PASS,F12,treatment,part2_capacity,constrained,15,0.78449999999999998,7,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P06_B,7,2,0,0,0,0,0.031968000000000024,PASS,F12,baseline,part2_capacity,full,20,0.66700000000000004,9,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F12_P06_T,7,0,2,0,0,0,0.025824000000000021,PASS,F12,treatment,part2_capacity,constrained,20,0.73099999999999998,7,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P01_B,6,2,0,0,0,0,0,PASS,F13,baseline,csi_age_slots,0,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P01_T,6,2,0,8,0,0,0,PASS,F13,treatment,csi_age_slots,8,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P02_B,6,2,0,0,0,0,0,PASS,F13,baseline,csi_age_slots,0,0,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P02_T,6,2,0,8,0,0,0,PASS,F13,treatment,csi_age_slots,8,0,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P03_B,6,2,0,0,0,0,0.0032160000000000005,PASS,F13,baseline,csi_age_slots,0,5,0.96650000000000003,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P03_T,6,2,0,8,0,0,0.00043200000000000004,PASS,F13,treatment,csi_age_slots,8,5,0.99550000000000005,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P04_B,6,2,0,0,0,0,0.01588800000000001,PASS,F13,baseline,csi_age_slots,0,10,0.83450000000000002,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P04_T,6,2,0,8,0,0,0.0041280000000000006,PASS,F13,treatment,csi_age_slots,8,10,0.95699999999999996,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P05_B,6,2,0,0,0,0,0.028896000000000022,PASS,F13,baseline,csi_age_slots,0,15,0.69899999999999995,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P05_T,6,2,0,8,0,0,0.011568000000000009,PASS,F13,treatment,csi_age_slots,8,15,0.87949999999999995,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P06_B,6,2,0,0,0,0,0.032112000000000022,PASS,F13,baseline,csi_age_slots,0,20,0.66549999999999998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F13_P06_T,6,2,0,8,0,0,0.01310400000000001,PASS,F13,treatment,csi_age_slots,8,20,0.86350000000000005,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P01_B,6,2,0,0,0,0,0,PASS,F14,baseline,csi_measurement_snr,20,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P01_T,6,2,0,0,0,0,0,PASS,F14,treatment,csi_measurement_snr,0,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P02_B,6,2,0,0,0,0,9.6000000000000002e-05,PASS,F14,baseline,csi_measurement_snr,20,0,0.999,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P02_T,6,2,0,0,0,0,0,PASS,F14,treatment,csi_measurement_snr,0,0,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P03_B,6,2,0,0,0,0,0.0036960000000000009,PASS,F14,baseline,csi_measurement_snr,20,5,0.96150000000000002,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P03_T,6,2,0,0,0,0,0.00028799999999999995,PASS,F14,treatment,csi_measurement_snr,0,5,0.997,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P04_B,6,2,0,0,0,0,0.016176000000000013,PASS,F14,baseline,csi_measurement_snr,20,10,0.83150000000000002,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P04_T,6,2,0,0,0,0,0.0042240000000000012,PASS,F14,treatment,csi_measurement_snr,0,10,0.95599999999999996,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P05_B,6,2,0,0,0,0,0.027168000000000022,PASS,F14,baseline,csi_measurement_snr,20,15,0.71699999999999997,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P05_T,6,2,0,0,0,0,0.0095040000000000055,PASS,F14,treatment,csi_measurement_snr,0,15,0.90100000000000002,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P06_B,6,2,0,0,0,0,0.033936000000000029,PASS,F14,baseline,csi_measurement_snr,20,20,0.64649999999999996,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F14_P06_T,6,2,0,0,0,0,0.012672000000000008,PASS,F14,treatment,csi_measurement_snr,0,20,0.86799999999999999,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P01_B,6,2,0,0,2,0,0,PASS,F15,baseline,interference_measurement,none,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P01_T,6,2,0,0,0,0,0,PASS,F15,treatment,interference_measurement,CSI-IM,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P02_B,6,2,0,0,2,0,0.000144,PASS,F15,baseline,interference_measurement,none,0,0.99850000000000005,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P02_T,6,2,0,0,0,0,0.000144,PASS,F15,treatment,interference_measurement,CSI-IM,0,0.99850000000000005,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P03_B,6,2,0,0,2,0,0.001632,PASS,F15,baseline,interference_measurement,none,5,0.98299999999999998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P03_T,6,2,0,0,0,0,0.0043200000000000009,PASS,F15,treatment,interference_measurement,CSI-IM,5,0.95499999999999996,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P04_B,6,2,0,0,2,0,0.0083040000000000041,PASS,F15,baseline,interference_measurement,none,10,0.91349999999999998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P04_T,6,2,0,0,0,0,0.028416000000000021,PASS,F15,treatment,interference_measurement,CSI-IM,10,0.70399999999999996,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P05_B,6,2,0,0,2,0,0.012576000000000007,PASS,F15,baseline,interference_measurement,none,15,0.86899999999999999,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P05_T,6,2,0,0,0,0,0.052080000000000043,PASS,F15,treatment,interference_measurement,CSI-IM,15,0.45750000000000002,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P06_B,6,2,0,0,2,0,0.01440000000000001,PASS,F15,baseline,interference_measurement,none,20,0.84999999999999998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F15_P06_T,6,2,0,0,0,0,0.064512,PASS,F15,treatment,interference_measurement,CSI-IM,20,0.32800000000000001,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P01_B,6,2,0,0,2,0,0,PASS,F16,baseline,cqi_mapping,heuristic,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P01_T,6,2,0,0,0,0,0,PASS,F16,treatment,cqi_mapping,calibrated,-5,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P02_B,6,2,0,0,2,0,0,PASS,F16,baseline,cqi_mapping,heuristic,0,1,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P02_T,6,2,0,0,0,0,0.000144,PASS,F16,treatment,cqi_mapping,calibrated,0,0.99850000000000005,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P03_B,6,2,0,0,2,0,0.0014400000000000001,PASS,F16,baseline,cqi_mapping,heuristic,5,0.98499999999999999,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P03_T,6,2,0,0,0,0,0.0034560000000000007,PASS,F16,treatment,cqi_mapping,calibrated,5,0.96399999999999997,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P04_B,6,2,0,0,2,0,0.011328000000000006,PASS,F16,baseline,cqi_mapping,heuristic,10,0.88200000000000001,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P04_T,6,2,0,0,0,0,0.016464000000000013,PASS,F16,treatment,cqi_mapping,calibrated,10,0.82850000000000001,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P05_B,6,2,0,0,2,0,0.020496000000000014,PASS,F16,baseline,cqi_mapping,heuristic,15,0.78649999999999998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P05_T,6,2,0,0,0,0,0.02736000000000002,PASS,F16,treatment,cqi_mapping,calibrated,15,0.71499999999999997,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P06_B,6,2,0,0,2,0,0.02649600000000002,PASS,F16,baseline,cqi_mapping,heuristic,20,0.72399999999999998,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F16_P06_T,6,2,0,0,0,0,0.034416000000000023,PASS,F16,treatment,cqi_mapping,calibrated,20,0.64149999999999996,8,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
