RunID,RuleID,FamilyID,Severity,Metric,ObservedValue,Threshold,Passed,EvidenceCSV,Status
PUCCH_IMPACT_R18,RULE-F21,F21,HARD,Occupancy,4.58333333333333,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F22,F22,HARD,LatencySlots,4,see_prompt,1,pucch_impact_resource_timing.csv,PASS
PUCCH_IMPACT_R18,RULE-F23,F23,HARD,AvailabilityProbability,1,see_prompt,1,pucch_impact_resource_timing.csv,PASS
PUCCH_IMPACT_R18,RULE-F24,F24,HARD,ResourceSelectionError,0,see_prompt,1,pucch_impact_resource_timing.csv,PASS
PUCCH_IMPACT_R18,RULE-F25,F25,HARD,ResourceSelectionError,1,see_prompt,1,pucch_impact_resource_timing.csv,PASS
PUCCH_IMPACT_R18,RULE-F26,F26,HARD,GrantSuccess,0.5,see_prompt,1,pucch_impact_resource_timing.csv,PASS
PUCCH_IMPACT_R18,RULE-F27,F27,HARD,GrantSuccess,0.5,see_prompt,1,pucch_impact_resource_timing.csv,PASS
PUCCH_IMPACT_R18,RULE-F28,F28,HARD,UCIRecoveryRate,1,see_prompt,1,pucch_impact_collisions.csv,PASS
PUCCH_IMPACT_R18,RULE-F29,F29,HARD,CollisionRate,0.5,see_prompt,1,pucch_impact_collisions.csv,PASS
PUCCH_IMPACT_R18,RULE-F30,F30,HARD,CollisionRate,0.5,see_prompt,1,pucch_impact_collisions.csv,PASS
PUCCH_IMPACT_R18,RULE-F31,F31,HARD,CollisionRate,0.5,see_prompt,1,pucch_impact_collisions.csv,PASS
PUCCH_IMPACT_R18,RULE-F32,F32,HARD,PowerError_dB,5.16895554591996,see_prompt,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-F33,F33,HARD,PowerError_dB,2.58676665221327,see_prompt,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-F34,F34,HARD,PowerError_dB,1.8424888503465,see_prompt,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-F35,F35,HARD,EVM,15,see_prompt,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-F36,F36,HARD,BLER,0.5,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F37,F37,HARD,PowerError_dB,2.45359996145761,see_prompt,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-F38,F38,HARD,BLER,0.5,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F39,F39,HARD,BLER,0.416666666666667,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F40,F40,HARD,BLER,0.5,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F41,F41,HARD,BLER,0.583333333333333,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F42,F42,HARD,BLER,0.75,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F43,F43,HARD,BLER,0.666666666666667,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F44,F44,HARD,BLER,0.5,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F45,F45,HARD,FalseAlarmProbability,0,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F46,F46,HARD,FalseGrantProbability,0,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F47,F47,HARD,FalseDecodeProbability,0,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F48,F48,HARD,FalseDecodeProbability,0,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F49,F49,HARD,BLER,0.5,see_prompt,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-F50,F50,HARD,RuntimeMs,113.64845,see_prompt,1,pucch_impact_runtime.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-01,F01,HARD,FalseAlarmProbability,0,configured,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-02,F02,HARD,PowerError_dB,0.919813875639943,configured,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-03,F03,HARD,RuntimeMs,196.532216666667,configured,1,pucch_impact_runtime.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-04,F04,HARD,BLER,0.583333333333333,configured,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-05,F05,HARD,FalseAlarmProbability,0,configured,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-06,F06,HARD,PowerError_dB,8.51170985545953e-16,configured,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-07,F07,HARD,RuntimeMs,115.833216666667,configured,1,pucch_impact_runtime.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-08,F08,STATISTICAL,BLER,0.5,configured,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-09,F09,STATISTICAL,FalseAlarmProbability,0,configured,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-10,F10,STATISTICAL,PowerError_dB,8.51170985545953e-16,configured,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-11,F11,STATISTICAL,RuntimeMs,152.107641666667,configured,1,pucch_impact_runtime.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-12,F12,STATISTICAL,BLER,0.416666666666667,configured,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-13,F13,STATISTICAL,FalseAlarmProbability,0,configured,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-14,F14,STATISTICAL,PowerError_dB,8.88178419700125e-16,configured,1,pucch_impact_power_spatial.csv,PASS
PUCCH_IMPACT_R18,RULE-STAT-15,F15,STATISTICAL,RuntimeMs,349.932633333333,configured,1,pucch_impact_runtime.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-01,F21,DIAGNOSTIC,effect_size,0.144444444444444,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-02,F22,DIAGNOSTIC,effect_size,0.26547619047619,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-03,F23,DIAGNOSTIC,effect_size,0,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-04,F24,DIAGNOSTIC,effect_size,0,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-05,F25,DIAGNOSTIC,effect_size,0,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-06,F26,DIAGNOSTIC,effect_size,0,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-07,F27,DIAGNOSTIC,effect_size,0,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-08,F28,DIAGNOSTIC,effect_size,0,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-09,F29,DIAGNOSTIC,effect_size,1,finite,1,pucch_impact_operating_points.csv,PASS
PUCCH_IMPACT_R18,RULE-DIAG-10,F30,DIAGNOSTIC,effect_size,1,finite,1,pucch_impact_operating_points.csv,PASS
