TrialID,Mode,PayloadID,ResourceDigest,SampleRate_Hz,PAPR_dB,EVM_pct,OOB_dB,Status
2,DFT-s-OFDM,PAYLOAD-2,8173a70fb82ab9a5dfc5b28c815d1f7981e9576eea02dfd2bb2725b898c7664e,15360000,6.53214274134127,2.56019170715747e-14,-29.3527542425719,PASS
2,DFT-s-OFDM,PAYLOAD-2,8173a70fb82ab9a5dfc5b28c815d1f7981e9576eea02dfd2bb2725b898c7664e,30720000,6.5324828284285,2.56019170715747e-14,-29.3527542425719,PASS
3,CP-OFDM,PAYLOAD-3,ecd10ecf649e5df7a31d66b259e2b025fa1d751d85a2e8c51a9586f2c34c2e42,3840000,8.13832486116215,1.54328654648412e-14,-29.4992270154798,PASS
3,CP-OFDM,PAYLOAD-3,ecd10ecf649e5df7a31d66b259e2b025fa1d751d85a2e8c51a9586f2c34c2e42,7680000,8.37267268695333,1.54328654648412e-14,-29.4992270154798,PASS
3,CP-OFDM,PAYLOAD-3,ecd10ecf649e5df7a31d66b259e2b025fa1d751d85a2e8c51a9586f2c34c2e42,15360000,8.37267268695333,1.54328654648412e-14,-29.4992270154798,PASS
3,CP-OFDM,PAYLOAD-3,ecd10ecf649e5df7a31d66b259e2b025fa1d751d85a2e8c51a9586f2c34c2e42,30720000,8.46085036712984,1.54328654648412e-14,-29.4992270154798,PASS
3,DFT-s-OFDM,PAYLOAD-3,ecd10ecf649e5df7a31d66b259e2b025fa1d751d85a2e8c51a9586f2c34c2e42,3840000,6.3938631413112,2.85761140888713e-14,-31.6471736613875,PASS
3,DFT-s-OFDM,PAYLOAD-3,ecd10ecf649e5df7a31d66b259e2b025fa1d751d85a2e8c51a9586f2c34c2e42,7680000,6.4351163113621,2.85761140888713e-14,-31.6471736613875,PASS
3,DFT-s-OFDM,PAYLOAD-3,ecd10ecf649e5df7a31d66b259e2b025fa1d751d85a2e8c51a9586f2c34c2e42,15360000,6.46171258049644,2.85761140888713e-14,-31.6471736613875,PASS
3,DFT-s-OFDM,PAYLOAD-3,ecd10ecf649e5df7a31d66b259e2b025fa1d751d85a2e8c51a9586f2c34c2e42,30720000,6.46171258049644,2.85761140888713e-14,-31.6471736613875,PASS
4,CP-OFDM,PAYLOAD-4,4932f3ebb99fe8e86af6d67bc5612b9375e1020a059a07af15e74a7995c2bbe7,3840000,8.69334877985482,1.36445310640356e-14,-30.5825872310066,PASS
4,CP-OFDM,PAYLOAD-4,4932f3ebb99fe8e86af6d67bc5612b9375e1020a059a07af15e74a7995c2bbe7,7680000,8.8124362795699,1.36445310640356e-14,-30.5825872310066,PASS
4,CP-OFDM,PAYLOAD-4,4932f3ebb99fe8e86af6d67bc5612b9375e1020a059a07af15e74a7995c2bbe7,15360000,8.81243627956989,1.36445310640356e-14,-30.5825872310066,PASS
4,CP-OFDM,PAYLOAD-4,4932f3ebb99fe8e86af6d67bc5612b9375e1020a059a07af15e74a7995c2bbe7,30720000,8.81243627956989,1.36445310640356e-14,-30.5825872310066,PASS
4,DFT-s-OFDM,PAYLOAD-4,4932f3ebb99fe8e86af6d67bc5612b9375e1020a059a07af15e74a7995c2bbe7,3840000,5.14150395819205,2.8788745244186e-14,-31.7321049516883,PASS
4,DFT-s-OFDM,PAYLOAD-4,4932f3ebb99fe8e86af6d67bc5612b9375e1020a059a07af15e74a7995c2bbe7,7680000,5.14150480758608,2.8788745244186e-14,-31.7321049516883,PASS
4,DFT-s-OFDM,PAYLOAD-4,4932f3ebb99fe8e86af6d67bc5612b9375e1020a059a07af15e74a7995c2bbe7,15360000,5.18779745400052,2.8788745244186e-14,-31.7321049516883,PASS
4,DFT-s-OFDM,PAYLOAD-4,4932f3ebb99fe8e86af6d67bc5612b9375e1020a059a07af15e74a7995c2bbe7,30720000,5.18779745400051,2.8788745244186e-14,-31.7321049516883,PASS
5,CP-OFDM,PAYLOAD-5,f7d1e375f91ec088381b4a348ba4416610079a78929ac2063af5af755808004a,3840000,7.46098344160313,1.34072167684476e-14,-34.7116582912435,PASS
5,CP-OFDM,PAYLOAD-5,f7d1e375f91ec088381b4a348ba4416610079a78929ac2063af5af755808004a,7680000,7.51971544700871,1.34072167684476e-14,-34.7116582912435,PASS
5,CP-OFDM,PAYLOAD-5,f7d1e375f91ec088381b4a348ba4416610079a78929ac2063af5af755808004a,15360000,7.52538401703318,1.34072167684476e-14,-34.7116582912435,PASS
5,CP-OFDM,PAYLOAD-5,f7d1e375f91ec088381b4a348ba4416610079a78929ac2063af5af755808004a,30720000,7.53130713968098,1.34072167684476e-14,-34.7116582912435,PASS
5,DFT-s-OFDM,PAYLOAD-5,f7d1e375f91ec088381b4a348ba4416610079a78929ac2063af5af755808004a,3840000,5.49668112853963,2.69696040447435e-14,-30.5331636998947,PASS
5,DFT-s-OFDM,PAYLOAD-5,f7d1e375f91ec088381b4a348ba4416610079a78929ac2063af5af755808004a,7680000,5.49668887526907,2.69696040447435e-14,-30.5331636998947,PASS
5,DFT-s-OFDM,PAYLOAD-5,f7d1e375f91ec088381b4a348ba4416610079a78929ac2063af5af755808004a,15360000,5.51532580413356,2.69696040447435e-14,-30.5331636998947,PASS
5,DFT-s-OFDM,PAYLOAD-5,f7d1e375f91ec088381b4a348ba4416610079a78929ac2063af5af755808004a,30720000,5.51735180826935,2.69696040447435e-14,-30.5331636998947,PASS
6,CP-OFDM,PAYLOAD-6,b03bb522bb9690bc47316458fd16dc5d1546c86984098ae23512022537804d48,3840000,8.28667527326309,1.4175284507353e-14,-30.6780262055202,PASS
6,CP-OFDM,PAYLOAD-6,b03bb522bb9690bc47316458fd16dc5d1546c86984098ae23512022537804d48,7680000,8.28667834922404,1.4175284507353e-14,-30.6780262055202,PASS
6,CP-OFDM,PAYLOAD-6,b03bb522bb9690bc47316458fd16dc5d1546c86984098ae23512022537804d48,15360000,8.32212980502333,1.4175284507353e-14,-30.6780262055202,PASS
6,CP-OFDM,PAYLOAD-6,b03bb522bb9690bc47316458fd16dc5d1546c86984098ae23512022537804d48,30720000,8.32212980502333,1.4175284507353e-14,-30.6780262055202,PASS
6,DFT-s-OFDM,PAYLOAD-6,b03bb522bb9690bc47316458fd16dc5d1546c86984098ae23512022537804d48,3840000,6.33618722817423,2.82825547567548e-14,-31.1500143444161,PASS
6,DFT-s-OFDM,PAYLOAD-6,b03bb522bb9690bc47316458fd16dc5d1546c86984098ae23512022537804d48,7680000,6.33619003954631,2.82825547567548e-14,-31.1500143444161,PASS
6,DFT-s-OFDM,PAYLOAD-6,b03bb522bb9690bc47316458fd16dc5d1546c86984098ae23512022537804d48,15360000,6.36958898265405,2.82825547567548e-14,-31.1500143444161,PASS
6,DFT-s-OFDM,PAYLOAD-6,b03bb522bb9690bc47316458fd16dc5d1546c86984098ae23512022537804d48,30720000,6.36958898265404,2.82825547567548e-14,-31.1500143444161,PASS
7,CP-OFDM,PAYLOAD-7,fa33878592dcde258342708a75b981ef4e71901cd5022330c960ec3fe0a9f2b3,3840000,8.23706061126726,1.42205008407109e-14,-31.2038397498722,PASS
7,CP-OFDM,PAYLOAD-7,fa33878592dcde258342708a75b981ef4e71901cd5022330c960ec3fe0a9f2b3,7680000,8.37061331991974,1.42205008407109e-14,-31.2038397498722,PASS
7,CP-OFDM,PAYLOAD-7,fa33878592dcde258342708a75b981ef4e71901cd5022330c960ec3fe0a9f2b3,15360000,8.37061331991974,1.42205008407109e-14,-31.2038397498722,PASS
7,CP-OFDM,PAYLOAD-7,fa33878592dcde258342708a75b981ef4e71901cd5022330c960ec3fe0a9f2b3,30720000,8.37061331991974,1.42205008407109e-14,-31.2038397498722,PASS
7,DFT-s-OFDM,PAYLOAD-7,fa33878592dcde258342708a75b981ef4e71901cd5022330c960ec3fe0a9f2b3,3840000,5.85212510871143,2.66944578409691e-14,-31.5789864026871,PASS
7,DFT-s-OFDM,PAYLOAD-7,fa33878592dcde258342708a75b981ef4e71901cd5022330c960ec3fe0a9f2b3,7680000,5.85213294150198,2.66944578409691e-14,-31.5789864026871,PASS
7,DFT-s-OFDM,PAYLOAD-7,fa33878592dcde258342708a75b981ef4e71901cd5022330c960ec3fe0a9f2b3,15360000,5.85213294150198,2.66944578409691e-14,-31.5789864026871,PASS
7,DFT-s-OFDM,PAYLOAD-7,fa33878592dcde258342708a75b981ef4e71901cd5022330c960ec3fe0a9f2b3,30720000,5.85213294150197,2.66944578409691e-14,-31.5789864026871,PASS
8,CP-OFDM,PAYLOAD-8,81cfa29dd2c352afa62d32f0c45e8919c87c8a183643f062a58709fe33163546,3840000,10.441024425515,1.3738309013483e-14,-30.1056573397023,PASS
8,CP-OFDM,PAYLOAD-8,81cfa29dd2c352afa62d32f0c45e8919c87c8a183643f062a58709fe33163546,7680000,10.5352920058123,1.3738309013483e-14,-30.1056573397023,PASS
8,CP-OFDM,PAYLOAD-8,81cfa29dd2c352afa62d32f0c45e8919c87c8a183643f062a58709fe33163546,15360000,10.5352920058123,1.3738309013483e-14,-30.1056573397023,PASS
8,CP-OFDM,PAYLOAD-8,81cfa29dd2c352afa62d32f0c45e8919c87c8a183643f062a58709fe33163546,30720000,10.5370142195069,1.3738309013483e-14,-30.1056573397023,PASS
8,DFT-s-OFDM,PAYLOAD-8,81cfa29dd2c352afa62d32f0c45e8919c87c8a183643f062a58709fe33163546,3840000,5.10282166339163,2.83845150284798e-14,-28.726067818554,PASS
8,DFT-s-OFDM,PAYLOAD-8,81cfa29dd2c352afa62d32f0c45e8919c87c8a183643f062a58709fe33163546,7680000,5.10283083602029,2.83845150284798e-14,-28.726067818554,PASS
8,DFT-s-OFDM,PAYLOAD-8,81cfa29dd2c352afa62d32f0c45e8919c87c8a183643f062a58709fe33163546,15360000,5.10283083602029,2.83845150284798e-14,-28.726067818554,PASS
8,DFT-s-OFDM,PAYLOAD-8,81cfa29dd2c352afa62d32f0c45e8919c87c8a183643f062a58709fe33163546,30720000,5.10283083602029,2.83845150284798e-14,-28.726067818554,PASS
9,CP-OFDM,PAYLOAD-9,6143dc97ce915acfa78d86b1eda35b5a5836ed173827f6cd22d3f9aab7743bdd,3840000,9.30515563311898,1.36915003288059e-14,-32.930594860517,PASS
9,CP-OFDM,PAYLOAD-9,6143dc97ce915acfa78d86b1eda35b5a5836ed173827f6cd22d3f9aab7743bdd,7680000,9.30515954364001,1.36915003288059e-14,-32.930594860517,PASS
9,CP-OFDM,PAYLOAD-9,6143dc97ce915acfa78d86b1eda35b5a5836ed173827f6cd22d3f9aab7743bdd,15360000,9.30515954364,1.36915003288059e-14,-32.930594860517,PASS
9,CP-OFDM,PAYLOAD-9,6143dc97ce915acfa78d86b1eda35b5a5836ed173827f6cd22d3f9aab7743bdd,30720000,9.31261113340694,1.36915003288059e-14,-32.930594860517,PASS
9,DFT-s-OFDM,PAYLOAD-9,6143dc97ce915acfa78d86b1eda35b5a5836ed173827f6cd22d3f9aab7743bdd,3840000,5.92239047706096,2.79514861997191e-14,-31.8485192399699,PASS
9,DFT-s-OFDM,PAYLOAD-9,6143dc97ce915acfa78d86b1eda35b5a5836ed173827f6cd22d3f9aab7743bdd,7680000,6.01028963202844,2.79514861997191e-14,-31.8485192399699,PASS
9,DFT-s-OFDM,PAYLOAD-9,6143dc97ce915acfa78d86b1eda35b5a5836ed173827f6cd22d3f9aab7743bdd,15360000,6.02033567178144,2.79514861997191e-14,-31.8485192399699,PASS
9,DFT-s-OFDM,PAYLOAD-9,6143dc97ce915acfa78d86b1eda35b5a5836ed173827f6cd22d3f9aab7743bdd,30720000,6.02860306998501,2.79514861997191e-14,-31.8485192399699,PASS
10,CP-OFDM,PAYLOAD-10,9eafb06ed9e8441e717d794b469561540a2964092204b7cec968abd7d5eb87b9,3840000,8.65161559353863,1.45771832166137e-14,-33.640728568645,PASS
10,CP-OFDM,PAYLOAD-10,9eafb06ed9e8441e717d794b469561540a2964092204b7cec968abd7d5eb87b9,7680000,8.70239941855785,1.45771832166137e-14,-33.640728568645,PASS
10,CP-OFDM,PAYLOAD-10,9eafb06ed9e8441e717d794b469561540a2964092204b7cec968abd7d5eb87b9,15360000,8.70239941855785,1.45771832166137e-14,-33.640728568645,PASS
10,CP-OFDM,PAYLOAD-10,9eafb06ed9e8441e717d794b469561540a2964092204b7cec968abd7d5eb87b9,30720000,8.70607453488251,1.45771832166137e-14,-33.640728568645,PASS
10,DFT-s-OFDM,PAYLOAD-10,9eafb06ed9e8441e717d794b469561540a2964092204b7cec968abd7d5eb87b9,3840000,6.16770344129375,2.70646514020646e-14,-30.3052325967711,PASS
10,DFT-s-OFDM,PAYLOAD-10,9eafb06ed9e8441e717d794b469561540a2964092204b7cec968abd7d5eb87b9,7680000,6.21288113447493,2.70646514020646e-14,-30.3052325967711,PASS
10,DFT-s-OFDM,PAYLOAD-10,9eafb06ed9e8441e717d794b469561540a2964092204b7cec968abd7d5eb87b9,15360000,6.23522554114584,2.70646514020646e-14,-30.3052325967711,PASS
10,DFT-s-OFDM,PAYLOAD-10,9eafb06ed9e8441e717d794b469561540a2964092204b7cec968abd7d5eb87b9,30720000,6.23522554114584,2.70646514020646e-14,-30.3052325967711,PASS
