Direction,SignalFamily,SNR_dB,SFN,Frame,Slot,Time_s,CellID,BWPID,UEIndex,RNTI,ResourceID,ResourceSetID,CSIRSType,NumPorts,RowNumber,Density,Periodicity,SymbolLocations,SubcarrierLocations,RBOffset,NumRB,NRE,Scheduled,Transmitted,Observed,Consumed,Consumer,MeasurementRSRP_dB,MeasurementSource,UpdateOutcome,RuntimeMaterializationStatus,RuntimeBlocker,RuntimeEvidenceSource,RuntimeEventObserved,SourceArtifact,SourceTable
DL,CSI-RS,12,9,9,9,0.004,4,0,38,38,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-84.5133217021906,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,8,8,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-129.024194391606,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,20,20,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-125.354813819013,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,32,32,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-89.3418005055112,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,37,37,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-109.198771825958,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,44,44,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-85.2710825825181,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,49,49,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-86.5922704173624,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,30,30,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-90.4455817472448,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,39,39,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-114.862190250742,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,7,7,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-128.208126071719,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,46,46,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-99.7203657879258,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,27,27,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-110.343486469537,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,11,11,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-137.476055510237,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,1,1,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-118.762440225391,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,17,17,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-121.473733213958,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,21,21,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-114.966602257769,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,25,25,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-102.372380871312,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,28,28,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-100.689055227955,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,31,31,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-87.7006199530825,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,36,36,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-106.768823965612,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,5,0,48,48,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-119.727640414449,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
