Direction,SNR_dB,Frame,Slot,UEIndex,RNTI,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,BeamSelectionStrategy,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,ExecutionModel,Status,TrialOrdinal,AbsoluteSlot,BeamDetectedFlag,MisalignmentFlag,BeamFailureFlag,PredictionSuccessFlag,TrialsSinceLastSwitch,StateBefore,StateAfter,BeamSweepEnabled,BeamCountConfigured
"UL",12,9,9,41,41,1,1,1,1,32,-133.742251504277,-133.742251504277,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,41,41,1,1,1,1,32,-127.910151148618,-127.910151148618,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,42,42,1,1,1,1,32,-137.418054996429,-137.418054996429,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,42,42,1,1,1,1,32,-131.62024743592,-131.62024743592,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,43,43,1,1,1,1,32,-127.839000722055,-127.839000722055,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,43,43,1,1,1,1,32,-121.880028951632,-121.880028951632,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,44,44,1,1,1,1,32,-110.589132060911,-110.589132060911,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,44,44,1,1,1,1,32,-104.630024096836,-104.630024096836,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,45,45,1,1,1,1,32,-135.696373330437,-135.696373330437,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,45,45,1,1,1,1,32,-129.559162369941,-129.559162369941,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,47,47,1,1,1,1,32,-125.118263022831,-125.118263022831,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,47,47,1,1,1,1,32,-119.287188936657,-119.287188936657,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,49,49,1,1,1,1,32,-111.445503359512,-111.445503359512,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,49,49,1,1,1,1,32,-105.406634877913,-105.406634877913,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,50,50,1,1,1,1,32,-120.489905404972,-120.489905404972,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,50,50,1,1,1,1,32,-114.662242914303,-114.662242914303,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
