UEIndex,RNTI,Direction,SNR_dB,Frame,Slot,MCS,PRBs,Layers,ConfiguredLayers,ConfiguredTxAntennas,ConfiguredRxAntennas,ReceiverHestSINR_dB,WidebandCQI,RankIndicator,PMI,ChannelGain_dB,ConditionNumber_dB,RankEstimate,NumRxAntennas,NumTxPorts,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,BeamSelectionStrategy,BeamIndexSet,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,PrecoderSource,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedPrecoderPMI,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,ExecutionModel,Status,BeamSweepEnabled,BeamCount
44,44,"UL",12,9,9,10,13,1,1,64,4,45.9464656843589,15,1,0,-115.606869076942,0,1,64,2,1,1,1,1,32,-110.589132060911,-110.589132060911,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
49,49,"UL",12,9,9,10,13,1,1,64,4,45.0900943857587,15,1,0,-116.498628481606,0,1,64,2,1,1,1,1,32,-111.445503359512,-111.445503359512,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
1,1,"UL",12,9,9,10,11,1,1,64,4,17.0107266606634,12,1,0,-143.949803906246,0,1,64,2,1,1,1,1,32,-139.524871084607,-139.524871084607,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
7,7,"UL",12,9,9,10,11,1,1,64,4,27.4580226721494,15,1,0,-133.201688815043,0,1,64,2,1,1,1,1,32,-129.077575073121,-129.077575073121,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
11,11,"UL",12,9,9,10,11,1,1,64,4,21.8727695184288,15,1,0,-139.106597039267,0,1,64,2,1,1,1,1,32,-134.662828226841,-134.662828226841,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
17,17,"UL",12,9,9,10,11,1,1,64,4,18.1387045043193,12,1,0,-142.839530935561,0,1,64,2,1,1,1,1,32,-138.396893240951,-138.396893240951,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
21,21,"UL",12,9,9,10,11,1,1,64,4,18.6321854212169,13,1,0,-142.27730254146,0,1,64,2,1,1,1,1,32,-137.903412324053,-137.903412324053,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
25,25,"UL",12,9,9,10,11,1,1,64,4,28.271201534591,15,1,0,-132.694686899575,0,1,64,2,1,1,1,1,32,-128.264396210679,-128.264396210679,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
27,27,"UL",12,9,9,10,11,1,1,64,4,23.7775182397516,15,1,0,-137.168985215331,0,1,64,2,1,1,1,1,32,-132.758079505519,-132.758079505519,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
28,28,"UL",12,9,9,10,11,1,1,64,4,29.9423124235914,15,1,0,-131.013621968442,0,1,64,2,1,1,1,1,32,-126.593285321679,-126.593285321679,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
30,30,"UL",12,9,9,10,11,1,1,64,4,40.0468885770244,15,1,0,-120.850640312867,0,1,64,2,1,1,1,1,32,-116.488709168246,-116.488709168246,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
31,31,"UL",12,9,9,10,11,1,1,64,4,43.7266133398893,15,1,0,-117.242840823429,0,1,64,2,1,1,1,1,32,-112.808984405381,-112.808984405381,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
36,36,"UL",12,9,9,10,11,1,1,64,4,24.0698293552705,15,1,0,-136.826463401486,0,1,64,2,1,1,1,1,32,-132.46576839,-132.46576839,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
39,39,"UL",12,9,9,10,11,1,1,64,4,16.5500032400546,12,1,0,-144.348769749277,0,1,64,2,1,1,1,1,32,-139.985594505216,-139.985594505216,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
3,3,"UL",12,10,10,26,30,1,1,64,4,47.2058075139773,15,1,0,-117.82508655582,0,1,64,2,1,1,1,1,32,-109.329790231293,-109.329790231293,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
5,5,"UL",12,10,10,26,30,1,1,64,4,51.2099478303152,15,1,0,-113.693911128133,0,1,64,2,1,1,1,1,32,-105.325649914955,-105.325649914955,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
9,9,"UL",12,10,10,26,30,1,1,64,4,27.6720212243621,15,1,0,-137.358343332453,0,1,64,2,1,1,1,1,32,-128.863576520908,-128.863576520908,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
14,14,"UL",12,10,10,26,30,1,1,64,4,37.5317673920983,15,1,0,-115.578829349657,0,1,64,2,1,1,1,1,32,-107.136473455799,-107.136473455799,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
19,19,"UL",12,10,10,26,30,1,1,64,4,36.2615973731611,15,1,0,-128.762734243771,0,1,64,2,1,1,1,1,32,-120.274000372109,-120.274000372109,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
26,26,"UL",12,10,10,26,30,1,1,64,4,29.697408450109,15,1,0,-135.33422468873,0,1,64,2,1,1,1,1,32,-126.838189295161,-126.838189295161,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
40,40,"UL",12,10,10,26,30,1,1,64,4,50.0125404957941,15,1,0,-115.040719703461,0,1,64,2,1,1,1,1,32,-106.523057249476,-106.523057249476,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
43,43,"UL",12,10,10,26,30,1,1,64,4,34.6555687936385,15,1,0,-130.419751997078,0,1,64,2,1,1,1,1,32,-121.880028951632,-121.880028951632,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
47,47,"UL",12,10,10,26,30,1,1,64,4,37.2484088086134,15,1,0,-127.816278181173,0,1,64,2,1,1,1,1,32,-119.287188936657,-119.287188936657,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
4,4,"UL",12,10,10,26,34,1,1,64,4,26.1222223442332,15,1,0,-139.489962698707,0,1,64,2,1,1,1,1,32,-130.413375401037,-130.413375401037,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
6,6,"UL",12,10,10,26,34,1,1,64,4,27.8980887016377,15,1,0,-137.716811001919,0,1,64,2,1,1,1,1,32,-128.637509043633,-128.637509043633,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
10,10,"UL",12,10,10,26,34,1,1,64,4,32.9446237246198,15,1,0,-132.596052834806,0,1,64,2,1,1,1,1,32,-123.59097402065,-123.59097402065,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
29,29,"UL",12,10,10,26,34,1,1,64,4,50.6114281690478,15,1,0,-114.985134734318,0,1,64,2,1,1,1,1,32,-105.924169576222,-105.924169576222,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
41,41,"UL",12,10,10,26,34,1,1,64,4,28.6254465966525,15,1,0,-136.868653283146,0,1,64,2,1,1,1,1,32,-127.910151148618,-127.910151148618,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
45,45,"UL",12,10,10,26,34,1,1,64,4,26.9764353753295,15,1,0,-138.598099358104,0,1,64,2,1,1,1,1,32,-129.559162369941,-129.559162369941,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
50,50,"UL",12,10,10,26,34,1,1,64,4,41.8733548309672,15,1,0,-123.668794347956,0,1,64,2,1,1,1,1,32,-114.662242914303,-114.662242914303,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
35,35,"UL",12,10,10,20,34,1,1,64,4,20.8330848570748,14,1,0,-144.752066451926,0,1,64,2,1,1,1,1,32,-135.702512888195,-135.702512888195,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
12,12,"UL",12,10,10,26,30,1,1,64,4,37.8270141548748,15,1,0,-127.189803107563,0,1,64,2,1,1,1,1,32,-118.708583590395,-118.708583590395,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
13,13,"UL",12,10,10,26,30,1,1,64,4,25.9113057311642,15,1,0,-139.199746917303,0,1,64,2,1,1,1,1,32,-130.624292014106,-130.624292014106,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
18,18,"UL",12,10,10,26,30,1,1,64,4,34.6642610262199,15,1,0,-130.292494669993,0,1,64,2,1,1,1,1,32,-121.87133671905,-121.87133671905,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
23,23,"UL",12,10,10,26,30,1,1,64,4,33.7171699785239,15,1,0,-131.301394496636,0,1,64,2,1,1,1,1,32,-122.818427766746,-122.818427766746,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
15,15,"UL",12,10,10,24,30,1,1,64,4,25.283426910597,15,1,0,-139.790712480075,0,1,64,2,1,1,1,1,32,-131.252170834673,-131.252170834673,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
24,24,"UL",12,10,10,22,30,1,1,64,4,24.107207559915,15,1,0,-140.975209148275,0,1,64,2,1,1,1,1,32,-132.428390185355,-132.428390185355,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
2,2,"UL",12,10,10,18,30,1,1,64,4,18.5573146313179,13,1,0,-146.534905882326,0,1,64,2,1,1,1,1,32,-137.978283113952,-137.978283113952,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
16,16,"UL",12,10,10,15,30,1,1,64,4,17.6226958083312,12,1,0,-147.474390764542,0,1,64,2,1,1,1,1,32,-138.912901936939,-138.912901936939,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
33,33,"UL",12,10,10,15,30,1,1,64,4,18.5199039112123,13,1,0,-146.583607858742,0,1,64,2,1,1,1,1,32,-138.015693834058,-138.015693834058,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
22,22,"UL",12,10,10,26,27,1,1,64,4,66.4161525151361,15,1,0,-98.1993049370952,0,1,64,2,1,1,1,1,32,-90.1194452301341,-90.1194452301341,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
32,32,"UL",12,10,10,26,27,1,1,64,4,58.036145326962,15,1,0,-106.542821113704,0,1,64,2,1,1,1,1,32,-98.4994524183083,-98.4994524183083,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
34,34,"UL",12,10,10,26,27,1,1,64,4,34.0617243114394,15,1,0,-130.510418457572,0,1,64,2,1,1,1,1,32,-122.473873433831,-122.473873433831,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
37,37,"UL",12,10,10,26,27,1,1,64,4,29.0542112049803,15,1,0,-135.556682695595,0,1,64,2,1,1,1,1,32,-127.48138654029,-127.48138654029,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
38,38,"UL",12,10,10,26,27,1,1,64,4,50.7051782969799,15,1,0,-113.885520508835,0,1,64,2,1,1,1,1,32,-105.83041944829,-105.83041944829,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
44,44,"UL",12,10,10,26,27,1,1,64,4,51.9055736484338,15,1,0,-112.668965905616,0,1,64,2,1,1,1,1,32,-104.630024096836,-104.630024096836,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
49,49,"UL",12,10,10,26,27,1,1,64,4,51.128962867357,15,1,0,-113.464013576313,0,1,64,2,1,1,1,1,32,-105.406634877913,-105.406634877913,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
42,42,"UL",12,10,10,24,27,1,1,64,4,24.9153503093506,15,1,0,-139.737310360937,0,1,64,2,1,1,1,1,32,-131.62024743592,-131.62024743592,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
20,20,"UL",12,10,10,18,27,1,1,64,4,20.1438210780505,13,1,0,-144.520454447686,0,1,64,2,1,1,1,1,32,-136.39177666722,-136.39177666722,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
8,8,"UL",12,10,10,13,27,1,1,64,4,16.212839909176,11,1,0,-148.447473836219,0,1,64,2,1,1,1,1,32,-140.322757836094,-140.322757836094,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
7,7,"UL",12,10,10,26,22,1,1,64,4,33.3941416291566,15,1,0,-130.310703022742,0,1,64,2,1,1,1,1,32,-123.141456116114,-123.141456116114,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
11,11,"UL",12,10,10,26,22,1,1,64,4,27.0596444620701,15,1,0,-136.738906974598,0,1,64,2,1,1,1,1,32,-129.4759532832,-129.4759532832,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
25,25,"UL",12,10,10,26,22,1,1,64,4,33.8966543783432,15,1,0,-129.865085931572,0,1,64,2,1,1,1,1,32,-122.638943366927,-122.638943366927,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
27,27,"UL",12,10,10,26,22,1,1,64,4,28.9191125464335,15,1,0,-134.859838919905,0,1,64,2,1,1,1,1,32,-127.616485198837,-127.616485198837,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
28,28,"UL",12,10,10,26,22,1,1,64,4,35.6704500315142,15,1,0,-128.114690722828,0,1,64,2,1,1,1,1,32,-120.865147713756,-120.865147713756,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
30,30,"UL",12,10,10,26,22,1,1,64,4,45.6015298257866,15,1,0,-118.134935365655,0,1,64,2,1,1,1,1,32,-110.934067919484,-110.934067919484,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
31,31,"UL",12,10,10,26,22,1,1,64,4,49.3221078630133,15,1,0,-114.461912010667,0,1,64,2,1,1,1,1,32,-107.213489882257,-107.213489882257,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
36,36,"UL",12,10,10,26,22,1,1,64,4,29.9410437603715,15,1,0,-133.820306463907,0,1,64,2,1,1,1,1,32,-126.594553984899,-126.594553984899,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
21,21,"UL",12,10,10,24,22,1,1,64,4,24.129607427257,15,1,0,-139.65425500601,0,1,64,2,1,1,1,1,32,-132.405990318013,-132.405990318013,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
