Direction,SNR_dB,Frame,Slot,UEIndex,RNTI,TrialOrdinal,AbsoluteSlot,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,BeamGainGap_dB,BeamSelectionStrategy,ExecutionModel,Status,EventType,AcquisitionEventFlag,SwitchEventFlag,FirstHitEventFlag,BeamDetectedEventFlag,MisalignmentEventFlag,FailureEventFlag,SwitchLatencySlots,SwitchLatency_s,TrialsToFirstHit,StateBefore,StateAfter
"DL",12,7,7,1,1,1,147,2,2,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"DL",12,8,8,1,1,2,168,1,28,0,0,32,0.0470181288977471,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,1,"aligned","misaligned"
"DL",12,9,9,1,1,3,189,2,14,0,0,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,1,"misaligned","misaligned"
"DL",12,7,7,2,2,1,147,2,8,0,0,32,0.214600053250678,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,2,2,2,168,1,32,0,1,32,0.00051606077599331,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,NaN,"misaligned","misaligned"
"DL",12,9,9,2,2,3,189,1,32,0,0,32,0.0135470301611065,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,7,7,3,3,1,147,2,7,0,0,32,0.143788213455039,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,3,3,2,168,2,9,0,0,32,0.564489966539355,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,9,9,3,3,3,189,2,6,0,0,32,0.0966260211948509,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,7,7,4,4,1,147,2,2,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"DL",12,8,8,4,4,2,168,2,2,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"DL",12,9,9,4,4,3,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH",0,1,0,0,0,0,42,0.021,1,"aligned","aligned"
"DL",12,7,7,5,5,1,147,1,28,0,0,32,0.324145047420799,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,5,5,2,168,2,3,0,0,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,NaN,"misaligned","misaligned"
"DL",12,9,9,5,5,3,189,1,31,0,0,32,0.118992427274762,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,NaN,"misaligned","misaligned"
"DL",12,7,7,6,6,1,147,1,29,0,0,32,0.0547311325021695,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,2,"uninitialized","misaligned"
"DL",12,8,8,6,6,2,168,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_REFINEMENT_CONVERGED",0,0,1,0,0,0,NaN,NaN,2,"misaligned","aligned"
"DL",12,9,9,6,6,3,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,2,"aligned","aligned"
"DL",12,7,7,7,7,1,147,2,3,0,0,32,0.0192980843255555,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,7,7,2,168,1,19,0,0,32,6.14292757838564,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_MISALIGNED|BEAM_FAILURE",0,1,0,0,1,1,21,0.0105,NaN,"misaligned","failed_alignment"
"DL",12,9,9,7,7,3,189,2,6,0,0,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,NaN,"failed_alignment","misaligned"
"DL",12,7,7,8,8,1,147,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"DL",12,8,8,8,8,2,168,2,4,0,0,32,0.015324714664473,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,1,"aligned","misaligned"
"DL",12,9,9,8,8,3,189,2,3,0,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,1,"misaligned","misaligned"
"DL",12,7,7,9,9,1,147,2,5,0,0,32,0.153532252548018,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,9,9,2,168,2,3,0,0,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,9,9,9,9,3,189,2,11,0,0,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,7,7,10,10,1,147,2,3,0,0,32,0.0222114398735727,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,10,10,2,168,2,4,0,0,32,0.123984929459084,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,9,9,10,10,3,189,2,4,0,0,32,0.0724032115716966,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,7,7,11,11,1,147,2,2,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"DL",12,8,8,11,11,2,168,1,31,0,0,32,0.110876366789995,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,1,"aligned","misaligned"
"DL",12,9,9,11,11,3,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"misaligned","aligned"
"DL",12,7,7,12,12,1,147,1,32,0,1,32,0.00450192382182024,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,3,"uninitialized","misaligned"
"DL",12,8,8,12,12,2,168,1,29,0,0,32,0.118799975737048,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,3,"misaligned","misaligned"
"DL",12,9,9,12,12,3,189,2,2,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_REFINEMENT_CONVERGED",0,1,1,0,0,0,42,0.021,3,"misaligned","aligned"
"DL",12,7,7,13,13,1,147,2,3,0,0,32,0.0116127007953253,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,13,13,2,168,2,3,0,0,32,0.0414636907673298,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,9,9,13,13,3,189,1,32,0,1,32,0.0161758069210975,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,42,0.021,NaN,"misaligned","misaligned"
