Direction,AbsoluteSlot,TBID,StartSample,StopSampleExclusive,TBSBits,CodedBits,Qm,Layers,TargetCodeRate,CRCPass,TBExact,BitErrors,BER,CodedBER,EVMRMS,ReferenceErrorSINRdB,ConfiguredReferenceSNRdB,ExpectedDataREPowerPerPort,MeasuredTXDataREPower,InjectedSampleNoiseVariance,ExpectedGridNoiseVariance,MeasuredDMRSNoiseVariance,Source,StandardNR
"DL",24,"DL_24",1474560,1536192,638984,760320,10,2,0.85,0,0,279,0.000436630651158714,0.0290956439393939,0.0378356441842246,28.4419773479643,30,0.5,0.500897985845772,1.220703125e-07,0.0005,0.000510063013307153,"actual_coded_research_waveform",0
"DL",25,"DL_25",1536192,1597568,638984,760320,10,2,0.85,1,1,0,0,0.0293047664141414,0.0378276609446985,28.4438102453672,30,0.5,0.501235241589922,1.220703125e-07,0.0005,0.000526157243774687,"actual_coded_research_waveform",0
"DL",26,"DL_26",1597568,1658944,638984,760320,10,2,0.85,0,0,49,7.66842362250072e-05,0.0287418455387205,0.0376712833231719,28.4797916943267,30,0.5,0.500750957152191,1.220703125e-07,0.0005,0.000497915615961759,"actual_coded_research_waveform",0
"UL",28,"UL_28",1720320,1781952,638984,760320,10,2,0.85,0,0,578,0.000904560990572534,0.0291548295454545,0.0380088724948921,28.4023002646122,30,0.5,0.499796659162518,1.220703125e-07,0.0005,0.000510647868874461,"actual_coded_research_waveform",0
"UL",29,"UL_29",1781952,1843328,638984,760320,10,2,0.85,1,1,0,0,0.0289404461279461,0.0376937222840361,28.4746194703787,30,0.5,0.500605008417533,1.220703125e-07,0.0005,0.000511893670479335,"actual_coded_research_waveform",0
"UL",30,"UL_30",1843328,1904704,638984,760320,10,2,0.85,0,0,1,1.56498441275525e-06,0.0287905092592593,0.0376028580160897,28.4955829028052,30,0.5,0.501577819988767,1.220703125e-07,0.0005,0.000508460530819966,"actual_coded_research_waveform",0
"UL",31,"UL_31",1904704,1966080,638984,760320,10,2,0.85,0,0,472,0.000738672642820478,0.029000946969697,0.0377966344196453,28.4509373990494,30,0.5,0.50111274339191,1.220703125e-07,0.0005,0.000526455910769622,"actual_coded_research_waveform",0
"DL",32,"DL_32",1966080,2027712,638984,760320,10,2,0.85,0,0,31,4.85145167954127e-05,0.0293047664141414,0.0379543527630536,28.4147682042909,30,0.5,0.499903652235972,1.220703125e-07,0.0005,0.000512569413526533,"actual_coded_research_waveform",0
"DL",33,"DL_33",2027712,2089088,638984,760320,10,2,0.85,0,0,545,0.000852916504951611,0.0293455387205387,0.0379687435504513,28.4114754831373,30,0.5,0.499850502828899,1.220703125e-07,0.0005,0.000530015414265952,"actual_coded_research_waveform",0
"DL",34,"DL_34",2089088,2150464,638984,760320,10,2,0.85,1,1,0,0,0.0285300925925926,0.0377382331624645,28.4643687319402,30,0.5,0.499560379577816,1.220703125e-07,0.0005,0.000530422103841641,"actual_coded_research_waveform",0
"UL",36,"UL_36",2211840,2273472,638984,760320,10,2,0.85,0,0,243,0.000380291212299526,0.0295809659090909,0.0379637363000263,28.4126210383656,30,0.5,0.500540442301831,1.220703125e-07,0.0005,0.000511659764178019,"actual_coded_research_waveform",0
"UL",37,"UL_37",2273472,2334848,638984,760320,10,2,0.85,0,0,66,0.000103288971241846,0.0290811763468013,0.0379647032259353,28.4123998139657,30,0.5,0.498079370192666,1.220703125e-07,0.0005,0.000524101070873571,"actual_coded_research_waveform",0
"UL",38,"UL_38",2334848,2396224,638984,760320,10,2,0.85,0,0,228,0.000356816446108197,0.028839172979798,0.037802519450283,28.449585089556,30,0.5,0.49995695592289,1.220703125e-07,0.0005,0.00050844510973658,"actual_coded_research_waveform",0
"UL",39,"UL_39",2396224,2457600,638984,760320,10,2,0.85,0,0,58,9.07690959398044e-05,0.0291548295454545,0.0379369624757983,28.4187489000541,30,0.5,0.498424185649284,1.220703125e-07,0.0005,0.000510174325400392,"actual_coded_research_waveform",0
"DL",40,"DL_40",2457600,2519232,638984,760320,10,2,0.85,1,1,0,0,0.0289338699494949,0.0377677514073238,28.4575774231007,30,0.5,0.501802760004762,1.220703125e-07,0.0005,0.000499872129299454,"actual_coded_research_waveform",0
"DL",41,"DL_41",2519232,2580608,638984,760320,10,2,0.85,1,1,0,0,0.0287326388888889,0.0375203550716961,28.5146612070596,30,0.5,0.502221861207405,1.220703125e-07,0.0005,0.000512901444418222,"actual_coded_research_waveform",0
"DL",42,"DL_42",2580608,2641984,638984,760320,10,2,0.85,0,0,116,0.000181538191879609,0.0289404461279461,0.0376176964860894,28.4921560385568,30,0.5,0.501817339450245,1.220703125e-07,0.0005,0.000510104707973132,"actual_coded_research_waveform",0
"UL",44,"UL_44",2703360,2764992,638984,760320,10,2,0.85,0,0,296,0.000463235386175554,0.0294468118686869,0.0379561400737463,28.4143591861736,30,0.5,0.50168697298007,1.220703125e-07,0.0005,0.000536147259121021,"actual_coded_research_waveform",0
"UL",45,"UL_45",2764992,2826368,638984,760320,10,2,0.85,0,0,27,4.22545791443917e-05,0.0287997159090909,0.0378404529809344,28.4408734676339,30,0.5,0.497107715720278,1.220703125e-07,0.0005,0.00050395470831545,"actual_coded_research_waveform",0
"UL",46,"UL_46",2826368,2887744,638984,760320,10,2,0.85,0,0,72,0.000112678877718378,0.0287155408249158,0.0377163115709747,28.4694157050655,30,0.5,0.50078705863624,1.220703125e-07,0.0005,0.000509193224877509,"actual_coded_research_waveform",0
"UL",47,"UL_47",2887744,2949120,638984,760320,10,2,0.85,0,0,67,0.000104853955654602,0.0288496948653199,0.0376589389942377,28.4826383998438,30,0.5,0.50130991303556,1.220703125e-07,0.0005,0.000513338815310486,"actual_coded_research_waveform",0
"DL",48,"DL_48",2949120,3010752,638984,760320,10,2,0.85,0,0,7,1.09548908892867e-05,0.0288878367003367,0.0377256025252845,28.467276305366,30,0.5,0.500864121419498,1.220703125e-07,0.0005,0.000519918094041782,"actual_coded_research_waveform",0
"DL",49,"DL_49",3010752,3072128,638984,760320,10,2,0.85,0,0,421,0.00065885843776996,0.029140361952862,0.0378892514650885,28.4296794900624,30,0.5,0.500380376961229,1.220703125e-07,0.0005,0.000515064808812522,"actual_coded_research_waveform",0
"DL",50,"DL_50",3072128,3133504,638984,760320,10,2,0.85,0,0,234,0.000366206352584728,0.0289378156565657,0.0377719720871715,28.4566067984361,30,0.5,0.499639910838617,1.220703125e-07,0.0005,0.000512799937075463,"actual_coded_research_waveform",0
"UL",52,"UL_52",3194880,3256512,638984,760320,10,2,0.85,0,0,34,5.32094700336785e-05,0.0294468118686869,0.0379368604357118,28.4187722627606,30,0.5,0.501991058557247,1.220703125e-07,0.0005,0.000503425822916225,"actual_coded_research_waveform",0
"UL",53,"UL_53",3256512,3317888,638984,760320,10,2,0.85,1,1,0,0,0.0287378998316498,0.0377064013566577,28.4716982808309,30,0.5,0.500027616092522,1.220703125e-07,0.0005,0.00052435717338635,"actual_coded_research_waveform",0
"UL",54,"UL_54",3317888,3379264,638984,760320,10,2,0.85,0,0,10,1.56498441275525e-05,0.0289194023569024,0.0377115501052385,28.4705123175118,30,0.5,0.500319513561839,1.220703125e-07,0.0005,0.000515982399060752,"actual_coded_research_waveform",0
"UL",55,"UL_55",3379264,3440640,638984,760320,10,2,0.85,0,0,45,7.04242985739862e-05,0.0291666666666667,0.0378335602412376,28.4424557697724,30,0.5,0.499623171475285,1.220703125e-07,0.0005,0.000537781939679228,"actual_coded_research_waveform",0
"DL",56,"DL_56",3440640,3502272,638984,760320,10,2,0.85,1,1,0,0,0.029363952020202,0.0379855297696308,28.4076362455741,30,0.5,0.499667526931113,1.220703125e-07,0.0005,0.000503352173625856,"actual_coded_research_waveform",0
"DL",57,"DL_57",3502272,3563648,638984,760320,10,2,0.85,0,0,129,0.000201882989245427,0.0289470223063973,0.0378393411609012,28.4411286783203,30,0.5,0.499887992831565,1.220703125e-07,0.0005,0.000511778674000151,"actual_coded_research_waveform",0
"DL",58,"DL_58",3563648,3625024,638984,760320,10,2,0.85,0,0,36,5.6339438859189e-05,0.0290430345117845,0.0379279087129992,28.4208220594392,30,0.5,0.499220115376665,1.220703125e-07,0.0005,0.000515723382614525,"actual_coded_research_waveform",0
"UL",60,"UL_60",3686400,3748032,638984,760320,10,2,0.85,0,0,160,0.00025039750604084,0.0290219907407407,0.0378378832942177,28.4414633330124,30,0.5,0.500212520488388,1.220703125e-07,0.0005,0.00051017730567987,"actual_coded_research_waveform",0
"UL",61,"UL_61",3748032,3809408,638984,760320,10,2,0.85,0,0,895,0.00140066104941595,0.0294481271043771,0.0381032777103166,28.3807532789934,30,0.5,0.501367382278329,1.220703125e-07,0.0005,0.000507807638383487,"actual_coded_research_waveform",0
"UL",62,"UL_62",3809408,3870784,638984,760320,10,2,0.85,1,1,0,0,0.0286616161616162,0.0375998219825122,28.4962842249551,30,0.5,0.500646278276434,1.220703125e-07,0.0005,0.000510295948214272,"actual_coded_research_waveform",0
"UL",63,"UL_63",3870784,3932160,638984,760320,10,2,0.85,0,0,388,0.000607213952149037,0.0288891519360269,0.037751901033011,28.4612234834195,30,0.5,0.500118332642184,1.220703125e-07,0.0005,0.00051439049325602,"actual_coded_research_waveform",0
"DL",64,"DL_64",3932160,3993792,638984,760320,10,2,0.85,0,0,414,0.000647903546880673,0.0295467697811448,0.0379927211997793,28.4059919863815,30,0.5,0.500758285444892,1.220703125e-07,0.0005,0.000520247923994018,"actual_coded_research_waveform",0
"DL",65,"DL_65",3993792,4055168,638984,760320,10,2,0.85,0,0,566,0.000885781177619471,0.0294244528619529,0.0378958364316248,28.4281700561002,30,0.5,0.49933081116643,1.220703125e-07,0.0005,0.000508440662172785,"actual_coded_research_waveform",0
"DL",66,"DL_66",4055168,4116544,638984,760320,10,2,0.85,0,0,2,3.1299688255105e-06,0.0289443918350168,0.0377153900375819,28.469627932476,30,0.5,0.500991633712515,1.220703125e-07,0.0005,0.000528753732772433,"actual_coded_research_waveform",0
"UL",68,"UL_68",4177920,4239552,638984,760320,10,2,0.85,0,0,86,0.000134588659496951,0.0287523674242424,0.0378001814910189,28.450122299362,30,0.5,0.498025757946055,1.220703125e-07,0.0005,0.000499896599026368,"actual_coded_research_waveform",0
"UL",69,"UL_69",4239552,4300928,638984,760320,10,2,0.85,0,0,168,0.000262917381342882,0.0289378156565657,0.037831940969415,28.4428275327588,30,0.5,0.498046585725313,1.220703125e-07,0.0005,0.000536223803542482,"actual_coded_research_waveform",0
"UL",70,"UL_70",4300928,4362304,638984,760320,10,2,0.85,0,0,19,2.97347038423497e-05,0.0290930134680135,0.0379382015145936,28.4184652195012,30,0.5,0.498464761248876,1.220703125e-07,0.0005,0.00051360701115143,"actual_coded_research_waveform",0
"UL",71,"UL_71",4362304,4423680,638984,760320,10,2,0.85,0,0,235,0.000367771336997483,0.0289864793771044,0.0378568160868904,28.4371182955799,30,0.5,0.498729428325311,1.220703125e-07,0.0005,0.000516959898759598,"actual_coded_research_waveform",0
"DL",72,"DL_72",4423680,4485312,638984,760320,10,2,0.85,0,0,28,4.3819563557147e-05,0.0288181292087542,0.0378227335206128,28.4449417414333,30,0.5,0.497466107803376,1.220703125e-07,0.0005,0.000506515010853674,"actual_coded_research_waveform",0
"DL",73,"DL_73",4485312,4546688,638984,760320,10,2,0.85,0,0,76,0.000118938815369399,0.028861531986532,0.0377032330878177,28.4724281407144,30,0.5,0.499632351126144,1.220703125e-07,0.0005,0.000498002543575444,"actual_coded_research_waveform",0
"DL",74,"DL_74",4546688,4608064,638984,760320,10,2,0.85,0,0,327,0.000511749902970966,0.0289772727272727,0.0378145480527456,28.4468217156823,30,0.5,0.50047109351089,1.220703125e-07,0.0005,0.0005290283257644,"actual_coded_research_waveform",0
"UL",76,"UL_76",4669440,4731072,638984,760320,10,2,0.85,1,1,0,0,0.0289325547138047,0.0378016803409524,28.449777893952,30,0.5,0.499468120229691,1.220703125e-07,0.0005,0.000516144135687751,"actual_coded_research_waveform",0
"UL",77,"UL_77",4731072,4792448,638984,760320,10,2,0.85,0,0,3,4.69495323826575e-06,0.029179819023569,0.0377759760086551,28.4556861216729,30,0.5,0.501182863582081,1.220703125e-07,0.0005,0.000523020596531674,"actual_coded_research_waveform",0
"UL",78,"UL_78",4792448,4853824,638984,760320,10,2,0.85,0,0,123,0.000192493082768896,0.0291009048821549,0.0378903958777173,28.4294171441122,30,0.5,0.498025912225901,1.220703125e-07,0.0005,0.000520063402475202,"actual_coded_research_waveform",0
"UL",79,"UL_79",4853824,4915200,638984,760320,10,2,0.85,0,0,11,1.72148285403077e-05,0.0291022201178451,0.0379216676520325,28.4222514455875,30,0.5,0.498340257412864,1.220703125e-07,0.0005,0.000522432348409167,"actual_coded_research_waveform",0
