RunID,ExperimentID,FamilyID,PairID,Variant,FindingID,Title,SourceCSV,SourceRowKey,SourceCSV_SHA256,Metric,Aggregation,ObservedValue,SourceRows,SourceRowsPass,ExecutionBackend,ApproximationMode,TruthQualified,Status
pdsch_dlsch_impact_20260726T142845Z,DL-F06-E01,F06,DL-F06,baseline,DL-006,Reserved-resource exact G,pdsch_coding_chain.csv,RES-009,95f1184cb7ac37d5d5e9dd61688d2c0056943c59396c78e3b0f650b207b73bbc,G,numeric_mean,168,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F06-E02,F06,DL-F06,treatment,DL-006,Reserved-resource exact G,pdsch_coding_chain.csv,RES-006,95f1184cb7ac37d5d5e9dd61688d2c0056943c59396c78e3b0f650b207b73bbc,G,numeric_mean,324,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F06-E03,F06,DL-F06,stress,DL-006,Reserved-resource exact G,pdsch_coding_chain.csv,TBS-010,95f1184cb7ac37d5d5e9dd61688d2c0056943c59396c78e3b0f650b207b73bbc,G,numeric_mean,69696,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F07-E01,F07,DL-F07,baseline,DL-007,PT-RS receiver correction,pdsch_ptrs_matrix.csv,PTRS-046,9da608940634354279c5e4d3e049e064477b661039aaa5f4e6363536149699d7,EVMBeforePercent,numeric_mean,1.8443,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F07-E02,F07,DL-F07,treatment,DL-007,PT-RS receiver correction,pdsch_ptrs_matrix.csv,PTRS-043,9da608940634354279c5e4d3e049e064477b661039aaa5f4e6363536149699d7,EVMBeforePercent,numeric_mean,6.9507,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F07-E03,F07,DL-F07,stress,DL-007,PT-RS receiver correction,pdsch_ptrs_matrix.csv,PTRS-016,9da608940634354279c5e4d3e049e064477b661039aaa5f4e6363536149699d7,EVMBeforePercent,numeric_mean,14.4889,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F08-E01,F08,DL-F08,baseline,DL-008,Decoded grant and SPS authority,pdsch_assignment_resolution.csv,ASSIGN-002,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,WaveformAllowed,truth_fraction,0,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F08-E02,F08,DL-F08,treatment,DL-008,Decoded grant and SPS authority,pdsch_assignment_resolution.csv,ASSIGN-016,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,WaveformAllowed,truth_fraction,0,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F08-E03,F08,DL-F08,stress,DL-008,Decoded grant and SPS authority,pdsch_assignment_resolution.csv,ASSIGN-017,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,WaveformAllowed,truth_fraction,1,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F09-E01,F09,DL-F09,baseline,DL-009,Normative modulation mapping,pdsch_independent_vector_results.csv,RESERVED-ALL-PASS,dc4d97917b0042a83db2944e84eb88656d792b5f9eb7c4cc84d413b49f7d1c02,MismatchCount,numeric_mean,0,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F09-E02,F09,DL-F09,treatment,DL-009,Normative modulation mapping,pdsch_independent_vector_results.csv,SEGMENTATION-SELECTED,dc4d97917b0042a83db2944e84eb88656d792b5f9eb7c4cc84d413b49f7d1c02,MismatchCount,numeric_mean,0,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F09-E03,F09,DL-F09,stress,DL-009,Normative modulation mapping,pdsch_independent_vector_results.csv,EXT-RX-SISO-16QAM-BG1-001,dc4d97917b0042a83db2944e84eb88656d792b5f9eb7c4cc84d413b49f7d1c02,MismatchCount,numeric_mean,0,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F10-E01,F10,DL-F10,baseline,DL-010,BWP carrier and QCL binding,pdsch_assignment_resolution.csv,ASSIGN-001,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,BWPId,numeric_mean,0,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F10-E02,F10,DL-F10,treatment,DL-010,BWP carrier and QCL binding,pdsch_assignment_resolution.csv,ASSIGN-014,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,BWPId,numeric_mean,1,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F10-E03,F10,DL-F10,stress,DL-010,BWP carrier and QCL binding,pdsch_assignment_resolution.csv,ASSIGN-015,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,BWPId,numeric_mean,2,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F11-E01,F11,DL-F11,baseline,DL-011,Rank one-to-eight codeword mapping,pdsch_layer_codeword_map.csv,LAYER-R1,b96549db47145d661bcb920d125d7f2cba9bfd73a6107748dd1f6efa2a9803be,MappedSymbolCount,numeric_mean,6,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F11-E02,F11,DL-F11,treatment,DL-011,Rank one-to-eight codeword mapping,pdsch_layer_codeword_map.csv,LAYER-R4,b96549db47145d661bcb920d125d7f2cba9bfd73a6107748dd1f6efa2a9803be,MappedSymbolCount,numeric_mean,6,4,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F11-E03,F11,DL-F11,stress,DL-011,Rank one-to-eight codeword mapping,pdsch_layer_codeword_map.csv,LAYER-R8,b96549db47145d661bcb920d125d7f2cba9bfd73a6107748dd1f6efa2a9803be,MappedSymbolCount,numeric_mean,6,8,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F12-E01,F12,DL-F12,baseline,DL-012,Independent specification oracles,pdsch_independent_vector_results.csv,RESERVED-ALL-PASS,dc4d97917b0042a83db2944e84eb88656d792b5f9eb7c4cc84d413b49f7d1c02,MaxAbsError,numeric_mean,0,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F12-E02,F12,DL-F12,treatment,DL-012,Independent specification oracles,pdsch_independent_vector_results.csv,SEGMENTATION-SELECTED,dc4d97917b0042a83db2944e84eb88656d792b5f9eb7c4cc84d413b49f7d1c02,MaxAbsError,numeric_mean,0,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F12-E03,F12,DL-F12,stress,DL-012,Independent specification oracles,pdsch_independent_vector_results.csv,EXT-RX-SISO-16QAM-BG1-001,dc4d97917b0042a83db2944e84eb88656d792b5f9eb7c4cc84d413b49f7d1c02,MaxAbsError,numeric_mean,4.4409e-16,1,1,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,PASS
