RunID,RuleID,FamilyID,ExperimentID,PairID,Metric,ObservedValue,Threshold,Passed,EvidenceCSV,Status,ExecutionBackend,ApproximationMode,EvidenceClass
PDCCH_IMPACT_R18,PDCCH-RULE-012,F12,PDCCH-EXP-0133,F12-P01,CCEToREGMap,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-013,F13,PDCCH-EXP-0145,F13-P01,REGBundle,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-014,F14,PDCCH-EXP-0157,F14-P01,Interleaver,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-015,F15,PDCCH-EXP-0169,F15-P01,ShiftIndex,0,violations=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-016,F16,PDCCH-EXP-0181,F16-P01,PrecoderGranularity,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-017,F17,PDCCH-EXP-0193,F17-P01,MonitoringPeriod,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-018,F18,PDCCH-EXP-0205,F18-P01,MonitoringSymbols,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-019,F19,PDCCH-EXP-0217,F19-P01,CSSUSS,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-020,F20,PDCCH-EXP-0229,F20-P01,CandidateDeduplication,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-021,F21,PDCCH-EXP-0241,F21-P01,MonitoringBudget,0,violations=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-022,F22,PDCCH-EXP-0253,F22-P01,CORESET0Table,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-023,F23,PDCCH-EXP-0265,F23-P01,SearchSpace0Table,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-024,F24,PDCCH-EXP-0277,F24-P01,Type0TableSelection,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-025,F25,PDCCH-EXP-0289,F25-P01,Type0Pattern,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-026,F26,PDCCH-EXP-0301,F26-P01,Type0Edge,0,unexpected_passes=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-027,F27,PDCCH-EXP-0313,F27-P01,RNTIProcedure,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-028,F28,PDCCH-EXP-0325,F28-P01,WrongRNTIFalseGrant,0,count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-029,F29,PDCCH-EXP-0337,F29-P01,WrongDCIHypothesis,0,count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-030,F30,PDCCH-EXP-0349,F30-P01,NoSignalGrant,0,count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-031,F31,PDCCH-EXP-0361,F31-P01,LowSNRIntegrity,0,invalid_accepts=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-032,F32,PDCCH-EXP-0373,F32-P01,ChannelMapIntegrity,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-033,F33,PDCCH-EXP-0385,F33-P01,DopplerIntegrity,0,oracle_uses=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-034,F34,PDCCH-EXP-0397,F34-P01,CFOAcquisition,0,configured_oracle_uses=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-035,F35,PDCCH-EXP-0409,F35-P01,TimingAcquisition,0,configured_oracle_uses=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-036,F36,PDCCH-EXP-0421,F36-P01,PhaseNoiseIntegrity,0,provenance_failures=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-037,F37,PDCCH-EXP-0433,F37-P01,PDCCHDMRS,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-038,F38,PDCCH-EXP-0445,F38-P01,BeamProvenance,0,provenance_failures=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-039,F39,PDCCH-EXP-0457,F39-P01,TCIActivation,0,violations=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-040,F40,PDCCH-EXP-0469,F40-P01,BeamRecovery,0,oracle_fallbacks=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-041,F41,PDCCH-EXP-0481,F41-P01,BWPSwitch,0,wrong_bwp_grants=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-042,F42,PDCCH-EXP-0493,F42-P01,CrossCarrier,0,wrong_carrier_grants=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-043,F43,PDCCH-EXP-0505,F43-P01,CORESETCollision,0,collision_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-044,F44,PDCCH-EXP-0517,F44-P01,MultiUELoad,0,cross_ue_grants=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-045,F45,PDCCH-EXP-0529,F45-P01,GrantAuthority,0,violations=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-046,F46,PDCCH-EXP-0541,F46-P01,DownstreamFidelity,0,mismatch_count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-047,F47,PDCCH-EXP-0553,F47-P01,BlindIsolation,0,oracle_uses=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-048,F48,PDCCH-EXP-0565,F48-P01,HypothesisCompleteness,0,pruned_mandatory=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-049,F49,PDCCH-EXP-0577,F49-P01,Reproducibility,0,hash_mismatches=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-050,F50,PDCCH-EXP-0589,F50-P01,Type0SIB1Authority,0,violations=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-051,F47,PDCCH-EXP-0553,F47-P01,KnownLocationUsed,0,count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-052,F30,PDCCH-EXP-0349,F30-P01,IncompletePoints,0,count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-053,F09,PDCCH-EXP-0097,F09-P01,CandidateCoverage,0,missing=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-054,F45,PDCCH-EXP-0529,F45-P01,StateMutation,0,count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-055,F37,PDCCH-EXP-0433,F37-P01,ResourceOwnership,0,count=0,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-056,F28,PDCCH-EXP-0325,F28-P01,FalseAlarmProbability,0,upper95 <= configured_target,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-057,F30,PDCCH-EXP-0349,F30-P01,FalseAlarmProbability,0,upper95 <= configured_target,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-058,F31,PDCCH-EXP-0361,F31-P01,DetectionProbability,0,lower95 >= configured_target,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-059,F06,PDCCH-EXP-0061,F06-P01,DetectionDifference,0,finite adjusted p and CI,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-060,F08,PDCCH-EXP-0085,F08-P01,DetectionDifference,0,finite adjusted p and CI,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-061,F12,PDCCH-EXP-0133,F12-P01,DetectionDifference,0,finite adjusted p and CI,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-062,F32,PDCCH-EXP-0373,F32-P01,DetectionDifference,0,finite adjusted p and CI,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-063,F33,PDCCH-EXP-0385,F33-P01,DetectionDifference,0,finite adjusted p and CI,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-064,F34,PDCCH-EXP-0397,F34-P01,CFOEstimateError,0,finite 95% CI,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-065,F35,PDCCH-EXP-0409,F35-P01,TimingEstimateError,0,finite 95% CI,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-066,F38,PDCCH-EXP-0445,F38-P01,BeamGainLoss,0,finite 95% CI,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-067,F48,PDCCH-EXP-0565,F48-P01,RuntimeMs,0,finite 95% CI and effect size,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-068,F01,PDCCH-EXP-0001,F01-P01,PayloadGrowth,0,finite and predeclared margin,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-069,F07,PDCCH-EXP-0073,F07-P01,RuntimeMemoryTradeoff,0,finite and predeclared margin,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-070,F10,PDCCH-EXP-0109,F10-P01,LatencyOverhead,0,finite and predeclared margin,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-071,F17,PDCCH-EXP-0193,F17-P01,MonitoringLoad,0,finite and predeclared margin,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-072,F36,PDCCH-EXP-0421,F36-P01,PhaseNoisePenalty,0,finite and predeclared margin,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-073,F44,PDCCH-EXP-0517,F44-P01,MultiUELoadScaling,0,finite and predeclared margin,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-074,F47,PDCCH-EXP-0553,F47-P01,BlindPenalty,0,finite and predeclared margin,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-RULE-075,F49,PDCCH-EXP-0577,F49-P01,ParallelSpeedup,0,finite and predeclared margin,true,pdcch_impact_operating_points.csv,PASS,analytical_component_evaluation,component_proxy,study_not_truth
