RunID,ExperimentID,FamilyID,PairID,Variant,FactorName,FactorValue,BaselineFactorValue,ChannelRealizationID,NoiseRealizationID,PayloadID,Seed,Trial,SignalPresent,CorrectDetection,FalseAlarm,MissedDetection,MeasuredSINRdB,RuntimeMs,MemoryMB,Status,ExecutionBackend,ApproximationMode,EvidenceClass
PDCCH_IMPACT_R18,PDCCH-EXP-0011,F01,F01-P06,baseline,ActiveBWPSizePRB,96,96,6bc5367e329df6a20c9a4634f470b829a765d87d7ab48ee198a5bc08e90aabbc,bb7be0cdf504dbcf6bf37dbd2dc16921e3ce7269fcd4827fee686694c16148fa,e3b834692cfe3e12177987a23c11569f46bb4393bdc6e0a079a8106b33b4d46d,11,1,true,true,false,false,8,0.271,49.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0012,F01,F01-P06,treatment,ActiveBWPSizePRB,217,96,6bc5367e329df6a20c9a4634f470b829a765d87d7ab48ee198a5bc08e90aabbc,bb7be0cdf504dbcf6bf37dbd2dc16921e3ce7269fcd4827fee686694c16148fa,e3b834692cfe3e12177987a23c11569f46bb4393bdc6e0a079a8106b33b4d46d,11,1,true,true,false,false,8,0.272,49.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0013,F02,F02-P01,baseline,MonitoredFormatSet,0_0,0_0,02044875ad40fe6a9496129003ff9ba760d997de8a217ae439e728e35304f281,22936ca1038f194d11c674c97ead188186c5827d9a813ee188476750bfc9b1d4,41a6af1fce6bfbd10e547d2ed2d4ee21b850179d066faf1f949644851fc24c9b,11,1,true,true,false,false,0,0.303,48,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0014,F02,F02-P01,treatment,MonitoredFormatSet,0_0|1_0,0_0,02044875ad40fe6a9496129003ff9ba760d997de8a217ae439e728e35304f281,22936ca1038f194d11c674c97ead188186c5827d9a813ee188476750bfc9b1d4,41a6af1fce6bfbd10e547d2ed2d4ee21b850179d066faf1f949644851fc24c9b,11,1,true,true,false,false,0,0.304,48.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0015,F02,F02-P02,baseline,MonitoredFormatSet,1_0,1_0,06db387c2c8231e2d0ab66f0afb3cc2abf6e12240ab353485c1d8664e3ac4e36,f979a14d9299bd2c902bb3e40df9ff6b2b8372bde1f9c6eec4841f90a7b2d33d,1c736165da2122101e5907cfc8b42dfb6cfe041667b2d786a3997b6f0a7d26e6,11,1,true,true,false,false,2,0.285,48.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0016,F02,F02-P02,treatment,MonitoredFormatSet,0_0|1_0,1_0,06db387c2c8231e2d0ab66f0afb3cc2abf6e12240ab353485c1d8664e3ac4e36,f979a14d9299bd2c902bb3e40df9ff6b2b8372bde1f9c6eec4841f90a7b2d33d,1c736165da2122101e5907cfc8b42dfb6cfe041667b2d786a3997b6f0a7d26e6,11,1,true,true,false,false,2,0.286,48.3,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0017,F02,F02-P03,baseline,MonitoredFormatSet,0_0_CSS,0_0_CSS,b220dd66944e7c67477517d4e2d8e1b798c96bc4e4c31e2706beb482774eae40,9deb0f3d1dd913bc60af42d69c72a47f59cc7ccfd2d9a618be7ebeb513729005,5a47c73fda15dc3d90a9c288cbf615ce31368a2d6aa187e6c812490a95e7aa22,11,1,true,true,false,false,4,0.33,48.4,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0018,F02,F02-P03,treatment,MonitoredFormatSet,0_0|1_0_CSS,0_0_CSS,b220dd66944e7c67477517d4e2d8e1b798c96bc4e4c31e2706beb482774eae40,9deb0f3d1dd913bc60af42d69c72a47f59cc7ccfd2d9a618be7ebeb513729005,5a47c73fda15dc3d90a9c288cbf615ce31368a2d6aa187e6c812490a95e7aa22,11,1,true,true,false,false,4,0.331,48.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0019,F02,F02-P04,baseline,MonitoredFormatSet,0_0_USS,0_0_USS,2fef44c3f3c4ec139b5aa61984b88293b655a0271834e5d8496812f306fd3c4f,63cf3d03c9c8fbab1f570f9195e966e5246557cebe7d94bdb31fa7dbfc81cc9f,95ae94b1ceaa80f2a2c0e67abb1b937498dc9501d736f0760be3c7afc23d1f45,11,1,true,true,false,false,6,0.292,48.6,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0020,F02,F02-P04,treatment,MonitoredFormatSet,0_0|1_0_USS,0_0_USS,2fef44c3f3c4ec139b5aa61984b88293b655a0271834e5d8496812f306fd3c4f,63cf3d03c9c8fbab1f570f9195e966e5246557cebe7d94bdb31fa7dbfc81cc9f,95ae94b1ceaa80f2a2c0e67abb1b937498dc9501d736f0760be3c7afc23d1f45,11,1,true,true,false,false,6,0.293,48.7,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0021,F02,F02-P05,baseline,MonitoredFormatSet,initialBWP,initialBWP,b15c21052248552c77500ef9b539282e426a662b9833ebd1ca3a16cf0353ed51,680453c68543507728c04c67bb1ac11ff4e1fb384f854b6e93e1f792e429feb9,e8d00a981c6e30b40874b1ad94a5361a059287cada7bc46e47c8fea425378262,11,1,true,true,false,false,-2,0.414,48.8,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0022,F02,F02-P05,treatment,MonitoredFormatSet,activeBWP,initialBWP,b15c21052248552c77500ef9b539282e426a662b9833ebd1ca3a16cf0353ed51,680453c68543507728c04c67bb1ac11ff4e1fb384f854b6e93e1f792e429feb9,e8d00a981c6e30b40874b1ad94a5361a059287cada7bc46e47c8fea425378262,11,1,true,true,false,false,-2,0.415,48.9,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0023,F02,F02-P06,baseline,MonitoredFormatSet,unaligned,unaligned,ff9c1400c2346fcaff32fb724da1c144b6657947b8f0d36c1f7da9b86d777b63,bd24899a4f3644c19d4a9a604ecbb84319f21cf5b4902ade35ad841a0db32433,28722634b682f38c08dd597e3e6f4f2bcf8e25bb45a290880c6736a54ca446f6,11,1,true,true,false,false,8,0.266,49,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0024,F02,F02-P06,treatment,MonitoredFormatSet,aligned,unaligned,ff9c1400c2346fcaff32fb724da1c144b6657947b8f0d36c1f7da9b86d777b63,bd24899a4f3644c19d4a9a604ecbb84319f21cf5b4902ade35ad841a0db32433,28722634b682f38c08dd597e3e6f4f2bcf8e25bb45a290880c6736a54ca446f6,11,1,true,true,false,false,8,0.267,49.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0025,F03,F03-P01,baseline,OptionalFieldProfile,minimal,minimal,ed89ce36fc0081e9832c3097e89ccda5c4173bb44e83931a0ef2f77d1ba1f407,2ae405298c57ce49db29b8af12988a17ca883d10901615775490fd1d821f11c4,dd68ef11d1b49a46233da1e61d346799f906baae86ef5579e00af3d2c99016c6,11,1,true,true,false,false,0,0.298,49.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0026,F03,F03-P01,treatment,OptionalFieldProfile,carrier_indicator,minimal,ed89ce36fc0081e9832c3097e89ccda5c4173bb44e83931a0ef2f77d1ba1f407,2ae405298c57ce49db29b8af12988a17ca883d10901615775490fd1d821f11c4,dd68ef11d1b49a46233da1e61d346799f906baae86ef5579e00af3d2c99016c6,11,1,true,true,false,false,0,0.299,48,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0027,F03,F03-P02,baseline,OptionalFieldProfile,minimal,minimal,41454ca9acdd96ba0e8cd1089c57448cbe8dd20a322e29b0db4cc765d3b4fce4,3eb33158395a3a80d33fdd9226b4e2c0414f46fdf062caa963781196c085dee4,e413393a9c2d0ee6eb7782b45303c59f43a1d23522817be1f7de16ab50e74d2b,11,1,true,true,false,false,2,0.28,48.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0028,F03,F03-P02,treatment,OptionalFieldProfile,bwp_indicator,minimal,41454ca9acdd96ba0e8cd1089c57448cbe8dd20a322e29b0db4cc765d3b4fce4,3eb33158395a3a80d33fdd9226b4e2c0414f46fdf062caa963781196c085dee4,e413393a9c2d0ee6eb7782b45303c59f43a1d23522817be1f7de16ab50e74d2b,11,1,true,true,false,false,2,0.281,48.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0029,F03,F03-P03,baseline,OptionalFieldProfile,minimal,minimal,b4f302891e7f048facc11246e738b90b3c871d7e470595f3252416f705dd6ad8,cadb483f79e23f0f0004e72347a3b9cd8191efc2ba41867f5615d1b6fdc69550,8d52434e2c6540b13488ac6b9fa723ad7faa80b18076617b8aa0bbdcb8d6e84f,11,1,true,true,false,false,4,0.342,48.3,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0030,F03,F03-P03,treatment,OptionalFieldProfile,tci,minimal,b4f302891e7f048facc11246e738b90b3c871d7e470595f3252416f705dd6ad8,cadb483f79e23f0f0004e72347a3b9cd8191efc2ba41867f5615d1b6fdc69550,8d52434e2c6540b13488ac6b9fa723ad7faa80b18076617b8aa0bbdcb8d6e84f,11,1,true,true,false,false,4,0.343,48.4,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0031,F03,F03-P04,baseline,OptionalFieldProfile,minimal,minimal,6c5078d3edbb10016af090b95f0f396f8166a1f3b8839b0c2710c5b79e6068f5,0579faa0a25e17e98f0e66d969e4fce9890417fe297ad05afc8976cbdc830a90,9271b0c56589bf5db901b0811e01e6daf14ae545b4295df103356a1932898e28,11,1,true,true,false,false,6,0.304,48.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0032,F03,F03-P04,treatment,OptionalFieldProfile,csi_srs,minimal,6c5078d3edbb10016af090b95f0f396f8166a1f3b8839b0c2710c5b79e6068f5,0579faa0a25e17e98f0e66d969e4fce9890417fe297ad05afc8976cbdc830a90,9271b0c56589bf5db901b0811e01e6daf14ae545b4295df103356a1932898e28,11,1,true,true,false,false,6,0.305,48.6,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0033,F03,F03-P05,baseline,OptionalFieldProfile,minimal,minimal,4a91ef160447a050c20da5c90f1d925b38cfd716bd15a5e9006425ced2526fd0,cd67854fc8ef784bccbad2238ecaaa0f9d477a6a29aab4b7c2b3bbcabe391da0,75fc308cbc8be3fc4219c4038586b71d2fdbea7e8fe9b800bc97d1df1b2f2200,11,1,true,true,false,false,-2,0.426,48.7,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0034,F03,F03-P05,treatment,OptionalFieldProfile,cbg,minimal,4a91ef160447a050c20da5c90f1d925b38cfd716bd15a5e9006425ced2526fd0,cd67854fc8ef784bccbad2238ecaaa0f9d477a6a29aab4b7c2b3bbcabe391da0,75fc308cbc8be3fc4219c4038586b71d2fdbea7e8fe9b800bc97d1df1b2f2200,11,1,true,true,false,false,-2,0.41,48.8,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0035,F03,F03-P06,baseline,OptionalFieldProfile,minimal,minimal,bbf24bb273c8e9d146c64830b4c31c47da994da428ef6ea060ff38d1470d4c8d,98e0ae781f70a637afadce7c66f9330480c2b21c6e5644afe101be353bf1a494,d089ff5ac70a8df40d4be766a3527c1e24633ea812bf9ab34db3a805a385ff8d,11,1,true,true,false,false,8,0.261,48.9,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0036,F03,F03-P06,treatment,OptionalFieldProfile,full,minimal,bbf24bb273c8e9d146c64830b4c31c47da994da428ef6ea060ff38d1470d4c8d,98e0ae781f70a637afadce7c66f9330480c2b21c6e5644afe101be353bf1a494,d089ff5ac70a8df40d4be766a3527c1e24633ea812bf9ab34db3a805a385ff8d,11,1,true,true,false,false,8,0.262,49,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0037,F04,F04-P01,baseline,CRCMaskRNTI,correct,correct,889ac852366272b17b41bb45ba56146e314607b9f8d77e93b32508d2fe1dcb68,4c3b8ffd5ce921ec37b07045818bba1aa71ed1d2469ac6adf423e8fc093558e6,91a813f4f14dca194601e0df523336c96dec8b988e894e7d8a011ced2a7374db,11,1,true,true,false,false,0,0.293,49.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0038,F04,F04-P01,treatment,CRCMaskRNTI,wrong_1bit,correct,889ac852366272b17b41bb45ba56146e314607b9f8d77e93b32508d2fe1dcb68,4c3b8ffd5ce921ec37b07045818bba1aa71ed1d2469ac6adf423e8fc093558e6,91a813f4f14dca194601e0df523336c96dec8b988e894e7d8a011ced2a7374db,11,1,true,true,false,false,0,0.294,49.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0039,F04,F04-P02,baseline,CRCMaskRNTI,correct,correct,600c6038282b28a0f36008831046ecd888245ee9d779c1bc4c39cf6246bc6f16,2fca699132de1147f2e875a9c57fa0c8cad851d39659bd6f3ad32e03da457ae6,b9026ac069dca900f7aa2954e62ffe303985b3a1f71dd3824eaf38d9ee8520fa,11,1,true,true,false,false,2,0.275,48,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0040,F04,F04-P02,treatment,CRCMaskRNTI,wrong_random,correct,600c6038282b28a0f36008831046ecd888245ee9d779c1bc4c39cf6246bc6f16,2fca699132de1147f2e875a9c57fa0c8cad851d39659bd6f3ad32e03da457ae6,b9026ac069dca900f7aa2954e62ffe303985b3a1f71dd3824eaf38d9ee8520fa,11,1,true,true,false,false,2,0.276,48.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0041,F04,F04-P03,baseline,CRCMaskRNTI,correct_C_RNTI,correct_C_RNTI,c973390a6b65f11f9a4bf7f6b2c3937ea48fbda754612d256a5714c93d9d70b3,0d6f817eabd6082f830ba64feb3c7981fa067ecfb00b3a61ede7ab38d68a58e0,5b5eddbdb1f58c1dfff0795f4d21a5739fdc94a640337589da00bd46d26b0d28,11,1,true,true,false,false,4,0.337,48.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0042,F04,F04-P03,treatment,CRCMaskRNTI,SI_RNTI,correct_C_RNTI,c973390a6b65f11f9a4bf7f6b2c3937ea48fbda754612d256a5714c93d9d70b3,0d6f817eabd6082f830ba64feb3c7981fa067ecfb00b3a61ede7ab38d68a58e0,5b5eddbdb1f58c1dfff0795f4d21a5739fdc94a640337589da00bd46d26b0d28,11,1,true,true,false,false,4,0.338,48.3,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0043,F04,F04-P04,baseline,CRCMaskRNTI,correct_RA_RNTI,correct_RA_RNTI,3d3ae0295806a700238e05dc71bd7248a4ee3369b274c0fa713c285f43b3bdf6,4c442bd379ef9c724ffafba4b8eb7e658be061aef9c5a09348c87eb722f3b035,30c5d952cb2141f9479cdc701ae7918a7a0025002544215bf2fd257c591b5116,11,1,true,true,false,false,6,0.299,48.4,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0044,F04,F04-P04,treatment,CRCMaskRNTI,wrong_RA_RNTI,correct_RA_RNTI,3d3ae0295806a700238e05dc71bd7248a4ee3369b274c0fa713c285f43b3bdf6,4c442bd379ef9c724ffafba4b8eb7e658be061aef9c5a09348c87eb722f3b035,30c5d952cb2141f9479cdc701ae7918a7a0025002544215bf2fd257c591b5116,11,1,true,true,false,false,6,0.3,48.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0045,F04,F04-P05,baseline,CRCMaskRNTI,correct_CS_RNTI,correct_CS_RNTI,ba06a2bc7d2cfa1ebdb1a62ff0af3bbfecab50b3653da57b8f6b2b091cede541,8a94da6b287878f61c0f8e1dc7533f382b9a471470ab25671aa22172c7cb7a89,b85c4fa8129c12369535df98f2969ff8f06290aa2a550a5496728479d0c34288,11,1,true,true,false,false,-2,0.421,48.6,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0046,F04,F04-P05,treatment,CRCMaskRNTI,C_RNTI,correct_CS_RNTI,ba06a2bc7d2cfa1ebdb1a62ff0af3bbfecab50b3653da57b8f6b2b091cede541,8a94da6b287878f61c0f8e1dc7533f382b9a471470ab25671aa22172c7cb7a89,b85c4fa8129c12369535df98f2969ff8f06290aa2a550a5496728479d0c34288,11,1,true,true,false,false,-2,0.422,48.7,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0047,F04,F04-P06,baseline,CRCMaskRNTI,correct_TC_RNTI,correct_TC_RNTI,cb59846f1eae725b40d327d4215e3463145a31495e1a9e55e91770b55ce862cf,892c9b93dab28404fb1f314eed49fdc236c6b8c2ae7eb55eaff943c8483ad612,baa7be849f23d79bc6dd341cab21fe0f13913ee7ee1d21018bde033da0dec565,11,1,true,true,false,false,8,0.273,48.8,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0048,F04,F04-P06,treatment,CRCMaskRNTI,C_RNTI,correct_TC_RNTI,cb59846f1eae725b40d327d4215e3463145a31495e1a9e55e91770b55ce862cf,892c9b93dab28404fb1f314eed49fdc236c6b8c2ae7eb55eaff943c8483ad612,baa7be849f23d79bc6dd341cab21fe0f13913ee7ee1d21018bde033da0dec565,11,1,true,true,false,false,8,0.274,48.9,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0049,F05,F05-P01,baseline,PhysicalScramblingIdentity,correct,correct,c0312af1314b5d56a85c643c168ecb4b4869d95cd48e14e7f40c342dd230e6d2,c26dad0f932e72e3e8132043cb2e0e27855714e51de79a8890e097aa6176fa7c,885485df73ebb7a45cec83d4d70fa5d57d3284d64c53b4021ca6d70542d3b37d,11,1,true,true,false,false,0,0.305,49,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0050,F05,F05-P01,treatment,PhysicalScramblingIdentity,wrong_nID,correct,c0312af1314b5d56a85c643c168ecb4b4869d95cd48e14e7f40c342dd230e6d2,c26dad0f932e72e3e8132043cb2e0e27855714e51de79a8890e097aa6176fa7c,885485df73ebb7a45cec83d4d70fa5d57d3284d64c53b4021ca6d70542d3b37d,11,1,true,true,false,false,0,0.306,49.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0051,F05,F05-P02,baseline,PhysicalScramblingIdentity,correct,correct,0423fe58b250f990783624a75e22adc6e6d3475bb46f6754921c567e0bfe7232,8501eb579cc66040a97a44db201585140c39c5fcea0da3e334f0684d0092e0db,084db3fd253972318fdec77d6f29c3c5bec936a55b735c3ff5d3404fb7621b82,11,1,true,true,false,false,2,0.27,49.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0052,F05,F05-P02,treatment,PhysicalScramblingIdentity,wrong_nRNTI,correct,0423fe58b250f990783624a75e22adc6e6d3475bb46f6754921c567e0bfe7232,8501eb579cc66040a97a44db201585140c39c5fcea0da3e334f0684d0092e0db,084db3fd253972318fdec77d6f29c3c5bec936a55b735c3ff5d3404fb7621b82,11,1,true,true,false,false,2,0.271,48,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0053,F05,F05-P03,baseline,PhysicalScramblingIdentity,cellID,cellID,ffc785d16187da15e6a25784344c4775eccd0bb0eddcc0372c23e919d6ef475b,f48ef00e1e50120d6b9ee3a7a840a09d99b5097184adcdb88600f71a7ada20ef,47fee039467ad8ff1b47a728aa91346dee94edc75c71cc531153b481c3c64cad,11,1,true,true,false,false,4,0.332,48.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0054,F05,F05-P03,treatment,PhysicalScramblingIdentity,configuredDMRSID,cellID,ffc785d16187da15e6a25784344c4775eccd0bb0eddcc0372c23e919d6ef475b,f48ef00e1e50120d6b9ee3a7a840a09d99b5097184adcdb88600f71a7ada20ef,47fee039467ad8ff1b47a728aa91346dee94edc75c71cc531153b481c3c64cad,11,1,true,true,false,false,4,0.333,48.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0055,F05,F05-P04,baseline,PhysicalScramblingIdentity,nRNTI_zero,nRNTI_zero,9be108cb1fd5967d328a10e17f83965cfb3f931898faba684d18912bcc6f5754,ef53f8c5487f320489bb5c38d840c2a866b9fa098ab5e494793ee491f80dfd27,66ea82c8f346bc7b5fde5cd98f018ae86d947927c1dd174de56628a44c6a841f,11,1,true,true,false,false,6,0.294,48.3,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0056,F05,F05-P04,treatment,PhysicalScramblingIdentity,nRNTI_C_RNTI,nRNTI_zero,9be108cb1fd5967d328a10e17f83965cfb3f931898faba684d18912bcc6f5754,ef53f8c5487f320489bb5c38d840c2a866b9fa098ab5e494793ee491f80dfd27,66ea82c8f346bc7b5fde5cd98f018ae86d947927c1dd174de56628a44c6a841f,11,1,true,true,false,false,6,0.295,48.4,PASS,analytical_component_evaluation,component_proxy,study_not_truth
