Entity,EntityType,EntityID,Domain,Direction,Frame,Slot,Symbol,TimestampSim_ms,UEID,CellID,BaseStationID,RNTI,TransportBlockId,HARQProcessId,NDI,RV,PRBCount,ActiveBWFraction,ActiveRank,ActiveTxRUCount,ControlMonitoringLoad,TxPower_dBm,RxPowerEst_dBm,State,Duration_s,Power_W,Energy_J,SuccessfulBits,RFChainCount,BBProcessingEnergy_J,SourceArtifact,Status
"gNB","cell",1,"UL_data","UL",1,20,0,9.5,2,1,1,2,"dir=UL;frame=1;slot=20;ue=2;rnti=2;cell=1;harq=0",0,1,0,136,0.498168498168498,2,0,0,NaN,21.4999,"active_rx",0.0005,295.765567765568,0.147882783882784,0,32,0.0478827838827839,"air_interface/csv/ul_pusch_trials.csv","FAIL"
"gNB","cell",1,"PDCCH_monitoring","DL",1,16,NaN,7.5,1,1,1,1,"dir=DL;frame=1;slot=16;ue=1;rnti=1;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,32,1,46,NaN,"active_tx",0.0005,409.510473637995,0.204755236818998,71,32,0.0478827838827839,"air_interface/csv/pdcch_trials.csv","PASS"
"UE","ue",1,"PDCCH_monitoring","DL",1,16,NaN,7.5,1,1,1,1,"dir=DL;frame=1;slot=16;ue=1;rnti=1;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,0,1,NaN,22.4752,"monitor_only",0.0005,1.5,0.00075,71,4,0,"air_interface/csv/pdcch_trials.csv","PASS"
"gNB","cell",1,"PDCCH_monitoring","DL",1,16,NaN,7.5,2,1,1,2,"dir=DL;frame=1;slot=16;ue=2;rnti=2;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,32,1,46,NaN,"active_tx",0.0005,409.510473637995,0.204755236818998,71,32,0.0478827838827839,"air_interface/csv/pdcch_trials.csv","PASS"
"UE","ue",2,"PDCCH_monitoring","DL",1,16,NaN,7.5,2,1,1,2,"dir=DL;frame=1;slot=16;ue=2;rnti=2;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,0,1,NaN,21.4999,"monitor_only",0.0005,1.5,0.00075,71,4,0,"air_interface/csv/pdcch_trials.csv","PASS"
"gNB","cell",1,"PDCCH_monitoring","DL",1,16,NaN,7.5,1,1,1,1,"dir=UL;frame=1;slot=20;ue=1;rnti=1;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,32,1,46,NaN,"active_tx",0.0005,409.510473637995,0.204755236818998,57,32,0.0478827838827839,"air_interface/csv/pdcch_trials.csv","PASS"
"UE","ue",1,"PDCCH_monitoring","DL",1,16,NaN,7.5,1,1,1,1,"dir=UL;frame=1;slot=20;ue=1;rnti=1;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,0,1,NaN,22.4752,"monitor_only",0.0005,1.5,0.00075,57,4,0,"air_interface/csv/pdcch_trials.csv","PASS"
"gNB","cell",1,"PDCCH_monitoring","DL",1,16,NaN,7.5,2,1,1,2,"dir=UL;frame=1;slot=20;ue=2;rnti=2;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,32,1,46,NaN,"active_tx",0.0005,409.510473637995,0.204755236818998,57,32,0.0478827838827839,"air_interface/csv/pdcch_trials.csv","PASS"
"UE","ue",2,"PDCCH_monitoring","DL",1,16,NaN,7.5,2,1,1,2,"dir=UL;frame=1;slot=20;ue=2;rnti=2;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,0,1,NaN,21.4999,"monitor_only",0.0005,1.5,0.00075,57,4,0,"air_interface/csv/pdcch_trials.csv","PASS"
"gNB","cell",1,"PDCCH_monitoring","DL",1,17,NaN,8,3,1,1,3,"dir=DL;frame=1;slot=17;ue=3;rnti=3;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,32,1,46,NaN,"active_tx",0.0005,409.510473637995,0.204755236818998,71,32,0.0478827838827839,"air_interface/csv/pdcch_trials.csv","PASS"
"UE","ue",3,"PDCCH_monitoring","DL",1,17,NaN,8,3,1,1,3,"dir=DL;frame=1;slot=17;ue=3;rnti=3;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,0,1,NaN,22.7862,"monitor_only",0.0005,1.5,0.00075,71,4,0,"air_interface/csv/pdcch_trials.csv","PASS"
"gNB","cell",1,"PDCCH_monitoring","DL",1,17,NaN,8,4,1,1,4,"dir=DL;frame=1;slot=17;ue=4;rnti=4;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,32,1,46,NaN,"active_tx",0.0005,409.510473637995,0.204755236818998,71,32,0.0478827838827839,"air_interface/csv/pdcch_trials.csv","PASS"
"UE","ue",4,"PDCCH_monitoring","DL",1,17,NaN,8,4,1,1,4,"dir=DL;frame=1;slot=17;ue=4;rnti=4;cell=1;harq=0",NaN,NaN,NaN,136,0.498168498168498,2,0,1,NaN,21.9036,"monitor_only",0.0005,1.5,0.00075,71,4,0,"air_interface/csv/pdcch_trials.csv","PASS"
"gNB","cell",1,"PDCCH_monitoring","DL",1,18,NaN,8.5,1,1,1,1,"dir=DL;frame=1;slot=18;ue=1;rnti=1;cell=1;harq=1",NaN,NaN,NaN,136,0.498168498168498,2,32,1,46,NaN,"active_tx",0.0005,409.510473637995,0.204755236818998,71,32,0.0478827838827839,"air_interface/csv/pdcch_trials.csv","PASS"
"UE","ue",1,"PDCCH_monitoring","DL",1,18,NaN,8.5,1,1,1,1,"dir=DL;frame=1;slot=18;ue=1;rnti=1;cell=1;harq=1",NaN,NaN,NaN,136,0.498168498168498,2,0,1,NaN,22.4752,"monitor_only",0.0005,1.5,0.00075,71,4,0,"air_interface/csv/pdcch_trials.csv","PASS"
"gNB","cell",1,"PDCCH_monitoring","DL",1,18,NaN,8.5,2,1,1,2,"dir=DL;frame=1;slot=18;ue=2;rnti=2;cell=1;harq=1",NaN,NaN,NaN,136,0.498168498168498,2,32,1,46,NaN,"active_tx",0.0005,409.510473637995,0.204755236818998,71,32,0.0478827838827839,"air_interface/csv/pdcch_trials.csv","PASS"
"UE","ue",2,"PDCCH_monitoring","DL",1,18,NaN,8.5,2,1,1,2,"dir=DL;frame=1;slot=18;ue=2;rnti=2;cell=1;harq=1",NaN,NaN,NaN,136,0.498168498168498,2,0,1,NaN,21.4999,"monitor_only",0.0005,1.5,0.00075,71,4,0,"air_interface/csv/pdcch_trials.csv","PASS"
"gNB","cell",NaN,"SSB_PBCH","DL",1,1,NaN,0,1,NaN,NaN,1,"not_applicable_for_active_pbch_runtime",NaN,NaN,NaN,NaN,1,NaN,32,1,46,NaN,"active_tx",0.0005,473.744905872428,0.236872452936214,0,32,0.08,"air_interface/csv/pbch_trials.csv","PASS"
"UE","ue",1,"SSB_PBCH","DL",1,1,NaN,0,1,NaN,NaN,1,"not_applicable_for_active_pbch_runtime",NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,1.5,0.00075,0,4,0,"air_interface/csv/pbch_trials.csv","PASS"
"gNB","cell",NaN,"SSB_PBCH","DL",1,1,NaN,0,2,NaN,NaN,2,"not_applicable_for_active_pbch_runtime",NaN,NaN,NaN,NaN,1,NaN,32,1,46,NaN,"active_tx",0.0005,473.744905872428,0.236872452936214,0,32,0.08,"air_interface/csv/pbch_trials.csv","PASS"
"UE","ue",2,"SSB_PBCH","DL",1,1,NaN,0,2,NaN,NaN,2,"not_applicable_for_active_pbch_runtime",NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,1.5,0.00075,0,4,0,"air_interface/csv/pbch_trials.csv","PASS"
"gNB","cell",NaN,"SSB_PBCH","DL",1,1,NaN,0,3,NaN,NaN,3,"not_applicable_for_active_pbch_runtime",NaN,NaN,NaN,NaN,1,NaN,32,1,46,NaN,"active_tx",0.0005,473.744905872428,0.236872452936214,0,32,0.08,"air_interface/csv/pbch_trials.csv","PASS"
"UE","ue",3,"SSB_PBCH","DL",1,1,NaN,0,3,NaN,NaN,3,"not_applicable_for_active_pbch_runtime",NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,1.5,0.00075,0,4,0,"air_interface/csv/pbch_trials.csv","PASS"
"gNB","cell",NaN,"SSB_PBCH","DL",1,1,NaN,0,4,NaN,NaN,4,"not_applicable_for_active_pbch_runtime",NaN,NaN,NaN,NaN,1,NaN,32,1,46,NaN,"active_tx",0.0005,473.744905872428,0.236872452936214,0,32,0.08,"air_interface/csv/pbch_trials.csv","PASS"
"UE","ue",4,"SSB_PBCH","DL",1,1,NaN,0,4,NaN,NaN,4,"not_applicable_for_active_pbch_runtime",NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,1.5,0.00075,0,4,0,"air_interface/csv/pbch_trials.csv","PASS"
"UE","ue",1,"PRACH","UL",1,10,NaN,4.5,1,NaN,NaN,1,"not_applicable_for_active_prach_runtime",NaN,NaN,NaN,NaN,1,NaN,4,0,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,0,4,0,"air_interface/csv/prach_trials.csv","PASS"
"gNB","cell",NaN,"PRACH","UL",1,10,NaN,4.5,1,NaN,NaN,1,"not_applicable_for_active_prach_runtime",NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,0,32,0.08,"air_interface/csv/prach_trials.csv","PASS"
"UE","ue",2,"PRACH","UL",1,10,NaN,4.5,2,NaN,NaN,2,"not_applicable_for_active_prach_runtime",NaN,NaN,NaN,NaN,1,NaN,4,0,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,0,4,0,"air_interface/csv/prach_trials.csv","PASS"
"gNB","cell",NaN,"PRACH","UL",1,10,NaN,4.5,2,NaN,NaN,2,"not_applicable_for_active_prach_runtime",NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,0,32,0.08,"air_interface/csv/prach_trials.csv","PASS"
"UE","ue",3,"PRACH","UL",1,10,NaN,4.5,3,NaN,NaN,3,"not_applicable_for_active_prach_runtime",NaN,NaN,NaN,NaN,1,NaN,4,0,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,0,4,0,"air_interface/csv/prach_trials.csv","PASS"
"gNB","cell",NaN,"PRACH","UL",1,10,NaN,4.5,3,NaN,NaN,3,"not_applicable_for_active_prach_runtime",NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,0,32,0.08,"air_interface/csv/prach_trials.csv","PASS"
"UE","ue",4,"PRACH","UL",1,10,NaN,4.5,4,NaN,NaN,4,"not_applicable_for_active_prach_runtime",NaN,NaN,NaN,NaN,1,NaN,4,0,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,0,4,0,"air_interface/csv/prach_trials.csv","PASS"
"gNB","cell",NaN,"PRACH","UL",1,10,NaN,4.5,4,NaN,NaN,4,"not_applicable_for_active_prach_runtime",NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,0,32,0.08,"air_interface/csv/prach_trials.csv","PASS"
"UE","ue",1,"PUCCH","UL",1,19,NaN,9,1,1,1,1,,0,NaN,NaN,NaN,1,NaN,4,1,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,1,4,0,"air_interface/csv/pucch_trials.csv","PASS"
"gNB","cell",1,"PUCCH","UL",1,19,NaN,9,1,1,1,1,,0,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,1,32,0.08,"air_interface/csv/pucch_trials.csv","PASS"
"UE","ue",2,"PUCCH","UL",1,19,NaN,9,2,1,1,2,,0,NaN,NaN,NaN,1,NaN,4,1,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,1,4,0,"air_interface/csv/pucch_trials.csv","PASS"
"gNB","cell",1,"PUCCH","UL",1,19,NaN,9,2,1,1,2,,0,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,1,32,0.08,"air_interface/csv/pucch_trials.csv","PASS"
"UE","ue",3,"PUCCH","UL",1,19,NaN,9,3,1,1,3,,0,NaN,NaN,NaN,1,NaN,4,1,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,1,4,0,"air_interface/csv/pucch_trials.csv","PASS"
"gNB","cell",1,"PUCCH","UL",1,19,NaN,9,3,1,1,3,,0,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,1,32,0.08,"air_interface/csv/pucch_trials.csv","PASS"
"UE","ue",4,"PUCCH","UL",1,19,NaN,9,4,1,1,4,,0,NaN,NaN,NaN,1,NaN,4,1,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,1,4,0,"air_interface/csv/pucch_trials.csv","PASS"
"gNB","cell",1,"PUCCH","UL",1,19,NaN,9,4,1,1,4,,0,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,1,32,0.08,"air_interface/csv/pucch_trials.csv","PASS"
"UE","ue",1,"PUCCH","UL",1,19,NaN,9,1,1,1,1,,1,NaN,NaN,NaN,1,NaN,4,1,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,1,4,0,"air_interface/csv/pucch_trials.csv","PASS"
"gNB","cell",1,"PUCCH","UL",1,19,NaN,9,1,1,1,1,,1,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,1,32,0.08,"air_interface/csv/pucch_trials.csv","PASS"
"UE","ue",2,"PUCCH","UL",1,19,NaN,9,2,1,1,2,,1,NaN,NaN,NaN,1,NaN,4,1,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,1,4,0,"air_interface/csv/pucch_trials.csv","PASS"
"gNB","cell",1,"PUCCH","UL",1,19,NaN,9,2,1,1,2,,1,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,1,32,0.08,"air_interface/csv/pucch_trials.csv","PASS"
"UE","ue",1,"SRS","UL",1,15,NaN,7,1,NaN,NaN,1,"not_applicable_for_active_srs_runtime",NaN,NaN,NaN,NaN,1,2,4,0,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,0,4,0,"air_interface/csv/srs_trials.csv","PASS"
"gNB","cell",NaN,"SRS","UL",1,15,NaN,7,1,NaN,NaN,1,"not_applicable_for_active_srs_runtime",NaN,NaN,NaN,NaN,1,2,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,0,32,0.08,"air_interface/csv/srs_trials.csv","PASS"
"UE","ue",2,"SRS","UL",1,15,NaN,7,2,NaN,NaN,2,"not_applicable_for_active_srs_runtime",NaN,NaN,NaN,NaN,1,2,4,0,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,0,4,0,"air_interface/csv/srs_trials.csv","PASS"
"gNB","cell",NaN,"SRS","UL",1,15,NaN,7,2,NaN,NaN,2,"not_applicable_for_active_srs_runtime",NaN,NaN,NaN,NaN,1,2,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,0,32,0.08,"air_interface/csv/srs_trials.csv","PASS"
"UE","ue",3,"SRS","UL",1,15,NaN,7,3,NaN,NaN,3,"not_applicable_for_active_srs_runtime",NaN,NaN,NaN,NaN,1,2,4,0,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,0,4,0,"air_interface/csv/srs_trials.csv","PASS"
"gNB","cell",NaN,"SRS","UL",1,15,NaN,7,3,NaN,NaN,3,"not_applicable_for_active_srs_runtime",NaN,NaN,NaN,NaN,1,2,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,0,32,0.08,"air_interface/csv/srs_trials.csv","PASS"
"UE","ue",4,"SRS","UL",1,15,NaN,7,4,NaN,NaN,4,"not_applicable_for_active_srs_runtime",NaN,NaN,NaN,NaN,1,2,4,0,23,NaN,"active_tx",0.0005,1.57007494713397,0.000785037473566983,0,4,0,"air_interface/csv/srs_trials.csv","PASS"
"gNB","cell",NaN,"SRS","UL",1,15,NaN,7,4,NaN,NaN,4,"not_applicable_for_active_srs_runtime",NaN,NaN,NaN,NaN,1,2,0,0,NaN,NaN,"active_rx",0.0005,360,0.18,0,32,0.08,"air_interface/csv/srs_trials.csv","PASS"
