CaseID,SNRdB,ChannelModel,Rank,Codeword,Layer,DataRECount,LLRCount,RateRecoveredBitCount,MeasuredSINRdB,EVMPercent,BER,BLER,TBCRCOK,ChannelEstimateNMSEdB,LDPCIterations,Status
COV-015,65,TDL-A,8,0,2,918,58752,58752,10.8905216460782,28.5413109887517,0,0,1,-12.1447559383743,1,PASS
COV-015,65,TDL-A,8,0,3,918,58752,58752,10.8905216460782,28.5413109887517,0,0,1,-12.1447559383743,1,PASS
COV-015,65,TDL-A,8,1,4,918,58752,58752,10.8905216460782,28.5413109887517,0,0,1,-12.1447559383743,1,PASS
COV-015,65,TDL-A,8,1,5,918,58752,58752,10.8905216460782,28.5413109887517,0,0,1,-12.1447559383743,1,PASS
COV-015,65,TDL-A,8,1,6,918,58752,58752,10.8905216460782,28.5413109887517,0,0,1,-12.1447559383743,1,PASS
COV-015,65,TDL-A,8,1,7,918,58752,58752,10.8905216460782,28.5413109887517,0,0,1,-12.1447559383743,1,PASS
COV-016,65,TDL-A,8,0,0,720,11520,11520,4.29155228818831,61.0130008259367,0,0,1,-11.4718284024302,1,PASS
COV-016,65,TDL-A,8,0,1,720,11520,11520,4.29155228818831,61.0130008259367,0,0,1,-11.4718284024302,1,PASS
COV-016,65,TDL-A,8,0,2,720,11520,11520,4.29155228818831,61.0130008259367,0,0,1,-11.4718284024302,1,PASS
COV-016,65,TDL-A,8,0,3,720,11520,11520,4.29155228818831,61.0130008259367,0,0,1,-11.4718284024302,1,PASS
COV-016,65,TDL-A,8,1,4,720,11520,11520,4.29155228818831,61.0130008259367,0,0,1,-11.4718284024302,1,PASS
COV-016,65,TDL-A,8,1,5,720,11520,11520,4.29155228818831,61.0130008259367,0,0,1,-11.4718284024302,1,PASS
COV-016,65,TDL-A,8,1,6,720,11520,11520,4.29155228818831,61.0130008259367,0,0,1,-11.4718284024302,1,PASS
COV-016,65,TDL-A,8,1,7,720,11520,11520,4.29155228818831,61.0130008259367,0,0,1,-11.4718284024302,1,PASS
NN-01,120,AWGN,1,0,0,624,1248,500,156.53559774527,1.78388028240596e-14,0,0,1,-313.019549621355,1,PASS
NN-02,120,AWGN,1,0,0,624,2496,500,156.58542175046,2.41525238484619e-14,0,0,1,-313.056963834232,1,PASS
NN-03,120,AWGN,1,0,0,624,3744,500,156.648135905421,2.50958449361695e-14,0,0,1,-313.065426637716,1,PASS
NN-04,120,AWGN,1,0,0,624,4992,500,156.565300463624,2.12417755822166e-14,0,0,1,-313.054263910346,1,PASS
NN-05,120,AWGN,1,0,0,624,6240,500,156.447768530167,2.27187122761992e-14,0,0,1,-313.068251240825,1,PASS
NN-06,120,AWGN,2,0,0,612,2448,500,156.53559774527,2.28107072927896e-14,0,0,1,-316.079139887748,1,PASS
NN-06,120,AWGN,2,0,1,612,2448,500,156.53559774527,2.28107072927896e-14,0,0,1,-316.079139887748,1,PASS
NN-07,120,AWGN,2,0,0,612,4896,500,156.350023140145,2.87270775588824e-14,0,0,1,-314.991936120799,1,PASS
NN-07,120,AWGN,2,0,1,612,4896,500,156.575156397091,2.87270775588824e-14,0,0,1,-314.991936120799,1,PASS
NN-08,120,AWGN,2,0,0,612,7344,500,156.466109145717,2.68443753314106e-14,0,0,1,-316.024846519903,1,PASS
NN-08,120,AWGN,2,0,1,612,7344,500,156.598666490434,2.68443753314106e-14,0,0,1,-316.024846519903,1,PASS
NN-09,120,AWGN,2,0,0,612,9792,500,156.519873936044,2.53854140009829e-14,0,0,1,-315.958378642209,1,PASS
NN-09,120,AWGN,2,0,1,612,9792,500,156.601220412777,2.53854140009829e-14,0,0,1,-315.958378642209,1,PASS
NN-10,120,AWGN,2,0,0,612,12240,500,156.754568398123,3.01469607555993e-14,0,0,1,-315.068509764774,1,PASS
NN-10,120,AWGN,2,0,1,612,12240,500,156.609057645776,3.01469607555993e-14,0,0,1,-315.068509764774,1,PASS
NN-11,120,AWGN,3,0,0,576,3456,500,156.53559774527,3.15389782793715e-14,0,0,1,-314.822031385721,1,PASS
NN-11,120,AWGN,3,0,1,576,3456,500,156.53559774527,3.15389782793715e-14,0,0,1,-314.822031385721,1,PASS
NN-11,120,AWGN,3,0,2,576,3456,500,156.53559774527,3.15389782793715e-14,0,0,1,-314.822031385721,1,PASS
NN-12,120,AWGN,3,0,0,576,6912,500,156.480968788255,2.83483536186945e-14,0,0,1,-314.822031385721,1,PASS
NN-12,120,AWGN,3,0,1,576,6912,500,156.589548064137,2.83483536186945e-14,0,0,1,-314.822031385721,1,PASS
NN-12,120,AWGN,3,0,2,576,6912,500,156.577616889548,2.83483536186945e-14,0,0,1,-314.822031385721,1,PASS
NN-13,120,AWGN,3,0,0,576,10368,500,156.548503980085,2.99712899315794e-14,0,0,1,-314.822031385721,1,PASS
NN-13,120,AWGN,3,0,1,576,10368,500,156.429471971978,2.99712899315794e-14,0,0,1,-314.822031385721,1,PASS
NN-13,120,AWGN,3,0,2,576,10368,500,156.355257165005,2.99712899315794e-14,0,0,1,-314.822031385721,1,PASS
NN-14,120,AWGN,3,0,0,576,13824,500,156.53985344852,3.03995819896333e-14,0,0,1,-314.822031385721,1,PASS
NN-14,120,AWGN,3,0,1,576,13824,500,156.511759787344,3.03995819896333e-14,0,0,1,-314.822031385721,1,PASS
NN-14,120,AWGN,3,0,2,576,13824,500,156.512116541345,3.03995819896333e-14,0,0,1,-314.822031385721,1,PASS
NN-15,120,AWGN,3,0,0,576,17280,500,156.435393518547,3.01000028763967e-14,0,0,1,-314.822031385721,1,PASS
NN-15,120,AWGN,3,0,1,576,17280,500,156.57144601536,3.01000028763967e-14,0,0,1,-314.822031385721,1,PASS
NN-15,120,AWGN,3,0,2,576,17280,500,156.670566494699,3.01000028763967e-14,0,0,1,-314.822031385721,1,PASS
NN-16,120,AWGN,4,0,0,564,4512,500,156.53559774527,2.8765724781509e-14,0,0,1,-314.310139180066,1,PASS
NN-16,120,AWGN,4,0,1,564,4512,500,156.53559774527,2.8765724781509e-14,0,0,1,-314.310139180066,1,PASS
NN-16,120,AWGN,4,0,2,564,4512,500,156.53559774527,2.8765724781509e-14,0,0,1,-314.310139180066,1,PASS
NN-16,120,AWGN,4,0,3,564,4512,500,156.53559774527,2.8765724781509e-14,0,0,1,-314.310139180066,1,PASS
NN-17,120,AWGN,4,0,0,564,9024,500,156.523259825554,3.05345403395155e-14,0,0,1,-314.310139180066,1,PASS
NN-17,120,AWGN,4,0,1,564,9024,500,156.486034356336,3.05345403395155e-14,0,0,1,-314.310139180066,1,PASS
NN-17,120,AWGN,4,0,2,564,9024,500,156.608898132034,3.05345403395155e-14,0,0,1,-314.310139180066,1,PASS
NN-17,120,AWGN,4,0,3,564,9024,500,156.486034356336,3.05345403395155e-14,0,0,1,-314.310139180066,1,PASS
NN-18,120,AWGN,4,0,0,564,13536,500,156.455663989082,3.24987817238819e-14,0,0,1,-314.310139180066,1,PASS
NN-18,120,AWGN,4,0,1,564,13536,500,156.436198939207,3.24987817238819e-14,0,0,1,-314.310139180066,1,PASS
NN-18,120,AWGN,4,0,2,564,13536,500,156.542925138301,3.24987817238819e-14,0,0,1,-314.310139180066,1,PASS
NN-18,120,AWGN,4,0,3,564,13536,500,156.52678852355,3.24987817238819e-14,0,0,1,-314.310139180066,1,PASS
NN-19,120,AWGN,4,0,0,564,18048,500,156.591761952686,3.25311780559708e-14,0,0,1,-314.310139180066,1,PASS
NN-19,120,AWGN,4,0,1,564,18048,500,156.765313533905,3.25311780559708e-14,0,0,1,-314.310139180066,1,PASS
NN-19,120,AWGN,4,0,2,564,18048,500,156.527618388923,3.25311780559708e-14,0,0,1,-314.310139180066,1,PASS
NN-19,120,AWGN,4,0,3,564,18048,500,156.374661175038,3.25311780559708e-14,0,0,1,-314.310139180066,1,PASS
NN-20,120,AWGN,4,0,0,564,22560,500,156.601929537005,3.13938144508219e-14,0,0,1,-314.310139180066,1,PASS
NN-20,120,AWGN,4,0,1,564,22560,500,156.42981308997,3.13938144508219e-14,0,0,1,-314.310139180066,1,PASS
NN-20,120,AWGN,4,0,2,564,22560,500,156.645653203388,3.13938144508219e-14,0,0,1,-314.310139180066,1,PASS
NN-20,120,AWGN,4,0,3,564,22560,500,156.420362435087,3.13938144508219e-14,0,0,1,-314.310139180066,1,PASS
NN-21,120,AWGN,5,0,0,576,2304,500,156.53559774527,4.53400068749149e-14,0,0,1,-312.238672193742,1,PASS
NN-21,120,AWGN,5,0,1,576,2304,500,156.53559774527,4.53400068749149e-14,0,0,1,-312.238672193742,1,PASS
NN-21,120,AWGN,5,1,2,576,3456,500,156.53559774527,4.12832331498557e-14,0,0,1,-312.238672193742,1,PASS
NN-21,120,AWGN,5,1,3,576,3456,500,156.53559774527,4.12832331498557e-14,0,0,1,-312.238672193742,1,PASS
NN-21,120,AWGN,5,1,4,576,3456,500,156.53559774527,4.12832331498557e-14,0,0,1,-312.238672193742,1,PASS
NN-22,120,AWGN,5,0,0,576,4608,500,156.619233380118,4.64928227291249e-14,0,0,1,-312.238672193742,1,PASS
NN-22,120,AWGN,5,0,1,576,4608,500,156.462605357855,4.64928227291249e-14,0,0,1,-312.238672193742,1,PASS
NN-22,120,AWGN,5,1,2,576,6912,500,156.437999372379,3.9315753905786e-14,0,0,1,-312.238672193742,1,PASS
NN-22,120,AWGN,5,1,3,576,6912,500,156.660454860751,3.9315753905786e-14,0,0,1,-312.238672193742,1,PASS
NN-22,120,AWGN,5,1,4,576,6912,500,156.480968788255,3.9315753905786e-14,0,0,1,-312.238672193742,1,PASS
NN-23,120,AWGN,5,0,0,576,6912,500,156.627958959993,4.52938603530857e-14,0,0,1,-312.238672193742,1,PASS
NN-23,120,AWGN,5,0,1,576,6912,500,156.60116363175,4.52938603530857e-14,0,0,1,-312.238672193742,1,PASS
NN-23,120,AWGN,5,1,2,576,10368,500,156.71977351278,4.02086617109789e-14,0,0,1,-312.238672193742,1,PASS
NN-23,120,AWGN,5,1,3,576,10368,500,156.613876766011,4.02086617109789e-14,0,0,1,-312.238672193742,1,PASS
NN-23,120,AWGN,5,1,4,576,10368,500,156.692155328646,4.02086617109789e-14,0,0,1,-312.238672193742,1,PASS
NN-24,120,AWGN,5,0,0,576,9216,500,156.393134217763,4.63018621140041e-14,0,0,1,-312.238672193742,1,PASS
NN-24,120,AWGN,5,0,1,576,9216,500,156.726149440843,4.63018621140041e-14,0,0,1,-312.238672193742,1,PASS
NN-24,120,AWGN,5,1,2,576,13824,500,156.371816402489,4.01746719729159e-14,0,0,1,-312.238672193742,1,PASS
NN-24,120,AWGN,5,1,3,576,13824,500,156.67903212452,4.01746719729159e-14,0,0,1,-312.238672193742,1,PASS
NN-24,120,AWGN,5,1,4,576,13824,500,156.509618647703,4.01746719729159e-14,0,0,1,-312.238672193742,1,PASS
NN-25,120,AWGN,5,0,0,576,11520,500,156.878971428728,4.52199495427149e-14,0,0,1,-312.238672193742,1,PASS
NN-25,120,AWGN,5,0,1,576,11520,500,156.574690323616,4.52199495427149e-14,0,0,1,-312.238672193742,1,PASS
NN-25,120,AWGN,5,1,2,576,17280,500,156.514319188156,4.03579384622773e-14,0,0,1,-312.238672193742,1,PASS
NN-25,120,AWGN,5,1,3,576,17280,500,156.567145765524,4.03579384622773e-14,0,0,1,-312.238672193742,1,PASS
NN-25,120,AWGN,5,1,4,576,17280,500,156.440278212575,4.03579384622773e-14,0,0,1,-312.238672193742,1,PASS
NN-26,120,AWGN,6,0,0,564,3384,500,156.53559774527,4.69315650329953e-14,0,0,1,-311.285817650656,1,PASS
NN-26,120,AWGN,6,0,1,564,3384,500,156.53559774527,4.69315650329953e-14,0,0,1,-311.285817650656,1,PASS
NN-26,120,AWGN,6,0,2,564,3384,500,156.53559774527,4.69315650329953e-14,0,0,1,-311.285817650656,1,PASS
NN-26,120,AWGN,6,1,3,564,3384,500,156.53559774527,4.06275690114448e-14,0,0,1,-311.285817650656,1,PASS
NN-26,120,AWGN,6,1,4,564,3384,500,156.53559774527,4.06275690114448e-14,0,0,1,-311.285817650656,1,PASS
NN-26,120,AWGN,6,1,5,564,3384,500,156.53559774527,4.06275690114448e-14,0,0,1,-311.285817650656,1,PASS
NN-27,120,AWGN,6,0,0,564,6768,500,156.686935176561,5.14350928550706e-14,0,0,1,-311.285817650656,1,PASS
NN-27,120,AWGN,6,0,1,564,6768,500,156.541753585874,5.14350928550706e-14,0,0,1,-311.285817650656,1,PASS
NN-27,120,AWGN,6,0,2,564,6768,500,156.378795702419,5.14350928550706e-14,0,0,1,-311.285817650656,1,PASS
NN-27,120,AWGN,6,1,3,564,6768,500,156.529433166777,4.13853990251552e-14,0,0,1,-311.285817650656,1,PASS
NN-27,120,AWGN,6,1,4,564,6768,500,156.844665370357,4.13853990251552e-14,0,0,1,-311.285817650656,1,PASS
NN-27,120,AWGN,6,1,5,564,6768,500,156.608898132034,4.13853990251552e-14,0,0,1,-311.285817650656,1,PASS
NN-28,120,AWGN,6,0,0,564,10152,500,156.424176938952,5.14420576489703e-14,0,0,1,-311.285817650656,1,PASS
NN-28,120,AWGN,6,0,1,564,10152,500,156.686935176561,5.14420576489703e-14,0,0,1,-311.285817650656,1,PASS
NN-28,120,AWGN,6,0,2,564,10152,500,156.567746204998,5.14420576489703e-14,0,0,1,-311.285817650656,1,PASS
NN-28,120,AWGN,6,1,3,564,10152,500,156.596766993367,4.11128078932513e-14,0,0,1,-311.285817650656,1,PASS
NN-28,120,AWGN,6,1,4,564,10152,500,156.522377202887,4.11128078932513e-14,0,0,1,-311.285817650656,1,PASS
NN-28,120,AWGN,6,1,5,564,10152,500,156.53999566445,4.11128078932513e-14,0,0,1,-311.285817650656,1,PASS
NN-29,120,AWGN,6,0,0,564,13536,500,156.638724703754,5.11884467555187e-14,0,0,1,-311.285817650656,1,PASS
NN-29,120,AWGN,6,0,1,564,13536,500,156.587825370239,5.11884467555187e-14,0,0,1,-311.285817650656,1,PASS
NN-29,120,AWGN,6,0,2,564,13536,500,156.545732132312,5.11884467555187e-14,0,0,1,-311.285817650656,1,PASS
NN-29,120,AWGN,6,1,3,564,13536,500,156.536322414856,4.11521476689109e-14,0,0,1,-311.285817650656,1,PASS
NN-29,120,AWGN,6,1,4,564,13536,500,156.507970314172,4.11521476689109e-14,0,0,1,-311.285817650656,1,PASS
NN-29,120,AWGN,6,1,5,564,13536,500,156.522169500894,4.11521476689109e-14,0,0,1,-311.285817650656,1,PASS
NN-30,120,AWGN,6,0,0,564,16920,500,156.538126125733,5.06045196969479e-14,0,0,1,-311.285817650656,1,PASS
NN-30,120,AWGN,6,0,1,564,16920,500,156.567007519257,5.06045196969479e-14,0,0,1,-311.285817650656,1,PASS
NN-30,120,AWGN,6,0,2,564,16920,500,156.566648805717,5.06045196969479e-14,0,0,1,-311.285817650656,1,PASS
NN-30,120,AWGN,6,1,3,564,16920,500,156.461810726136,3.9384347502428e-14,0,0,1,-311.285817650656,1,PASS
NN-30,120,AWGN,6,1,4,564,16920,500,156.554614748394,3.9384347502428e-14,0,0,1,-311.285817650656,1,PASS
NN-30,120,AWGN,6,1,5,564,16920,500,156.528275202547,3.9384347502428e-14,0,0,1,-311.285817650656,1,PASS
NN-31,120,AWGN,7,0,0,576,3456,500,156.53559774527,4.71693587081489e-14,0,0,1,-314.52287186908,1,PASS
NN-31,120,AWGN,7,0,1,576,3456,500,156.53559774527,4.71693587081489e-14,0,0,1,-314.52287186908,1,PASS
NN-31,120,AWGN,7,0,2,576,3456,500,156.53559774527,4.71693587081489e-14,0,0,1,-314.52287186908,1,PASS
NN-31,120,AWGN,7,1,3,576,4608,500,156.53559774527,4.10093260842231e-14,0,0,1,-314.52287186908,1,PASS
NN-31,120,AWGN,7,1,4,576,4608,500,156.53559774527,4.10093260842231e-14,0,0,1,-314.52287186908,1,PASS
NN-31,120,AWGN,7,1,5,576,4608,500,156.53559774527,4.10093260842231e-14,0,0,1,-314.52287186908,1,PASS
NN-31,120,AWGN,7,1,6,576,4608,500,156.53559774527,4.10093260842231e-14,0,0,1,-314.52287186908,1,PASS
NN-32,120,AWGN,7,0,0,576,6912,500,156.480968788255,4.54508996142363e-14,0,0,1,-314.52287186908,1,PASS
NN-32,120,AWGN,7,0,1,576,6912,500,156.589548064137,4.54508996142363e-14,0,0,1,-314.52287186908,1,PASS
NN-32,120,AWGN,7,0,2,576,6912,500,156.577616889548,4.54508996142363e-14,0,0,1,-314.52287186908,1,PASS
NN-32,120,AWGN,7,1,3,576,9216,500,156.672160918563,4.05820569533137e-14,0,0,1,-314.52287186908,1,PASS
NN-32,120,AWGN,7,1,4,576,9216,500,156.493168079476,4.05820569533137e-14,0,0,1,-314.52287186908,1,PASS
NN-32,120,AWGN,7,1,5,576,9216,500,156.407044538414,4.05820569533137e-14,0,0,1,-314.52287186908,1,PASS
NN-32,120,AWGN,7,1,6,576,9216,500,156.625146171799,4.05820569533137e-14,0,0,1,-314.52287186908,1,PASS
NN-33,120,AWGN,7,0,0,576,10368,500,156.548503980085,4.84620784621647e-14,0,0,1,-314.52287186908,1,PASS
NN-33,120,AWGN,7,0,1,576,10368,500,156.429471971978,4.84620784621647e-14,0,0,1,-314.52287186908,1,PASS
NN-33,120,AWGN,7,0,2,576,10368,500,156.355257165005,4.84620784621647e-14,0,0,1,-314.52287186908,1,PASS
NN-33,120,AWGN,7,1,3,576,13824,500,156.416206560894,4.05147263985539e-14,0,0,1,-314.52287186908,1,PASS
NN-33,120,AWGN,7,1,4,576,13824,500,156.544206162002,4.05147263985539e-14,0,0,1,-314.52287186908,1,PASS
NN-33,120,AWGN,7,1,5,576,13824,500,156.603991990573,4.05147263985539e-14,0,0,1,-314.52287186908,1,PASS
NN-33,120,AWGN,7,1,6,576,13824,500,156.605405479542,4.05147263985539e-14,0,0,1,-314.52287186908,1,PASS
NN-34,120,AWGN,7,0,0,576,13824,500,156.53985344852,4.7954533272099e-14,0,0,1,-314.52287186908,1,PASS
NN-34,120,AWGN,7,0,1,576,13824,500,156.511759787344,4.7954533272099e-14,0,0,1,-314.52287186908,1,PASS
NN-34,120,AWGN,7,0,2,576,13824,500,156.512116541345,4.7954533272099e-14,0,0,1,-314.52287186908,1,PASS
NN-34,120,AWGN,7,1,3,576,18432,500,156.47665496141,4.06655398970175e-14,0,0,1,-314.52287186908,1,PASS
NN-34,120,AWGN,7,1,4,576,18432,500,156.691030637789,4.06655398970175e-14,0,0,1,-314.52287186908,1,PASS
NN-34,120,AWGN,7,1,5,576,18432,500,156.769063930626,4.06655398970175e-14,0,0,1,-314.52287186908,1,PASS
NN-34,120,AWGN,7,1,6,576,18432,500,156.495675450055,4.06655398970175e-14,0,0,1,-314.52287186908,1,PASS
NN-35,120,AWGN,7,0,0,576,17280,500,156.435393518547,4.7148551664553e-14,0,0,1,-314.52287186908,1,PASS
NN-35,120,AWGN,7,0,1,576,17280,500,156.57144601536,4.7148551664553e-14,0,0,1,-314.52287186908,1,PASS
NN-35,120,AWGN,7,0,2,576,17280,500,156.670566494699,4.7148551664553e-14,0,0,1,-314.52287186908,1,PASS
NN-35,120,AWGN,7,1,3,576,23040,500,156.647010666014,4.10228212388459e-14,0,0,1,-314.52287186908,1,PASS
NN-35,120,AWGN,7,1,4,576,23040,500,156.548932268453,4.10228212388459e-14,0,0,1,-314.52287186908,1,PASS
NN-35,120,AWGN,7,1,5,576,23040,500,156.549108610211,4.10228212388459e-14,0,0,1,-314.52287186908,1,PASS
NN-35,120,AWGN,7,1,6,576,23040,500,156.568023713415,4.10228212388459e-14,0,0,1,-314.52287186908,1,PASS
NN-36,120,AWGN,8,0,0,564,4512,500,156.53559774527,5.03483951809532e-14,0,0,1,-315.095110390286,1,PASS
NN-36,120,AWGN,8,0,1,564,4512,500,156.53559774527,5.03483951809532e-14,0,0,1,-315.095110390286,1,PASS
NN-36,120,AWGN,8,0,2,564,4512,500,156.53559774527,5.03483951809532e-14,0,0,1,-315.095110390286,1,PASS
NN-36,120,AWGN,8,0,3,564,4512,500,156.53559774527,5.03483951809532e-14,0,0,1,-315.095110390286,1,PASS
NN-36,120,AWGN,8,1,4,564,4512,500,156.53559774527,4.15190345736164e-14,0,0,1,-315.095110390286,1,PASS
