CaseID,Row0,Col0,ExpectedReal,ActualReal,ExpectedImag,ActualImag,SampleCount,Status
"INT-0026",0,1,-0.513852103260564,-0.513852103260564,-0.420062598348734,-0.420062598348734,16,"PASS"
"INT-0026",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0026",2,1,-0.241922406250756,-0.241922406250756,-0.194576519907243,-0.194576519907243,16,"PASS"
"INT-0026",0,2,0.438524829384557,0.438524829384557,0.00349946314921554,0.00349946314921554,16,"PASS"
"INT-0026",1,2,-0.241922406250756,-0.241922406250756,0.194576519907243,0.194576519907243,16,"PASS"
"INT-0026",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0027",0,0,1,1,0,0,16,"PASS"
"INT-0027",1,0,0.372598192580772,0.372598192580772,-0.549242348551472,-0.549242348551472,16,"PASS"
"INT-0027",2,0,-0.381531809957276,-0.381531809957276,-0.216216905490325,-0.216216905490325,16,"PASS"
"INT-0027",0,1,0.372598192580772,0.372598192580772,0.549242348551472,0.549242348551472,16,"PASS"
"INT-0027",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0027",2,1,-0.0249548444758213,-0.0249548444758213,-0.309457151286825,-0.309457151286825,16,"PASS"
"INT-0027",0,2,-0.381531809957276,-0.381531809957276,0.216216905490325,0.216216905490325,16,"PASS"
"INT-0027",1,2,-0.0249548444758213,-0.0249548444758213,0.309457151286825,0.309457151286825,16,"PASS"
"INT-0027",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0028",0,0,1,1,0,0,16,"PASS"
"INT-0028",1,0,0.553401247279588,0.553401247279588,-0.366392726546516,-0.366392726546516,16,"PASS"
"INT-0028",2,0,-0.436955723010942,-0.436955723010942,0.0372285959589096,0.0372285959589096,16,"PASS"
"INT-0028",0,1,0.553401247279588,0.553401247279588,0.366392726546516,0.366392726546516,16,"PASS"
"INT-0028",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0028",2,1,-0.272478490613486,-0.272478490613486,-0.148801696557418,-0.148801696557418,16,"PASS"
"INT-0028",0,2,-0.436955723010942,-0.436955723010942,-0.0372285959589096,-0.0372285959589096,16,"PASS"
"INT-0028",1,2,-0.272478490613486,-0.272478490613486,0.148801696557418,0.148801696557418,16,"PASS"
"INT-0028",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0029",0,0,1,1,0,0,64,"PASS"
"INT-0029",1,0,-0.635586961210744,-0.635586961210744,-0.285790635983171,-0.285790635983171,64,"PASS"
"INT-0029",2,0,0.0439486882212871,0.0439486882212871,0.483531154772631,0.483531154772631,64,"PASS"
"INT-0029",0,1,-0.635586961210744,-0.635586961210744,0.285790635983171,0.285790635983171,64,"PASS"
"INT-0029",1,1,0.493356183101846,0.493356183101846,0,0,64,"PASS"
"INT-0029",2,1,-0.168751373951531,-0.168751373951531,-0.299449618724214,-0.299449618724214,64,"PASS"
"INT-0029",0,2,0.0439486882212871,0.0439486882212871,-0.483531154772631,-0.483531154772631,64,"PASS"
"INT-0029",1,2,-0.168751373951531,-0.168751373951531,0.299449618724214,0.299449618724214,64,"PASS"
"INT-0029",2,2,0.243338998052491,0.243338998052491,0,0,64,"PASS"
"INT-0030",0,0,1,1,0,0,64,"PASS"
"INT-0030",1,0,0.55040462432464,0.55040462432464,-0.427436337246642,-0.427436337246642,64,"PASS"
"INT-0030",2,0,-0.434622342973064,-0.434622342973064,-0.216419231633257,-0.216419231633257,64,"PASS"
"INT-0030",0,1,0.55040462432464,0.55040462432464,0.427436337246642,0.427436337246642,64,"PASS"
"INT-0030",1,1,0.493356183101846,0.493356183101846,0,0,64,"PASS"
"INT-0030",2,1,-0.149033809666907,-0.149033809666907,-0.309735409568836,-0.309735409568836,64,"PASS"
"INT-0030",0,2,-0.434622342973064,-0.434622342973064,0.216419231633257,0.216419231633257,64,"PASS"
"INT-0030",1,2,-0.149033809666907,-0.149033809666907,0.309735409568836,0.309735409568836,64,"PASS"
"INT-0030",2,2,0.243338998052491,0.243338998052491,0,0,64,"PASS"
"INT-0031",0,0,1,1,0,0,64,"PASS"
"INT-0031",1,0,-0.423453678717169,-0.423453678717169,0.553474529547358,0.553474529547358,64,"PASS"
"INT-0031",2,0,0.461103616411993,0.461103616411993,-0.152043808699686,-0.152043808699686,64,"PASS"
"INT-0031",0,1,-0.423453678717169,-0.423453678717169,-0.553474529547358,-0.553474529547358,64,"PASS"
"INT-0031",1,1,0.493356183101846,0.493356183101846,0,0,64,"PASS"
"INT-0031",2,1,-0.283838975010237,-0.283838975010237,-0.19386215883907,-0.19386215883907,64,"PASS"
"INT-0031",0,2,0.461103616411993,0.461103616411993,0.152043808699686,0.152043808699686,64,"PASS"
"INT-0031",1,2,-0.283838975010237,-0.283838975010237,0.19386215883907,0.19386215883907,64,"PASS"
"INT-0031",2,2,0.24333899805249,0.24333899805249,0,0,64,"PASS"
"INT-0032",0,0,1,1,0,0,64,"PASS"
"INT-0032",1,0,-0.693809068084048,-0.693809068084048,-0.0653915126076642,-0.0653915126076642,64,"PASS"
"INT-0032",2,0,0.375626848569746,0.375626848569746,0.307633443347251,0.307633443347251,64,"PASS"
"INT-0032",0,1,-0.693809068084048,-0.693809068084048,0.0653915126076642,0.0653915126076642,64,"PASS"
"INT-0032",1,1,0.493356183101846,0.493356183101846,0,0,64,"PASS"
"INT-0032",2,1,-0.285181536417972,-0.285181536417972,-0.191881712653633,-0.191881712653633,64,"PASS"
"INT-0032",0,2,0.375626848569746,0.375626848569746,-0.307633443347251,-0.307633443347251,64,"PASS"
"INT-0032",1,2,-0.285181536417972,-0.285181536417972,0.191881712653633,0.191881712653633,64,"PASS"
"INT-0032",2,2,0.243338998052491,0.243338998052491,0,0,64,"PASS"
"INT-0033",0,0,1,1,0,0,256,"PASS"
"INT-0033",1,0,0.29267070148437,0.29267070148437,-0.641573200233744,-0.641573200233744,256,"PASS"
"INT-0033",2,0,0.403407301193034,0.403407301193034,-0.290736647315365,-0.290736647315365,256,"PASS"
"INT-0033",0,1,0.29267070148437,0.29267070148437,0.641573200233744,0.641573200233744,256,"PASS"
"INT-0033",1,1,0.499229470995916,0.499229470995916,0,0,256,"PASS"
"INT-0033",2,1,0.305792981268274,0.305792981268274,0.174419220977879,0.174419220977879,256,"PASS"
"INT-0033",0,2,0.403407301193034,0.403407301193034,0.290736647315365,0.290736647315365,256,"PASS"
"INT-0033",1,2,0.305792981268274,0.305792981268274,-0.174419220977879,-0.174419220977879,256,"PASS"
"INT-0033",2,2,0.249226231876341,0.249226231876341,0,0,256,"PASS"
"INT-0034",0,0,1,1,0,0,256,"PASS"
"INT-0034",1,0,0.472553647116807,0.472553647116807,-0.523417005228265,-0.523417005228265,256,"PASS"
"INT-0034",2,0,-0.183753332469505,-0.183753332469505,-0.462060560483556,-0.462060560483556,256,"PASS"
"INT-0034",0,1,0.472553647116807,0.472553647116807,0.523417005228265,0.523417005228265,256,"PASS"
"INT-0034",1,1,0.499229470995915,0.499229470995915,0,0,256,"PASS"
"INT-0034",2,1,0.155637414203441,0.155637414203441,-0.315766380952019,-0.315766380952019,256,"PASS"
"INT-0034",0,2,-0.183753332469505,-0.183753332469505,0.462060560483556,0.462060560483556,256,"PASS"
"INT-0034",1,2,0.155637414203441,0.155637414203441,0.315766380952019,0.315766380952019,256,"PASS"
"INT-0034",2,2,0.249226231876341,0.249226231876341,0,0,256,"PASS"
"INT-0035",0,0,1,1,0,0,256,"PASS"
"INT-0035",1,0,0.705153391689337,0.705153391689337,0.00556820927634061,0.00556820927634061,256,"PASS"
"INT-0035",2,0,-0.137013266125551,-0.137013266125551,-0.478009010013028,-0.478009010013028,256,"PASS"
"INT-0035",0,1,0.705153391689337,0.705153391689337,-0.00556820927634061,-0.00556820927634061,256,"PASS"
"INT-0035",1,1,0.499229470995916,0.499229470995916,0,0,256,"PASS"
"INT-0035",2,1,-0.0996605205496635,-0.0996605205496635,-0.337637664787623,-0.337637664787623,256,"PASS"
"INT-0035",0,2,-0.137013266125551,-0.137013266125551,0.478009010013028,0.478009010013028,256,"PASS"
"INT-0035",1,2,-0.0996605205496635,-0.0996605205496635,0.337637664787623,0.337637664787623,256,"PASS"
"INT-0035",2,2,0.249226231876341,0.249226231876341,0,0,256,"PASS"
"INT-0036",0,0,1,1,0,0,256,"PASS"
"INT-0036",1,0,-0.339382336541032,-0.339382336541032,-0.618135859184265,-0.618135859184265,256,"PASS"
"INT-0036",2,0,0.48532044107653,0.48532044107653,0.108301976996307,0.108301976996307,256,"PASS"
"INT-0036",0,1,-0.339382336541032,-0.339382336541032,0.618135859184265,0.618135859184265,256,"PASS"
"INT-0036",1,1,0.499229470995915,0.499229470995915,0,0,256,"PASS"
"INT-0036",2,1,-0.232576277573816,-0.232576277573816,0.26427199463692,0.26427199463692,256,"PASS"
"INT-0036",0,2,0.48532044107653,0.48532044107653,-0.108301976996307,-0.108301976996307,256,"PASS"
"INT-0036",1,2,-0.232576277573816,-0.232576277573816,-0.26427199463692,-0.26427199463692,256,"PASS"
"INT-0036",2,2,0.249226231876341,0.249226231876341,0,0,256,"PASS"
"INT-0037",0,0,1,1,0,0,16,"PASS"
"INT-0037",1,0,-0.635271645774762,-0.635271645774762,-0.192162708742928,-0.192162708742928,16,"PASS"
"INT-0037",2,0,-0.414090860876771,-0.414090860876771,0.144378084096658,0.144378084096658,16,"PASS"
"INT-0037",3,0,0.349342518225227,0.349342518225227,-0.0620667639646669,-0.0620667639646669,16,"PASS"
"INT-0037",0,1,-0.635271645774762,-0.635271645774762,0.192162708742928,0.192162708742928,16,"PASS"
"INT-0037",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0037",2,1,0.251008532205394,0.251008532205394,-0.182705198353695,-0.182705198353695,16,"PASS"
"INT-0037",3,1,-0.209992342477665,-0.209992342477665,0.10657598523815,0.10657598523815,16,"PASS"
"INT-0037",0,2,-0.414090860876771,-0.414090860876771,-0.144378084096658,-0.144378084096658,16,"PASS"
"INT-0037",1,2,0.251008532205394,0.251008532205394,0.182705198353695,0.182705198353695,16,"PASS"
"INT-0037",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0037",3,2,-0.153624465445564,-0.153624465445564,-0.0247125661067574,-0.0247125661067574,16,"PASS"
"INT-0037",0,3,0.349342518225227,0.349342518225227,0.0620667639646669,0.0620667639646669,16,"PASS"
"INT-0037",1,3,-0.209992342477665,-0.209992342477665,-0.10657598523815,-0.10657598523815,16,"PASS"
"INT-0037",2,3,-0.153624465445564,-0.153624465445564,0.0247125661067574,0.0247125661067574,16,"PASS"
"INT-0037",3,3,0.125892541179417,0.125892541179417,0,0,16,"PASS"
"INT-0038",0,0,1,1,0,0,16,"PASS"
"INT-0038",1,0,0.013643912429748,0.013643912429748,0.663558900332445,0.663558900332445,16,"PASS"
"INT-0038",2,0,0.151579709729748,0.151579709729748,0.41150925120504,0.41150925120504,16,"PASS"
"INT-0038",3,0,0.34710811248832,0.34710811248832,0.0735420728140315,0.0735420728140315,16,"PASS"
"INT-0038",0,1,0.013643912429748,0.013643912429748,-0.663558900332445,-0.663558900332445,16,"PASS"
"INT-0038",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0038",2,1,0.293473299862558,0.293473299862558,-0.101291139855125,-0.101291139855125,16,"PASS"
"INT-0038",3,1,0.0535178300851159,0.0535178300851159,-0.229327421804982,-0.229327421804982,16,"PASS"
"INT-0038",0,2,0.151579709729748,0.151579709729748,-0.41150925120504,-0.41150925120504,16,"PASS"
"INT-0038",1,2,0.293473299862558,0.293473299862558,0.101291139855125,0.101291139855125,16,"PASS"
"INT-0038",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0038",3,2,0.0828576141704047,0.0828576141704047,-0.131703466472999,-0.131703466472999,16,"PASS"
"INT-0038",0,3,0.34710811248832,0.34710811248832,-0.0735420728140315,-0.0735420728140315,16,"PASS"
"INT-0038",1,3,0.0535178300851159,0.0535178300851159,0.229327421804982,0.229327421804982,16,"PASS"
"INT-0038",2,3,0.0828576141704047,0.0828576141704047,0.131703466472999,0.131703466472999,16,"PASS"
"INT-0038",3,3,0.125892541179417,0.125892541179417,0,0,16,"PASS"
"INT-0039",0,0,1,1,0,0,16,"PASS"
"INT-0039",1,0,0.222080948193221,0.222080948193221,0.625441142719596,0.625441142719596,16,"PASS"
"INT-0039",2,0,0.403421264118605,0.403421264118605,0.171952190698561,0.171952190698561,16,"PASS"
"INT-0039",3,0,0.103820116782526,0.103820116782526,0.339284337363591,0.339284337363591,16,"PASS"
"INT-0039",0,1,0.222080948193221,0.222080948193221,-0.625441142719596,-0.625441142719596,16,"PASS"
"INT-0039",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0039",2,1,0.210286552859342,0.210286552859342,-0.228398858210597,-0.228398858210597,16,"PASS"
"INT-0039",3,1,0.235259693385184,0.235259693385184,0.0103971725506842,0.0103971725506842,16,"PASS"
"INT-0039",0,2,0.403421264118605,0.403421264118605,-0.171952190698561,-0.171952190698561,16,"PASS"
"INT-0039",1,2,0.210286552859342,0.210286552859342,0.228398858210597,0.228398858210597,16,"PASS"
"INT-0039",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0039",3,2,0.100242215914614,0.100242215914614,0.119007081535277,0.119007081535277,16,"PASS"
"INT-0039",0,3,0.103820116782526,0.103820116782526,-0.339284337363591,-0.339284337363591,16,"PASS"
"INT-0039",1,3,0.235259693385184,0.235259693385184,-0.0103971725506842,-0.0103971725506842,16,"PASS"
"INT-0039",2,3,0.100242215914614,0.100242215914614,-0.119007081535277,-0.119007081535277,16,"PASS"
"INT-0039",3,3,0.125892541179417,0.125892541179417,0,0,16,"PASS"
"INT-0040",0,0,1,1,0,0,16,"PASS"
"INT-0040",1,0,-0.498190258253454,-0.498190258253454,0.438523701911483,0.438523701911483,16,"PASS"
"INT-0040",2,0,0.0683928718557009,0.0683928718557009,-0.43317281459992,-0.43317281459992,16,"PASS"
"INT-0040",3,0,0.0821137703545749,0.0821137703545749,-0.345180832241804,-0.345180832241804,16,"PASS"
"INT-0040",0,1,-0.498190258253454,-0.498190258253454,-0.438523701911483,-0.438523701911483,16,"PASS"
"INT-0040",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0040",2,1,-0.23896957747983,-0.23896957747983,0.198191861045,0.198191861045,16,"PASS"
"INT-0040",3,1,-0.192267862508705,-0.192267862508705,0.135971664603598,0.135971664603598,16,"PASS"
"INT-0040",0,2,0.0683928718557009,0.0683928718557009,0.43317281459992,0.43317281459992,16,"PASS"
"INT-0040",1,2,-0.23896957747983,-0.23896957747983,-0.198191861045,-0.198191861045,16,"PASS"
"INT-0040",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0040",3,2,0.155140830949094,0.155140830949094,0.0119377501833731,0.0119377501833731,16,"PASS"
"INT-0040",0,3,0.0821137703545749,0.0821137703545749,0.345180832241804,0.345180832241804,16,"PASS"
"INT-0040",1,3,-0.192267862508705,-0.192267862508705,-0.135971664603598,-0.135971664603598,16,"PASS"
"INT-0040",2,3,0.155140830949094,0.155140830949094,-0.0119377501833731,-0.0119377501833731,16,"PASS"
"INT-0040",3,3,0.125892541179417,0.125892541179417,0,0,16,"PASS"
"INT-0041",0,0,1,1,0,0,64,"PASS"
"INT-0041",1,0,0.0335386028917653,0.0335386028917653,-0.696076314058194,-0.696076314058194,64,"PASS"
"INT-0041",2,0,0.471688962892186,0.471688962892186,0.115079916222681,0.115079916222681,64,"PASS"
"INT-0041",3,0,0.344602948813417,0.344602948813417,-0.0845005203637353,-0.0845005203637353,64,"PASS"
"INT-0041",0,1,0.0335386028917653,0.0335386028917653,0.696076314058194,0.696076314058194,64,"PASS"
"INT-0041",1,1,0.493356183101846,0.493356183101846,0,0,64,"PASS"
"INT-0041",2,1,-0.0653137437728201,-0.0653137437728201,0.337462909427073,0.337462909427073,64,"PASS"
"INT-0041",3,1,0.07039468377031,0.07039468377031,0.237031166821204,0.237031166821204,64,"PASS"
"INT-0041",0,2,0.471688962892186,0.471688962892186,-0.115079916222681,-0.115079916222681,64,"PASS"
"INT-0041",1,2,-0.0653137437728201,-0.0653137437728201,-0.337462909427073,-0.337462909427073,64,"PASS"
"INT-0041",2,2,0.243338998052491,0.243338998052491,0,0,64,"PASS"
"INT-0041",3,2,0.152809700958122,0.152809700958122,-0.0795387020631783,-0.0795387020631783,64,"PASS"
"INT-0041",0,3,0.344602948813417,0.344602948813417,0.0845005203637353,0.0845005203637353,64,"PASS"
"INT-0041",1,3,0.07039468377031,0.07039468377031,-0.237031166821204,-0.237031166821204,64,"PASS"
"INT-0041",2,3,0.152809700958122,0.152809700958122,0.0795387020631783,0.0795387020631783,64,"PASS"
"INT-0041",3,3,0.125892541179417,0.125892541179417,0,0,64,"PASS"
"INT-0042",0,0,1,1,0,0,64,"PASS"
"INT-0042",1,0,-0.371917587969138,-0.371917587969138,-0.589342328902303,-0.589342328902303,64,"PASS"
"INT-0042",2,0,-0.0349166570501736,-0.0349166570501736,-0.484267169951222,-0.484267169951222,64,"PASS"
"INT-0042",3,0,-0.21059688146806,-0.21059688146806,-0.285552943932596,-0.285552943932596,64,"PASS"
"INT-0042",0,1,-0.371917587969138,-0.371917587969138,0.589342328902303,0.589342328902303,64,"PASS"
"INT-0042",1,1,0.493356183101846,0.493356183101846,0,0,64,"PASS"
"INT-0042",2,1,0.303117902905127,0.303117902905127,0.162069853159077,0.162069853159077,64,"PASS"
"INT-0042",3,1,0.246612417002026,0.246612417002026,-0.0179304581135727,-0.0179304581135727,64,"PASS"
"INT-0042",0,2,-0.0349166570501736,-0.0349166570501736,0.484267169951222,0.484267169951222,64,"PASS"
"INT-0042",1,2,0.303117902905127,0.303117902905127,-0.162069853159077,-0.162069853159077,64,"PASS"
"INT-0042",2,2,0.243338998052491,0.243338998052491,0,0,64,"PASS"
"INT-0042",3,2,0.145623906112012,0.145623906112012,-0.0920374260911584,-0.0920374260911584,64,"PASS"
"INT-0042",0,3,-0.21059688146806,-0.21059688146806,0.285552943932596,0.285552943932596,64,"PASS"
"INT-0042",1,3,0.246612417002026,0.246612417002026,0.0179304581135727,0.0179304581135727,64,"PASS"
"INT-0042",2,3,0.145623906112012,0.145623906112012,0.0920374260911584,0.0920374260911584,64,"PASS"
"INT-0042",3,3,0.125892541179417,0.125892541179417,0,0,64,"PASS"
"INT-0043",0,0,1,1,0,0,64,"PASS"
"INT-0043",1,0,-0.464192517435919,-0.464192517435919,-0.519781088183551,-0.519781088183551,64,"PASS"
"INT-0043",2,0,-0.480323117278955,-0.480323117278955,-0.0708771319929992,-0.0708771319929992,64,"PASS"
"INT-0043",3,0,-0.155047519893046,-0.155047519893046,-0.319142283077094,-0.319142283077094,64,"PASS"
"INT-0043",0,1,-0.464192517435919,-0.464192517435919,0.519781088183551,0.519781088183551,64,"PASS"
"INT-0043",1,1,0.493356183101846,0.493356183101846,0,0,64,"PASS"
"INT-0043",2,1,0.263932922046796,0.263932922046796,-0.22019653272576,-0.22019653272576,64,"PASS"
"INT-0043",3,1,0.23786184883631,0.23786184883631,0.0675346312340249,0.0675346312340249,64,"PASS"
"INT-0043",0,2,-0.480323117278955,-0.480323117278955,0.0708771319929992,0.0708771319929992,64,"PASS"
"INT-0043",1,2,0.263932922046796,0.263932922046796,0.22019653272576,0.22019653272576,64,"PASS"
"INT-0043",2,2,0.243338998052491,0.243338998052491,0,0,64,"PASS"
"INT-0043",3,2,0.0971151374156297,0.0971151374156297,0.142287947197045,0.142287947197045,64,"PASS"
"INT-0043",0,3,-0.155047519893046,-0.155047519893046,0.319142283077094,0.319142283077094,64,"PASS"
"INT-0043",1,3,0.23786184883631,0.23786184883631,-0.0675346312340249,-0.0675346312340249,64,"PASS"
"INT-0043",2,3,0.0971151374156297,0.0971151374156297,-0.142287947197045,-0.142287947197045,64,"PASS"
"INT-0043",3,3,0.125892541179417,0.125892541179417,0,0,64,"PASS"
"INT-0044",0,0,1,1,0,0,64,"PASS"
"INT-0044",1,0,0.295088459842082,0.295088459842082,0.631323905570509,0.631323905570509,64,"PASS"
"INT-0044",2,0,0.27308896358964,0.27308896358964,-0.401442751581918,-0.401442751581918,64,"PASS"
"INT-0044",3,0,0.122421659362552,0.122421659362552,0.33302322380213,0.33302322380213,64,"PASS"
"INT-0044",0,1,0.295088459842082,0.295088459842082,-0.631323905570509,-0.631323905570509,64,"PASS"
"INT-0044",1,1,0.493356183101846,0.493356183101846,0,0,64,"PASS"
"INT-0044",2,1,-0.175591476243832,-0.175591476243832,-0.295490666240269,-0.295490666240269,64,"PASS"
"INT-0044",3,1,0.246373019585119,0.246373019585119,0.020964750612737,0.020964750612737,64,"PASS"
"INT-0044",0,2,0.27308896358964,0.27308896358964,0.401442751581918,0.401442751581918,64,"PASS"
"INT-0044",1,2,-0.175591476243832,-0.175591476243832,0.295490666240269,0.295490666240269,64,"PASS"
"INT-0044",2,2,0.243338998052491,0.243338998052491,0,0,64,"PASS"
"INT-0044",3,2,-0.100236792812965,-0.100236792812965,0.140106371016369,0.140106371016369,64,"PASS"
"INT-0044",0,3,0.122421659362552,0.122421659362552,-0.33302322380213,-0.33302322380213,64,"PASS"
"INT-0044",1,3,0.246373019585119,0.246373019585119,-0.020964750612737,-0.020964750612737,64,"PASS"
"INT-0044",2,3,-0.100236792812965,-0.100236792812965,-0.140106371016369,-0.140106371016369,64,"PASS"
"INT-0044",3,3,0.125892541179417,0.125892541179417,0,0,64,"PASS"
"INT-0045",0,0,1,1,0,0,256,"PASS"
"INT-0045",1,0,-0.663261801118557,-0.663261801118557,0.239491323313577,0.239491323313577,256,"PASS"
