TraceID,LinkID,AbsoluteSlot,Scenario,PLOS,LOSState,TransitionCause,StateAge_slots,Status
"LOS-0012-1","LINK-LOS-0012",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0012-2","LINK-LOS-0012",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0013-1","LINK-LOS-0013",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0013-2","LINK-LOS-0013",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0014-1","LINK-LOS-0014",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0014-2","LINK-LOS-0014",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0015-1","LINK-LOS-0015",0,"UMa",0.649402190333792,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0015-2","LINK-LOS-0015",1,"UMa",0.649402190333792,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0016-1","LINK-LOS-0016",0,"UMa",0.347670836844231,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0016-2","LINK-LOS-0016",1,"UMa",0.347670836844231,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0017-1","LINK-LOS-0017",0,"UMa",0.128047730027544,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0017-2","LINK-LOS-0017",1,"UMa",0.128047730027544,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0018-1","LINK-LOS-0018",0,"UMa",0.0363445842566163,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0018-2","LINK-LOS-0018",1,"UMa",0.0363445842566163,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0019-1","LINK-LOS-0019",0,"UMa",0.0180001254724225,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0019-2","LINK-LOS-0019",1,"UMa",0.0180001254724225,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0020-1","LINK-LOS-0020",0,"UMa",0.006,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0020-2","LINK-LOS-0020",1,"UMa",0.006,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0021-1","LINK-LOS-0021",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0021-2","LINK-LOS-0021",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0022-1","LINK-LOS-0022",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0022-2","LINK-LOS-0022",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0023-1","LINK-LOS-0023",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0023-2","LINK-LOS-0023",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0024-1","LINK-LOS-0024",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0024-2","LINK-LOS-0024",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0025-1","LINK-LOS-0025",0,"UMa",0.675107565950191,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0025-2","LINK-LOS-0025",1,"UMa",0.675107565950191,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0026-1","LINK-LOS-0026",0,"UMa",0.42655750757657,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0026-2","LINK-LOS-0026",1,"UMa",0.42655750757657,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0027-1","LINK-LOS-0027",0,"UMa",0.247382659614973,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0027-2","LINK-LOS-0027",1,"UMa",0.247382659614973,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0028-1","LINK-LOS-0028",0,"UMa",0.107969886047334,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0028-2","LINK-LOS-0028",1,"UMa",0.107969886047334,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0029-1","LINK-LOS-0029",0,"UMa",0.0281239359394405,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0029-2","LINK-LOS-0029",1,"UMa",0.0281239359394405,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0030-1","LINK-LOS-0030",0,"UMa",0.00600014756738998,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0030-2","LINK-LOS-0030",1,"UMa",0.00600014756738998,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0031-1","LINK-LOS-0031",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0031-2","LINK-LOS-0031",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0032-1","LINK-LOS-0032",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0032-2","LINK-LOS-0032",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0033-1","LINK-LOS-0033",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0033-2","LINK-LOS-0033",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0034-1","LINK-LOS-0034",0,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0034-2","LINK-LOS-0034",1,"UMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0035-1","LINK-LOS-0035",0,"UMa",0.722107971979005,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0035-2","LINK-LOS-0035",1,"UMa",0.722107971979005,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0036-1","LINK-LOS-0036",0,"UMa",0.570796036124501,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0036-2","LINK-LOS-0036",1,"UMa",0.570796036124501,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0037-1","LINK-LOS-0037",0,"UMa",0.465577881802303,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0037-2","LINK-LOS-0037",1,"UMa",0.465577881802303,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0038-1","LINK-LOS-0038",0,"UMa",0.238931530659614,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0038-2","LINK-LOS-0038",1,"UMa",0.238931530659614,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0039-1","LINK-LOS-0039",0,"UMa",0.0466345856031257,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0039-2","LINK-LOS-0039",1,"UMa",0.0466345856031257,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0040-1","LINK-LOS-0040",0,"UMa",0.00600041738360854,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0040-2","LINK-LOS-0040",1,"UMa",0.00600041738360854,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0041-1","LINK-LOS-0041",0,"UMi-StreetCanyon",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0041-2","LINK-LOS-0041",1,"UMi-StreetCanyon",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0042-1","LINK-LOS-0042",0,"UMi-StreetCanyon",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0042-2","LINK-LOS-0042",1,"UMi-StreetCanyon",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0043-1","LINK-LOS-0043",0,"UMi-StreetCanyon",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0043-2","LINK-LOS-0043",1,"UMi-StreetCanyon",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0044-1","LINK-LOS-0044",0,"UMi-StreetCanyon",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0044-2","LINK-LOS-0044",1,"UMi-StreetCanyon",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0045-1","LINK-LOS-0045",0,"UMi-StreetCanyon",0.51958541361747,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0045-2","LINK-LOS-0045",1,"UMi-StreetCanyon",0.51958541361747,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0046-1","LINK-LOS-0046",0,"UMi-StreetCanyon",0.230984749698135,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0046-2","LINK-LOS-0046",1,"UMi-StreetCanyon",0.230984749698135,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0047-1","LINK-LOS-0047",0,"UMi-StreetCanyon",0.0935179873269202,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0047-2","LINK-LOS-0047",1,"UMi-StreetCanyon",0.0935179873269202,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0048-1","LINK-LOS-0048",0,"UMi-StreetCanyon",0.0360008957962286,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0048-2","LINK-LOS-0048",1,"UMi-StreetCanyon",0.0360008957962286,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0049-1","LINK-LOS-0049",0,"UMi-StreetCanyon",0.018000000000848,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0049-2","LINK-LOS-0049",1,"UMi-StreetCanyon",0.018000000000848,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0050-1","LINK-LOS-0050",0,"UMi-StreetCanyon",0.009,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0050-2","LINK-LOS-0050",1,"UMi-StreetCanyon",0.009,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0051-1","LINK-LOS-0051",0,"RMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0051-2","LINK-LOS-0051",1,"RMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0052-1","LINK-LOS-0052",0,"RMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0052-2","LINK-LOS-0052",1,"RMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0053-1","LINK-LOS-0053",0,"RMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0053-2","LINK-LOS-0053",1,"RMa",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0054-1","LINK-LOS-0054",0,"RMa",0.999000499833375,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0054-2","LINK-LOS-0054",1,"RMa",0.999000499833375,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0055-1","LINK-LOS-0055",0,"RMa",0.960789439152323,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0055-2","LINK-LOS-0055",1,"RMa",0.960789439152323,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0056-1","LINK-LOS-0056",0,"RMa",0.913931185271228,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0056-2","LINK-LOS-0056",1,"RMa",0.913931185271228,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0057-1","LINK-LOS-0057",0,"RMa",0.612626394184416,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0057-2","LINK-LOS-0057",1,"RMa",0.612626394184416,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0058-1","LINK-LOS-0058",0,"RMa",0.371576691022046,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0058-2","LINK-LOS-0058",1,"RMa",0.371576691022046,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0059-1","LINK-LOS-0059",0,"RMa",0.00680566449223054,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0059-2","LINK-LOS-0059",1,"RMa",0.00680566449223054,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0060-1","LINK-LOS-0060",0,"RMa",4.58562066422073e-05,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0060-2","LINK-LOS-0060",1,"RMa",4.58562066422073e-05,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0061-1","LINK-LOS-0061",0,"InH-MixedOffice",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0061-2","LINK-LOS-0061",1,"InH-MixedOffice",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0062-1","LINK-LOS-0062",0,"InH-MixedOffice",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0062-2","LINK-LOS-0062",1,"InH-MixedOffice",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0063-1","LINK-LOS-0063",0,"InH-MixedOffice",0.843485332538642,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0063-2","LINK-LOS-0063",1,"InH-MixedOffice",0.843485332538642,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0064-1","LINK-LOS-0064",0,"InH-MixedOffice",0.445521114426392,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0064-2","LINK-LOS-0064",1,"InH-MixedOffice",0.445521114426392,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0065-1","LINK-LOS-0065",0,"InH-MixedOffice",0.32,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0065-2","LINK-LOS-0065",1,"InH-MixedOffice",0.32,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0066-1","LINK-LOS-0066",0,"InH-MixedOffice",0.287424159560119,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0066-2","LINK-LOS-0066",1,"InH-MixedOffice",0.287424159560119,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0067-1","LINK-LOS-0067",0,"InH-MixedOffice",0.211496947624329,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0067-2","LINK-LOS-0067",1,"InH-MixedOffice",0.211496947624329,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0068-1","LINK-LOS-0068",0,"InH-MixedOffice",0.0842648797240109,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0068-2","LINK-LOS-0068",1,"InH-MixedOffice",0.0842648797240109,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0069-1","LINK-LOS-0069",0,"InH-MixedOffice",0.0181781956797337,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0069-2","LINK-LOS-0069",1,"InH-MixedOffice",0.0181781956797337,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0070-1","LINK-LOS-0070",0,"InH-MixedOffice",0.00392152459308062,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0070-2","LINK-LOS-0070",1,"InH-MixedOffice",0.00392152459308062,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0071-1","LINK-LOS-0071",0,"InH-OpenOffice",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0071-2","LINK-LOS-0071",1,"InH-OpenOffice",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0072-1","LINK-LOS-0072",0,"InH-OpenOffice",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0072-2","LINK-LOS-0072",1,"InH-OpenOffice",1,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0073-1","LINK-LOS-0073",0,"InH-OpenOffice",0.83863309152468,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0073-2","LINK-LOS-0073",1,"InH-OpenOffice",0.83863309152468,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0074-1","LINK-LOS-0074",0,"InH-OpenOffice",0.632251601580722,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0074-2","LINK-LOS-0074",1,"InH-OpenOffice",0.632251601580722,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0075-1","LINK-LOS-0075",0,"InH-OpenOffice",0.483439335133806,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0075-2","LINK-LOS-0075",1,"InH-OpenOffice",0.483439335133806,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0076-1","LINK-LOS-0076",0,"InH-OpenOffice",0.537455235634862,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0076-2","LINK-LOS-0076",1,"InH-OpenOffice",0.537455235634862,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0077-1","LINK-LOS-0077",0,"InH-OpenOffice",0.424393968907234,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0077-2","LINK-LOS-0077",1,"InH-OpenOffice",0.424393968907234,"NLOS","seeded_spatial_draw",1,"PASS"
"LOS-0078-1","LINK-LOS-0078",0,"InH-OpenOffice",0.335116729548799,"LOS","seeded_spatial_draw",1,"PASS"
"LOS-0078-2","LINK-LOS-0078",1,"InH-OpenOffice",0.335116729548799,"NLOS","seeded_spatial_draw",1,"PASS"
