ProfileID,RequestID,ExpectedOutcome,ActualOutcome,SpecVersion,Status
"nr_r18_fr1_uma_strict","CAP-0020","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0021","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0022","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0023","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0024","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0025","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0026","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0027","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0028","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_uma_strict","CAP-0029","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0030","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0031","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0032","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0033","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0034","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0035","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0036","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0037","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0038","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0039","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0040","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0041","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0042","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0043","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0044","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0045","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0046","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0047","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0048","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0049","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0050","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0051","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0052","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0053","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0054","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0055","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0056","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0057","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_umi_strict","CAP-0058","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0059","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0060","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0061","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0062","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0063","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0064","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0065","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0066","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0067","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0068","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0069","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0070","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0071","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0072","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0073","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0074","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0075","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0076","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0077","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0078","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0079","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0080","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0081","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0082","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0083","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0084","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0085","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0086","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_rma_strict","CAP-0087","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0088","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0089","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0090","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0091","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0092","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0093","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0094","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0095","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0096","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0097","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0098","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0099","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0100","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0101","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0102","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0103","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0104","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0105","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0106","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0107","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0108","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0109","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0110","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0111","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0112","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0113","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0114","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0115","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inh_strict","CAP-0116","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0117","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0118","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0119","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0120","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0121","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0122","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0123","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0124","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0125","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0126","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0127","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0128","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0129","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0130","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0131","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0132","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0133","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0134","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0135","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0136","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0137","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0138","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0139","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0140","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0141","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0142","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0143","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0144","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr1_inf_strict","CAP-0145","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0146","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0147","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0148","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0149","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0150","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0151","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0152","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0153","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0154","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0155","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0156","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0157","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0158","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0159","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0160","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0161","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0162","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0163","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0164","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0165","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0166","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0167","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0168","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0169","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0170","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0171","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0172","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0173","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"nr_r18_fr2_strict","CAP-0174","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0175","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0176","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0177","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0178","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0179","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0180","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0181","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0182","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0183","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0184","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0185","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0186","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0187","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0188","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0189","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0190","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0191","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0192","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0193","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0194","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0195","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0196","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0197","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0198","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0199","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0200","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0201","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0202","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"rel19_7_24_study_strict","CAP-0203","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0204","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0205","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0206","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0207","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0208","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0209","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0210","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0211","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0212","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0213","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0214","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0215","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0216","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0217","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0218","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0219","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0220","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0221","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0222","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0223","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0224","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0225","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0226","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0227","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0228","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0229","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0230","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0231","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"hst_study_strict","CAP-0232","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0233","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0234","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0235","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0236","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0237","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0238","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0239","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0240","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0241","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0242","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0243","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0244","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0245","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0246","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0247","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0248","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0249","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0250","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0251","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0252","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0253","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0254","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0255","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0256","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0257","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0258","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0259","EXECUTE","EXECUTE","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0260","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"raytracing_reproducible_study","CAP-0261","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0262","REJECT","REJECT","TR38.901-V19.2.0","PASS"
