RunID,CaseID,A,E,CodingScheme,CRCBits,Segmentation,CodeBlocks,RateMatchingDigest,RoundTripBitErrors,IndependentMismatchCount,Status,RoundTripExecutionE,RoundTripStatus
PUCCH_PHASE05_R18,COD-131,1706,128,POLAR,11,true,2,d35e461d7372c8c4f11f8d86bade9ea079ce7dce0ca2d29f4552e26df2b14eea,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-132,1706,512,POLAR,11,true,2,bf2fe505aeff340a44e2c43a3de7c3f8ae25b39a22ed25f79e66ee298336a199,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-133,1706,1088,POLAR,11,true,2,2ec476e423cabd0948bac0fb9f1d620697bdf72caedc3f8a6b0a7602304996b2,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-134,1706,2048,POLAR,11,true,2,c7fd47d13737332c59768de696a73714e996f9080176b9d3c7e9e65ca6e547d0,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-135,1707,31,POLAR,11,true,2,761e0724c97646fc40d1fd07d0ce33b0cce4fd9ab54b4426138312f484a64075,0,0,PASS,,not_executed_invalid_plan
PUCCH_PHASE05_R18,COD-136,1707,64,POLAR,11,true,2,f1600ff7969f6485cc511a07542d931a4f0cfb746d7457368b0c05eb5527eee8,0,0,PASS,,not_executed_invalid_plan
PUCCH_PHASE05_R18,COD-137,1707,128,POLAR,11,true,2,0856937b11912563a5fd6d5478d18764baa4ec7c7c5366f01b3c6cbcf3da3674,0,0,PASS,,not_executed_invalid_plan
PUCCH_PHASE05_R18,COD-138,1707,512,POLAR,11,true,2,eba995cd12265583d0d5a4cf3acfb805461293eef996ab053a16860ae76a0b20,0,0,PASS,,not_executed_invalid_plan
PUCCH_PHASE05_R18,COD-139,1707,1088,POLAR,11,true,2,7c64e7f5e3f2b021589c040c79ba17a00bf88156d0f380ec90760ae07bd367f7,0,0,PASS,,not_executed_invalid_plan
PUCCH_PHASE05_R18,COD-140,1707,2048,POLAR,11,true,2,cc8705e9bf600e22a2a6ba973713b08d033f1e21173b74a42671e08684d3b877,0,0,PASS,,not_executed_invalid_plan
