RunID,CaseID,ReportType,HARQACKBits,SRBits,CSIPart1Bits,CSIPart2Bits,ConfigurationEpoch,ReportProvenance,Status
PUCCH_PHASE05_R18,UCI-051,HARQ+SR,1,1,0,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-052,HARQ+SR+CSI1,1,1,4,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-053,HARQ+SR+CSI1+CSI2,1,1,4,2,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-054,HARQ+SR+CSI1+CSI2,1,1,4,8,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-055,HARQ+SR+CSI1+CSI2,1,1,4,24,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-056,HARQ+SR+CSI1,1,1,11,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-057,HARQ+SR+CSI1+CSI2,1,1,11,2,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-058,HARQ+SR+CSI1+CSI2,1,1,11,8,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-059,HARQ+SR+CSI1+CSI2,1,1,11,24,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-060,HARQ+SR+CSI1,1,1,20,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-061,HARQ+SR+CSI1+CSI2,1,1,20,2,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-062,HARQ+SR+CSI1+CSI2,1,1,20,8,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-063,HARQ+SR+CSI1+CSI2,1,1,20,24,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-064,HARQ+SR,1,2,0,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-065,HARQ+SR+CSI1,1,2,4,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-066,HARQ+SR+CSI1+CSI2,1,2,4,2,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-067,HARQ+SR+CSI1+CSI2,1,2,4,8,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-068,HARQ+SR+CSI1+CSI2,1,2,4,24,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-069,HARQ+SR+CSI1,1,2,11,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-070,HARQ+SR+CSI1+CSI2,1,2,11,2,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-071,HARQ+SR+CSI1+CSI2,1,2,11,8,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-072,HARQ+SR+CSI1+CSI2,1,2,11,24,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-073,HARQ+SR+CSI1,1,2,20,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-074,HARQ+SR+CSI1+CSI2,1,2,20,2,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-075,HARQ+SR+CSI1+CSI2,1,2,20,8,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-076,HARQ+SR+CSI1+CSI2,1,2,20,24,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-077,HARQ,2,0,0,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-078,HARQ+CSI1,2,0,4,0,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-079,HARQ+CSI1+CSI2,2,0,4,2,2,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-080,HARQ+CSI1+CSI2,2,0,4,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-081,HARQ+CSI1+CSI2,2,0,4,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-082,HARQ+CSI1,2,0,11,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-083,HARQ+CSI1+CSI2,2,0,11,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-084,HARQ+CSI1+CSI2,2,0,11,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-085,HARQ+CSI1+CSI2,2,0,11,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-086,HARQ+CSI1,2,0,20,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-087,HARQ+CSI1+CSI2,2,0,20,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-088,HARQ+CSI1+CSI2,2,0,20,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-089,HARQ+CSI1+CSI2,2,0,20,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-090,HARQ+SR,2,1,0,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-091,HARQ+SR+CSI1,2,1,4,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-092,HARQ+SR+CSI1+CSI2,2,1,4,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-093,HARQ+SR+CSI1+CSI2,2,1,4,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-094,HARQ+SR+CSI1+CSI2,2,1,4,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-095,HARQ+SR+CSI1,2,1,11,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-096,HARQ+SR+CSI1+CSI2,2,1,11,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-097,HARQ+SR+CSI1+CSI2,2,1,11,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-098,HARQ+SR+CSI1+CSI2,2,1,11,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-099,HARQ+SR+CSI1,2,1,20,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-100,HARQ+SR+CSI1+CSI2,2,1,20,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-101,HARQ+SR+CSI1+CSI2,2,1,20,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-102,HARQ+SR+CSI1+CSI2,2,1,20,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-103,HARQ+SR,2,2,0,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-104,HARQ+SR+CSI1,2,2,4,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-105,HARQ+SR+CSI1+CSI2,2,2,4,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-106,HARQ+SR+CSI1+CSI2,2,2,4,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-107,HARQ+SR+CSI1+CSI2,2,2,4,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-108,HARQ+SR+CSI1,2,2,11,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-109,HARQ+SR+CSI1+CSI2,2,2,11,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-110,HARQ+SR+CSI1+CSI2,2,2,11,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-111,HARQ+SR+CSI1+CSI2,2,2,11,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-112,HARQ+SR+CSI1,2,2,20,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-113,HARQ+SR+CSI1+CSI2,2,2,20,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-114,HARQ+SR+CSI1+CSI2,2,2,20,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-115,HARQ+SR+CSI1+CSI2,2,2,20,24,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-116,HARQ,4,0,0,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-117,HARQ+CSI1,4,0,4,0,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-118,HARQ+CSI1+CSI2,4,0,4,2,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-119,HARQ+CSI1+CSI2,4,0,4,8,3,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-120,HARQ+CSI1+CSI2,4,0,4,24,4,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-121,HARQ+CSI1,4,0,11,0,4,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-122,HARQ+CSI1+CSI2,4,0,11,2,4,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-123,HARQ+CSI1+CSI2,4,0,11,8,4,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-124,HARQ+CSI1+CSI2,4,0,11,24,4,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-125,HARQ+CSI1,4,0,20,0,4,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-126,HARQ+CSI1+CSI2,4,0,20,2,4,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-127,HARQ+CSI1+CSI2,4,0,20,8,4,decoded_configured_procedure_state,PASS
PUCCH_PHASE05_R18,UCI-128,HARQ+CSI1+CSI2,4,0,20,24,4,decoded_configured_procedure_state,PASS
