RunID,CaseID,Format,NumSymbols,UCIBits,NumPRBs,Hopping,Interlaced,RepetitionSlots,Valid,ExpectedValid,ParameterMutated,ErrorID,Status
PUCCH_PHASE05_R18,FMT-0165,2,3,2,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0166,2,3,2,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0167,2,3,3,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0168,2,3,3,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0169,2,3,1707,4,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0170,2,3,1707,4,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0171,2,4,0,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0172,2,4,0,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0173,2,4,2,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0174,2,4,2,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0175,2,4,3,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0176,2,4,3,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0177,2,4,12,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0178,2,4,12,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0179,2,4,1707,4,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0180,2,4,1707,4,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0181,2,7,0,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0182,2,7,0,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0183,2,7,2,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0184,2,7,2,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0185,2,7,3,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0186,2,7,3,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0187,2,7,12,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0188,2,7,12,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0189,2,7,1707,4,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0190,2,7,1707,4,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0191,2,14,2,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0192,2,14,2,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0193,2,14,3,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0194,2,14,3,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0195,2,14,11,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0196,2,14,11,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0197,2,14,20,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
PUCCH_PHASE05_R18,FMT-0198,2,14,20,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidSymbolAllocation,PASS
