RunID,CaseID,ReportID,ReportPriority,Part,FieldName,FieldWidth,BitOffset,Bits,ExpectedBits,Mismatch,Status
PUCCH_PHASE05_R18,CSI-016,1,0,2,fieldB,24,0,100111100101011011101011,100111100101011011101011,false,PASS
PUCCH_PHASE05_R18,CSI-017,1,0,1,fieldA,4,0,1110,1110,false,PASS
PUCCH_PHASE05_R18,CSI-017,2,1,1,fieldA,4,0,1011,1011,false,PASS
PUCCH_PHASE05_R18,CSI-018,1,0,1,fieldA,4,0,0011,0011,false,PASS
PUCCH_PHASE05_R18,CSI-018,1,0,2,fieldB,2,0,10,10,false,PASS
PUCCH_PHASE05_R18,CSI-018,2,1,1,fieldA,4,0,1110,1110,false,PASS
PUCCH_PHASE05_R18,CSI-018,2,1,2,fieldB,2,0,00,00,false,PASS
PUCCH_PHASE05_R18,CSI-019,1,0,1,fieldA,4,0,1110,1110,false,PASS
PUCCH_PHASE05_R18,CSI-019,1,0,2,fieldB,8,0,11111011,11111011,false,PASS
PUCCH_PHASE05_R18,CSI-019,2,1,1,fieldA,4,0,0101,0101,false,PASS
PUCCH_PHASE05_R18,CSI-019,2,1,2,fieldB,8,0,00111111,00111111,false,PASS
PUCCH_PHASE05_R18,CSI-020,1,0,1,fieldA,4,0,0101,0101,false,PASS
PUCCH_PHASE05_R18,CSI-020,1,0,2,fieldB,24,0,101110100110100011101000,101110100110100011101000,false,PASS
PUCCH_PHASE05_R18,CSI-020,2,1,1,fieldA,4,0,0010,0010,false,PASS
PUCCH_PHASE05_R18,CSI-020,2,1,2,fieldB,24,0,110100001000011111011101,110100001000011111011101,false,PASS
PUCCH_PHASE05_R18,CSI-021,1,0,1,fieldA,8,0,11000100,11000100,false,PASS
PUCCH_PHASE05_R18,CSI-021,2,1,1,fieldA,8,0,01110000,01110000,false,PASS
PUCCH_PHASE05_R18,CSI-022,1,0,1,fieldA,8,0,11101110,11101110,false,PASS
PUCCH_PHASE05_R18,CSI-022,1,0,2,fieldB,2,0,10,10,false,PASS
PUCCH_PHASE05_R18,CSI-022,2,1,1,fieldA,8,0,10001011,10001011,false,PASS
PUCCH_PHASE05_R18,CSI-022,2,1,2,fieldB,2,0,10,10,false,PASS
PUCCH_PHASE05_R18,CSI-023,1,0,1,fieldA,8,0,11011100,11011100,false,PASS
PUCCH_PHASE05_R18,CSI-023,1,0,2,fieldB,8,0,10010010,10010010,false,PASS
PUCCH_PHASE05_R18,CSI-023,2,1,1,fieldA,8,0,10010011,10010011,false,PASS
PUCCH_PHASE05_R18,CSI-023,2,1,2,fieldB,8,0,01111001,01111001,false,PASS
PUCCH_PHASE05_R18,CSI-024,1,0,1,fieldA,8,0,01011011,01011011,false,PASS
PUCCH_PHASE05_R18,CSI-024,1,0,2,fieldB,24,0,111011000101111110111110,111011000101111110111110,false,PASS
PUCCH_PHASE05_R18,CSI-024,2,1,1,fieldA,8,0,10011001,10011001,false,PASS
PUCCH_PHASE05_R18,CSI-024,2,1,2,fieldB,24,0,110101011111110001001010,110101011111110001001010,false,PASS
PUCCH_PHASE05_R18,CSI-025,1,0,1,fieldA,12,0,010001101000,010001101000,false,PASS
PUCCH_PHASE05_R18,CSI-025,2,1,1,fieldA,12,0,000001111000,000001111000,false,PASS
PUCCH_PHASE05_R18,CSI-026,1,0,1,fieldA,12,0,011101010001,011101010001,false,PASS
PUCCH_PHASE05_R18,CSI-026,1,0,2,fieldB,2,0,10,10,false,PASS
PUCCH_PHASE05_R18,CSI-026,2,1,1,fieldA,12,0,000011000000,000011000000,false,PASS
PUCCH_PHASE05_R18,CSI-026,2,1,2,fieldB,2,0,01,01,false,PASS
PUCCH_PHASE05_R18,CSI-027,1,0,1,fieldA,12,0,101100000011,101100000011,false,PASS
PUCCH_PHASE05_R18,CSI-027,1,0,2,fieldB,8,0,00000000,00000000,false,PASS
PUCCH_PHASE05_R18,CSI-027,2,1,1,fieldA,12,0,000100011000,000100011000,false,PASS
PUCCH_PHASE05_R18,CSI-027,2,1,2,fieldB,8,0,01111010,01111010,false,PASS
PUCCH_PHASE05_R18,CSI-028,1,0,1,fieldA,12,0,111011010101,111011010101,false,PASS
PUCCH_PHASE05_R18,CSI-028,1,0,2,fieldB,24,0,101100110110100110010110,101100110110100110010110,false,PASS
PUCCH_PHASE05_R18,CSI-028,2,1,1,fieldA,12,0,111001010111,111001010111,false,PASS
PUCCH_PHASE05_R18,CSI-028,2,1,2,fieldB,24,0,100011101110000101001100,100011101110000101001100,false,PASS
PUCCH_PHASE05_R18,CSI-029,1,0,1,fieldA,20,0,01011111110001100010,01011111110001100010,false,PASS
PUCCH_PHASE05_R18,CSI-029,2,1,1,fieldA,20,0,01100011000111100001,01100011000111100001,false,PASS
PUCCH_PHASE05_R18,CSI-030,1,0,1,fieldA,20,0,10111010101001100101,10111010101001100101,false,PASS
PUCCH_PHASE05_R18,CSI-030,1,0,2,fieldB,2,0,11,11,false,PASS
PUCCH_PHASE05_R18,CSI-030,2,1,1,fieldA,20,0,01000101011001110001,01000101011001110001,false,PASS
PUCCH_PHASE05_R18,CSI-030,2,1,2,fieldB,2,0,11,11,false,PASS
PUCCH_PHASE05_R18,CSI-031,1,0,1,fieldA,20,0,11101111000101010100,11101111000101010100,false,PASS
PUCCH_PHASE05_R18,CSI-031,1,0,2,fieldB,8,0,01011111,01011111,false,PASS
PUCCH_PHASE05_R18,CSI-031,2,1,1,fieldA,20,0,10010011000000111101,10010011000000111101,false,PASS
PUCCH_PHASE05_R18,CSI-031,2,1,2,fieldB,8,0,10110010,10110010,false,PASS
PUCCH_PHASE05_R18,CSI-032,1,0,1,fieldA,20,0,11110110111001111111,11110110111001111111,false,PASS
PUCCH_PHASE05_R18,CSI-032,1,0,2,fieldB,24,0,100010001010111101101011,100010001010111101101011,false,PASS
PUCCH_PHASE05_R18,CSI-032,2,1,1,fieldA,20,0,00110110001011111000,00110110001011111000,false,PASS
PUCCH_PHASE05_R18,CSI-032,2,1,2,fieldB,24,0,101101000110001001011000,101101000110001001011000,false,PASS
PUCCH_PHASE05_R18,CSI-033,1,0,1,fieldA,4,0,1111,1111,false,PASS
PUCCH_PHASE05_R18,CSI-033,2,1,1,fieldA,4,0,1111,1111,false,PASS
PUCCH_PHASE05_R18,CSI-033,3,2,1,fieldA,4,0,1001,1001,false,PASS
PUCCH_PHASE05_R18,CSI-034,1,0,1,fieldA,4,0,1110,1110,false,PASS
PUCCH_PHASE05_R18,CSI-034,1,0,2,fieldB,2,0,11,11,false,PASS
PUCCH_PHASE05_R18,CSI-034,2,1,1,fieldA,4,0,1101,1101,false,PASS
PUCCH_PHASE05_R18,CSI-034,2,1,2,fieldB,2,0,00,00,false,PASS
PUCCH_PHASE05_R18,CSI-034,3,2,1,fieldA,4,0,0100,0100,false,PASS
PUCCH_PHASE05_R18,CSI-034,3,2,2,fieldB,2,0,00,00,false,PASS
PUCCH_PHASE05_R18,CSI-035,1,0,1,fieldA,4,0,1011,1011,false,PASS
PUCCH_PHASE05_R18,CSI-035,1,0,2,fieldB,8,0,10100011,10100011,false,PASS
PUCCH_PHASE05_R18,CSI-035,2,1,1,fieldA,4,0,1101,1101,false,PASS
PUCCH_PHASE05_R18,CSI-035,2,1,2,fieldB,8,0,10001101,10001101,false,PASS
PUCCH_PHASE05_R18,CSI-035,3,2,1,fieldA,4,0,1010,1010,false,PASS
PUCCH_PHASE05_R18,CSI-035,3,2,2,fieldB,8,0,00111100,00111100,false,PASS
PUCCH_PHASE05_R18,CSI-036,1,0,1,fieldA,4,0,1001,1001,false,PASS
PUCCH_PHASE05_R18,CSI-036,1,0,2,fieldB,24,0,111100010111110010110001,111100010111110010110001,false,PASS
PUCCH_PHASE05_R18,CSI-036,2,1,1,fieldA,4,0,1111,1111,false,PASS
PUCCH_PHASE05_R18,CSI-036,2,1,2,fieldB,24,0,001100011000111011001001,001100011000111011001001,false,PASS
PUCCH_PHASE05_R18,CSI-036,3,2,1,fieldA,4,0,1001,1001,false,PASS
PUCCH_PHASE05_R18,CSI-036,3,2,2,fieldB,24,0,001100110000010110000101,001100110000010110000101,false,PASS
PUCCH_PHASE05_R18,CSI-037,1,0,1,fieldA,8,0,10110101,10110101,false,PASS
PUCCH_PHASE05_R18,CSI-037,2,1,1,fieldA,8,0,00010101,00010101,false,PASS
PUCCH_PHASE05_R18,CSI-037,3,2,1,fieldA,8,0,01000001,01000001,false,PASS
PUCCH_PHASE05_R18,CSI-038,1,0,1,fieldA,8,0,10110110,10110110,false,PASS
PUCCH_PHASE05_R18,CSI-038,1,0,2,fieldB,2,0,11,11,false,PASS
PUCCH_PHASE05_R18,CSI-038,2,1,1,fieldA,8,0,00010110,00010110,false,PASS
PUCCH_PHASE05_R18,CSI-038,2,1,2,fieldB,2,0,00,00,false,PASS
PUCCH_PHASE05_R18,CSI-038,3,2,1,fieldA,8,0,00111101,00111101,false,PASS
PUCCH_PHASE05_R18,CSI-038,3,2,2,fieldB,2,0,00,00,false,PASS
PUCCH_PHASE05_R18,CSI-039,1,0,1,fieldA,8,0,01100101,01100101,false,PASS
PUCCH_PHASE05_R18,CSI-039,1,0,2,fieldB,8,0,11101010,11101010,false,PASS
PUCCH_PHASE05_R18,CSI-039,2,1,1,fieldA,8,0,01111111,01111111,false,PASS
PUCCH_PHASE05_R18,CSI-039,2,1,2,fieldB,8,0,01001000,01001000,false,PASS
PUCCH_PHASE05_R18,CSI-039,3,2,1,fieldA,8,0,11110111,11110111,false,PASS
PUCCH_PHASE05_R18,CSI-039,3,2,2,fieldB,8,0,01100001,01100001,false,PASS
PUCCH_PHASE05_R18,CSI-040,1,0,1,fieldA,8,0,10010110,10010110,false,PASS
PUCCH_PHASE05_R18,CSI-040,1,0,2,fieldB,24,0,000111111001110111101011,000111111001110111101011,false,PASS
PUCCH_PHASE05_R18,CSI-040,2,1,1,fieldA,8,0,10010110,10010110,false,PASS
PUCCH_PHASE05_R18,CSI-040,2,1,2,fieldB,24,0,110011001011110000010110,110011001011110000010110,false,PASS
PUCCH_PHASE05_R18,CSI-040,3,2,1,fieldA,8,0,00111101,00111101,false,PASS
PUCCH_PHASE05_R18,CSI-040,3,2,2,fieldB,24,0,101001010011110110010110,101001010011110110010110,false,PASS
PUCCH_PHASE05_R18,CSI-041,1,0,1,fieldA,12,0,011011011100,011011011100,false,PASS
PUCCH_PHASE05_R18,CSI-041,2,1,1,fieldA,12,0,110110011101,110110011101,false,PASS
PUCCH_PHASE05_R18,CSI-041,3,2,1,fieldA,12,0,101100011001,101100011001,false,PASS
PUCCH_PHASE05_R18,CSI-042,1,0,1,fieldA,12,0,010111111100,010111111100,false,PASS
PUCCH_PHASE05_R18,CSI-042,1,0,2,fieldB,2,0,01,01,false,PASS
PUCCH_PHASE05_R18,CSI-042,2,1,1,fieldA,12,0,000111011011,000111011011,false,PASS
PUCCH_PHASE05_R18,CSI-042,2,1,2,fieldB,2,0,10,10,false,PASS
PUCCH_PHASE05_R18,CSI-042,3,2,1,fieldA,12,0,001101111111,001101111111,false,PASS
PUCCH_PHASE05_R18,CSI-042,3,2,2,fieldB,2,0,01,01,false,PASS
PUCCH_PHASE05_R18,CSI-043,1,0,1,fieldA,12,0,101110010001,101110010001,false,PASS
PUCCH_PHASE05_R18,CSI-043,1,0,2,fieldB,8,0,10101010,10101010,false,PASS
PUCCH_PHASE05_R18,CSI-043,2,1,1,fieldA,12,0,111010000001,111010000001,false,PASS
PUCCH_PHASE05_R18,CSI-043,2,1,2,fieldB,8,0,00101000,00101000,false,PASS
PUCCH_PHASE05_R18,CSI-043,3,2,1,fieldA,12,0,111001001101,111001001101,false,PASS
PUCCH_PHASE05_R18,CSI-043,3,2,2,fieldB,8,0,11010000,11010000,false,PASS
PUCCH_PHASE05_R18,CSI-044,1,0,1,fieldA,12,0,011000001011,011000001011,false,PASS
PUCCH_PHASE05_R18,CSI-044,1,0,2,fieldB,24,0,000101011001010101110100,000101011001010101110100,false,PASS
PUCCH_PHASE05_R18,CSI-044,2,1,1,fieldA,12,0,111111110101,111111110101,false,PASS
PUCCH_PHASE05_R18,CSI-044,2,1,2,fieldB,24,0,100110001111000101000011,100110001111000101000011,false,PASS
PUCCH_PHASE05_R18,CSI-044,3,2,1,fieldA,12,0,101110111011,101110111011,false,PASS
PUCCH_PHASE05_R18,CSI-044,3,2,2,fieldB,24,0,001011100110001011000110,001011100110001011000110,false,PASS
PUCCH_PHASE05_R18,CSI-045,1,0,1,fieldA,20,0,11001010011111111011,11001010011111111011,false,PASS
PUCCH_PHASE05_R18,CSI-045,2,1,1,fieldA,20,0,10001001010111110111,10001001010111110111,false,PASS
PUCCH_PHASE05_R18,CSI-045,3,2,1,fieldA,20,0,00011110110001011011,00011110110001011011,false,PASS
PUCCH_PHASE05_R18,CSI-046,1,0,1,fieldA,20,0,01000111111100010000,01000111111100010000,false,PASS
PUCCH_PHASE05_R18,CSI-046,1,0,2,fieldB,2,0,10,10,false,PASS
PUCCH_PHASE05_R18,CSI-046,2,1,1,fieldA,20,0,01100001101100100111,01100001101100100111,false,PASS
PUCCH_PHASE05_R18,CSI-046,2,1,2,fieldB,2,0,01,01,false,PASS
PUCCH_PHASE05_R18,CSI-046,3,2,1,fieldA,20,0,11110010001110111101,11110010001110111101,false,PASS
PUCCH_PHASE05_R18,CSI-046,3,2,2,fieldB,2,0,01,01,false,PASS
PUCCH_PHASE05_R18,CSI-047,1,0,1,fieldA,20,0,11000000111010111110,11000000111010111110,false,PASS
PUCCH_PHASE05_R18,CSI-047,1,0,2,fieldB,8,0,11001000,11001000,false,PASS
PUCCH_PHASE05_R18,CSI-047,2,1,1,fieldA,20,0,00110011001011011000,00110011001011011000,false,PASS
PUCCH_PHASE05_R18,CSI-047,2,1,2,fieldB,8,0,11011010,11011010,false,PASS
PUCCH_PHASE05_R18,CSI-047,3,2,1,fieldA,20,0,11100110011011101101,11100110011011101101,false,PASS
PUCCH_PHASE05_R18,CSI-047,3,2,2,fieldB,8,0,11000011,11000011,false,PASS
PUCCH_PHASE05_R18,CSI-048,1,0,1,fieldA,20,0,11011010100100001111,11011010100100001111,false,PASS
PUCCH_PHASE05_R18,CSI-048,1,0,2,fieldB,24,0,111110000111010000001110,111110000111010000001110,false,PASS
PUCCH_PHASE05_R18,CSI-048,2,1,1,fieldA,20,0,01110011010100111000,01110011010100111000,false,PASS
PUCCH_PHASE05_R18,CSI-048,2,1,2,fieldB,24,0,011111100100100010100100,011111100100100010100100,false,PASS
PUCCH_PHASE05_R18,CSI-048,3,2,1,fieldA,20,0,10111001000110100010,10111001000110100010,false,PASS
PUCCH_PHASE05_R18,CSI-048,3,2,2,fieldB,24,0,101110000111100010000010,101110000111100010000010,false,PASS
