RunID,ExperimentID,OperatingPointID,DMRSRE,PTRSRE,DataRE,ReferenceOverheadFraction,DMRSConfigType,DMRSAdditionalPosition,DMRSLength,PortCount,ChannelEstimationNMSE,PortLeakage_dB,CPERMSE_deg,EVMBeforePercent,EVMAfterPercent,BLER,Goodput_bps,Status
pusch_impact_20260726T140352Z,F09-E009,bursty_cg_type2,624,0,7488,0.076923,1,1,1,1,0.019233,-300,0,60.4025,60.4025,1,0,PASS
pusch_impact_20260726T140352Z,F10-E001,cg_type1_R1_none,624,0,7488,0.076923,1,1,1,1,0.029327,-300,0,77.7922,77.7922,1,0,PASS
pusch_impact_20260726T140352Z,F10-E002,cg_type1_R1_dynamic_overlap,624,0,7488,0.076923,1,1,1,1,0.00023346,-300,0,62.5884,62.5884,1,0,PASS
pusch_impact_20260726T140352Z,F10-E003,cg_type1_R2_none,624,0,7488,0.076923,1,1,1,1,0.0065208,-300,0,68.5879,68.5879,1,0,PASS
pusch_impact_20260726T140352Z,F10-E004,cg_type1_R2_dynamic_overlap,624,0,7488,0.076923,1,1,1,1,0.00079239,-300,0,65.0519,65.0519,1,0,PASS
pusch_impact_20260726T140352Z,F10-E005,cg_type1_R4_none,624,0,7488,0.076923,1,1,1,1,0.00048914,-300,0,60.6778,60.6778,1,0,PASS
pusch_impact_20260726T140352Z,F10-E006,cg_type1_R4_dynamic_overlap,624,0,7488,0.076923,1,1,1,1,0.02633,-300,0,56.4366,56.4366,1,0,PASS
pusch_impact_20260726T140352Z,F10-E007,cg_type2_R1_none,624,0,7488,0.076923,1,1,1,1,0.0087999,-300,0,61.0485,61.0485,1,0,PASS
pusch_impact_20260726T140352Z,F10-E008,cg_type2_R1_dynamic_overlap,624,0,7488,0.076923,1,1,1,1,0.0060667,-300,0,60.8979,60.8979,1,0,PASS
pusch_impact_20260726T140352Z,F10-E009,cg_type2_R2_none,624,0,7488,0.076923,1,1,1,1,0.0016111,-300,0,66.4508,66.4508,1,0,PASS
pusch_impact_20260726T140352Z,F10-E010,cg_type2_R2_dynamic_overlap,624,0,7488,0.076923,1,1,1,1,0.0035092,-300,0,62.5591,62.5591,1,0,PASS
pusch_impact_20260726T140352Z,F10-E011,cg_type2_R4_none,624,0,7488,0.076923,1,1,1,1,0.0131,-300,0,62.6061,62.6061,1,0,PASS
pusch_impact_20260726T140352Z,F10-E012,cg_type2_R4_dynamic_overlap,624,0,7488,0.076923,1,1,1,1,0.05258,-300,0,70.3507,70.3507,1,0,PASS
pusch_impact_20260726T140352Z,F11-E001,msg3_PL80,624,0,7488,0.076923,1,1,1,1,0.0086265,-300,0,70.4061,70.4061,1,0,PASS
pusch_impact_20260726T140352Z,F11-E002,msg3_PL100,624,0,7488,0.076923,1,1,1,1,3.1327,-300,0,77.8792,77.8792,1,0,PASS
pusch_impact_20260726T140352Z,F11-E003,msg3_PL120,624,0,7488,0.076923,1,1,1,1,0.69192,-300,0,57.4048,57.4048,1,0,PASS
pusch_impact_20260726T140352Z,F11-E004,msg3_PL135,624,0,7488,0.076923,1,1,1,1,0.0037634,-300,0,66.0873,66.0873,1,0,PASS
pusch_impact_20260726T140352Z,F11-E005,msg3_PL145,624,0,7488,0.076923,1,1,1,1,0.54686,-300,0,61.8719,61.8719,1,0,PASS
pusch_impact_20260726T140352Z,F11-E006,msga_PL80,624,0,7488,0.076923,1,1,1,1,0.0090343,-300,0,57.8291,57.8291,1,0,PASS
pusch_impact_20260726T140352Z,F11-E007,msga_PL100,624,0,7488,0.076923,1,1,1,1,0.34916,-300,0,89.0744,89.0744,1,0,PASS
pusch_impact_20260726T140352Z,F11-E008,msga_PL120,624,0,7488,0.076923,1,1,1,1,0.9152,-300,0,59.083,59.083,1,0,PASS
pusch_impact_20260726T140352Z,F11-E009,msga_PL135,624,0,7488,0.076923,1,1,1,1,1.186,-300,0,288.7005,288.7005,1,0,PASS
pusch_impact_20260726T140352Z,F11-E010,msga_PL145,624,0,7488,0.076923,1,1,1,1,1.7825,-300,0,117.0293,117.0293,1,0,PASS
pusch_impact_20260726T140352Z,F12-E001,pi/2-BPSK_R1,624,0,7488,0.076923,1,1,1,1,0.015367,-300,0,68.2255,68.2255,1,0,PASS
pusch_impact_20260726T140352Z,F12-E002,QPSK_R1,624,0,7488,0.076923,1,1,1,1,0.035256,-300,0,57.1404,57.1404,1,0,PASS
pusch_impact_20260726T140352Z,F12-E003,QPSK_R2,1248,0,14976,0.076923,1,1,1,2,0.0066445,-300,0,67.7255,67.7255,1,0,PASS
pusch_impact_20260726T140352Z,F12-E004,QPSK_R4,2496,0,29952,0.076923,1,1,1,4,0.0032945,0,0,62.2142,62.2142,1,0,PASS
pusch_impact_20260726T140352Z,F12-E005,QPSK_R8,2496,0,29952,0.076923,1,1,1,4,0.0023434,0,0,65.0056,65.0056,1,0,PASS
pusch_impact_20260726T140352Z,F12-E006,16QAM_R1,624,0,7488,0.076923,1,1,1,1,0.016457,-300,0,57.1165,57.1165,1,0,PASS
pusch_impact_20260726T140352Z,F12-E007,16QAM_R2,1248,0,14976,0.076923,1,1,1,2,0.0046603,-300,0,59.5099,59.5099,1,0,PASS
pusch_impact_20260726T140352Z,F12-E008,16QAM_R4,2496,0,29952,0.076923,1,1,1,4,0.019318,0,0,69.4575,69.4575,1,0,PASS
pusch_impact_20260726T140352Z,F12-E009,16QAM_R8,2496,0,29952,0.076923,1,1,1,4,0.057032,0,0,65.7357,65.7357,1,0,PASS
pusch_impact_20260726T140352Z,F12-E010,64QAM_R1,624,0,7488,0.076923,1,1,1,1,0.0034569,-300,0,65.4444,65.4444,1,0,PASS
pusch_impact_20260726T140352Z,F12-E011,64QAM_R2,1248,0,14976,0.076923,1,1,1,2,0.011019,-300,0,68.7705,68.7705,1,0,PASS
pusch_impact_20260726T140352Z,F12-E012,64QAM_R4,2496,0,29952,0.076923,1,1,1,4,0.010555,0,0,59.4932,59.4932,1,0,PASS
pusch_impact_20260726T140352Z,F12-E013,64QAM_R8,2496,0,29952,0.076923,1,1,1,4,0.005573,0,0,63.0382,63.0382,1,0,PASS
pusch_impact_20260726T140352Z,F12-E014,256QAM_R1,624,0,7488,0.076923,1,1,1,1,0.00555,-300,0,66.1813,66.1813,1,0,PASS
pusch_impact_20260726T140352Z,F12-E015,256QAM_R2,1248,0,14976,0.076923,1,1,1,2,0.048782,-300,0,85.5028,85.5028,1,0,PASS
pusch_impact_20260726T140352Z,F12-E016,256QAM_R4,2496,0,29952,0.076923,1,1,1,4,0.0080752,0,0,62.2063,62.2063,1,0,PASS
pusch_impact_20260726T140352Z,F12-E017,256QAM_R8,2496,0,29952,0.076923,1,1,1,4,0.013154,0,0,61.5712,61.5712,1,0,PASS
pusch_impact_20260726T140352Z,F13-E001,R1,624,0,7488,0.076923,1,1,1,1,0.0040806,-300,0,68.2224,68.2224,1,0,PASS
pusch_impact_20260726T140352Z,F13-E002,R2,1248,0,14976,0.076923,1,1,1,2,0.0073618,-300,0,60.4904,60.4904,1,0,PASS
pusch_impact_20260726T140352Z,F13-E003,R3,1872,0,22464,0.076923,1,1,1,3,0.030637,-1.7609,0,61.6222,61.6222,1,0,PASS
pusch_impact_20260726T140352Z,F13-E004,R4,2496,0,29952,0.076923,1,1,1,4,0.0030775,0,0,58.8193,58.8193,1,0,PASS
pusch_impact_20260726T140352Z,F13-E005,R5,2496,0,29952,0.076923,1,1,1,4,0.011479,0,0,57.3811,57.3811,1,0,PASS
pusch_impact_20260726T140352Z,F13-E006,R6,2496,0,29952,0.076923,1,1,1,4,0.007448,0,0,70.0546,70.0546,1,0,PASS
pusch_impact_20260726T140352Z,F13-E007,R7,2496,0,29952,0.076923,1,1,1,4,0.011823,0,0,58.8502,58.8502,1,0,PASS
pusch_impact_20260726T140352Z,F13-E008,R8,2496,0,29952,0.076923,1,1,1,4,0.0017839,0,0,68.0058,68.0058,1,0,PASS
pusch_impact_20260726T140352Z,F14-E001,R1_C0.0,624,0,7488,0.076923,1,1,1,1,0.041722,-300,0,54.2902,54.2902,1,0,PASS
pusch_impact_20260726T140352Z,F14-E002,R2_C0.0,1248,0,14976,0.076923,1,1,1,2,0.0029607,-300,0,61.7836,61.7836,1,0,PASS
pusch_impact_20260726T140352Z,F14-E003,R4_C0.0,2496,0,29952,0.076923,1,1,1,4,0.014497,0,0,64.1452,64.1452,1,0,PASS
pusch_impact_20260726T140352Z,F14-E004,R8_C0.0,2496,0,29952,0.076923,1,1,1,4,0.0012722,0,0,63.9667,63.9667,1,0,PASS
pusch_impact_20260726T140352Z,F14-E005,R1_C0.3,624,0,7488,0.076923,1,1,1,1,0.0080812,-300,0,57.5402,57.5402,1,0,PASS
pusch_impact_20260726T140352Z,F14-E006,R2_C0.3,1248,0,14976,0.076923,1,1,1,2,0.01649,-300,0,71.9336,71.9336,1,0,PASS
pusch_impact_20260726T140352Z,F14-E007,R4_C0.3,2496,0,29952,0.076923,1,1,1,4,0.0029312,0,0,65.1977,65.1977,1,0,PASS
pusch_impact_20260726T140352Z,F14-E008,R8_C0.3,2496,0,29952,0.076923,1,1,1,4,0.023494,0,0,59.6513,59.6513,1,0,PASS
pusch_impact_20260726T140352Z,F14-E009,R1_C0.7,624,0,7488,0.076923,1,1,1,1,0.0078097,-300,0,64.849,64.849,1,0,PASS
pusch_impact_20260726T140352Z,F14-E010,R2_C0.7,1248,0,14976,0.076923,1,1,1,2,0.0051851,-300,0,60.8315,60.8315,1,0,PASS
pusch_impact_20260726T140352Z,F14-E011,R4_C0.7,2496,0,29952,0.076923,1,1,1,4,0.011631,0,0,66.6288,66.6288,1,0,PASS
pusch_impact_20260726T140352Z,F14-E012,R8_C0.7,2496,0,29952,0.076923,1,1,1,4,0.020414,0,0,68.0971,68.0971,1,0,PASS
pusch_impact_20260726T140352Z,F14-E013,R1_C0.9,624,0,7488,0.076923,1,1,1,1,0.0080549,-300,0,57.2481,57.2481,1,0,PASS
pusch_impact_20260726T140352Z,F14-E014,R2_C0.9,1248,0,14976,0.076923,1,1,1,2,0.00053513,-300,0,64.2405,64.2405,1,0,PASS
pusch_impact_20260726T140352Z,F14-E015,R4_C0.9,2496,0,29952,0.076923,1,1,1,4,0.041151,0,0,62.5175,62.5175,1,0,PASS
pusch_impact_20260726T140352Z,F14-E016,R8_C0.9,2496,0,29952,0.076923,1,1,1,4,0.015743,0,0,57.7897,57.7897,1,0,PASS
pusch_impact_20260726T140352Z,F15-E001,R5_equal,2496,0,29952,0.076923,1,1,1,4,0.011065,0,0,70.9055,70.9055,1,0,PASS
pusch_impact_20260726T140352Z,F15-E002,R5_cw0_high,2496,0,29952,0.076923,1,1,1,4,0.0039542,0,0,59.6327,59.6327,1,0,PASS
pusch_impact_20260726T140352Z,F15-E003,R5_cw1_high,2496,0,29952,0.076923,1,1,1,4,0.011221,0,0,62.4692,62.4692,1,0,PASS
pusch_impact_20260726T140352Z,F15-E004,R6_equal,2496,0,29952,0.076923,1,1,1,4,0.021577,0,0,60.5675,60.5675,1,0,PASS
pusch_impact_20260726T140352Z,F15-E005,R6_cw0_high,2496,0,29952,0.076923,1,1,1,4,0.0013734,0,0,67.9695,67.9695,1,0,PASS
pusch_impact_20260726T140352Z,F15-E006,R6_cw1_high,2496,0,29952,0.076923,1,1,1,4,0.035698,0,0,63.3684,63.3684,1,0,PASS
pusch_impact_20260726T140352Z,F15-E007,R7_equal,2496,0,29952,0.076923,1,1,1,4,0.022544,0,0,72.5218,72.5218,1,0,PASS
pusch_impact_20260726T140352Z,F15-E008,R7_cw0_high,2496,0,29952,0.076923,1,1,1,4,0.020507,0,0,68.1783,68.1783,1,0,PASS
pusch_impact_20260726T140352Z,F15-E009,R7_cw1_high,2496,0,29952,0.076923,1,1,1,4,0.0058716,0,0,69.8161,69.8161,1,0,PASS
pusch_impact_20260726T140352Z,F15-E010,R8_equal,2496,0,29952,0.076923,1,1,1,4,0.00091287,0,0,62.4521,62.4521,1,0,PASS
pusch_impact_20260726T140352Z,F15-E011,R8_cw0_high,2496,0,29952,0.076923,1,1,1,4,0.0062542,0,0,70.2937,70.2937,1,0,PASS
pusch_impact_20260726T140352Z,F15-E012,R8_cw1_high,2496,0,29952,0.076923,1,1,1,4,0.020566,0,0,68.0379,68.0379,1,0,PASS
pusch_impact_20260726T140352Z,F16-E001,codebook_R1,624,0,7488,0.076923,1,1,1,1,0.013238,-300,0,59.7791,59.7791,1,0,PASS
pusch_impact_20260726T140352Z,F16-E002,codebook_R2,1248,0,14976,0.076923,1,1,1,2,0.0015994,-300,0,61.0636,61.0636,1,0,PASS
pusch_impact_20260726T140352Z,F16-E003,codebook_R4,2496,0,29952,0.076923,1,1,1,4,0.011432,0,0,70.0769,70.0769,1,0,PASS
pusch_impact_20260726T140352Z,F16-E004,codebook_R8,2496,0,29952,0.076923,1,1,1,4,0.00049827,0,0,62.7167,62.7167,1,0,PASS
pusch_impact_20260726T140352Z,F16-E005,noncodebook_R1,624,0,7488,0.076923,1,1,1,1,0.017426,-300,0,61.86,61.86,1,0,PASS
pusch_impact_20260726T140352Z,F16-E006,noncodebook_R2,1248,0,14976,0.076923,1,1,1,2,0.011216,-300,0,70.0562,70.0562,1,0,PASS
pusch_impact_20260726T140352Z,F16-E007,noncodebook_R4,2496,0,29952,0.076923,1,1,1,4,0.0041559,0,0,65.6018,65.6018,1,0,PASS
pusch_impact_20260726T140352Z,F16-E008,noncodebook_R8,2496,0,29952,0.076923,1,1,1,4,0.00092079,0,0,65.5811,65.5811,1,0,PASS
pusch_impact_20260726T140352Z,F17-E001,D0_A0,312,0,8112,0.037037,1,0,1,1,0.0061078,-300,0,68.9601,68.9601,1,0,PASS
pusch_impact_20260726T140352Z,F17-E002,D0_A1,624,0,7488,0.076923,1,1,1,1,0.017123,-300,0,70.5632,70.5632,1,0,PASS
pusch_impact_20260726T140352Z,F17-E003,D0_A2,936,0,6864,0.12,1,2,1,1,0.013066,-300,0,67.0554,67.0554,1,0,PASS
pusch_impact_20260726T140352Z,F17-E004,D0_A3,1248,0,6240,0.16667,1,3,1,1,0.0028742,-300,0,68.7803,68.7803,1,0,PASS
pusch_impact_20260726T140352Z,F17-E005,D100_A0,312,0,8112,0.037037,1,0,1,1,0.0028369,-300,0,60.7393,60.7393,1,0,PASS
pusch_impact_20260726T140352Z,F17-E006,D100_A1,624,0,7488,0.076923,1,1,1,1,0.0044406,-300,0,67.7395,67.7395,1,0,PASS
pusch_impact_20260726T140352Z,F17-E007,D100_A2,936,0,6864,0.12,1,2,1,1,0.0082464,-300,0,59.3029,59.3029,1,0,PASS
pusch_impact_20260726T140352Z,F17-E008,D100_A3,1248,0,6240,0.16667,1,3,1,1,0.0074672,-300,0,69.1918,69.1918,1,0,PASS
pusch_impact_20260726T140352Z,F17-E009,D300_A0,312,0,8112,0.037037,1,0,1,1,0.020755,-300,0,57.5562,57.5562,1,0,PASS
