RunID,ExperimentID,PairID,Variant,Seed,OperatingPointID,TBIndex,HARQRound,UEID,Codeword,BlockError,BitErrors,DecodedBits,UCIACKError,UCICSI1Error,UCICSI2Error,MeasuredSINRdB,EVMPercent,TxPower_dBm,PAPR_dB,CPEErrorDeg,ChannelEstimationNMSE,DecoderIterations,TxTime_ms,RxTime_ms,PeakMemoryBytes,Status
pusch_impact_20260726T140352Z,F02-E004,F02-MAIN,treatment,2079906527,B1.25,1,0,UE1,0,1,94,1536,1,1,0,3.7906,64.6356,4.1703,7.7146e-15,0,0.01991,16,8.52,3.0942,50688,PASS
pusch_impact_20260726T140352Z,F02-E005,F02-MAIN,treatment,8658852,B1.5,1,0,UE1,0,1,105,1536,1,1,0,3.6986,65.3238,4.1703,7.7146e-15,0,0.031826,16,8.8229,2.5296,50688,PASS
pusch_impact_20260726T140352Z,F02-E006,F02-MAIN,treatment,1892147754,B2.0,1,0,UE1,0,1,84,1536,1,1,0,3.5673,66.3185,4.1703,7.7146e-15,0,0.01009,16,9.2085,2.8021,50688,PASS
pusch_impact_20260726T140352Z,F03-E001,F03-MAIN,baseline,793627575,C0,1,0,UE1,0,1,90,1536,0,1,0,3.7204,65.1602,4.1703,7.7146e-15,0,0.010142,16,11.5018,4.3642,50688,PASS
pusch_impact_20260726T140352Z,F03-E002,F03-MAIN,treatment,1249643820,C3,1,0,UE1,0,1,83,1536,0,1,1,4.5059,59.5258,4.1703,7.7146e-15,0,0.0017225,15,8.4347,2.6183,50688,PASS
pusch_impact_20260726T140352Z,F03-E003,F03-MAIN,treatment,1045449709,C11,1,0,UE1,0,1,103,1536,0,1,1,3.4497,67.2229,4.1703,7.7146e-15,0,0.0078673,17,15.9897,2.3213,50688,PASS
pusch_impact_20260726T140352Z,F03-E004,F03-MAIN,treatment,1277402288,C20,1,0,UE1,0,1,85,1536,0,1,1,2.7856,72.5638,4.1703,7.7146e-15,0,0.017495,17,9.8986,2.1137,50688,PASS
pusch_impact_20260726T140352Z,F03-E005,F03-MAIN,treatment,356079921,C40,1,0,UE1,0,1,88,1536,0,1,1,3.6014,66.0589,4.1703,7.7146e-15,0,0.0089004,16,7.318,2.1047,50688,PASS
pusch_impact_20260726T140352Z,F03-E006,F03-MAIN,treatment,2032823158,C80,1,0,UE1,0,1,85,1536,0,1,1,4.6475,58.563,4.1703,7.7146e-15,0,0.018999,15,9.2038,2.9558,50688,PASS
pusch_impact_20260726T140352Z,F03-E007,F03-MAIN,treatment,1599370376,C160,1,0,UE1,0,1,91,1536,0,1,1,4.0606,62.6573,4.1703,7.7146e-15,0,0.0022389,16,8.0631,2.8858,50688,PASS
pusch_impact_20260726T140352Z,F04-E001,F04-S-6,baseline,1841795808,S-6_DATA,1,0,UE1,0,1,465,1536,1,1,0,-4.8883,175.5549,4.1703,7.7146e-15,0,0.023225,25,10.9995,2.9548,50688,PASS
pusch_impact_20260726T140352Z,F04-E002,F04-S-6,treatment,403897142,S-6_UCI_ONLY,1,0,UE1,0,1,441,1536,1,1,0,-6.4274,209.589,4.1703,7.7146e-15,0,0.006919,25,9.6273,2.9757,50688,PASS
pusch_impact_20260726T140352Z,F04-E003,F04-S-2,baseline,1922812182,S-2_DATA,1,0,UE1,0,1,329,1536,1,1,0,-1.0715,113.1291,4.1703,7.7146e-15,0,0.0081656,21,9.4245,2.7456,50688,PASS
pusch_impact_20260726T140352Z,F04-E004,F04-S-2,treatment,1946019025,S-2_UCI_ONLY,1,0,UE1,0,1,329,1536,1,1,0,-2.8579,138.9623,4.1703,7.7146e-15,0,0.014583,23,6.8026,1.986,50688,PASS
pusch_impact_20260726T140352Z,F04-E005,F04-S2,baseline,1929605805,S2_DATA,1,0,UE1,0,1,173,1536,1,1,0,2.6183,73.9751,4.1703,7.7146e-15,0,0.026549,17,9.0397,2.1138,50688,PASS
pusch_impact_20260726T140352Z,F04-E006,F04-S2,treatment,943870379,S2_UCI_ONLY,1,0,UE1,0,1,172,1536,1,1,0,2.0809,78.6961,4.1703,7.7146e-15,0,0.035718,18,7.6555,2.0312,50688,PASS
pusch_impact_20260726T140352Z,F04-E007,F04-S6,baseline,1533744907,S6_DATA,1,0,UE1,0,1,32,1536,1,1,0,6.7004,46.2362,4.1703,7.7146e-15,0,0.0088607,14,8.5264,2.1008,50688,PASS
pusch_impact_20260726T140352Z,F04-E008,F04-S6,treatment,419304540,S6_UCI_ONLY,1,0,UE1,0,1,38,1536,1,1,0,5.7657,51.4893,4.1703,7.7146e-15,0,0.0045555,14,6.5637,2.0949,50688,PASS
pusch_impact_20260726T140352Z,F05-E001,F05-MAIN,treatment,2020103316,M4_10,1,0,UE1,0,1,1394,4608,1,1,0,5.1882,55.0285,4.1703,3.7089,0,0.051554,15,224.1471,19.1294,53760,PASS
pusch_impact_20260726T140352Z,F05-E002,F05-MAIN,treatment,319539321,M10_4,1,0,UE1,0,1,1463,4608,1,1,0,3.9379,63.5483,4.1703,3.7558,0,0.022637,16,8.72,10.435,53760,PASS
pusch_impact_20260726T140352Z,F05-E003,F05-MAIN,treatment,279130800,M10_10,1,0,UE1,0,1,1463,4608,1,1,0,3.3186,68.2446,4.1703,3.5629,0,0.0082343,17,6.9165,2.7274,53760,PASS
pusch_impact_20260726T140352Z,F05-E004,F05-MAIN,treatment,979794335,M20_10,1,0,UE1,0,1,1431,4608,1,1,0,4.4686,59.7819,4.1703,3.565,0,0.0041718,16,6.7039,2.7094,53760,PASS
pusch_impact_20260726T140352Z,F06-E001,F06-MAIN,treatment,1587807817,T24,1,0,UE1,0,1,99,1536,0,0,0,4.6385,58.6241,4.1703,7.7146e-15,0,0.020746,15,5.7359,1.7872,50688,PASS
pusch_impact_20260726T140352Z,F06-E002,F06-MAIN,treatment,1244596136,T25,1,0,UE1,0,1,87,1536,0,0,0,4.1149,62.2663,4.1703,7.7146e-15,0,0.0046457,16,5.5799,1.7257,50688,PASS
pusch_impact_20260726T140352Z,F06-E003,F06-MAIN,treatment,50892331,T40,1,0,UE1,0,1,93,1536,0,0,0,1.5447,83.708,4.1703,7.7146e-15,0,0.056102,18,5.6485,1.8354,50688,PASS
pusch_impact_20260726T140352Z,F06-E004,F06-MAIN,treatment,2022871289,T41,1,0,UE1,0,1,82,1536,0,0,0,4.1559,61.9734,4.1703,7.7146e-15,0,0.0015134,16,5.605,1.6909,50688,PASS
pusch_impact_20260726T140352Z,F06-E005,F06-MAIN,treatment,947534698,T292,1,0,UE1,0,1,89,1536,0,0,0,3.0875,70.0848,4.1703,7.7146e-15,0,0.018837,17,5.6657,1.6536,50688,PASS
pusch_impact_20260726T140352Z,F06-E006,F06-MAIN,treatment,939189318,T293,1,0,UE1,0,1,91,1536,0,0,0,3.1025,69.9638,4.1703,7.7146e-15,0,0.0090188,17,8.9335,2.4789,50688,PASS
pusch_impact_20260726T140352Z,F06-E007,F06-MAIN,treatment,42811224,T3824,1,0,UE1,0,1,79,1536,0,0,0,4.3962,60.2826,4.1703,7.7146e-15,0,0.003129,16,5.6788,1.7407,50688,PASS
pusch_impact_20260726T140352Z,F06-E008,F06-MAIN,treatment,1537733489,T3825,1,0,UE1,0,1,85,1536,0,0,0,4.7575,57.8266,4.1703,7.7146e-15,0,0.013772,15,5.499,1.9202,50688,PASS
pusch_impact_20260726T140352Z,F06-E009,F06-MAIN,treatment,835032453,T8424,1,0,UE1,0,1,96,1536,0,0,0,3.871,64.0397,4.1703,7.7146e-15,0,0.012001,16,5.9124,1.6963,50688,PASS
pusch_impact_20260726T140352Z,F06-E010,F06-MAIN,treatment,894545270,T8425,1,0,UE1,0,1,89,1536,0,0,0,3.7506,64.9338,4.1703,7.7146e-15,0,0.0035301,16,5.9483,1.6703,50688,PASS
pusch_impact_20260726T140352Z,F06-E011,F06-MAIN,treatment,1879965917,T10000,1,0,UE1,0,1,89,1536,0,0,0,3.8903,63.898,4.1703,7.7146e-15,0,0.0010274,16,5.3506,1.8276,50688,PASS
pusch_impact_20260726T140352Z,F06-E012,F06-MAIN,treatment,1247944502,T20000,1,0,UE1,0,1,80,1536,0,0,0,3.8266,64.3679,4.1703,7.7146e-15,0,0.0086798,16,5.0319,1.939,50688,PASS
pusch_impact_20260726T140352Z,F07-E001,F07-MAIN,treatment,207196198,I2_L0.75,1,0,UE1,0,1,115,1536,0,0,0,3.6249,65.8804,4.1703,7.7146e-15,0,0.0069883,16,5.4137,1.6262,50688,PASS
pusch_impact_20260726T140352Z,F07-E002,F07-MAIN,treatment,1517670973,I2_L1.0,1,0,UE1,0,1,96,1536,0,0,0,4.0861,62.4735,4.1703,7.7146e-15,0,0.0017535,16,5.0875,1.5782,50688,PASS
pusch_impact_20260726T140352Z,F07-E003,F07-MAIN,treatment,212656078,I2_L1.25,1,0,UE1,0,1,84,1536,0,0,0,4.2914,61.0139,4.1703,7.7146e-15,0,0.0076309,16,5.4044,1.713,50688,PASS
pusch_impact_20260726T140352Z,F07-E004,F07-MAIN,treatment,1065336525,I4_L0.75,1,0,UE1,0,1,86,1536,0,0,0,3.1229,69.7997,4.1703,7.7146e-15,0,0.0082154,17,5.7037,1.662,50688,PASS
pusch_impact_20260726T140352Z,F07-E005,F07-MAIN,treatment,1851407927,I4_L1.0,1,0,UE1,0,1,86,1536,0,0,0,3.9682,63.3273,4.1703,7.7146e-15,0,0.00053552,16,5.8221,1.768,50688,PASS
pusch_impact_20260726T140352Z,F07-E006,F07-MAIN,treatment,290964585,I4_L1.25,1,0,UE1,0,1,100,1536,0,0,0,2.4948,75.0344,4.1703,7.7146e-15,0,0.02619,18,5.2584,1.9306,50688,PASS
pusch_impact_20260726T140352Z,F07-E007,F07-MAIN,treatment,409410539,I6_L0.75,1,0,UE1,0,1,81,1536,0,0,0,3.3449,68.0383,4.1703,7.7146e-15,0,0.0050334,17,5.3326,1.5826,50688,PASS
pusch_impact_20260726T140352Z,F07-E008,F07-MAIN,treatment,852046999,I6_L1.0,1,0,UE1,0,1,102,1536,0,0,0,3.6088,66.0023,4.1703,7.7146e-15,0,0.0087053,16,5.6049,2.0467,50688,PASS
pusch_impact_20260726T140352Z,F07-E009,F07-MAIN,treatment,1537983278,I6_L1.25,1,0,UE1,0,1,86,1536,0,0,0,5.1863,55.0405,4.1703,7.7146e-15,0,0.034805,15,5.4087,1.6567,50688,PASS
pusch_impact_20260726T140352Z,F07-E010,F07-MAIN,treatment,1584287267,I8_L0.75,1,0,UE1,0,1,102,1536,0,0,0,4.3667,60.4876,4.1703,7.7146e-15,0,0.01161,16,5.1723,1.5609,50688,PASS
pusch_impact_20260726T140352Z,F07-E011,F07-MAIN,baseline,1776521737,I8_L1.0,1,0,UE1,0,1,106,1536,0,0,0,2.8672,71.8852,4.1703,7.7146e-15,0,0.013098,17,5.6286,1.6083,50688,PASS
pusch_impact_20260726T140352Z,F07-E012,F07-MAIN,treatment,549121755,I8_L1.25,1,0,UE1,0,1,86,1536,0,0,0,3.467,67.0889,4.1703,7.7146e-15,0,0.0033135,17,5.5899,1.758,50688,PASS
pusch_impact_20260726T140352Z,F07-E013,F07-MAIN,treatment,1218594867,I12_L0.75,1,0,UE1,0,1,100,1536,0,0,0,2.9665,71.068,4.1703,7.7146e-15,0,0.012088,17,5.1608,4.8315,50688,PASS
pusch_impact_20260726T140352Z,F07-E014,F07-MAIN,treatment,1696776649,I12_L1.0,1,0,UE1,0,1,76,1536,0,0,0,5.0896,55.6567,4.1703,7.7146e-15,0,0.02273,15,5.1822,1.9327,50688,PASS
pusch_impact_20260726T140352Z,F07-E015,F07-MAIN,treatment,540893115,I12_L1.25,1,0,UE1,0,1,99,1536,0,0,0,4.2174,61.5358,4.1703,7.7146e-15,0,0.013688,16,5.2419,1.6592,50688,PASS
pusch_impact_20260726T140352Z,F07-E016,F07-MAIN,treatment,901732251,I20_L0.75,1,0,UE1,0,1,80,1536,0,0,0,3.3461,68.0289,4.1703,7.7146e-15,0,0.007041,17,5.3644,1.5995,50688,PASS
pusch_impact_20260726T140352Z,F07-E017,F07-MAIN,treatment,1955789795,I20_L1.0,1,0,UE1,0,1,89,1536,0,0,0,4.7052,58.1753,4.1703,7.7146e-15,0,0.014535,15,5.1758,1.5456,50688,PASS
pusch_impact_20260726T140352Z,F07-E018,F07-MAIN,treatment,2093189811,I20_L1.25,1,0,UE1,0,1,85,1536,0,0,0,4.8029,57.5246,4.1703,7.7146e-15,0,0.017235,15,5.4831,1.5636,50688,PASS
pusch_impact_20260726T140352Z,F08-E001,F08-MAIN,baseline,591942964,none,1,0,UE1,0,1,90,1536,0,0,0,3.6248,65.8806,4.1703,7.7146e-15,0,0.0050274,16,5.6725,1.6188,50688,PASS
pusch_impact_20260726T140352Z,F08-E002,F08-MAIN,fault,1675421087,crc_fail,1,0,UE1,0,1,85,1536,0,0,0,4.3196,60.8163,4.1703,7.7146e-15,0,0.00053922,16,4.9247,1.8925,50688,PASS
pusch_impact_20260726T140352Z,F08-E003,F08-MAIN,fault,763568701,wrong_rnti,1,0,UE1,0,1,93,1536,0,0,0,3.1076,69.9227,4.1703,7.7146e-15,0,0.0052581,17,4.7666,1.6084,50688,PASS
pusch_impact_20260726T140352Z,F08-E004,F08-MAIN,fault,731624450,stale_bwp,1,0,UE1,0,1,77,1536,0,0,0,4.2124,61.5714,4.1703,7.7146e-15,0,0.00083799,16,5.0154,1.5892,50688,PASS
pusch_impact_20260726T140352Z,F08-E005,F08-MAIN,fault,945751114,stale_epoch,1,0,UE1,0,1,94,1536,0,0,0,4.4504,59.9073,4.1703,7.7146e-15,0,0.006519,16,5.056,1.5345,50688,PASS
pusch_impact_20260726T140352Z,F08-E006,F08-MAIN,fault,1006654287,invalid_k2,1,0,UE1,0,1,87,1536,0,0,0,3.1938,69.2322,4.1703,7.7146e-15,0,0.0066641,17,5.4213,1.5909,50688,PASS
pusch_impact_20260726T140352Z,F08-E007,F08-MAIN,fault,298950042,invalid_mcs,1,0,UE1,0,1,91,1536,0,0,0,2.5824,74.2812,4.1703,7.7146e-15,0,0.015353,17,4.7313,2.7933,50688,PASS
pusch_impact_20260726T140352Z,F08-E008,F08-MAIN,fault,1104315907,invalid_harq,1,0,UE1,0,1,88,1536,0,0,0,4.1702,61.8713,4.1703,7.7146e-15,0,0.014892,16,4.7295,1.4874,50688,PASS
pusch_impact_20260726T140352Z,F08-E009,F08-MAIN,fault,687142331,stale_srs,1,0,UE1,0,1,93,1536,0,0,0,3.6433,65.7408,4.1703,7.7146e-15,0,0.0014822,16,4.8963,1.5174,50688,PASS
pusch_impact_20260726T140352Z,F08-E010,F08-MAIN,fault,1375864765,invalid_tpmi,1,0,UE1,0,1,86,1536,0,0,0,4.0173,62.9705,4.1703,7.7146e-15,0,0.00041401,16,5.0423,1.5168,50688,PASS
pusch_impact_20260726T140352Z,F08-E011,F08-MAIN,fault,1287381130,ul_symbol_unavailable,1,0,UE1,0,1,91,1536,0,0,0,3.6872,65.4097,4.1703,7.7146e-15,0,0.0029431,16,5.3814,1.6056,50688,PASS
pusch_impact_20260726T140352Z,F08-E012,F08-MAIN,fault,1311800132,resource_collision,1,0,UE1,0,1,79,1536,0,0,0,3.9719,63.3004,4.1703,7.7146e-15,0,0.0024571,16,4.578,1.4415,50688,PASS
pusch_impact_20260726T140352Z,F09-E001,F09-MAIN,baseline,1905474003,periodic_low_dynamic,1,0,UE1,0,1,100,1536,0,0,0,4.3744,60.434,4.1703,7.7146e-15,0,0.0091998,16,4.6257,1.458,50688,PASS
pusch_impact_20260726T140352Z,F09-E002,F09-MAIN,treatment,594508363,periodic_low_cg_type1,1,0,UE1,0,1,101,1536,0,0,0,3.172,69.4065,4.1703,7.7146e-15,0,0.013631,17,4.8429,1.4632,50688,PASS
pusch_impact_20260726T140352Z,F09-E003,F09-MAIN,treatment,643541127,periodic_low_cg_type2,1,0,UE1,0,1,101,1536,0,0,0,3.167,69.4463,4.1703,7.7146e-15,0,0.024161,17,4.9154,1.5626,50688,PASS
pusch_impact_20260726T140352Z,F09-E004,F09-MAIN,baseline,1515592981,periodic_high_dynamic,1,0,UE1,0,1,89,1536,0,0,0,4.1619,61.9308,4.1703,7.7146e-15,0,0.0016901,16,4.6318,1.4489,50688,PASS
pusch_impact_20260726T140352Z,F09-E005,F09-MAIN,treatment,2060965563,periodic_high_cg_type1,1,0,UE1,0,1,99,1536,0,0,0,4.5873,58.9704,4.1703,7.7146e-15,0,0.008026,15,4.6501,1.467,50688,PASS
pusch_impact_20260726T140352Z,F09-E006,F09-MAIN,treatment,699768795,periodic_high_cg_type2,1,0,UE1,0,1,86,1536,0,0,0,4.2816,61.083,4.1703,7.7146e-15,0,0.0013322,16,4.8166,1.469,50688,PASS
pusch_impact_20260726T140352Z,F09-E007,F09-MAIN,baseline,1408117499,bursty_dynamic,1,0,UE1,0,1,88,1536,0,0,0,4.2526,61.2872,4.1703,7.7146e-15,0,0.0056167,16,5.3359,1.63,50688,PASS
pusch_impact_20260726T140352Z,F09-E008,F09-MAIN,treatment,2100205941,bursty_cg_type1,1,0,UE1,0,1,82,1536,0,0,0,2.3674,76.1426,4.1703,7.7146e-15,0,0.031833,18,4.6192,1.8666,50688,PASS
pusch_impact_20260726T140352Z,F09-E009,F09-MAIN,treatment,1487336397,bursty_cg_type2,1,0,UE1,0,1,104,1536,0,0,0,4.3789,60.4025,4.1703,7.7146e-15,0,0.019233,16,4.5086,1.6511,50688,PASS
pusch_impact_20260726T140352Z,F10-E001,F10-MAIN,baseline,891078282,cg_type1_R1_none,1,0,UE1,0,1,102,1536,0,0,0,2.1813,77.7922,4.1703,7.7146e-15,0,0.029327,18,7.8206,2.3432,50688,PASS
pusch_impact_20260726T140352Z,F10-E002,F10-MAIN,treatment,100021201,cg_type1_R1_dynamic_overlap,1,0,UE1,0,1,94,1536,0,0,0,4.0701,62.5884,4.1703,7.7146e-15,0,0.00023346,16,5.2269,1.5857,50688,PASS
pusch_impact_20260726T140352Z,F10-E003,F10-MAIN,treatment,1790425793,cg_type1_R2_none,1,1,UE1,0,1,78,1536,0,0,0,3.275,68.5879,4.1703,7.7146e-15,0,0.0065208,17,5.4877,1.7212,50688,PASS
pusch_impact_20260726T140352Z,F10-E004,F10-MAIN,treatment,140010563,cg_type1_R2_dynamic_overlap,1,1,UE1,0,1,110,1536,0,0,0,3.7348,65.0519,4.1703,7.7146e-15,0,0.00079239,16,5.0735,1.6026,50688,PASS
pusch_impact_20260726T140352Z,F10-E005,F10-MAIN,treatment,1908631701,cg_type1_R4_none,1,3,UE1,0,1,66,1536,0,0,0,4.3394,60.6778,4.1703,7.7146e-15,0,0.00048914,16,4.9832,1.6011,50688,PASS
pusch_impact_20260726T140352Z,F10-E006,F10-MAIN,treatment,1872031239,cg_type1_R4_dynamic_overlap,1,3,UE1,0,1,89,1536,0,0,0,4.9688,56.4366,4.1703,7.7146e-15,0,0.02633,15,5.8628,1.7492,50688,PASS
pusch_impact_20260726T140352Z,F10-E007,F10-MAIN,baseline,106951853,cg_type2_R1_none,1,0,UE1,0,1,85,1536,0,0,0,4.2865,61.0485,4.1703,7.7146e-15,0,0.0087999,16,6.0302,1.6962,50688,PASS
pusch_impact_20260726T140352Z,F10-E008,F10-MAIN,treatment,1196450533,cg_type2_R1_dynamic_overlap,1,0,UE1,0,1,94,1536,0,0,0,4.308,60.8979,4.1703,7.7146e-15,0,0.0060667,16,6.1093,1.6989,50688,PASS
pusch_impact_20260726T140352Z,F10-E009,F10-MAIN,treatment,1610892232,cg_type2_R2_none,1,1,UE1,0,1,81,1536,0,0,0,3.55,66.4508,4.1703,7.7146e-15,0,0.0016111,16,5.1625,2.1417,50688,PASS
pusch_impact_20260726T140352Z,F10-E010,F10-MAIN,treatment,659413361,cg_type2_R2_dynamic_overlap,1,1,UE1,0,1,94,1536,0,0,0,4.0742,62.5591,4.1703,7.7146e-15,0,0.0035092,16,4.8406,1.5373,50688,PASS
pusch_impact_20260726T140352Z,F10-E011,F10-MAIN,treatment,2117705227,cg_type2_R4_none,1,3,UE1,0,1,95,1536,0,0,0,4.0677,62.6061,4.1703,7.7146e-15,0,0.0131,16,4.9264,1.523,50688,PASS
pusch_impact_20260726T140352Z,F10-E012,F10-MAIN,treatment,1708732969,cg_type2_R4_dynamic_overlap,1,3,UE1,0,1,118,1536,0,0,0,3.0546,70.3507,4.1703,7.7146e-15,0,0.05258,17,4.9354,1.4944,50688,PASS
pusch_impact_20260726T140352Z,F11-E001,F11-MAIN,baseline,874493968,msg3_PL80,1,0,UE1,0,1,100,1536,0,0,0,3.0478,70.4061,4.1703,7.7146e-15,0,0.0086265,17,5.5123,1.5805,50688,PASS
pusch_impact_20260726T140352Z,F11-E002,F11-MAIN,treatment,1835827366,msg3_PL100,1,0,UE1,0,1,330,1536,0,0,0,2.1716,77.8792,23,-8.1968e-15,0,3.1327,18,4.6473,1.8494,50688,PASS
pusch_impact_20260726T140352Z,F11-E003,F11-MAIN,treatment,1481553399,msg3_PL120,1,0,UE1,0,1,101,1536,0,0,0,4.821,57.4048,23,-8.1968e-15,0,0.69192,15,4.6702,1.4868,50688,PASS
pusch_impact_20260726T140352Z,F11-E004,F11-MAIN,treatment,1649653113,msg3_PL135,1,0,UE1,0,1,92,1536,0,0,0,3.5976,66.0873,23,-8.1968e-15,0,0.0037634,16,4.7933,1.4752,50688,PASS
pusch_impact_20260726T140352Z,F11-E005,F11-MAIN,treatment,1422798433,msg3_PL145,1,0,UE1,0,1,160,1536,0,0,0,4.1701,61.8719,23,-8.1968e-15,0,0.54686,16,6.6226,1.6004,50688,PASS
pusch_impact_20260726T140352Z,F11-E006,F11-MAIN,baseline,970278760,msga_PL80,1,0,UE1,0,1,81,1536,0,0,0,4.7571,57.8291,4.1703,7.7146e-15,0,0.0090343,15,6.3822,1.7007,50688,PASS
pusch_impact_20260726T140352Z,F11-E007,F11-MAIN,treatment,2046969025,msga_PL100,1,0,UE1,0,1,281,1536,0,0,0,1.0049,89.0744,23,-8.1968e-15,0,0.34916,19,5.8401,1.8451,50688,PASS
pusch_impact_20260726T140352Z,F11-E008,F11-MAIN,treatment,1860700712,msga_PL120,1,0,UE1,0,1,96,1536,0,0,0,4.5707,59.083,23,-8.1968e-15,0,0.9152,15,5.3557,2.3806,50688,PASS
pusch_impact_20260726T140352Z,F11-E009,F11-MAIN,treatment,2008196844,msga_PL135,1,0,UE1,0,1,768,1536,0,0,0,-9.2089,288.7005,23,-8.1968e-15,0,1.186,25,4.9847,1.5763,50688,PASS
pusch_impact_20260726T140352Z,F11-E010,F11-MAIN,treatment,382576954,msga_PL145,1,0,UE1,0,1,652,1536,0,0,0,-1.3659,117.0293,23,-8.1968e-15,0,1.7825,21,5.6365,1.6141,50688,PASS
pusch_impact_20260726T140352Z,F12-E001,F12-MAIN,treatment,1759672587,pi/2-BPSK_R1,1,0,UE1,0,1,16,1248,0,0,0,3.3211,68.2255,4.1703,7.877,0,0.015367,17,100.8112,7.734,81120,PASS
pusch_impact_20260726T140352Z,F12-E002,F12-MAIN,baseline,1276891305,QPSK_R1,1,0,UE1,0,1,99,1536,0,0,0,4.8611,57.1404,4.1703,7.7146e-15,0,0.035256,15,5.3241,1.6316,50688,PASS
pusch_impact_20260726T140352Z,F12-E003,F12-MAIN,baseline,213117800,QPSK_R2,1,0,UE1,0,1,105,1536,0,0,0,3.385,67.7255,4.1703,7.7146e-15,0,0.0066445,17,67.1389,1.8047,50688,PASS
pusch_impact_20260726T140352Z,F12-E004,F12-MAIN,baseline,628924187,QPSK_R4,1,0,UE1,0,1,100,1536,0,0,0,4.1222,62.2142,4.1703,7.7146e-15,0,0.0032945,16,50.9489,2.3649,50688,PASS
pusch_impact_20260726T140352Z,F12-E005,F12-MAIN,baseline,62360168,QPSK_R8,1,0,UE1,0,1,104,1536,0,0,0,3.741,65.0056,4.1703,7.7146e-15,0,0.0023434,16,122.6023,2.483,50688,PASS
pusch_impact_20260726T140352Z,F12-E006,F12-MAIN,treatment,881121720,16QAM_R1,1,0,UE1,0,1,637,3072,0,0,0,4.8648,57.1165,4.1703,2.5437,0,0.016457,15,5.6261,10.0224,52224,PASS
pusch_impact_20260726T140352Z,F12-E007,F12-MAIN,treatment,1460746541,16QAM_R2,1,0,UE1,0,1,614,3072,0,0,0,4.5082,59.5099,4.1703,2.5077,0,0.0046603,15,6.2277,2.9806,52224,PASS
pusch_impact_20260726T140352Z,F12-E008,F12-MAIN,treatment,565151287,16QAM_R4,1,0,UE1,0,1,658,3072,0,0,0,3.1656,69.4575,4.1703,2.58,0,0.019318,17,6.3917,2.8874,52224,PASS
pusch_impact_20260726T140352Z,F12-E009,F12-MAIN,treatment,1981354871,16QAM_R8,1,0,UE1,0,1,722,3072,0,0,0,3.644,65.7357,4.1703,2.4632,0,0.057032,16,6.5136,1.8265,52224,PASS
pusch_impact_20260726T140352Z,F12-E010,F12-MAIN,treatment,1980086485,64QAM_R1,1,0,UE1,0,1,1487,4608,0,0,0,3.6826,65.4444,4.1703,3.7242,0,0.0034569,16,4.9847,2.2499,53760,PASS
