RunID,ExperimentID,OperatingPointID,NPRB,Rank,NumCodewords,Receiver,UCIProfile,TxMedian_ms,TxP95_ms,RxMedian_ms,RxP95_ms,PeakMemoryBytes,ArtifactBytes,ThroughputSymbolsPerSecond,Status
pusch_impact_20260726T140352Z,F04-E006,S2_UCI_ONLY,52,1,1,MMSE,uci_only_ack_csi,7.6555,7.6555,2.0312,2.0312,50688,1536,79283.9667,PASS
pusch_impact_20260726T140352Z,F04-E007,S6_DATA,52,1,1,MMSE,uci_only_ack_csi,8.5264,8.5264,2.1008,2.1008,50688,1536,72267.3893,PASS
pusch_impact_20260726T140352Z,F04-E008,S6_UCI_ONLY,52,1,1,MMSE,uci_only_ack_csi,6.5637,6.5637,2.0949,2.0949,50688,1536,88697.9419,PASS
pusch_impact_20260726T140352Z,F05-E001,M4_10,52,6,2,MMSE,ack2_csi1_20,224.1471,224.1471,19.1294,19.1294,53760,4608,3156.9017,PASS
pusch_impact_20260726T140352Z,F05-E002,M10_4,52,6,2,MMSE,ack2_csi1_20,8.72,8.72,10.435,10.435,53760,4608,40093.9702,PASS
pusch_impact_20260726T140352Z,F05-E003,M10_10,52,6,2,MMSE,ack2_csi1_20,6.9165,6.9165,2.7274,2.7274,53760,4608,79635.832,PASS
pusch_impact_20260726T140352Z,F05-E004,M20_10,52,6,2,MMSE,ack2_csi1_20,6.7039,6.7039,2.7094,2.7094,53760,4608,81586.6912,PASS
pusch_impact_20260726T140352Z,F06-E001,T24,52,1,1,MMSE,none,5.7359,5.7359,1.7872,1.7872,50688,1536,102085.5764,PASS
pusch_impact_20260726T140352Z,F06-E002,T25,52,1,1,MMSE,none,5.5799,5.5799,1.7257,1.7257,50688,1536,105124.8357,PASS
pusch_impact_20260726T140352Z,F06-E003,T40,52,1,1,MMSE,none,5.6485,5.6485,1.8354,1.8354,50688,1536,102620.2916,PASS
pusch_impact_20260726T140352Z,F06-E004,T41,52,1,1,MMSE,none,5.605,5.605,1.6909,1.6909,50688,1536,105264.6007,PASS
pusch_impact_20260726T140352Z,F06-E005,T292,52,1,1,MMSE,none,5.6657,5.6657,1.6536,1.6536,50688,1536,104928.0669,PASS
pusch_impact_20260726T140352Z,F06-E006,T293,52,1,1,MMSE,none,8.9335,8.9335,2.4789,2.4789,50688,1536,67295.2227,PASS
pusch_impact_20260726T140352Z,F06-E007,T3824,52,1,1,MMSE,none,5.6788,5.6788,1.7407,1.7407,50688,1536,103511.0183,PASS
pusch_impact_20260726T140352Z,F06-E008,T3825,52,1,1,MMSE,none,5.499,5.499,1.9202,1.9202,50688,1536,103515.2038,PASS
pusch_impact_20260726T140352Z,F06-E009,T8424,52,1,1,MMSE,none,5.9124,5.9124,1.6963,1.6963,50688,1536,100937.0852,PASS
pusch_impact_20260726T140352Z,F06-E010,T8425,52,1,1,MMSE,none,5.9483,5.9483,1.6703,1.6703,50688,1536,100805.9223,PASS
pusch_impact_20260726T140352Z,F06-E011,T10000,52,1,1,MMSE,none,5.3506,5.3506,1.8276,1.8276,50688,1536,106990.6105,PASS
pusch_impact_20260726T140352Z,F06-E012,T20000,52,1,1,MMSE,none,5.0319,5.0319,1.939,1.939,50688,1536,110172.2877,PASS
pusch_impact_20260726T140352Z,F07-E001,I2_L0.75,52,1,1,MMSE,none,5.4137,5.4137,1.6262,1.6262,50688,1536,109092.4587,PASS
pusch_impact_20260726T140352Z,F07-E002,I2_L1.0,52,1,1,MMSE,none,5.0875,5.0875,1.5782,1.5782,50688,1536,115216.7064,PASS
pusch_impact_20260726T140352Z,F07-E003,I2_L1.25,52,1,1,MMSE,none,5.4044,5.4044,1.713,1.713,50688,1536,107904.5719,PASS
pusch_impact_20260726T140352Z,F07-E004,I4_L0.75,52,1,1,MMSE,none,5.7037,5.7037,1.662,1.662,50688,1536,104267.0758,PASS
pusch_impact_20260726T140352Z,F07-E005,I4_L1.0,52,1,1,MMSE,none,5.8221,5.8221,1.768,1.768,50688,1536,101184.4376,PASS
pusch_impact_20260726T140352Z,F07-E006,I4_L1.25,52,1,1,MMSE,none,5.2584,5.2584,1.9306,1.9306,50688,1536,106829.879,PASS
pusch_impact_20260726T140352Z,F07-E007,I6_L0.75,52,1,1,MMSE,none,5.3326,5.3326,1.5826,1.5826,50688,1536,111059.6946,PASS
pusch_impact_20260726T140352Z,F07-E008,I6_L1.0,52,1,1,MMSE,none,5.6049,5.6049,2.0467,2.0467,50688,1536,100371.1642,PASS
pusch_impact_20260726T140352Z,F07-E009,I6_L1.25,52,1,1,MMSE,none,5.4087,5.4087,1.6567,1.6567,50688,1536,108698.729,PASS
pusch_impact_20260726T140352Z,F07-E010,I8_L0.75,52,1,1,MMSE,none,5.1723,5.1723,1.5609,1.5609,50688,1536,114061.6646,PASS
pusch_impact_20260726T140352Z,F07-E011,I8_L1.0,52,1,1,MMSE,none,5.6286,5.6286,1.6083,1.6083,50688,1536,106122.7874,PASS
pusch_impact_20260726T140352Z,F07-E012,I8_L1.25,52,1,1,MMSE,none,5.5899,5.5899,1.758,1.758,50688,1536,104519.6587,PASS
pusch_impact_20260726T140352Z,F07-E013,I12_L0.75,52,1,1,MMSE,none,5.1608,5.1608,4.8315,4.8315,50688,1536,76859.1816,PASS
pusch_impact_20260726T140352Z,F07-E014,I12_L1.0,52,1,1,MMSE,none,5.1822,5.1822,1.9327,1.9327,50688,1536,107942.4869,PASS
pusch_impact_20260726T140352Z,F07-E015,I12_L1.25,52,1,1,MMSE,none,5.2419,5.2419,1.6592,1.6592,50688,1536,111286.6065,PASS
pusch_impact_20260726T140352Z,F07-E016,I20_L0.75,52,1,1,MMSE,none,5.3644,5.3644,1.5995,1.5995,50688,1536,110283.0311,PASS
pusch_impact_20260726T140352Z,F07-E017,I20_L1.0,52,1,1,MMSE,none,5.1758,5.1758,1.5456,1.5456,50688,1536,114261.9097,PASS
pusch_impact_20260726T140352Z,F07-E018,I20_L1.25,52,1,1,MMSE,none,5.4831,5.4831,1.5636,1.5636,50688,1536,108987.1855,PASS
pusch_impact_20260726T140352Z,F08-E001,none,52,1,1,MMSE,none,5.6725,5.6725,1.6188,1.6188,50688,1536,105331.0109,PASS
pusch_impact_20260726T140352Z,F08-E002,crc_fail,52,1,1,MMSE,none,4.9247,4.9247,1.8925,1.8925,50688,1536,112656.2225,PASS
pusch_impact_20260726T140352Z,F08-E003,wrong_rnti,52,1,1,MMSE,none,4.7666,4.7666,1.6084,1.6084,50688,1536,120470.5882,PASS
pusch_impact_20260726T140352Z,F08-E004,stale_bwp,52,1,1,MMSE,none,5.0154,5.0154,1.5892,1.5892,50688,1536,116282.5909,PASS
pusch_impact_20260726T140352Z,F08-E005,stale_epoch,52,1,1,MMSE,none,5.056,5.056,1.5345,1.5345,50688,1536,116531.3709,PASS
pusch_impact_20260726T140352Z,F08-E006,invalid_k2,52,1,1,MMSE,none,5.4213,5.4213,1.5909,1.5909,50688,1536,109523.4021,PASS
pusch_impact_20260726T140352Z,F08-E007,invalid_mcs,52,1,1,MMSE,none,4.7313,4.7313,2.7933,2.7933,50688,1536,102065.2261,PASS
pusch_impact_20260726T140352Z,F08-E008,invalid_harq,52,1,1,MMSE,none,4.7295,4.7295,1.4874,1.4874,50688,1536,123534.2373,PASS
pusch_impact_20260726T140352Z,F08-E009,stale_srs,52,1,1,MMSE,none,4.8963,4.8963,1.5174,1.5174,50688,1536,119743.6737,PASS
pusch_impact_20260726T140352Z,F08-E010,invalid_tpmi,52,1,1,MMSE,none,5.0423,5.0423,1.5168,1.5168,50688,1536,117089.2348,PASS
pusch_impact_20260726T140352Z,F08-E011,ul_symbol_unavailable,52,1,1,MMSE,none,5.3814,5.3814,1.6056,1.6056,50688,1536,109918.4199,PASS
pusch_impact_20260726T140352Z,F08-E012,resource_collision,52,1,1,MMSE,none,4.578,4.578,1.4415,1.4415,50688,1536,127585.3476,PASS
pusch_impact_20260726T140352Z,F09-E001,periodic_low_dynamic,52,1,1,MMSE,none,4.6257,4.6257,1.458,1.458,50688,1536,126238.9664,PASS
pusch_impact_20260726T140352Z,F09-E002,periodic_low_cg_type1,52,1,1,MMSE,none,4.8429,4.8429,1.4632,1.4632,50688,1536,121786.8413,PASS
pusch_impact_20260726T140352Z,F09-E003,periodic_low_cg_type2,52,1,1,MMSE,none,4.9154,4.9154,1.5626,1.5626,50688,1536,118555.1096,PASS
pusch_impact_20260726T140352Z,F09-E004,periodic_high_dynamic,52,1,1,MMSE,none,4.6318,4.6318,1.4489,1.4489,50688,1536,126301.2482,PASS
pusch_impact_20260726T140352Z,F09-E005,periodic_high_cg_type1,52,1,1,MMSE,none,4.6501,4.6501,1.467,1.467,50688,1536,125549.6886,PASS
pusch_impact_20260726T140352Z,F09-E006,periodic_high_cg_type2,52,1,1,MMSE,none,4.8166,4.8166,1.469,1.469,50688,1536,122184.0397,PASS
pusch_impact_20260726T140352Z,F09-E007,bursty_dynamic,52,1,1,MMSE,none,5.3359,5.3359,1.63,1.63,50688,1536,110251.3674,PASS
pusch_impact_20260726T140352Z,F09-E008,bursty_cg_type1,52,1,1,MMSE,none,4.6192,4.6192,1.8666,1.8666,50688,1536,118412.532,PASS
pusch_impact_20260726T140352Z,F09-E009,bursty_cg_type2,52,1,1,MMSE,none,4.5086,4.5086,1.6511,1.6511,50688,1536,124681.3968,PASS
pusch_impact_20260726T140352Z,F10-E001,cg_type1_R1_none,52,1,1,MMSE,none,7.8206,7.8206,2.3432,2.3432,50688,1536,75562.2897,PASS
pusch_impact_20260726T140352Z,F10-E002,cg_type1_R1_dynamic_overlap,52,1,1,MMSE,none,5.2269,5.2269,1.5857,1.5857,50688,1536,112732.2902,PASS
pusch_impact_20260726T140352Z,F10-E003,cg_type1_R2_none,52,1,1,MMSE,none,5.4877,5.4877,1.7212,1.7212,50688,1536,106534.9776,PASS
pusch_impact_20260726T140352Z,F10-E004,cg_type1_R2_dynamic_overlap,52,1,1,MMSE,none,5.0735,5.0735,1.6026,1.6026,50688,1536,115037.2223,PASS
pusch_impact_20260726T140352Z,F10-E005,cg_type1_R4_none,52,1,1,MMSE,none,4.9832,4.9832,1.6011,1.6011,50688,1536,116641.1008,PASS
pusch_impact_20260726T140352Z,F10-E006,cg_type1_R4_dynamic_overlap,52,1,1,MMSE,none,5.8628,5.8628,1.7492,1.7492,50688,1536,100893.3263,PASS
pusch_impact_20260726T140352Z,F10-E007,cg_type2_R1_none,52,1,1,MMSE,none,6.0302,6.0302,1.6962,1.6962,50688,1536,99399.4616,PASS
pusch_impact_20260726T140352Z,F10-E008,cg_type2_R1_dynamic_overlap,52,1,1,MMSE,none,6.1093,6.1093,1.6989,1.6989,50688,1536,98358.1363,PASS
pusch_impact_20260726T140352Z,F10-E009,cg_type2_R2_none,52,1,1,MMSE,none,5.1625,5.1625,2.1417,2.1417,50688,1536,105144.9851,PASS
pusch_impact_20260726T140352Z,F10-E010,cg_type2_R2_dynamic_overlap,52,1,1,MMSE,none,4.8406,4.8406,1.5373,1.5373,50688,1536,120415.8108,PASS
pusch_impact_20260726T140352Z,F10-E011,cg_type2_R4_none,52,1,1,MMSE,none,4.9264,4.9264,1.523,1.523,50688,1536,119080.8447,PASS
pusch_impact_20260726T140352Z,F10-E012,cg_type2_R4_dynamic_overlap,52,1,1,MMSE,none,4.9354,4.9354,1.4944,1.4944,50688,1536,119443.8396,PASS
pusch_impact_20260726T140352Z,F11-E001,msg3_PL80,52,1,1,MMSE,none,5.5123,5.5123,1.5805,1.5805,50688,1536,108278.818,PASS
pusch_impact_20260726T140352Z,F11-E002,msg3_PL100,52,1,1,MMSE,none,4.6473,4.6473,1.8494,1.8494,50688,1536,118213.8624,PASS
pusch_impact_20260726T140352Z,F11-E003,msg3_PL120,52,1,1,MMSE,none,4.6702,4.6702,1.4868,1.4868,50688,1536,124736.0728,PASS
pusch_impact_20260726T140352Z,F11-E004,msg3_PL135,52,1,1,MMSE,none,4.7933,4.7933,1.4752,1.4752,50688,1536,122517.3486,PASS
pusch_impact_20260726T140352Z,F11-E005,msg3_PL145,52,1,1,MMSE,none,6.6226,6.6226,1.6004,1.6004,50688,1536,93396.5706,PASS
pusch_impact_20260726T140352Z,F11-E006,msga_PL80,52,1,1,MMSE,none,6.3822,6.3822,1.7007,1.7007,50688,1536,95015.4029,PASS
pusch_impact_20260726T140352Z,F11-E007,msga_PL100,52,1,1,MMSE,none,5.8401,5.8401,1.8451,1.8451,50688,1536,99932.3375,PASS
pusch_impact_20260726T140352Z,F11-E008,msga_PL120,52,1,1,MMSE,none,5.3557,5.3557,2.3806,2.3806,50688,1536,99272.2619,PASS
pusch_impact_20260726T140352Z,F11-E009,msga_PL135,52,1,1,MMSE,none,4.9847,4.9847,1.5763,1.5763,50688,1536,117055.3269,PASS
pusch_impact_20260726T140352Z,F11-E010,msga_PL145,52,1,1,MMSE,none,5.6365,5.6365,1.6141,1.6141,50688,1536,105922.2685,PASS
pusch_impact_20260726T140352Z,F12-E001,pi/2-BPSK_R1,52,1,1,MMSE,none,100.8112,100.8112,7.734,7.734,81120,1248,11497.5144,PASS
pusch_impact_20260726T140352Z,F12-E002,QPSK_R1,52,1,1,MMSE,none,5.3241,5.3241,1.6316,1.6316,50688,1536,110413.0425,PASS
pusch_impact_20260726T140352Z,F12-E003,QPSK_R2,52,2,1,MMSE,none,67.1389,67.1389,1.8047,1.8047,50688,1536,11139.5401,PASS
pusch_impact_20260726T140352Z,F12-E004,QPSK_R4,52,4,1,MMSE,none,50.9489,50.9489,2.3649,2.3649,50688,1536,14405.2759,PASS
pusch_impact_20260726T140352Z,F12-E005,QPSK_R8,52,8,2,MMSE,none,122.6023,122.6023,2.483,2.483,50688,1536,6139.8102,PASS
pusch_impact_20260726T140352Z,F12-E006,16QAM_R1,52,1,1,MMSE,none,5.6261,5.6261,10.0224,10.0224,52224,3072,49078.1864,PASS
pusch_impact_20260726T140352Z,F12-E007,16QAM_R2,52,2,1,MMSE,none,6.2277,6.2277,2.9806,2.9806,52224,3072,83403.0168,PASS
pusch_impact_20260726T140352Z,F12-E008,16QAM_R4,52,4,1,MMSE,none,6.3917,6.3917,2.8874,2.8874,52224,3072,82766.6476,PASS
pusch_impact_20260726T140352Z,F12-E009,16QAM_R8,52,8,2,MMSE,none,6.5136,6.5136,1.8265,1.8265,52224,3072,92085.2268,PASS
pusch_impact_20260726T140352Z,F12-E010,64QAM_R1,52,1,1,MMSE,none,4.9847,4.9847,2.2499,2.2499,53760,4608,106156.5256,PASS
pusch_impact_20260726T140352Z,F12-E011,64QAM_R2,52,2,1,MMSE,none,4.9639,4.9639,1.6826,1.6826,53760,4608,115549.5374,PASS
pusch_impact_20260726T140352Z,F12-E012,64QAM_R4,52,4,1,MMSE,none,5.1264,5.1264,1.6797,1.6797,53760,4608,112839.9524,PASS
pusch_impact_20260726T140352Z,F12-E013,64QAM_R8,52,8,2,MMSE,none,5.6541,5.6541,1.7021,1.7021,53760,4608,104401.7292,PASS
pusch_impact_20260726T140352Z,F12-E014,256QAM_R1,52,1,1,MMSE,none,6.4125,6.4125,4.8808,4.8808,55296,6144,68004.9233,PASS
pusch_impact_20260726T140352Z,F12-E015,256QAM_R2,52,2,1,MMSE,none,6.5329,6.5329,1.7274,1.7274,55296,6144,92974.8314,PASS
pusch_impact_20260726T140352Z,F12-E016,256QAM_R4,52,4,1,MMSE,none,5.7619,5.7619,1.7764,1.7764,55296,6144,101879.7342,PASS
pusch_impact_20260726T140352Z,F12-E017,256QAM_R8,52,8,2,MMSE,none,5.655,5.655,2.0235,2.0235,55296,6144,100019.5351,PASS
pusch_impact_20260726T140352Z,F13-E001,R1,52,1,1,MMSE,none,4.7708,4.7708,9.024,9.024,53760,4608,55673.1522,PASS
pusch_impact_20260726T140352Z,F13-E002,R2,52,2,1,MMSE,none,9.6466,9.6466,5.6911,5.6911,53760,4608,50072.6967,PASS
pusch_impact_20260726T140352Z,F13-E003,R3,52,3,1,MMSE,none,82.999,82.999,9.2354,9.2354,53760,4608,8326.6113,PASS
pusch_impact_20260726T140352Z,F13-E004,R4,52,4,1,MMSE,none,4.9983,4.9983,2.2149,2.2149,53760,4608,106471.469,PASS
pusch_impact_20260726T140352Z,F13-E005,R5,52,5,2,MMSE,none,20.6637,20.6637,2.5432,2.5432,53760,4608,33093.6058,PASS
pusch_impact_20260726T140352Z,F13-E006,R6,52,6,2,MMSE,none,18.7813,18.7813,1.8711,1.8711,53760,4608,37186.9613,PASS
pusch_impact_20260726T140352Z,F13-E007,R7,52,7,2,MMSE,none,16.8401,16.8401,1.8087,1.8087,53760,4608,41182.2745,PASS
pusch_impact_20260726T140352Z,F13-E008,R8,52,8,2,MMSE,none,6.6023,6.6023,1.7566,1.7566,53760,4608,91878.1179,PASS
pusch_impact_20260726T140352Z,F14-E001,R1_C0.0,52,1,1,MMSE,none,6.6905,6.6905,1.6747,1.6747,53760,4608,91808.9227,PASS
pusch_impact_20260726T140352Z,F14-E002,R2_C0.0,52,2,1,MMSE,none,5.29,5.29,1.7218,1.7218,53760,4608,109529.65,PASS
pusch_impact_20260726T140352Z,F14-E003,R4_C0.0,52,4,1,MMSE,none,4.7267,4.7267,1.5936,1.5936,53760,4608,121513.2193,PASS
pusch_impact_20260726T140352Z,F14-E004,R8_C0.0,52,8,2,MMSE,none,5.2573,5.2573,1.6286,1.6286,53760,4608,111532.2616,PASS
pusch_impact_20260726T140352Z,F14-E005,R1_C0.3,52,1,1,MMSE,none,4.9307,4.9307,1.5702,1.5702,53760,4608,118137.4887,PASS
pusch_impact_20260726T140352Z,F14-E006,R2_C0.3,52,2,1,MMSE,none,5.1939,5.1939,1.6175,1.6175,53760,4608,112752.1508,PASS
pusch_impact_20260726T140352Z,F14-E007,R4_C0.3,52,4,1,MMSE,none,4.7539,4.7539,2.1221,2.1221,53760,4608,111692.8447,PASS
pusch_impact_20260726T140352Z,F14-E008,R8_C0.3,52,8,2,MMSE,none,5.4622,5.4622,1.5941,1.5941,53760,4608,108838.9099,PASS
pusch_impact_20260726T140352Z,F14-E009,R1_C0.7,52,1,1,MMSE,none,4.6856,4.6856,1.5208,1.5208,53760,4608,123743.2328,PASS
pusch_impact_20260726T140352Z,F14-E010,R2_C0.7,52,2,1,MMSE,none,5.8676,5.8676,1.6667,1.6667,53760,4608,101933.8227,PASS
pusch_impact_20260726T140352Z,F14-E011,R4_C0.7,52,4,1,MMSE,none,7.548,7.548,2.3236,2.3236,53760,4608,77798.9384,PASS
pusch_impact_20260726T140352Z,F14-E012,R8_C0.7,52,8,2,MMSE,none,8.7855,8.7855,2.4055,2.4055,53760,4608,68626.5749,PASS
pusch_impact_20260726T140352Z,F14-E013,R1_C0.9,52,1,1,MMSE,none,5.8157,5.8157,1.8478,1.8478,53760,4608,100215.3063,PASS
pusch_impact_20260726T140352Z,F14-E014,R2_C0.9,52,2,1,MMSE,none,8.016,8.016,2.686,2.686,53760,4608,71762.2874,PASS
pusch_impact_20260726T140352Z,F14-E015,R4_C0.9,52,4,1,MMSE,none,8.3289,8.3289,2.7712,2.7712,53760,4608,69188.5659,PASS
pusch_impact_20260726T140352Z,F14-E016,R8_C0.9,52,8,2,MMSE,none,6.7524,6.7524,2.3768,2.3768,53760,4608,84125.6627,PASS
pusch_impact_20260726T140352Z,F15-E001,R5_equal,52,5,2,MMSE,none,6.9184,6.9184,5.3115,5.3115,53760,4608,62796.9158,PASS
pusch_impact_20260726T140352Z,F15-E002,R5_cw0_high,52,5,2,MMSE,none,10.6875,10.6875,2.7003,2.7003,53760,4608,57365.6613,PASS
pusch_impact_20260726T140352Z,F15-E003,R5_cw1_high,52,5,2,MMSE,none,7.9289,7.9289,1.9802,1.9802,53760,4608,77504.5161,PASS
pusch_impact_20260726T140352Z,F15-E004,R6_equal,52,6,2,MMSE,none,6.6276,6.6276,2.2175,2.2175,53760,4608,86827.7351,PASS
pusch_impact_20260726T140352Z,F15-E005,R6_cw0_high,52,6,2,MMSE,none,6.7129,6.7129,2.2341,2.2341,53760,4608,85838.8287,PASS
pusch_impact_20260726T140352Z,F15-E006,R6_cw1_high,52,6,2,MMSE,none,7.0445,7.0445,1.9909,1.9909,53760,4608,84999.0039,PASS
pusch_impact_20260726T140352Z,F15-E007,R7_equal,52,7,2,MMSE,none,7.4745,7.4745,2.802,2.802,53760,4608,74733.6155,PASS
pusch_impact_20260726T140352Z,F15-E008,R7_cw0_high,52,7,2,MMSE,none,7.7623,7.7623,2.3835,2.3835,53760,4608,75696.3473,PASS
pusch_impact_20260726T140352Z,F15-E009,R7_cw1_high,52,7,2,MMSE,none,7.9634,7.9634,2.1675,2.1675,53760,4608,75807.6775,PASS
pusch_impact_20260726T140352Z,F15-E010,R8_equal,52,8,2,MMSE,none,7.4248,7.4248,1.9908,1.9908,53760,4608,81566.7615,PASS
pusch_impact_20260726T140352Z,F15-E011,R8_cw0_high,52,8,2,MMSE,none,7.7354,7.7354,2.0354,2.0354,53760,4608,78601.5475,PASS
pusch_impact_20260726T140352Z,F15-E012,R8_cw1_high,52,8,2,MMSE,none,8.9612,8.9612,3.017,3.017,53760,4608,64116.4783,PASS
pusch_impact_20260726T140352Z,F16-E001,codebook_R1,52,1,1,MMSE,none,7.7173,7.7173,2.5938,2.5938,53760,4608,74482.8389,PASS
pusch_impact_20260726T140352Z,F16-E002,codebook_R2,52,2,1,MMSE,none,7.8784,7.8784,2.5042,2.5042,53760,4608,73969.9112,PASS
pusch_impact_20260726T140352Z,F16-E003,codebook_R4,52,4,1,MMSE,none,6.4741,6.4741,2.3768,2.3768,53760,4608,86770.8369,PASS
pusch_impact_20260726T140352Z,F16-E004,codebook_R8,52,8,2,MMSE,none,6.7543,6.7543,1.8421,1.8421,53760,4608,89339.7236,PASS
pusch_impact_20260726T140352Z,F16-E005,noncodebook_R1,52,1,1,MMSE,none,5.2862,5.2862,1.8477,1.8477,53760,4608,107654.9994,PASS
pusch_impact_20260726T140352Z,F16-E006,noncodebook_R2,52,2,1,MMSE,none,5.2174,5.2174,1.8068,1.8068,53760,4608,109336.2945,PASS
pusch_impact_20260726T140352Z,F16-E007,noncodebook_R4,52,4,1,MMSE,none,5.2696,5.2696,1.7022,1.7022,53760,4608,110158.0653,PASS
pusch_impact_20260726T140352Z,F16-E008,noncodebook_R8,52,8,2,MMSE,none,5.5077,5.5077,1.6818,1.6818,53760,4608,106822.4494,PASS
pusch_impact_20260726T140352Z,F17-E001,D0_A0,52,1,1,MMSE,none,49.0675,49.0675,1.922,1.922,50688,1536,15061.9245,PASS
pusch_impact_20260726T140352Z,F17-E002,D0_A1,52,1,1,MMSE,none,5.5418,5.5418,1.5371,1.5371,50688,1536,108491.4323,PASS
pusch_impact_20260726T140352Z,F17-E003,D0_A2,52,1,1,MMSE,none,23.2164,23.2164,2.0036,2.0036,50688,1536,30452.0222,PASS
pusch_impact_20260726T140352Z,F17-E004,D0_A3,52,1,1,MMSE,none,17.7513,17.7513,2.6119,2.6119,50688,1536,37715.0939,PASS
pusch_impact_20260726T140352Z,F17-E005,D100_A0,52,1,1,MMSE,none,5.2576,5.2576,1.7017,1.7017,50688,1536,110355.9266,PASS
pusch_impact_20260726T140352Z,F17-E006,D100_A1,52,1,1,MMSE,none,5.5662,5.5662,1.6721,1.6721,50688,1536,106102.2616,PASS
pusch_impact_20260726T140352Z,F17-E007,D100_A2,52,1,1,MMSE,none,5.9651,5.9651,1.8774,1.8774,50688,1536,97927.9566,PASS
