relative_path,row_count,column_count,observed_preview_row_count,preview_nonblank_cell_count,preview_missing_or_nan_cell_count,preview_missing_or_nan_fraction,preview_finite_numeric_cell_count,preview_zero_numeric_cell_count,preview_nonzero_numeric_cell_count,preview_zero_fraction_of_finite,first_row_values_json,value_shape,semantic_disposition,semantic_contract_present,required_semantic_failure_count,value_review_status
analytics/csv/contract__resource-grid-re-occupancy-analytics__pbch-ssb-map.csv,12,8,5,40,0,0.0,25,0,25,0.0,"[""9805488080"", ""PBCH/SSB map"", ""1"", ""1"", ""1.0"", ""1"", ""air_interface/csv/pbch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__resource-grid-re-occupancy-analytics__pdcch-map.csv,17,8,5,40,0,0.0,25,0,25,0.0,"[""9805488080"", ""PDCCH map"", ""1"", ""31"", ""0.25"", ""2.0"", ""air_interface/csv/pdcch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__resource-grid-re-occupancy-analytics__pdsch-map.csv,300,8,5,40,0,0.0,25,1,24,0.04,"[""9805488080"", ""PDSCH map"", ""1"", ""31"", ""0"", ""0.857142857142857"", ""reports/csv/dl_resource_grid_heatmap.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__resource-grid-re-occupancy-analytics__prach-opportunity-map.csv,1,27,1,25,2,0.07407407407407407,20,6,14,0.3,"[""9805488080"", ""PRACH opportunity map"", ""1"", ""1"", ""frame=1|slot=4|symbol=7|frequency=0"", ""1.0"", ""4.0"", ""7.0"", ""0.0"", ""0"", ""0"", """", """", ""1.0"", ""1"", ""RA completed"", ""0.0"", ""84.0"", ""0.0"", ""0.765129815282207"", ""0.0204124145231932"", ""0.0176777489386724"", ""7.0"", ""0"", ""20.0"", ""air_interface/csv/prach_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__resource-grid-re-occupancy-analytics__prb-heatmap.csv,300,8,5,40,0,0.0,25,1,24,0.04,"[""9805488080"", ""PRB heatmap"", ""1"", ""31"", ""0"", ""12.0"", ""reports/csv/prb_allocation_heatmap.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__resource-grid-re-occupancy-analytics__pucch-map.csv,32,8,5,40,0,0.0,25,0,25,0.0,"[""9805488080"", ""PUCCH map"", ""1"", ""34"", ""4"", ""1.0"", ""packet_flow/csv/live_pucch_grants.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__resource-grid-re-occupancy-analytics__pusch-map.csv,95,8,5,40,0,0.0,25,0,25,0.0,"[""9805488080"", ""PUSCH map"", ""1"", ""35"", ""10"", ""0.928571428571429"", ""reports/csv/ul_resource_grid_heatmap.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__resource-grid-re-occupancy-analytics__re-occupancy-heatmap.csv,7523,12,5,60,0,0.0,40,5,35,0.125,"[""9805488080"", ""RE occupancy heatmap"", ""1"", ""2"", ""0"", ""2"", ""7"", ""20.0"", ""2"", ""SSB"", ""reports/csv/live_re_allocation_snapshot.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__resource-grid-re-occupancy-analytics__srs-map.csv,6,9,5,45,0,0.0,30,0,30,0.0,"[""9805488080"", ""SRS map"", ""30"", ""1"", ""1.0"", ""-18.8882880645464"", ""1"", ""air_interface/csv/srs_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__block-execution-time.csv,19,8,5,40,0,0.0,20,1,19,0.05,"[""9805488080"", ""block execution time"", ""1.0"", ""anchor_link_run"", ""38.451699999999995"", ""76.5988"", ""reports/csv/runtime_stage_profile.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__compute-latency.csv,34,6,5,30,0,0.0,15,0,15,0.0,"[""9805488080"", ""compute latency"", ""1"", ""56.6181"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__decode-latency.csv,17,6,5,30,0,0.0,15,0,15,0.0,"[""9805488080"", ""decode latency"", ""1"", ""56.6181"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__decoder-complexity-units.csv,3,17,3,45,6,0.11764705882352941,18,0,18,0.0,"[""9805488080"", ""decoder complexity units"", ""bar"", ""Decoder complexity units"", ""Sample count"", ""1"", ""1120.0"", ""3.0"", """", """", ""air_interface/csv/dl_pdsch_trials.csv"", ""12"", ""explicit_runtime_metric_dataset"", ""Explicit Decoder complexity units mapping from air_interface/csv/dl_pdsch_trials.csv."", ""exact"", ""observed_distribution"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__dropped-row-duplicate-write-analytics.csv,911,7,5,35,0,0.0,20,5,15,0.25,"[""9805488080"", ""dropped row / duplicate write analytics"", ""1"", ""1.0"", ""0.0"", ""reports/csv/artifact_inventory.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__end-to-end-latency.csv,19,8,5,40,0,0.0,20,1,19,0.05,"[""9805488080"", ""end-to-end latency"", ""1.0"", ""anchor_link_run"", ""38.451699999999995"", ""76.5988"", ""reports/csv/runtime_stage_profile.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__latency-cdf.csv,55,11,5,55,0,0.0,25,0,25,0.0,"[""9805488080"", ""latency CDF"", ""line"", ""Latency (ms)"", ""CDF"", ""56.6181"", ""0.23636363636363636"", ""56.6181"", ""0.23636363636363636"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__normalized-decoder-complexity.csv,4,17,4,60,8,0.11764705882352941,24,0,24,0.0,"[""9805488080"", ""normalized decoder complexity"", ""bar"", ""Normalized decoder complexity"", ""Sample count"", ""1"", ""1.052631579"", ""3.0"", """", """", ""air_interface/csv/dl_pdsch_trials.csv"", ""12"", ""explicit_runtime_metric_dataset"", ""Explicit Normalized decoder complexity mapping from air_interface/csv/dl_pdsch_trials.csv."", ""exact"", ""observed_distribution"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__runtime-compute-complexity-parallelism-analytics__stage-latency.csv,19,8,5,40,0,0.0,20,1,19,0.05,"[""9805488080"", ""stage latency"", ""1.0"", ""anchor_link_run"", ""38.451699999999995"", ""76.5988"", ""reports/csv/runtime_stage_profile.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__spectrum-psd-papr-analytics__clipping-event-histogram.csv,1,17,1,15,2,0.11764705882352941,6,1,5,0.16666666666666666,"[""9805488080"", ""clipping event histogram"", ""bar"", ""Clipping events"", ""Sample count"", ""1"", ""0.0"", ""12.0"", """", """", ""air_interface/csv/dl_pdsch_trials.csv"", ""12"", ""explicit_runtime_metric_dataset"", ""Explicit Clipping events mapping from air_interface/csv/dl_pdsch_trials.csv."", ""exact"", ""observed_distribution"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__spectrum-psd-papr-analytics__occupied-bandwidth.csv,1,7,1,7,0,0.0,4,1,3,0.25,"[""9805488080"", ""occupied bandwidth"", ""1"", ""0.0"", ""1.0650000000000002"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__spectrum-psd-papr-analytics__out-of-band-spectral-summaries-if-measurable.csv,1,7,1,7,0,0.0,4,1,3,0.25,"[""9805488080"", ""out-of-band spectral summaries if measurable"", ""1"", ""0.0"", ""-22.71574112141986"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__spectrum-psd-papr-analytics__papr-histogram-cdf.csv,17,9,5,45,0,0.0,25,0,25,0.0,"[""9805488080"", ""PAPR histogram / CDF"", ""1"", ""DL"", ""4"", ""31"", ""15.5222598781839"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__spectrum-psd-papr-analytics__power-spectral-comparison-before-after-impairment.csv,2048,8,5,40,0,0.0,15,0,15,0.0,"[""9805488080"", ""power spectral comparison before/after impairment"", ""DL RX"", ""-3.84"", ""-34.3508281885184"", ""bounded_runtime_fft_common_reference"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__spectrum-psd-papr-analytics__psd.csv,2048,8,5,40,0,0.0,15,0,15,0.0,"[""9805488080"", ""PSD"", ""DL RX"", ""-3.84"", ""-34.3508281885184"", ""bounded_runtime_fft_common_reference"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__fairness-index-trend.csv,3,8,3,24,0,0.0,12,0,12,0.0,"[""9805488080"", ""fairness index trend"", ""DL"", ""1"", ""9.82933333333333"", ""1.0"", ""reports/csv/live_user_performance_snapshot.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__goodput-over-time.csv,17,15,5,75,0,0.0,30,0,30,0.0,"[""9805488080"", ""goodput over time"", ""DL"", ""line"", ""Slot / time sample"", ""Goodput (Mbps)"", ""31.0"", ""1.064"", ""DL"", ""31.0"", ""1.064"", ""1"", ""sum_over_runtime_trials_in_same_direction_and_slot"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__goodput-vs-retransmissions.csv,1,17,1,15,2,0.11764705882352941,6,0,6,0.0,"[""9805488080"", ""goodput vs retransmissions"", ""bar"", ""HARQ transmission type"", ""Mean goodput (Mbps)"", ""1"", ""1.0"", ""7.7934117647058825"", """", """", ""harq/csv/live_harq_observation_timeline.csv"", ""17"", ""derived_chart_dataset"", ""HARQ chart derived from persisted runtime HARQ observation rows."", ""exact"", ""observed_distribution"", ""17""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__goodput.csv,2,7,2,14,0,0.0,6,0,6,0.0,"[""9805488080"", ""goodput"", ""DL"", ""9.829333333333333"", ""12"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__offered-throughput.csv,2,7,2,14,0,0.0,6,0,6,0.0,"[""9805488080"", ""offered throughput"", ""DL"", ""9.829333333333333"", ""12"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__per-cell-throughput.csv,1,6,1,6,0,0.0,3,0,3,0.0,"[""9805488080"", ""per-cell throughput"", ""1"", ""7.7934117647058825"", ""multiple_runtime_trials"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__per-ue-throughput.csv,1,6,1,6,0,0.0,3,0,3,0.0,"[""9805488080"", ""per-UE throughput"", ""1"", ""12.7365333333333"", ""reports/csv/live_user_performance_snapshot.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__spectral-efficiency.csv,2,7,2,14,0,0.0,6,0,6,0.0,"[""9805488080"", ""spectral efficiency"", ""DL"", ""0.09829333333333334"", ""12"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-over-time.csv,17,15,5,75,0,0.0,30,0,30,0.0,"[""9805488080"", ""throughput over time"", ""DL"", ""line"", ""Slot / time sample"", ""Throughput (Mbps)"", ""31.0"", ""1.064"", ""DL"", ""31.0"", ""1.064"", ""1"", ""sum_over_runtime_trials_in_same_direction_and_slot"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-vs-load.csv,2,6,2,12,0,0.0,6,0,6,0.0,"[""9805488080"", ""throughput vs load"", ""19.0"", ""2.9072000000000005"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-vs-sinr.csv,17,29,5,140,5,0.034482758620689655,65,0,65,0.0,"[""9805488080"", ""throughput vs SINR"", ""DL"", ""1"", ""4"", ""3"", ""31"", ""1"", ""dir=DL;frame=4;slot=31;ue=1;rnti=1;cell=1;harq=0"", """", ""1"", ""1"", ""1"", ""19.0386355290819"", ""PostEqSINR_dB"", ""canonical_decision_directed_post_equalization_residual_bounded_equalizer_sinr"", ""OK_DECISION_RESIDUAL_BOUNDED"", ""pdsch_post_equalization_data_re"", ""1.064"", ""1.064"", ""available"", ""available"", ""scheduled_TB_bitrate_and_runtime_goodput"", ""individual_runtime_trial_not_sweep_curve"", ""available"", ""real_lls_evidence"", ""air_interface/csv/dl_pdsch_trials.csv"", ""1"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput-vs-snr.csv,17,26,5,115,15,0.11538461538461539,70,0,70,0.0,"[""9805488080"", ""throughput vs SNR"", ""DL"", ""1"", ""4"", ""31.0"", ""1"", ""air_interface/csv/dl_pdsch_trials.csv"", ""1"", ""12.0"", ""1.064"", """", ""1.064"", ""12.0"", ""AppliedAWGNSNR_dB"", ""active_dl_pdsch_trials_runtime_table"", ""1.064"", ""Goodput_Mbps"", """", ""1"", ""1"", """", ""1"", ""standalone_awgn_snr_argument"", ""available"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__throughput-goodput-spectral-efficiency-analytics__throughput.csv,2,7,2,14,0,0.0,6,0,6,0.0,"[""9805488080"", ""throughput"", ""DL"", ""9.829333333333333"", ""12"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__magnitude-vs-sample.csv,8192,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""magnitude vs sample"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""tx"", ""-0.0046793879953228"", ""-0.00465198088935188"", ""0.006598302676118021"", ""-2.3591315755761433"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__phase-vs-sample.csv,8192,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""phase vs sample"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""tx"", ""-0.0046793879953228"", ""-0.00465198088935188"", ""0.006598302676118021"", ""-2.3591315755761433"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__post-channel-waveform.csv,4096,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""post-channel waveform"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""post_channel"", ""2.24624583795166e-05"", ""1.57021427517691e-06"", ""2.2517273576556396e-05"", ""0.06979040639764772"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__post-impairment-waveform.csv,4096,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""post-impairment waveform"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""rx"", ""0.00240009249738853"", ""-0.00401450859896625"", ""0.004677255956989597"", ""-1.0319558078470694"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__power-vs-sample.csv,8192,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""power vs sample"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""tx"", ""-0.0046793879953228"", ""-0.00465198088935188"", ""0.006598302676118021"", ""-2.3591315755761433"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__pre-channel-waveform.csv,4096,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""pre-channel waveform"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""tx"", ""-0.0046793879953228"", ""-0.00465198088935188"", ""0.006598302676118021"", ""-2.3591315755761433"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__rx-waveform.csv,4096,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""Rx waveform"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""rx"", ""0.00240009249738853"", ""-0.00401450859896625"", ""0.004677255956989597"", ""-1.0319558078470694"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__stage-overlay-plots.csv,8192,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""stage overlay plots"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""tx"", ""-0.0046793879953228"", ""-0.00465198088935188"", ""0.006598302676118021"", ""-2.3591315755761433"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__tx-waveform.csv,4096,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""Tx waveform"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""tx"", ""-0.0046793879953228"", ""-0.00465198088935188"", ""0.006598302676118021"", ""-2.3591315755761433"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/contract__waveform-time-domain-analytics__ue-wise-link-wise-waveform-comparison.csv,12288,18,5,85,5,0.05555555555555555,55,1,54,0.01818181818181818,"[""9805488080"", ""UE-wise / link-wise waveform comparison"", ""tdd_12db_continuous_iq_02_DL_ue1_f4_s31_tbdir_DL_frame_4_slot_31_ue_1_rnti_1_cell_1_harq_0"", ""DL"", ""1"", """", ""4"", ""31"", ""1"", ""0.0"", ""tx"", ""-0.0046793879953228"", ""-0.00465198088935188"", ""0.006598302676118021"", ""-2.3591315755761433"", ""7680000"", ""reports/csv/phy_signal_diagnostic_source.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/control_decode_analytics.csv,46,14,5,65,5,0.07142857142857142,15,10,5,0.6666666666666666,"[""F"", ""pdcch_control_outputs"", ""PDCCH/control outputs"", ""miss_detection_probability"", ""miss-detection probability"", ""PDCCH"", ""rate"", ""observed"", ""1"", ""0"", ""0"", ""fraction"", ""air_interface/csv/pdcch_trials.csv"", """"]",first_rows_value_populated,PASS_DOMAIN_RUNTIME_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/cqi_mcs_consistency_analytics.csv,14,28,5,140,0,0.0,94,2,92,0.02127659574468085,"[""DL"", ""air_interface/csv/dl_pdsch_trials.csv"", ""36"", ""4"", ""1"", ""1"", ""1"", ""12"", ""12"", ""20.2158467797417"", ""20.2158467797417"", ""20.2158467797417"", ""20.2158467797417"", ""20.4049467050025"", ""11"", ""available"", ""20"", ""64QAM"", ""0.5537109375"", ""20"", ""64QAM"", ""0.5537109375"", ""not_recorded_by_active_channel_runtime_runtime"", ""not_recorded_by_active_channel_runtime_runtime"", ""1"", ""measured_post_equalization_scheduling_input"", ""canonical_decision_directed_post_equalization_residual_bounded_equalizer_sinr"", ""PASS""]",first_rows_value_populated,PASS_DOMAIN_RUNTIME_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/decoder_analytics.csv,67,14,5,65,5,0.07142857142857142,15,0,15,0.0,"[""C"", ""coding_decoder_outputs"", ""Coding/decoder outputs"", ""decoder_iterations"", ""decoder iterations"", ""DL"", ""mean"", ""observed"", ""1"", ""1.75"", ""1.75"", ""iterations"", ""air_interface/csv/dl_pdsch_trials.csv"", """"]",first_rows_value_populated,PASS_DOMAIN_RUNTIME_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
analytics/csv/detection_analytics.csv,46,14,5,65,5,0.07142857142857142,15,10,5,0.6666666666666666,"[""F"", ""pdcch_control_outputs"", ""PDCCH/control outputs"", ""miss_detection_probability"", ""miss-detection probability"", ""PDCCH"", ""rate"", ""observed"", ""1"", ""0"", ""0"", ""fraction"", ""air_interface/csv/pdcch_trials.csv"", """"]",first_rows_value_populated,PASS_DOMAIN_RUNTIME_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
