Direction,SignalFamily,SNR_dB,SFN,Frame,Slot,Time_s,CellID,BWPID,UEIndex,RNTI,ResourceID,ResourceSetID,CSIRSType,NumPorts,RowNumber,Density,Periodicity,SymbolLocations,SubcarrierLocations,RBOffset,NumRB,NRE,Scheduled,Transmitted,Observed,Consumed,Consumer,MeasurementRSRP_dB,MeasurementSource,UpdateOutcome,RuntimeMaterializationStatus,RuntimeBlocker,RuntimeEvidenceSource,RuntimeEventObserved,SourceArtifact,SourceTable,direction,frame,slot,cell_id,ue_id,rnti,timestamp_sim_ms,runtime_row_index,runtime_evidence,runtime_evidence_source,output_family_materialization,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,symbol,site_id,sector_id,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
"DL","CSI-RS",12,7,7,7,0.003,2,0,4,4,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-109.347176715033,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,2,4,4,3,11,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,2,0,6,6,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-121.83722647138,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,2,6,6,3,12,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,2,0,10,10,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-100.799904883668,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,2,10,10,3,13,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,2,0,29,29,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-110.231005074194,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,2,29,29,3,14,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,2,0,35,35,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-114.044748670204,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,2,35,35,3,15,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,2,0,41,41,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-105.712866925115,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,2,41,41,3,16,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,2,0,45,45,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-118.956715132779,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,2,45,45,3,17,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,2,0,50,50,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-100.171680753505,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,2,50,50,3,18,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,2,2,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-104.608858063217,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,2,2,3,19,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,12,12,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-79.165485125995,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,12,12,3,20,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,13,13,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-99.8990655665004,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,13,13,3,21,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,15,15,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-102.325232099716,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,15,15,3,22,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
