ExperimentID,FamilyID,PairID,Variant,Seed,TrialID,Factor,FactorValue,Wave,DependencyState,Stage,Success,ErrorType,Latency_ms,Energy_mJ,Runtime_ms,PeakMemory_MB,Status
F48-P05-T,F48,F48-P05,treatment,131,trial-F48-P05-T,PRACHSignalPresent,false,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.528,3689.0234375,PASS
F48-P06-B,F48,F48-P06,baseline,197,trial-F48-P06-B,PRACHSignalPresent,true,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,86.5622,3689.0234375,PASS
F48-P06-T,F48,F48-P06,treatment,197,trial-F48-P06-T,PRACHSignalPresent,false,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,84.1487,3689.0234375,PASS
F49-P01-B,F49,F49-P01,baseline,11,trial-F49-P01-B,Msg3HARQEnabled,false,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,55.158,3689.0234375,PASS
F49-P01-T,F49,F49-P01,treatment,11,trial-F49-P01-T,Msg3HARQEnabled,true,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.529,3689.0234375,PASS
F49-P02-B,F49,F49-P02,baseline,23,trial-F49-P02-B,Msg3HARQEnabled,false,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.3111,3689.0234375,PASS
F49-P02-T,F49,F49-P02,treatment,23,trial-F49-P02-T,Msg3HARQEnabled,true,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.3632,3689.0234375,PASS
F49-P03-B,F49,F49-P03,baseline,47,trial-F49-P03-B,Msg3HARQEnabled,false,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.4641,3689.0234375,PASS
F49-P03-T,F49,F49-P03,treatment,47,trial-F49-P03-T,Msg3HARQEnabled,true,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.6056,3689.0234375,PASS
F49-P04-B,F49,F49-P04,baseline,89,trial-F49-P04-B,Msg3HARQEnabled,false,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.059,3689.0234375,PASS
F49-P04-T,F49,F49-P04,treatment,89,trial-F49-P04-T,Msg3HARQEnabled,true,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,65.827,3689.0234375,PASS
F49-P05-B,F49,F49-P05,baseline,131,trial-F49-P05-B,Msg3HARQEnabled,false,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,56.0665,3689.0234375,PASS
F49-P05-T,F49,F49-P05,treatment,131,trial-F49-P05-T,Msg3HARQEnabled,true,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.4601,3689.0234375,PASS
F49-P06-B,F49,F49-P06,baseline,197,trial-F49-P06-B,Msg3HARQEnabled,false,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.425,3689.0234375,PASS
F49-P06-T,F49,F49-P06,treatment,197,trial-F49-P06-T,Msg3HARQEnabled,true,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.455,3689.0234375,PASS
F50-P01-B,F50,F50-P01,baseline,11,trial-F50-P01-B,RRCSetupRequestBits,56,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.6306,3689.0234375,PASS
F50-P01-T,F50,F50-P01,treatment,11,trial-F50-P01-T,RRCSetupRequestBits,80,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,55.4956,3689.0234375,PASS
F50-P02-B,F50,F50-P02,baseline,23,trial-F50-P02-B,RRCSetupRequestBits,56,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.6027,3689.0234375,PASS
F50-P02-T,F50,F50-P02,treatment,23,trial-F50-P02-T,RRCSetupRequestBits,120,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.2628,3689.0234375,PASS
F50-P03-B,F50,F50-P03,baseline,47,trial-F50-P03-B,RRCSetupRequestBits,56,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,57.2031,3689.0234375,PASS
F50-P03-T,F50,F50-P03,treatment,47,trial-F50-P03-T,RRCSetupRequestBits,200,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,61.3516,3689.0234375,PASS
F50-P04-B,F50,F50-P04,baseline,89,trial-F50-P04-B,RRCSetupRequestBits,56,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,55.4864,3689.0234375,PASS
F50-P04-T,F50,F50-P04,treatment,89,trial-F50-P04-T,RRCSetupRequestBits,80,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,55.2258,3689.0234375,PASS
F50-P05-B,F50,F50-P05,baseline,131,trial-F50-P05-B,RRCSetupRequestBits,56,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,55.6264,3689.0234375,PASS
F50-P05-T,F50,F50-P05,treatment,131,trial-F50-P05-T,RRCSetupRequestBits,120,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.2115,3689.0234375,PASS
F50-P06-B,F50,F50-P06,baseline,197,trial-F50-P06-B,RRCSetupRequestBits,56,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.324,3689.0234375,PASS
F50-P06-T,F50,F50-P06,treatment,197,trial-F50-P06-T,RRCSetupRequestBits,200,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.2071,3689.0234375,PASS
F51-P01-B,F51,F51-P01,baseline,11,trial-F51-P01-B,RRCSetupBits,256,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.9404,3689.0234375,PASS
F51-P01-T,F51,F51-P01,treatment,11,trial-F51-P01-T,RRCSetupBits,512,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.1863,3689.0234375,PASS
F51-P02-B,F51,F51-P02,baseline,23,trial-F51-P02-B,RRCSetupBits,256,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.4797,3689.0234375,PASS
F51-P02-T,F51,F51-P02,treatment,23,trial-F51-P02-T,RRCSetupBits,1024,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.2168,3689.0234375,PASS
F51-P03-B,F51,F51-P03,baseline,47,trial-F51-P03-B,RRCSetupBits,256,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.9975,3689.0234375,PASS
F51-P03-T,F51,F51-P03,treatment,47,trial-F51-P03-T,RRCSetupBits,2048,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.2845,3689.0234375,PASS
F51-P04-B,F51,F51-P04,baseline,89,trial-F51-P04-B,RRCSetupBits,256,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.2279,3689.0234375,PASS
F51-P04-T,F51,F51-P04,treatment,89,trial-F51-P04-T,RRCSetupBits,512,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.4275,3689.0234375,PASS
F51-P05-B,F51,F51-P05,baseline,131,trial-F51-P05-B,RRCSetupBits,256,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.1197,3689.0234375,PASS
F51-P05-T,F51,F51-P05,treatment,131,trial-F51-P05-T,RRCSetupBits,1024,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.5591,3689.0234375,PASS
F51-P06-B,F51,F51-P06,baseline,197,trial-F51-P06-B,RRCSetupBits,256,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.7781,3689.0234375,PASS
F51-P06-T,F51,F51-P06,treatment,197,trial-F51-P06-T,RRCSetupBits,2048,B,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,53.9696,3689.0234375,PASS
F52-P01-B,F52,F52-P01,baseline,11,trial-F52-P01-B,TransactionMutation,none,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,54.3758,3689.0234375,PASS
F52-P01-T,F52,F52-P01,treatment,11,trial-F52-P01-T,TransactionMutation,wrong_transaction,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,104.1569,3689.0234375,PASS
F52-P02-B,F52,F52-P02,baseline,23,trial-F52-P02-B,TransactionMutation,none,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,76.2608,3689.0234375,PASS
F52-P02-T,F52,F52-P02,treatment,23,trial-F52-P02-T,TransactionMutation,wrong_identity,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,70.6252,3689.0234375,PASS
F52-P03-B,F52,F52-P03,baseline,47,trial-F52-P03-B,TransactionMutation,none,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,65.8593,3689.0234375,PASS
F52-P03-T,F52,F52-P03,treatment,47,trial-F52-P03-T,TransactionMutation,wrong_transaction,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,64.057,3689.0234375,PASS
F52-P04-B,F52,F52-P04,baseline,89,trial-F52-P04-B,TransactionMutation,none,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,63.7278,3689.0234375,PASS
F52-P04-T,F52,F52-P04,treatment,89,trial-F52-P04-T,TransactionMutation,wrong_identity,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,66.1279,3689.0234375,PASS
F52-P05-B,F52,F52-P05,baseline,131,trial-F52-P05-B,TransactionMutation,none,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,63.1919,3689.0234375,PASS
F52-P05-T,F52,F52-P05,treatment,131,trial-F52-P05-T,TransactionMutation,wrong_transaction,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,64.9061,3689.0234375,PASS
F52-P06-B,F52,F52-P06,baseline,197,trial-F52-P06-B,TransactionMutation,none,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,62.023,3689.0234375,PASS
F52-P06-T,F52,F52-P06,treatment,197,trial-F52-P06-T,TransactionMutation,wrong_identity,A,implemented_production_component,RRC,0,MATLAB:nonExistentField,0,0,62.7557,3689.0234375,PASS
F53-P01-B,F53,F53-P01,baseline,11,trial-F53-P01-B,CommonSNR_dB,-4,B,implemented_production_component,E2E,1,,6,0,465.1889,3689.0234375,PASS
F53-P01-T,F53,F53-P01,treatment,11,trial-F53-P01-T,CommonSNR_dB,-2,B,implemented_production_component,E2E,1,,6,0,364.3472,3689.0234375,PASS
F53-P02-B,F53,F53-P02,baseline,23,trial-F53-P02-B,CommonSNR_dB,-4,B,implemented_production_component,E2E,1,,6,0,213.0825,3689.0234375,PASS
F53-P02-T,F53,F53-P02,treatment,23,trial-F53-P02-T,CommonSNR_dB,0,B,implemented_production_component,E2E,1,,6,0,196.2925,3689.0234375,PASS
F53-P03-B,F53,F53-P03,baseline,47,trial-F53-P03-B,CommonSNR_dB,-4,B,implemented_production_component,E2E,1,,6,0,198.8023,3689.0234375,PASS
F53-P03-T,F53,F53-P03,treatment,47,trial-F53-P03-T,CommonSNR_dB,2,B,implemented_production_component,E2E,1,,6,0,174.7831,3689.0234375,PASS
F53-P04-B,F53,F53-P04,baseline,89,trial-F53-P04-B,CommonSNR_dB,-4,B,implemented_production_component,E2E,1,,6,0,171.3611,3689.0234375,PASS
F53-P04-T,F53,F53-P04,treatment,89,trial-F53-P04-T,CommonSNR_dB,4,B,implemented_production_component,E2E,1,,6,0,182.1689,3689.0234375,PASS
F53-P05-B,F53,F53-P05,baseline,131,trial-F53-P05-B,CommonSNR_dB,-4,B,implemented_production_component,E2E,1,,6,0,176.9926,3689.0234375,PASS
F53-P05-T,F53,F53-P05,treatment,131,trial-F53-P05-T,CommonSNR_dB,8,B,implemented_production_component,E2E,1,,6,0,196.2748,3689.0234375,PASS
F53-P06-B,F53,F53-P06,baseline,197,trial-F53-P06-B,CommonSNR_dB,-4,B,implemented_production_component,E2E,1,,6,0,264.9815,3689.9921875,PASS
F53-P06-T,F53,F53-P06,treatment,197,trial-F53-P06-T,CommonSNR_dB,15,B,implemented_production_component,E2E,1,,6,0,239.887,3689.9921875,PASS
F54-P01-B,F54,F54-P01,baseline,11,trial-F54-P01-B,Speed_kmh,0,C,implemented_production_component,E2E,1,,6,0,213.2058,3689.9921875,PASS
F54-P01-T,F54,F54-P01,treatment,11,trial-F54-P01-T,Speed_kmh,30,C,implemented_production_component,E2E,1,,6,0,223.7373,3689.9921875,PASS
F54-P02-B,F54,F54-P02,baseline,23,trial-F54-P02-B,Speed_kmh,0,C,implemented_production_component,E2E,1,,6,0,207.7941,3689.9921875,PASS
F54-P02-T,F54,F54-P02,treatment,23,trial-F54-P02-T,Speed_kmh,120,C,implemented_production_component,E2E,1,,6,0,202.6494,3689.95703125,PASS
F54-P03-B,F54,F54-P03,baseline,47,trial-F54-P03-B,Speed_kmh,0,C,implemented_production_component,E2E,1,,6,0,187.4746,3689.95703125,PASS
F54-P03-T,F54,F54-P03,treatment,47,trial-F54-P03-T,Speed_kmh,250,C,implemented_production_component,E2E,1,,6,0,203.9014,3689.9921875,PASS
F54-P04-B,F54,F54-P04,baseline,89,trial-F54-P04-B,Speed_kmh,0,C,implemented_production_component,E2E,1,,6,0,193.034,3689.9921875,PASS
F54-P04-T,F54,F54-P04,treatment,89,trial-F54-P04-T,Speed_kmh,500,C,implemented_production_component,E2E,1,,6,0,188.5404,3689.9921875,PASS
F54-P05-B,F54,F54-P05,baseline,131,trial-F54-P05-B,Speed_kmh,0,C,implemented_production_component,E2E,1,,6,0,199.7429,3689.9921875,PASS
F54-P05-T,F54,F54-P05,treatment,131,trial-F54-P05-T,Speed_kmh,30,C,implemented_production_component,E2E,1,,6,0,240.6476,3689.9921875,PASS
F54-P06-B,F54,F54-P06,baseline,197,trial-F54-P06-B,Speed_kmh,0,C,implemented_production_component,E2E,1,,6,0,195.3417,3689.9921875,PASS
F54-P06-T,F54,F54-P06,treatment,197,trial-F54-P06-T,Speed_kmh,120,C,implemented_production_component,E2E,1,,6,0,198.9824,3689.9921875,PASS
F55-P01-B,F55,F55-P01,baseline,11,trial-F55-P01-B,InterfererPowerOffset_dB,-20,C,implemented_production_component,E2E,1,,6,0,191.2851,3689.9921875,PASS
F55-P01-T,F55,F55-P01,treatment,11,trial-F55-P01-T,InterfererPowerOffset_dB,-10,C,implemented_production_component,E2E,1,,6,0,183.2147,3689.9921875,PASS
F55-P02-B,F55,F55-P02,baseline,23,trial-F55-P02-B,InterfererPowerOffset_dB,-20,C,implemented_production_component,E2E,1,,6,0,220.9452,3686.89453125,PASS
F55-P02-T,F55,F55-P02,treatment,23,trial-F55-P02-T,InterfererPowerOffset_dB,-5,C,implemented_production_component,E2E,1,,6,0,189.6676,3686.89453125,PASS
F55-P03-B,F55,F55-P03,baseline,47,trial-F55-P03-B,InterfererPowerOffset_dB,-20,C,implemented_production_component,E2E,1,,6,0,203.4532,3686.89453125,PASS
F55-P03-T,F55,F55-P03,treatment,47,trial-F55-P03-T,InterfererPowerOffset_dB,0,C,implemented_production_component,E2E,1,,6,0,216.7737,3686.89453125,PASS
F55-P04-B,F55,F55-P04,baseline,89,trial-F55-P04-B,InterfererPowerOffset_dB,-20,C,implemented_production_component,E2E,1,,6,0,218.1863,3686.89453125,PASS
F55-P04-T,F55,F55-P04,treatment,89,trial-F55-P04-T,InterfererPowerOffset_dB,5,C,implemented_production_component,E2E,1,,6,0,193.8647,3686.89453125,PASS
F55-P05-B,F55,F55-P05,baseline,131,trial-F55-P05-B,InterfererPowerOffset_dB,-20,C,implemented_production_component,E2E,1,,6,0,185.189,3686.8984375,PASS
F55-P05-T,F55,F55-P05,treatment,131,trial-F55-P05-T,InterfererPowerOffset_dB,-10,C,implemented_production_component,E2E,1,,6,0,195.211,3686.8984375,PASS
F55-P06-B,F55,F55-P06,baseline,197,trial-F55-P06-B,InterfererPowerOffset_dB,-20,C,implemented_production_component,E2E,1,,6,0,190.113,3686.8984375,PASS
F55-P06-T,F55,F55-P06,treatment,197,trial-F55-P06-T,InterfererPowerOffset_dB,-5,C,implemented_production_component,E2E,1,,6,0,212.9739,3686.8984375,PASS
F56-P01-B,F56,F56-P01,baseline,11,trial-F56-P01-B,ScenarioScale,1beam_1ue,A,implemented_production_component,SOFTWARE,1,,0,0,65.6688,3686.8984375,PASS
F56-P01-T,F56,F56-P01,treatment,11,trial-F56-P01-T,ScenarioScale,8beam_64ue,A,implemented_production_component,SOFTWARE,1,,0,0,74.943,3686.8984375,PASS
F56-P02-B,F56,F56-P02,baseline,23,trial-F56-P02-B,ScenarioScale,1beam_1ue,A,implemented_production_component,SOFTWARE,1,,0,0,67.2283,3686.8984375,PASS
F56-P02-T,F56,F56-P02,treatment,23,trial-F56-P02-T,ScenarioScale,8beam_64ue,A,implemented_production_component,SOFTWARE,1,,0,0,69.5512,3686.8984375,PASS
F56-P03-B,F56,F56-P03,baseline,47,trial-F56-P03-B,ScenarioScale,1beam_1ue,A,implemented_production_component,SOFTWARE,1,,0,0,70.2412,3686.8984375,PASS
F56-P03-T,F56,F56-P03,treatment,47,trial-F56-P03-T,ScenarioScale,8beam_64ue,A,implemented_production_component,SOFTWARE,1,,0,0,63.8054,3686.8984375,PASS
F56-P04-B,F56,F56-P04,baseline,89,trial-F56-P04-B,ScenarioScale,1beam_1ue,A,implemented_production_component,SOFTWARE,1,,0,0,61.7103,3686.8984375,PASS
F56-P04-T,F56,F56-P04,treatment,89,trial-F56-P04-T,ScenarioScale,8beam_64ue,A,implemented_production_component,SOFTWARE,1,,0,0,64.298,3686.8984375,PASS
F56-P05-B,F56,F56-P05,baseline,131,trial-F56-P05-B,ScenarioScale,1beam_1ue,A,implemented_production_component,SOFTWARE,1,,0,0,66.6605,3686.8984375,PASS
F56-P05-T,F56,F56-P05,treatment,131,trial-F56-P05-T,ScenarioScale,8beam_64ue,A,implemented_production_component,SOFTWARE,1,,0,0,64.1385,3686.8984375,PASS
F56-P06-B,F56,F56-P06,baseline,197,trial-F56-P06-B,ScenarioScale,1beam_1ue,A,implemented_production_component,SOFTWARE,1,,0,0,59.5048,3686.8984375,PASS
F56-P06-T,F56,F56-P06,treatment,197,trial-F56-P06-T,ScenarioScale,8beam_64ue,A,implemented_production_component,SOFTWARE,1,,0,0,60.26,3686.8984375,PASS
F57-P01-B,F57,F57-P01,baseline,11,trial-F57-P01-B,ExecutionMode,serial,A,implemented_production_component,SOFTWARE,1,,0,0,61.1905,3686.8984375,PASS
F57-P01-T,F57,F57-P01,treatment,11,trial-F57-P01-T,ExecutionMode,parallel,A,implemented_production_component,SOFTWARE,1,,0,0,61.8651,3686.8984375,PASS
F57-P02-B,F57,F57-P02,baseline,23,trial-F57-P02-B,ExecutionMode,serial,A,implemented_production_component,SOFTWARE,1,,0,0,73.5795,3686.8984375,PASS
F57-P02-T,F57,F57-P02,treatment,23,trial-F57-P02-T,ExecutionMode,parallel,A,implemented_production_component,SOFTWARE,1,,0,0,63.0708,3686.8984375,PASS
F57-P03-B,F57,F57-P03,baseline,47,trial-F57-P03-B,ExecutionMode,serial,A,implemented_production_component,SOFTWARE,1,,0,0,66.5382,3686.8984375,PASS
F57-P03-T,F57,F57-P03,treatment,47,trial-F57-P03-T,ExecutionMode,parallel,A,implemented_production_component,SOFTWARE,1,,0,0,66.5723,3686.8984375,PASS
F57-P04-B,F57,F57-P04,baseline,89,trial-F57-P04-B,ExecutionMode,serial,A,implemented_production_component,SOFTWARE,1,,0,0,68.4924,3686.8984375,PASS
F57-P04-T,F57,F57-P04,treatment,89,trial-F57-P04-T,ExecutionMode,parallel,A,implemented_production_component,SOFTWARE,1,,0,0,63.9816,3686.8984375,PASS
F57-P05-B,F57,F57-P05,baseline,131,trial-F57-P05-B,ExecutionMode,serial,A,implemented_production_component,SOFTWARE,1,,0,0,60.9656,3686.8984375,PASS
F57-P05-T,F57,F57-P05,treatment,131,trial-F57-P05-T,ExecutionMode,parallel,A,implemented_production_component,SOFTWARE,1,,0,0,57.9132,3686.8984375,PASS
F57-P06-B,F57,F57-P06,baseline,197,trial-F57-P06-B,ExecutionMode,serial,A,implemented_production_component,SOFTWARE,1,,0,0,55.8632,3686.8984375,PASS
F57-P06-T,F57,F57-P06,treatment,197,trial-F57-P06-T,ExecutionMode,parallel,A,implemented_production_component,SOFTWARE,1,,0,0,54.2105,3686.8984375,PASS
F58-P01-B,F58,F58-P01,baseline,11,trial-F58-P01-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,58.4211,3686.8984375,PASS
F58-P01-T,F58,F58-P01,treatment,11,trial-F58-P01-T,RequestedProcedure,two_step,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedTwoStepRA,0,0,58.8133,3686.8984375,PASS
F58-P02-B,F58,F58-P02,baseline,23,trial-F58-P02-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,55.3185,3686.8984375,PASS
F58-P02-T,F58,F58-P02,treatment,23,trial-F58-P02-T,RequestedProcedure,two_step,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedTwoStepRA,0,0,55.0398,3686.8984375,PASS
F58-P03-B,F58,F58-P03,baseline,47,trial-F58-P03-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,56.3119,3686.8984375,PASS
F58-P03-T,F58,F58-P03,treatment,47,trial-F58-P03-T,RequestedProcedure,two_step,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedTwoStepRA,0,0,55.1888,3686.8984375,PASS
F58-P04-B,F58,F58-P04,baseline,89,trial-F58-P04-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,54.719,3686.8984375,PASS
F58-P04-T,F58,F58-P04,treatment,89,trial-F58-P04-T,RequestedProcedure,two_step,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedTwoStepRA,0,0,53.6648,3686.8984375,PASS
F58-P05-B,F58,F58-P05,baseline,131,trial-F58-P05-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,54.302,3686.8984375,PASS
F58-P05-T,F58,F58-P05,treatment,131,trial-F58-P05-T,RequestedProcedure,two_step,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedTwoStepRA,0,0,63.5103,3686.8984375,PASS
F58-P06-B,F58,F58-P06,baseline,197,trial-F58-P06-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,55.6012,3686.8984375,PASS
F58-P06-T,F58,F58-P06,treatment,197,trial-F58-P06-T,RequestedProcedure,two_step,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedTwoStepRA,0,0,53.926,3686.8984375,PASS
F59-P01-B,F59,F59-P01,baseline,11,trial-F59-P01-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,53.9173,3686.8984375,PASS
F59-P01-T,F59,F59-P01,treatment,11,trial-F59-P01-T,RequestedProcedure,cfra,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedCFRA,0,0,55.4023,3686.8984375,PASS
F59-P02-B,F59,F59-P02,baseline,23,trial-F59-P02-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,54.6584,3686.8984375,PASS
F59-P02-T,F59,F59-P02,treatment,23,trial-F59-P02-T,RequestedProcedure,bfr,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedBFR,0,0,54.1473,3686.8984375,PASS
F59-P03-B,F59,F59-P03,baseline,47,trial-F59-P03-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,53.6941,3686.8984375,PASS
F59-P03-T,F59,F59-P03,treatment,47,trial-F59-P03-T,RequestedProcedure,sul,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedSUL,0,0,54.252,3686.8984375,PASS
F59-P04-B,F59,F59-P04,baseline,89,trial-F59-P04-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,53.2698,3686.8984375,PASS
F59-P04-T,F59,F59-P04,treatment,89,trial-F59-P04-T,RequestedProcedure,cfra,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedCFRA,0,0,54.1837,3686.8984375,PASS
F59-P05-B,F59,F59-P05,baseline,131,trial-F59-P05-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,53.3486,3686.8984375,PASS
F59-P05-T,F59,F59-P05,treatment,131,trial-F59-P05-T,RequestedProcedure,bfr,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedBFR,0,0,53.5757,3686.8984375,PASS
F59-P06-B,F59,F59-P06,baseline,197,trial-F59-P06-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,53.8037,3686.8984375,PASS
F59-P06-T,F59,F59-P06,treatment,197,trial-F59-P06-T,RequestedProcedure,sul,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedSUL,0,0,53.5966,3686.86328125,PASS
F60-P01-B,F60,F60-P01,baseline,11,trial-F60-P01-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,54.5292,3686.86328125,PASS
F60-P01-T,F60,F60-P01,treatment,11,trial-F60-P01-T,RequestedProcedure,ntn,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedNTNAccess,0,0,54.1547,3686.86328125,PASS
F60-P02-B,F60,F60-P02,baseline,23,trial-F60-P02-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,53.4961,3686.86328125,PASS
F60-P02-T,F60,F60-P02,treatment,23,trial-F60-P02-T,RequestedProcedure,redcap,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedRedCapAccess,0,0,53.7638,3686.86328125,PASS
F60-P03-B,F60,F60-P03,baseline,47,trial-F60-P03-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,54.1194,3686.86328125,PASS
F60-P03-T,F60,F60-P03,treatment,47,trial-F60-P03-T,RequestedProcedure,eredcap,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedRedCapAccess,0,0,59.7719,3686.86328125,PASS
F60-P04-B,F60,F60-P04,baseline,89,trial-F60-P04-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,53.9958,3686.86328125,PASS
F60-P04-T,F60,F60-P04,treatment,89,trial-F60-P04-T,RequestedProcedure,ntn,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedNTNAccess,0,0,54.903,3686.86328125,PASS
F60-P05-B,F60,F60-P05,baseline,131,trial-F60-P05-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,55.7595,3686.86328125,PASS
F60-P05-T,F60,F60-P05,treatment,131,trial-F60-P05-T,RequestedProcedure,redcap,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedRedCapAccess,0,0,55.3195,3686.86328125,PASS
F60-P06-B,F60,F60-P06,baseline,197,trial-F60-P06-B,RequestedProcedure,four_step,C,implemented_production_component,CAPABILITY_GATE,1,,0,0,54.0991,3686.86328125,PASS
F60-P06-T,F60,F60-P06,treatment,197,trial-F60-P06-T,RequestedProcedure,eredcap,C,implemented_production_component,CAPABILITY_GATE,1,sixgr:phy:ia:UnsupportedRedCapAccess,0,0,53.8092,3686.86328125,PASS
