FamilyID,ExperimentID,Variant,CORESET0Index,SearchSpace0Index,AggregationLevel,SIB1MCS,SIB1PayloadBits,PDCCHDetectionProbability,SIB1BLER,Latency_ms,OverheadRE,Status
F06,F06-P05-T,treatment,0,0,4,0,256,1,0,13.003072109435,960,PASS
F06,F06-P06-B,baseline,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F06,F06-P06-T,treatment,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F07,F07-P01-B,baseline,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F07,F07-P01-T,treatment,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F07,F07-P02-B,baseline,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F07,F07-P02-T,treatment,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F07,F07-P03-B,baseline,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F07,F07-P03-T,treatment,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F07,F07-P04-B,baseline,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F07,F07-P04-T,treatment,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F07,F07-P05-B,baseline,0,0,4,0,256,1,0,13.003072109435,960,PASS
F07,F07-P05-T,treatment,0,0,4,0,256,1,0,13.003072109435,960,PASS
F07,F07-P06-B,baseline,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F07,F07-P06-T,treatment,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F08,F08-P01-B,baseline,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F08,F08-P01-T,treatment,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F08,F08-P02-B,baseline,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F08,F08-P02-T,treatment,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F08,F08-P03-B,baseline,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F08,F08-P03-T,treatment,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F08,F08-P04-B,baseline,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F08,F08-P04-T,treatment,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F08,F08-P05-B,baseline,0,0,4,0,256,1,0,13.003072109435,960,PASS
F08,F08-P05-T,treatment,0,0,4,0,256,1,0,13.003072109435,960,PASS
F08,F08-P06-B,baseline,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F08,F08-P06-T,treatment,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F09,F09-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F09,F09-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F10,F10-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F10,F10-P01-T,treatment,0,0,4,0,256,1,0,20,0,PASS
F10,F10-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F10,F10-P02-T,treatment,0,0,4,0,256,1,0,20,0,PASS
F10,F10-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F10,F10-P03-T,treatment,0,0,4,0,256,1,0,20,0,PASS
F10,F10-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F10,F10-P04-T,treatment,0,0,4,0,256,1,0,20,0,PASS
F10,F10-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F10,F10-P05-T,treatment,0,0,4,0,256,1,0,20,0,PASS
F10,F10-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F10,F10-P06-T,treatment,0,0,4,0,256,1,0,20,0,PASS
F11,F11-P01-B,baseline,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F11,F11-P01-T,treatment,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F11,F11-P02-B,baseline,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F11,F11-P02-T,treatment,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F11,F11-P03-B,baseline,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F11,F11-P03-T,treatment,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F11,F11-P04-B,baseline,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F11,F11-P04-T,treatment,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F11,F11-P05-B,baseline,0,0,4,0,256,1,0,13.003072109435,960,PASS
F11,F11-P05-T,treatment,0,0,4,0,256,1,0,13.003072109435,960,PASS
F11,F11-P06-B,baseline,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F11,F11-P06-T,treatment,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F12,F12-P01-B,baseline,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F12,F12-P01-T,treatment,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F12,F12-P02-B,baseline,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F12,F12-P02-T,treatment,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F12,F12-P03-B,baseline,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F12,F12-P03-T,treatment,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F12,F12-P04-B,baseline,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F12,F12-P04-T,treatment,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F12,F12-P05-B,baseline,0,0,4,0,256,1,0,13.003072109435,960,PASS
F12,F12-P05-T,treatment,0,0,4,0,256,1,0,13.003072109435,960,PASS
F12,F12-P06-B,baseline,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F12,F12-P06-T,treatment,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F13,F13-P01-B,baseline,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F13,F13-P01-T,treatment,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F13,F13-P02-B,baseline,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F13,F13-P02-T,treatment,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F13,F13-P03-B,baseline,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F13,F13-P03-T,treatment,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F13,F13-P04-B,baseline,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F13,F13-P04-T,treatment,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F13,F13-P05-B,baseline,0,0,4,0,256,1,0,13.003072109435,960,PASS
F13,F13-P05-T,treatment,0,0,4,0,256,1,0,13.003072109435,960,PASS
F13,F13-P06-B,baseline,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F13,F13-P06-T,treatment,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F14,F14-P01-B,baseline,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F14,F14-P01-T,treatment,0,0,4,0,256,1,0,3.60539377753538,960,PASS
F14,F14-P02-B,baseline,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F14,F14-P02-T,treatment,0,0,4,0,256,1,0,10.3459576769318,960,PASS
F14,F14-P03-B,baseline,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F14,F14-P03-T,treatment,0,0,4,0,256,1,0,2.26976943787299,960,PASS
F14,F14-P04-B,baseline,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F14,F14-P04-T,treatment,0,0,4,0,256,1,0,9.99388640937668,960,PASS
F14,F14-P05-B,baseline,0,0,4,0,256,1,0,13.003072109435,960,PASS
F14,F14-P05-T,treatment,0,0,4,0,256,1,0,13.003072109435,960,PASS
F14,F14-P06-B,baseline,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F14,F14-P06-T,treatment,0,0,4,0,256,1,0,17.3581350834687,960,PASS
F15,F15-P01-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F15,F15-P01-T,treatment,1,0,4,0,256,1,0,149,288,PASS
F15,F15-P02-B,baseline,0,0,4,0,256,1,0,157,288,PASS
F15,F15-P02-T,treatment,2,0,4,0,256,1,0,157,312,PASS
F15,F15-P03-B,baseline,0,0,4,0,256,1,0,153,288,PASS
F15,F15-P03-T,treatment,4,0,4,0,256,1,0,153,288,PASS
F15,F15-P04-B,baseline,0,0,4,0,256,1,0,151,288,PASS
F15,F15-P04-T,treatment,8,0,4,0,256,1,0,151,384,PASS
F15,F15-P05-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F15,F15-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F15,F15-P06-B,baseline,0,0,4,0,256,1,0,143,288,PASS
F15,F15-P06-T,treatment,1,0,4,0,256,1,0,143,288,PASS
F16,F16-P01-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F16,F16-P01-T,treatment,0,1,4,0,256,1,0,149,288,PASS
F16,F16-P02-B,baseline,0,0,4,0,256,1,0,157,288,PASS
F16,F16-P02-T,treatment,0,2,4,0,256,1,0,157,288,PASS
F16,F16-P03-B,baseline,0,0,4,0,256,1,0,153,288,PASS
F16,F16-P03-T,treatment,0,4,4,0,256,1,0,153,288,PASS
F16,F16-P04-B,baseline,0,0,4,0,256,1,0,151,288,PASS
F16,F16-P04-T,treatment,0,8,4,0,256,1,0,151,288,PASS
F16,F16-P05-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F16,F16-P05-T,treatment,0,12,4,0,256,1,0,149,288,PASS
F16,F16-P06-B,baseline,0,0,4,0,256,1,0,143,288,PASS
F16,F16-P06-T,treatment,0,1,4,0,256,1,0,143,288,PASS
F17,F17-P01-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F17,F17-P01-T,treatment,0,0,1,0,256,1,0,149,288,PASS
F17,F17-P02-B,baseline,0,0,4,0,256,1,0,157,288,PASS
F17,F17-P02-T,treatment,0,0,2,0,256,1,0,157,288,PASS
F17,F17-P03-B,baseline,0,0,4,0,256,1,0,153,288,PASS
F17,F17-P03-T,treatment,0,0,8,0,256,1,0,153,288,PASS
F17,F17-P04-B,baseline,0,0,4,0,256,1,0,151,288,PASS
F17,F17-P04-T,treatment,0,0,16,0,256,1,0,151,288,PASS
F17,F17-P05-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F17,F17-P05-T,treatment,0,0,1,0,256,1,0,149,288,PASS
F17,F17-P06-B,baseline,0,0,4,0,256,1,0,143,288,PASS
F17,F17-P06-T,treatment,0,0,2,0,256,1,0,143,288,PASS
F18,F18-P01-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F18,F18-P01-T,treatment,0,0,4,2,256,1,0,149,288,PASS
F18,F18-P02-B,baseline,0,0,4,0,256,1,0,157,288,PASS
F18,F18-P02-T,treatment,0,0,4,4,256,1,0,157,288,PASS
F18,F18-P03-B,baseline,0,0,4,0,256,1,0,153,288,PASS
F18,F18-P03-T,treatment,0,0,4,6,256,1,0,153,288,PASS
F18,F18-P04-B,baseline,0,0,4,0,256,1,0,151,288,PASS
F18,F18-P04-T,treatment,0,0,4,9,256,1,0,151,288,PASS
F18,F18-P05-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F18,F18-P05-T,treatment,0,0,4,2,256,1,0,149,288,PASS
F18,F18-P06-B,baseline,0,0,4,0,256,1,0,143,288,PASS
F18,F18-P06-T,treatment,0,0,4,4,256,1,0,143,288,PASS
F19,F19-P01-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F19,F19-P01-T,treatment,0,0,4,0,512,1,0,149,408,PASS
F19,F19-P02-B,baseline,0,0,4,0,256,1,0,157,288,PASS
F19,F19-P02-T,treatment,0,0,4,0,1024,1,0,157,648,PASS
F19,F19-P03-B,baseline,0,0,4,0,256,1,0,153,288,PASS
F19,F19-P03-T,treatment,0,0,4,0,2048,1,0,153,1128,PASS
F19,F19-P04-B,baseline,0,0,4,0,256,1,0,151,288,PASS
F19,F19-P04-T,treatment,0,0,4,0,4096,1,0,151,2208,PASS
F19,F19-P05-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F19,F19-P05-T,treatment,0,0,4,0,512,1,0,149,408,PASS
F19,F19-P06-B,baseline,0,0,4,0,256,1,0,143,288,PASS
F19,F19-P06-T,treatment,0,0,4,0,1024,1,0,143,648,PASS
F20,F20-P01-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F20,F20-P01-T,treatment,0,0,4,0,256,0,1,149,288,PASS
F20,F20-P02-B,baseline,0,0,4,0,256,1,0,157,288,PASS
F20,F20-P02-T,treatment,0,0,4,0,256,0,1,157,288,PASS
F20,F20-P03-B,baseline,0,0,4,0,256,1,0,153,288,PASS
F20,F20-P03-T,treatment,0,0,4,0,256,0,1,153,288,PASS
F20,F20-P04-B,baseline,0,0,4,0,256,1,0,151,288,PASS
F20,F20-P04-T,treatment,0,0,4,0,256,0,1,151,288,PASS
F20,F20-P05-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F20,F20-P05-T,treatment,0,0,4,0,256,0,1,149,288,PASS
F20,F20-P06-B,baseline,0,0,4,0,256,1,0,143,288,PASS
F20,F20-P06-T,treatment,0,0,4,0,256,0,1,143,288,PASS
F21,F21-P01-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F21,F21-P01-T,treatment,0,0,4,0,256,1,0,9,288,PASS
F21,F21-P02-B,baseline,0,0,4,0,256,1,0,157,288,PASS
F21,F21-P02-T,treatment,0,0,4,0,256,1,0,37,288,PASS
F21,F21-P03-B,baseline,0,0,4,0,256,1,0,153,288,PASS
F21,F21-P03-T,treatment,0,0,4,0,256,1,0,73,288,PASS
F21,F21-P04-B,baseline,0,0,4,0,256,1,0,151,288,PASS
F21,F21-P04-T,treatment,0,0,4,0,256,1,0,11,288,PASS
F21,F21-P05-B,baseline,0,0,4,0,256,1,0,149,288,PASS
F21,F21-P05-T,treatment,0,0,4,0,256,1,0,29,288,PASS
F21,F21-P06-B,baseline,0,0,4,0,256,1,0,143,288,PASS
F21,F21-P06-T,treatment,0,0,4,0,256,1,0,63,288,PASS
F22,F22-P01-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F22,F22-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F22,F22-P02-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F22,F22-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F22,F22-P03-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F22,F22-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F22,F22-P04-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F22,F22-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F22,F22-P05-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F22,F22-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F22,F22-P06-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F22,F22-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P01-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F23,F23-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P02-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F23,F23-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P03-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F23,F23-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F23,F23-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F24,F24-P01-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F24,F24-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F24,F24-P02-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F24,F24-P02-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F24,F24-P03-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F24,F24-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F24,F24-P04-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F24,F24-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F24,F24-P05-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F24,F24-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F24,F24-P06-B,baseline,0,0,4,0,256,1,0,10,0,PASS
F24,F24-P06-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F25,F25-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F25,F25-P01-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F25,F25-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F25,F25-P02-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F25,F25-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F25,F25-P03-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F25,F25-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F25,F25-P04-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F25,F25-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F25,F25-P05-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F25,F25-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F25,F25-P06-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F26,F26-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F26,F26-P01-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F26,F26-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F26,F26-P02-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F26,F26-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F26,F26-P03-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F26,F26-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F26,F26-P04-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F26,F26-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F26,F26-P05-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F26,F26-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F26,F26-P06-T,treatment,0,0,4,0,256,1,0,10,0,PASS
F27,F27-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F27,F27-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F28,F28-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F29,F29-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
