FamilyID,ExperimentID,Variant,ScenarioScale,Runtime_ms,PeakMemory_MB,WaveformSamples,CandidateCount,ParallelMode,ArtifactDigest,Status
F02,F02-P02-T,treatment,1beam_1ue,58.3993,3547.08984375,0,4,serial,32486afeb9d7c29106b09cdffabedad140fb3769726e812fbadadd9c61a50faa,PASS
F02,F02-P03-B,baseline,1beam_1ue,58.4726,3547.08984375,0,4,serial,1b210dac0e363eeb798ce7f106591becef3418baffbbe0865a857e3d54e692e0,PASS
F02,F02-P03-T,treatment,1beam_1ue,61.7753,3547.08984375,0,4,serial,1e78c6070b2af8f94c0b7a506448e65e3bb8fe6d7af59572ad3e9209ecab879d,PASS
F02,F02-P04-B,baseline,1beam_1ue,56.0477,3547.08984375,0,4,serial,996bf0dcf9f6d9aa6dd56fbde99104f1f7a3a6aee4b418b10269a06336861970,PASS
F02,F02-P04-T,treatment,1beam_1ue,57.226,3547.2265625,0,4,serial,3d35fb7fa34f7cab477d1dd0c1aaf52e007709762267f9807f53bee647e1d1e1,PASS
F02,F02-P05-B,baseline,1beam_1ue,55.9974,3547.2265625,0,4,serial,944a92fa76237fd60386768a59ba1c76ebbc5e543aecbb5608b70683f36344f9,PASS
F02,F02-P05-T,treatment,1beam_1ue,60.0307,3547.2265625,0,4,serial,204550c1be1066b01f490661fa928d5d6c06018162b40750d0ab157d15bb7d26,PASS
F02,F02-P06-B,baseline,1beam_1ue,55.6786,3547.2265625,0,4,serial,6f95a259bce0141b25e05e6065b262fe15cab14b66b060dfc7c36bfcd48f690e,PASS
F02,F02-P06-T,treatment,1beam_1ue,56.2637,3547.2265625,0,4,serial,63a7db342d815aa938a6c233ae4651a9088cb021befbde858484d55a35eb4db3,PASS
F03,F03-P01-B,baseline,1beam_1ue,56.0814,3547.2265625,0,4,serial,23c61d45c4a1e32f4102be35442563f7815fef077d6a1659e3c6a7b840d31ec7,PASS
F03,F03-P01-T,treatment,1beam_1ue,56.2457,3547.2265625,0,4,serial,4170e344625753b0ab4485f2685e07386d1714e56aa1973b6fa0c20d70a2a242,PASS
F03,F03-P02-B,baseline,1beam_1ue,58.4808,3547.2265625,0,4,serial,10fc0abdaca09bf5129716088e0cc068ff49b1f9877208ab81f65177e78ac0fd,PASS
F03,F03-P02-T,treatment,1beam_1ue,55.8506,3547.2265625,0,4,serial,ec58b049ebe9e321821050c6b52b9b55c9ff1f71b97ee1bc302c0f89c7eae135,PASS
F03,F03-P03-B,baseline,1beam_1ue,56.7603,3547.52734375,0,4,serial,1f963ca9fd3671c09c595ae3547fe5f30cd3e05c434c316d64cccb3699401327,PASS
F03,F03-P03-T,treatment,1beam_1ue,106.2259,3547.52734375,0,4,serial,56dc037593e65ca0a7f6ca1b3b93d7b27350cbbb98aef612318bc87777632e0d,PASS
F03,F03-P04-B,baseline,1beam_1ue,66.1276,3547.52734375,0,4,serial,a46fb72696e55f2d25919e28af3c8289d6347776ff5d20ad3834781a1cc843d4,PASS
F03,F03-P04-T,treatment,1beam_1ue,75.4167,3547.4765625,0,4,serial,d640ea38a7a62130699c1bf5e838bc4be05bd537db80d1d995f0976b3798dfee,PASS
F03,F03-P05-B,baseline,1beam_1ue,68.4132,3547.4609375,0,4,serial,18ed0afdb3ee91c669d85d57eca2d77126859785e0ba1cae517296fc55f4b589,PASS
F03,F03-P05-T,treatment,1beam_1ue,120.869,3547.4609375,0,4,serial,a167635a9d5595d9ad1382a0f5ac02108b31fc1a8630bb55750bdf42eed46cfc,PASS
F03,F03-P06-B,baseline,1beam_1ue,72.5446,3547.4609375,0,4,serial,9b23b8d790fea38776bba30f7f75fd47015971e54b4a29514b36f8156c4aded4,PASS
F03,F03-P06-T,treatment,1beam_1ue,66.6664,3547.4609375,0,4,serial,eccf5e4bd74c6e769f960c81acf2940dadad10b27a3dd57289e5d61f47fdfafd,PASS
F04,F04-P01-B,baseline,1beam_1ue,62.717,3547.4609375,0,4,serial,3333c4a2170047aa00c9ae96df188f33723bdf4e682286ed6cb29c98791b6a35,PASS
F04,F04-P01-T,treatment,1beam_1ue,61.9757,3547.5234375,0,8,serial,e46daf9e51735c238a4e3021739778d5e836631bd5a707ad17a7eb30f80ab0ea,PASS
F04,F04-P02-B,baseline,1beam_1ue,58.7477,3547.5234375,0,4,serial,36547b369efb306cf4cc86750377b9ceb2bb6112fdd03f018d89f3dc6f83fca3,PASS
F04,F04-P02-T,treatment,1beam_1ue,58.3387,3547.5234375,0,8,serial,b9a9553895bb396757ef87162c05ca9f3564805d1475f17b16665b8a869c5c83,PASS
F04,F04-P03-B,baseline,1beam_1ue,57.5331,3547.5234375,0,4,serial,3aba090885b4ba04c7f767cce109fab3fffea5e656f698e848a425990c2654b9,PASS
F04,F04-P03-T,treatment,1beam_1ue,57.8989,3547.5234375,0,8,serial,a9efaffdfaa94e488e03b1167bf5e0fac86ff6caa87354641db3908ad8c25d01,PASS
F04,F04-P04-B,baseline,1beam_1ue,56.9681,3547.5234375,0,4,serial,31170f14c5412b1c58aa3d004b577bbcc3f96c1b3beeb6ae3b632504a5bb3f47,PASS
F04,F04-P04-T,treatment,1beam_1ue,57.5019,3547.5234375,0,8,serial,516117e8c93ab2fc8e6899a6e78e07a1c5c615245e2c78089125ee434399cac7,PASS
F04,F04-P05-B,baseline,1beam_1ue,56.1898,3547.5234375,0,4,serial,3b437c82c72327ef64ead12934a969efd2dc9e075725b1b2de10fe5be0763835,PASS
F04,F04-P05-T,treatment,1beam_1ue,58.196,3547.5234375,0,8,serial,d2c3d5228e1e8139ad1e8bb4e277af0a6dc79a092ed862f8534d927b55dae71c,PASS
F04,F04-P06-B,baseline,1beam_1ue,56.8513,3547.5234375,0,4,serial,9cbde6130b35983d55b5ef3b89c1826bea19fa6817f452278a1f3a5fd1e5a904,PASS
F04,F04-P06-T,treatment,1beam_1ue,59.0864,3547.5234375,0,8,serial,0de2ff9a0b440f9bbe0986356613a7c2112333318bc7d46c9533dddf8719fc76,PASS
F05,F05-P01-B,baseline,1beam_1ue,57.1053,3547.61328125,0,4,serial,cb3507f4a5368d4f3e33a25be331d6442adc472a41c8a056ddde6a2f9c04889f,PASS
F05,F05-P01-T,treatment,1beam_1ue,57.853,3547.61328125,0,4,serial,4a225c47eef895102fd229b804c2c3576c7eec4e5c95ff15055b4b84cd30f994,PASS
F05,F05-P02-B,baseline,1beam_1ue,61.0598,3547.61328125,0,4,serial,43aedd2a1bd74f31f4133cc576f00fe4c662aaa9bbe815325407c76ab85e5e08,PASS
F05,F05-P02-T,treatment,1beam_1ue,60.4286,3547.61328125,0,4,serial,9b425c055752e7f2b9192f4fe68444891ae74107ecd54d29d80ea3d6664f4103,PASS
F05,F05-P03-B,baseline,1beam_1ue,59.1968,3547.61328125,0,4,serial,7d5557247dbd21fda2b3c5360fa2edcc38676ed0dfad623658947618f68578bb,PASS
F05,F05-P03-T,treatment,1beam_1ue,58.5311,3548.04296875,0,4,serial,ec6c771f748dbb1c6576249ad06fa2942a30175de42adbf967e373fe27104a40,PASS
F05,F05-P04-B,baseline,1beam_1ue,58.1032,3548.04296875,0,4,serial,c367c47889f04c1e8e64b9c38d9ebbaf501456af96f465f09a066176008ea2f8,PASS
F05,F05-P04-T,treatment,1beam_1ue,56.5322,3548.30859375,0,4,serial,53c7358e1a53802b7490229c1cd9bfe782c7580838e1803640583b8a0379d33d,PASS
F05,F05-P05-B,baseline,1beam_1ue,57.0496,3548.30859375,0,4,serial,54997cb5afac307659c40e077342aefb84ad49dff4ec19bfdc705480c9baed9f,PASS
F05,F05-P05-T,treatment,1beam_1ue,58.6169,3548.30859375,0,4,serial,649ad9ceed93fd8e1cccf52156ce5bbeb1f76d2405c1c412dd8cb47ef18e9bff,PASS
F05,F05-P06-B,baseline,1beam_1ue,57.7202,3548.30859375,0,4,serial,59f48aa865e4044ceea3b020d2a90330587345cb45ce070c82c015eb23222f0b,PASS
F05,F05-P06-T,treatment,1beam_1ue,91.4872,3548.30859375,0,4,serial,b3aaea0fd2832d626823e682b8d68c27e4c5c46bed3bb0a22c2169a667469f20,PASS
F06,F06-P01-B,baseline,1beam_1ue,79.4794,3548.30859375,0,4,serial,e96e5505ba0892f7ec61e1b4b9e3bba62bcbdf5a62c0aab9dc942140a24f982a,PASS
F06,F06-P01-T,treatment,1beam_1ue,75.3111,3548.30859375,0,4,serial,6582ab5f69e13d36bc6a722336634a1e926f752b3c9277d577d31dbb49c8564a,PASS
F06,F06-P02-B,baseline,1beam_1ue,81.6471,3548.30859375,0,4,serial,4bcecd2fa32c6411d2451dffc6e6d7a31da990fa8c6dffcd0ccfb2b98c1bd248,PASS
F06,F06-P02-T,treatment,1beam_1ue,70.5438,3548.30859375,0,4,serial,d80ad5879b299690e917f0d9fe57c5411ce9c6c05122eaacd93b5f95ea84737f,PASS
F06,F06-P03-B,baseline,1beam_1ue,68.1742,3548.30859375,0,4,serial,803e8e9fa481826397d097d3b69a287c3df68b0452ee788cd5bcf8234e754f4f,PASS
F06,F06-P03-T,treatment,1beam_1ue,66.4289,3548.30859375,0,4,serial,eeaabc86d9e94fa2f7639b26d6151da4cd002a80318ab43cd9dbfb4000c0e9e3,PASS
F06,F06-P04-B,baseline,1beam_1ue,72.958,3548.53125,0,4,serial,979c9d0c8fbbab341192de30337184bd6bf33a75dd4aa8acb7c0b8a07b9ab2b2,PASS
F06,F06-P04-T,treatment,1beam_1ue,73.4852,3548.65234375,0,4,serial,ca099be7db47d9ed0922ca5546b64ed3afafe3fcc7f9b82fde3b22e6de410e9d,PASS
F06,F06-P05-B,baseline,1beam_1ue,68.2586,3548.71875,0,4,serial,a053b144fdd553e9ef471132977e4fa1fc3c56213c273e0fab4b02585d7fd235,PASS
F06,F06-P05-T,treatment,1beam_1ue,65.966,3548.71875,0,4,serial,4addc75856d4be56846b02fba2b3e9161c658d05f25a461e00533dae3430aaaa,PASS
F06,F06-P06-B,baseline,1beam_1ue,66.1104,3548.71875,0,4,serial,3d15425a6d6fe254948a26eb0b134f09c062f70827223075afe96041221e8e59,PASS
F06,F06-P06-T,treatment,1beam_1ue,64.3213,3548.71875,0,4,serial,9478a9993e594f6cd29704b8ff9f1d69a958188a44c9b7652f4a6055069335de,PASS
F07,F07-P01-B,baseline,1beam_1ue,64.3569,3548.71875,0,4,serial,4299db796e676785dfb91b3d965fc6dd94b128e002e7f1b24828bcb513a379ed,PASS
F07,F07-P01-T,treatment,1beam_1ue,66.2692,3548.71875,0,4,serial,4240a50241773bd792ce461083f71fe15646c3099ecbc97a156d623a7d5871f0,PASS
F07,F07-P02-B,baseline,1beam_1ue,70.6301,3548.71875,0,4,serial,b4d8d70c4f47fc227d9c0bc14b01ed0a5f96f41b9df25152552e0cff3b6f2237,PASS
F07,F07-P02-T,treatment,1beam_1ue,68.4742,3548.71875,0,4,serial,6b753d7e96bdba9b39a03bada40b8596f4e340cb74c702076450dffc624a5672,PASS
F07,F07-P03-B,baseline,1beam_1ue,73.4089,3548.71875,0,4,serial,dba4e264e46a0475510abd6a33f921129d54b2178dd865afd14810d1e3f912fa,PASS
F07,F07-P03-T,treatment,1beam_1ue,70.9666,3548.71875,0,4,serial,b8809baaf316a25165065bcf2563b7511ee468b760a0e91c991bd9e91de3139f,PASS
F07,F07-P04-B,baseline,1beam_1ue,64.316,3548.71875,0,4,serial,06c0b8222d8838421ccfadc2c529ed88a72379e593e93d92f0f3f71e993a2ad0,PASS
F07,F07-P04-T,treatment,1beam_1ue,64.0825,3548.71875,0,4,serial,6a6984f29a96836b4a2c13028fcbc1c4ed39f7fa51231ac5ba9a66bec628bf47,PASS
F07,F07-P05-B,baseline,1beam_1ue,59.4301,3548.71875,0,4,serial,45e038e613c52baa73e4b4aace0c51121a20bdcaacf61aa03723b0f8037cb300,PASS
F07,F07-P05-T,treatment,1beam_1ue,58.4819,3548.65234375,0,4,serial,2dab1c71dd4cb8a036dbb4433b7f03f21d749756532a864bc07d33d171991668,PASS
F07,F07-P06-B,baseline,1beam_1ue,58.1577,3548.65234375,0,4,serial,5f212fa5a268602db2c7d46e29db578cd33089ea2b486f9778504d9358da4b20,PASS
F07,F07-P06-T,treatment,1beam_1ue,57.4247,3548.65234375,0,4,serial,d07c6303f9022a6e6c1bef18be5f6e891d48bd68488b49b9fe8f8ee3467d786a,PASS
F08,F08-P01-B,baseline,1beam_1ue,71.7511,3548.65234375,0,4,serial,079995e50f119d536e7880db0203581ed5044bb3b701c5e032bfaca9ac363e2c,PASS
F08,F08-P01-T,treatment,1beam_1ue,59.18,3548.65234375,0,4,serial,9c779722fd34514c4eab7624672aa76998fcba2745608bc089b80df95a780913,PASS
F08,F08-P02-B,baseline,1beam_1ue,59.5029,3548.65234375,0,4,serial,1cffa9fe1fac79bb2b152698d7e76f9822adf095cf9b90c1484dff2260f390f3,PASS
F08,F08-P02-T,treatment,1beam_1ue,57.4747,3548.65234375,0,4,serial,2dd4eb637c763167fd57f0d2b451097ee183aea4bb3b28e9ba6eafbbf042204b,PASS
F08,F08-P03-B,baseline,1beam_1ue,57.1936,3548.65234375,0,4,serial,64412cdc72cef913fd59bfe727f2b632d8fb9d38a486b21660f9d376dd0bd7b2,PASS
F08,F08-P03-T,treatment,1beam_1ue,56.1405,3548.65234375,0,4,serial,a788cdc35c74588075e47f73caa0b867654e4e2e2ff0fdeca11dbb234f7883c4,PASS
F08,F08-P04-B,baseline,1beam_1ue,56.3205,3548.71484375,0,4,serial,0ca535a6b9ee5d9be3e7c072567ca46ec8e9c015e2df81b81cccb0b181ea9d1d,PASS
F08,F08-P04-T,treatment,1beam_1ue,60.9163,3548.8671875,0,4,serial,79ce28dfd708571ce79e23ded96348c760400e5387cdb564a8bf8a27d3d9ba09,PASS
F08,F08-P05-B,baseline,1beam_1ue,56.2252,3548.8671875,0,4,serial,57d36f08d9bb313b19ccd7a2b5ef670eb53f7597ed64fbcc05a7daa03a892c4f,PASS
F08,F08-P05-T,treatment,1beam_1ue,55.9308,3548.8671875,0,4,serial,6a1d6e21031d2aa6a28eb8af0dbf9aff07abe908fba216d6594905583b23271f,PASS
F08,F08-P06-B,baseline,1beam_1ue,56.0881,3548.8671875,0,4,serial,77553d117785a8af8bc8146f5560af50193974316d7fb61be440b9b6c041d231,PASS
F08,F08-P06-T,treatment,1beam_1ue,56.1416,3548.8671875,0,4,serial,9bbfe02523763d888cf27bcfa724a2139118a6494a9ce8691d71c950fb94cf90,PASS
F09,F09-P01-B,baseline,1beam_1ue,57.6164,3548.8671875,0,4,serial,6f458f152caf4a8f413f12c73c06ea94b758109a2b409d386aecd25f68569fc7,PASS
F09,F09-P01-T,treatment,1beam_1ue,54.0514,3548.8671875,0,4,serial,7620a4ed5c6574bdab5d7b2dfe49f42e101ea94f8eed7a2f6c41e79e9023096b,PASS
F09,F09-P02-B,baseline,1beam_1ue,54.0962,3548.8671875,0,4,serial,7f967407cd85bbf86eea45701b87b95a14d38e7942f267e413cb1fe1a94749fb,PASS
F09,F09-P02-T,treatment,1beam_1ue,58.8472,3548.8671875,0,4,serial,2a6d1ee7a93b470dc3d1aa6105f93fc0c4f37a85ec1f6f35905e09e31cd81508,PASS
F09,F09-P03-B,baseline,1beam_1ue,56.8922,3548.8671875,0,4,serial,5ae64a98f36d3dc4359e88ec6031e96f0816801c7b95336be7f804e33d244756,PASS
F09,F09-P03-T,treatment,1beam_1ue,52.9584,3548.8671875,0,4,serial,9704c8bb0695250ddf80bbc0a0295fe6d71677d24c4eafb744c05ba48acace03,PASS
F09,F09-P04-B,baseline,1beam_1ue,52.2102,3548.8671875,0,4,serial,0c024143cf2a47f43febf4f9dcbf7fcf9ac24d746be2b9d286eba0cd93a3c2d5,PASS
F09,F09-P04-T,treatment,1beam_1ue,51.9388,3548.8671875,0,4,serial,23b318c4bc671c114f36ea7ff39561d52fabe00c02cc01f30ba128b93f18d9a7,PASS
F09,F09-P05-B,baseline,1beam_1ue,59.2124,3548.8671875,0,4,serial,19fa21c8758d7a04408ecf297059cf92cfc8c83fef703dae05c95454cfde19a5,PASS
F09,F09-P05-T,treatment,1beam_1ue,54.6826,3548.8671875,0,4,serial,f7dafa89046544f6af62477e8c30ee9729a176ef347bbc651fecd3fe470190f2,PASS
F09,F09-P06-B,baseline,1beam_1ue,53.6148,3548.8671875,0,4,serial,3ca76533d21832c08cfc8a5d878da1edd4d4113001b6d52e721c20beac7c8a7e,PASS
F09,F09-P06-T,treatment,1beam_1ue,53.32,3548.8671875,0,4,serial,dd43ca03cb536976291cd00324ac6bc1394b378a5475a82322cf5c236e6598d7,PASS
F10,F10-P01-B,baseline,1beam_1ue,52.8458,3548.8671875,0,4,serial,80dbdd7538aa2ba9e1797dd4e2910cd34d1b5967dabf50c44929687c6d73b1dd,PASS
F10,F10-P01-T,treatment,1beam_1ue,53.9185,3548.8671875,0,4,serial,d5310ba0055db2c88ceb9c5ce1eb1c62a1526fe8ed3ac35e451db73118d0f503,PASS
F10,F10-P02-B,baseline,1beam_1ue,52.7215,3548.8671875,0,4,serial,afc3040241c2234d898db52589df8aaf01bb5a2b34ee092dd0ffdf9b0283d7a0,PASS
F10,F10-P02-T,treatment,1beam_1ue,52.3486,3548.8671875,0,4,serial,0a1627d66336c0a7b13011abb2624386ed954d23f4082e9f45978785c9799eeb,PASS
F10,F10-P03-B,baseline,1beam_1ue,52.1774,3548.8671875,0,4,serial,60ef4800ae991ba1f0a23b107b97479ba60771309921fa5a5764a383c98d9fde,PASS
F10,F10-P03-T,treatment,1beam_1ue,52.3111,3548.8671875,0,4,serial,9874db3207c656229d8087219b50c8a4f464b68f9ebe8dc223032f0c0cfce5dc,PASS
F10,F10-P04-B,baseline,1beam_1ue,52.5919,3549.08203125,0,4,serial,b82275d8a782cd89744a5a79de0e251fbc373caf5093a49da9e95137c343f983,PASS
F10,F10-P04-T,treatment,1beam_1ue,53.5397,3549.08203125,0,4,serial,b85db6f59bd4429edaddaf8985085a99211cf45b71347c7ce44551d1dce6d15d,PASS
F10,F10-P05-B,baseline,1beam_1ue,52.7419,3549.08203125,0,4,serial,700b260e4d2d680e2affdce79660755dfa55112cc2773c00958bb035433cc298,PASS
F10,F10-P05-T,treatment,1beam_1ue,53.0436,3549.08203125,0,4,serial,e26a0bf220aca6fe02d0e0808e0b13bf78679bb8363b34966a7065be682a2219,PASS
F10,F10-P06-B,baseline,1beam_1ue,52.3295,3549.08203125,0,4,serial,112ce28980fec79367365da2dc67466537b1153df862f170d39504856a25c484,PASS
F10,F10-P06-T,treatment,1beam_1ue,52.7159,3549.08203125,0,4,serial,eec6aff811ede4206c2a56adff426d9cf75c335e38f6099c4655d90e0517347e,PASS
F11,F11-P01-B,baseline,1beam_1ue,62.3165,3549.08203125,0,4,serial,2c2cdca3170f11d3987b091cda058f9d3899ae4a8405dbc53653785eeceb7470,PASS
F11,F11-P01-T,treatment,1beam_1ue,56.0813,3549.08203125,0,4,serial,ed420aad49d24e03b9e05349c4d0de45abab15f4b8722c041ee53cc09d05e964,PASS
F11,F11-P02-B,baseline,1beam_1ue,55.7996,3549.08203125,0,4,serial,ce377c2c424d0263ab7671d0918a2ac61f06915a49319679a9eac92d79c68dcd,PASS
F11,F11-P02-T,treatment,1beam_1ue,56.3457,3549.08203125,0,4,serial,8d002704434c3128a5b5e48f2aed0e8529950ac2e343c1ca88f2739ea40b379a,PASS
F11,F11-P03-B,baseline,1beam_1ue,57.1064,3549.08203125,0,4,serial,d8be5143766b56ac8b45fb8c2d9c0b1067f0bfa9e68854e35128631fab3b495e,PASS
F11,F11-P03-T,treatment,1beam_1ue,61.5433,3549.08203125,0,4,serial,c793e9994adbb778042c897d4c593fc95065bc87442017021d23117120a6dc7f,PASS
F11,F11-P04-B,baseline,1beam_1ue,57.1899,3549.08203125,0,4,serial,680b94bd3bc7f26829a9b46adb53a0e01969242837429363e330e54e84d75e40,PASS
F11,F11-P04-T,treatment,1beam_1ue,57.2162,3549.08203125,0,4,serial,8b2a693fc9a871681ea6a2532c3b125a9604fccd8e770a4365d3b490b2cfd1da,PASS
F11,F11-P05-B,baseline,1beam_1ue,55.8835,3549.08203125,0,4,serial,fbb0629bf5762e9fea6fb5747adcb2b83acf19ad18010bf22a513003d056bd24,PASS
F11,F11-P05-T,treatment,1beam_1ue,55.6474,3549.08203125,0,4,serial,6ce68e9964d0ec2a1edd20520abe2d9f7a574352d0e7e81e0eea39f33f244b77,PASS
F11,F11-P06-B,baseline,1beam_1ue,55.7307,3549.08203125,0,4,serial,2cc46441c57b21b4f1e0b3583b7452758aed491b19166da958ef3576371de9cd,PASS
F11,F11-P06-T,treatment,1beam_1ue,55.6562,3549.08203125,0,4,serial,cdda7c54c6ae7ada689a5fb06a54318440db48442ae972d3c03fa54078b10ca4,PASS
F12,F12-P01-B,baseline,1beam_1ue,56.1784,3549.08203125,0,4,serial,d5e75c095099ab966b5976439a181ae1d52dce500e79a2eee5c3ee8ab68e00e7,PASS
F12,F12-P01-T,treatment,1beam_1ue,55.9025,3549.08203125,0,8,serial,e10a6365f1901fab9c8636acbf8df54fcb2dd3264a88ca8fb8431c00562b660a,PASS
F12,F12-P02-B,baseline,1beam_1ue,56.3579,3549.08203125,0,4,serial,4b2b13a93a5b22172869bf8943ab8cbd913ad5ee185ca459bc54d56a7fbab0bf,PASS
F12,F12-P02-T,treatment,1beam_1ue,56.4708,3549.08203125,0,8,serial,6f127d6910ac453a779af2d15bc3ccb2c99dd7c0ea230ade47dcd6cc2acbd7c4,PASS
F12,F12-P03-B,baseline,1beam_1ue,54.9859,3549.08203125,0,4,serial,462fb22211cc4c60704f9f6dad25f5fcbf8ddb588e0b3b41a3c0d9b9ef0be367,PASS
F12,F12-P03-T,treatment,1beam_1ue,58.3706,3549.08203125,0,8,serial,6240b4c87293b48b95d1e96bd47fb3663684a310acad732e82bab3ee6ea37e15,PASS
F12,F12-P04-B,baseline,1beam_1ue,56.3354,3549.08203125,0,4,serial,99b5c1464b8ba2e689d1df9c2f45be7717a07f08170ae3ba32f1f6256611ddd4,PASS
F12,F12-P04-T,treatment,1beam_1ue,56.5313,3549.08203125,0,8,serial,61563827a19e0a43ad4e96c28fdf44886ed2d239b3fb65fb9c912850fe7f90c9,PASS
F12,F12-P05-B,baseline,1beam_1ue,56.0642,3549.08203125,0,4,serial,1bf7ce96de85d19ccc534c304163f0361d4a63c1ec41ba7a9fd9f6e82b4de1dc,PASS
F12,F12-P05-T,treatment,1beam_1ue,56.7995,3549.08203125,0,8,serial,888b2db80906019e6a36ca9b36753ba71418bd10400ba88701a1b16e4b52f3e9,PASS
F12,F12-P06-B,baseline,1beam_1ue,55.7741,3549.08203125,0,4,serial,c6d701a47a90a50777760b8eee3a4a347becb60ac83d8a5d4a3d29b288094691,PASS
F12,F12-P06-T,treatment,1beam_1ue,55.561,3549.08203125,0,8,serial,a4833eba85218a16b28dae3d473a6fd817375badd49da7137ec7834a159ba0d9,PASS
F13,F13-P01-B,baseline,1beam_1ue,57.4049,3549.08203125,0,4,serial,2a8878a179f977a78b924aaf3d7919068d7d8cfd4d352507fb765c54f03f9927,PASS
F13,F13-P01-T,treatment,1beam_1ue,78.6978,3549.37109375,0,4,serial,af0263a4c3b023da93b6336f0517874bb92f2d74c4f83c5e5928630a21b1abae,PASS
F13,F13-P02-B,baseline,1beam_1ue,59.1315,3549.37109375,0,4,serial,7a68d36cc0a9d6792fbbc96dcdb320a0fbf1aa14514235878733e71b0f91405c,PASS
F13,F13-P02-T,treatment,1beam_1ue,60.6889,3549.37109375,0,4,serial,fb54a939b8c5830b282f34e2ea827ced4c8005f8242578514f94a50a748b77ce,PASS
F13,F13-P03-B,baseline,1beam_1ue,57.5243,3549.37109375,0,4,serial,f3d59fd67b9b2dfba61092774321c543f74c42058f557ed98b6b655e98ca21e3,PASS
F13,F13-P03-T,treatment,1beam_1ue,58.3295,3549.37109375,0,4,serial,5a87104b31a412f8209a631c0a343b03ca9ea11536ff102e2acf5e1ef6293052,PASS
F13,F13-P04-B,baseline,1beam_1ue,59.0297,3549.76171875,0,4,serial,a8211a00c7b28bc3425de13b13467bffdb18425010923d655bf16f710d8a3b83,PASS
F13,F13-P04-T,treatment,1beam_1ue,58.0381,3549.76171875,0,4,serial,5cc41e18a2cc9fe91adc03e23a3ac93c2c8fd28ab4716d1aabbfde603ba5976a,PASS
F13,F13-P05-B,baseline,1beam_1ue,55.9972,3549.76171875,0,4,serial,4e1d19c376f366c7d5d78d44646fb7ff80eb8656a8a98859356f0a6609b01578,PASS
F13,F13-P05-T,treatment,1beam_1ue,77.0265,3551.66796875,0,4,serial,7dd074e41cab632bebec7f3f4d47a41f24ff750b9f991125da99ad9d319ba1d2,PASS
F13,F13-P06-B,baseline,1beam_1ue,72.8553,3551.66796875,0,4,serial,6fdeabe0e55e625d6cd5569f9245b1f0b88429db4122284d3ede29781c2f6dd8,PASS
F13,F13-P06-T,treatment,1beam_1ue,73.383,3551.66796875,0,4,serial,b315b30eb424c12b1412e9d455ce6ab971cda2f200253582ff4828c39a388ff7,PASS
