FamilyID,PairID,Metric,BaselineValue,TreatmentValue,Effect,EffectUnit,CILower,CIUpper,PValue,AdjustedPValue,EffectSize,PracticalThreshold,Conclusion,Status
F02,F02-P04,PeakMemory_MB,3547.08984375,3547.2265625,0.13671875,MB,0.13671875,0.13671875,0,0,3.8543920797749e-05,35.4708984375,no_detectable_effect,PASS
F02,F02-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F02,F02-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F02,F02-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F02,F02-P05,Runtime_ms,55.9974,60.0307,4.03329999999999,ms,4.03329999999999,4.03329999999999,0,0,0.0720265583759244,0.559974,harmful,PASS
F02,F02-P05,PeakMemory_MB,3547.2265625,3547.2265625,0,MB,0,0,1,1,0,35.472265625,no_detectable_effect,PASS
F02,F02-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F02,F02-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F02,F02-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F02,F02-P06,Runtime_ms,55.6786,56.2637,0.585099999999997,ms,0.585099999999997,0.585099999999997,0,0,0.0105085257172414,0.556786,harmful,PASS
F02,F02-P06,PeakMemory_MB,3547.2265625,3547.2265625,0,MB,0,0,1,1,0,35.472265625,no_detectable_effect,PASS
F03,F03-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F03,F03-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P01,Runtime_ms,56.0814,56.2457,0.164300000000004,ms,0.164300000000004,0.164300000000004,0,0,0.00292967008669549,0.560814,no_detectable_effect,PASS
F03,F03-P01,PeakMemory_MB,3547.2265625,3547.2265625,0,MB,0,0,1,1,0,35.472265625,no_detectable_effect,PASS
F03,F03-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F03,F03-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P02,Runtime_ms,58.4808,55.8506,-2.6302,ms,-2.6302,-2.6302,0,0,0.0449754449323539,0.584808,beneficial,PASS
F03,F03-P02,PeakMemory_MB,3547.2265625,3547.2265625,0,MB,0,0,1,1,0,35.472265625,no_detectable_effect,PASS
F03,F03-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F03,F03-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P03,Runtime_ms,56.7603,106.2259,49.4656,ms,49.4656,49.4656,0,0,0.87148235650622,0.567603,harmful,PASS
F03,F03-P03,PeakMemory_MB,3547.52734375,3547.52734375,0,MB,0,0,1,1,0,35.4752734375,no_detectable_effect,PASS
F03,F03-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F03,F03-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P04,Runtime_ms,66.1276,75.4167,9.2891,ms,9.2891,9.2891,0,0,0.140472359498908,0.661276,harmful,PASS
F03,F03-P04,PeakMemory_MB,3547.52734375,3547.4765625,-0.05078125,MB,-0.05078125,-0.05078125,0,0,1.43145478750054e-05,35.4752734375,no_detectable_effect,PASS
F03,F03-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F03,F03-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P05,Runtime_ms,68.4132,120.869,52.4558,ms,52.4558,52.4558,0,0,0.766749691579988,0.684132,harmful,PASS
F03,F03-P05,PeakMemory_MB,3547.4609375,3547.4609375,0,MB,0,0,1,1,0,35.474609375,no_detectable_effect,PASS
F03,F03-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F03,F03-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F03,F03-P06,Runtime_ms,72.5446,66.6664,-5.87820000000001,ms,-5.87820000000001,-5.87820000000001,0,0,0.0810287740231527,0.725446,beneficial,PASS
F03,F03-P06,PeakMemory_MB,3547.4609375,3547.4609375,0,MB,0,0,1,1,0,35.474609375,no_detectable_effect,PASS
F04,F04-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F04,F04-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P01,Runtime_ms,62.717,61.9757,-0.741299999999988,ms,-0.741299999999988,-0.741299999999988,0,0,0.0118197617870751,0.62717,beneficial,PASS
F04,F04-P01,PeakMemory_MB,3547.4609375,3547.5234375,0.0625,MB,0.0625,0.0625,0,0,1.76182348730937e-05,35.474609375,no_detectable_effect,PASS
F04,F04-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F04,F04-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P02,Runtime_ms,58.7477,58.3387,-0.408999999999999,ms,-0.408999999999999,-0.408999999999999,0,0,0.00696197468156198,0.587477,no_detectable_effect,PASS
F04,F04-P02,PeakMemory_MB,3547.5234375,3547.5234375,0,MB,0,0,1,1,0,35.475234375,no_detectable_effect,PASS
F04,F04-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F04,F04-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P03,Runtime_ms,57.5331,57.8989,0.365800000000007,ms,0.365800000000007,0.365800000000007,0,0,0.00635807908838577,0.575331,no_detectable_effect,PASS
F04,F04-P03,PeakMemory_MB,3547.5234375,3547.5234375,0,MB,0,0,1,1,0,35.475234375,no_detectable_effect,PASS
F04,F04-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F04,F04-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P04,Runtime_ms,56.9681,57.5019,0.533799999999999,ms,0.533799999999999,0.533799999999999,0,0,0.00937015628044466,0.569681,no_detectable_effect,PASS
F04,F04-P04,PeakMemory_MB,3547.5234375,3547.5234375,0,MB,0,0,1,1,0,35.475234375,no_detectable_effect,PASS
F04,F04-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F04,F04-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P05,Runtime_ms,56.1898,58.196,2.0062,ms,2.0062,2.0062,0,0,0.0357039889802064,0.561898,harmful,PASS
F04,F04-P05,PeakMemory_MB,3547.5234375,3547.5234375,0,MB,0,0,1,1,0,35.475234375,no_detectable_effect,PASS
F04,F04-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F04,F04-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F04,F04-P06,Runtime_ms,56.8513,59.0864,2.2351,ms,2.2351,2.2351,0,0,0.0393148441636338,0.568513,harmful,PASS
F04,F04-P06,PeakMemory_MB,3547.5234375,3547.5234375,0,MB,0,0,1,1,0,35.475234375,no_detectable_effect,PASS
F05,F05-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F05,F05-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P01,Runtime_ms,57.1053,57.853,0.747700000000002,ms,0.747700000000002,0.747700000000002,0,0,0.0130933556079734,0.571053,harmful,PASS
F05,F05-P01,PeakMemory_MB,3547.61328125,3547.61328125,0,MB,0,0,1,1,0,35.4761328125,no_detectable_effect,PASS
F05,F05-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F05,F05-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P02,Runtime_ms,61.0598,60.4286,-0.6312,ms,-0.6312,-0.6312,0,0,0.010337406935496,0.610598,beneficial,PASS
F05,F05-P02,PeakMemory_MB,3547.61328125,3547.61328125,0,MB,0,0,1,1,0,35.4761328125,no_detectable_effect,PASS
F05,F05-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F05,F05-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P03,Runtime_ms,59.1968,58.5311,-0.665700000000001,ms,-0.665700000000001,-0.665700000000001,0,0,0.0112455402994757,0.591968,beneficial,PASS
F05,F05-P03,PeakMemory_MB,3547.61328125,3548.04296875,0.4296875,MB,0.4296875,0.4296875,0,0,0.000121120163314024,35.4761328125,no_detectable_effect,PASS
F05,F05-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F05,F05-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P04,Runtime_ms,58.1032,56.5322,-1.57100000000001,ms,-1.57100000000001,-1.57100000000001,0,0,0.0270380977295572,0.581032,beneficial,PASS
F05,F05-P04,PeakMemory_MB,3548.04296875,3548.30859375,0.265625,MB,0.265625,0.265625,0,0,7.48652150888639e-05,35.4804296875,no_detectable_effect,PASS
F05,F05-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F05,F05-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P05,Runtime_ms,57.0496,58.6169,1.5673,ms,1.5673,1.5673,0,0,0.027472585259143,0.570496,harmful,PASS
F05,F05-P05,PeakMemory_MB,3548.30859375,3548.30859375,0,MB,0,0,1,1,0,35.4830859375,no_detectable_effect,PASS
F05,F05-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F05,F05-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F05,F05-P06,Runtime_ms,57.7202,91.4872,33.767,ms,33.767,33.767,0,0,0.585011832945832,0.577202,harmful,PASS
F05,F05-P06,PeakMemory_MB,3548.30859375,3548.30859375,0,MB,0,0,1,1,0,35.4830859375,no_detectable_effect,PASS
F06,F06-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F06,F06-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P01,Runtime_ms,79.4794,75.3111,-4.1683,ms,-4.1683,-4.1683,0,0,0.0524450360722401,0.794794,beneficial,PASS
F06,F06-P01,PeakMemory_MB,3548.30859375,3548.30859375,0,MB,0,0,1,1,0,35.4830859375,no_detectable_effect,PASS
F06,F06-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F06,F06-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P02,Runtime_ms,81.6471,70.5438,-11.1033,ms,-11.1033,-11.1033,0,0,0.13599135792943,0.816471,beneficial,PASS
F06,F06-P02,PeakMemory_MB,3548.30859375,3548.30859375,0,MB,0,0,1,1,0,35.4830859375,no_detectable_effect,PASS
F06,F06-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F06,F06-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P03,Runtime_ms,68.1742,66.4289,-1.7453,ms,-1.7453,-1.7453,0,0,0.0256005937730109,0.681742,beneficial,PASS
F06,F06-P03,PeakMemory_MB,3548.30859375,3548.30859375,0,MB,0,0,1,1,0,35.4830859375,no_detectable_effect,PASS
F06,F06-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F06,F06-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P04,Runtime_ms,72.958,73.4852,0.527200000000008,ms,0.527200000000008,0.527200000000008,0,0,0.0072260752761864,0.72958,no_detectable_effect,PASS
F06,F06-P04,PeakMemory_MB,3548.53125,3548.65234375,0.12109375,MB,0.12109375,0.12109375,0,0,3.41250341250341e-05,35.4853125,no_detectable_effect,PASS
F06,F06-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F06,F06-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P05,Runtime_ms,68.2586,65.966,-2.29260000000001,ms,-2.29260000000001,-2.29260000000001,0,0,0.0335869765861006,0.682586,beneficial,PASS
F06,F06-P05,PeakMemory_MB,3548.71875,3548.71875,0,MB,0,0,1,1,0,35.4871875,no_detectable_effect,PASS
F06,F06-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F06,F06-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F06,F06-P06,Runtime_ms,66.1104,64.3213,-1.7891,ms,-1.7891,-1.7891,0,0,0.0270623078970934,0.661104,beneficial,PASS
F06,F06-P06,PeakMemory_MB,3548.71875,3548.71875,0,MB,0,0,1,1,0,35.4871875,no_detectable_effect,PASS
F07,F07-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F07,F07-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P01,Runtime_ms,64.3569,66.2692,1.9123,ms,1.9123,1.9123,0,0,0.0297139856021655,0.643569,harmful,PASS
F07,F07-P01,PeakMemory_MB,3548.71875,3548.71875,0,MB,0,0,1,1,0,35.4871875,no_detectable_effect,PASS
F07,F07-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F07,F07-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P02,Runtime_ms,70.6301,68.4742,-2.1559,ms,-2.1559,-2.1559,0,0,0.0305238135016091,0.706301,beneficial,PASS
F07,F07-P02,PeakMemory_MB,3548.71875,3548.71875,0,MB,0,0,1,1,0,35.4871875,no_detectable_effect,PASS
F07,F07-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F07,F07-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P03,Runtime_ms,73.4089,70.9666,-2.4423,ms,-2.4423,-2.4423,0,0,0.0332698078843301,0.734089,beneficial,PASS
F07,F07-P03,PeakMemory_MB,3548.71875,3548.71875,0,MB,0,0,1,1,0,35.4871875,no_detectable_effect,PASS
F07,F07-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F07,F07-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P04,Runtime_ms,64.316,64.0825,-0.233500000000006,ms,-0.233500000000006,-0.233500000000006,0,0,0.00363051184775183,0.64316,no_detectable_effect,PASS
F07,F07-P04,PeakMemory_MB,3548.71875,3548.71875,0,MB,0,0,1,1,0,35.4871875,no_detectable_effect,PASS
F07,F07-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F07,F07-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P05,Runtime_ms,59.4301,58.4819,-0.9482,ms,-0.9482,-0.9482,0,0,0.0159548780836647,0.594301,beneficial,PASS
F07,F07-P05,PeakMemory_MB,3548.71875,3548.65234375,-0.06640625,MB,-0.06640625,-0.06640625,0,0,1.87127396331422e-05,35.4871875,no_detectable_effect,PASS
F07,F07-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F07,F07-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F07,F07-P06,Runtime_ms,58.1577,57.4247,-0.732999999999997,ms,-0.732999999999997,-0.732999999999997,0,0,0.0126036621118097,0.581577,beneficial,PASS
F07,F07-P06,PeakMemory_MB,3548.65234375,3548.65234375,0,MB,0,0,1,1,0,35.4865234375,no_detectable_effect,PASS
F08,F08-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F08,F08-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P01,Runtime_ms,71.7511,59.18,-12.5711,ms,-12.5711,-12.5711,0,0,0.175204282582427,0.717511,beneficial,PASS
F08,F08-P01,PeakMemory_MB,3548.65234375,3548.65234375,0,MB,0,0,1,1,0,35.4865234375,no_detectable_effect,PASS
