ExperimentID,FamilyID,PairID,Variant,Stage,Trials,Errors,Probability,CILower,CIUpper,ConfidenceLevel,StopReason,Incomplete,Status
F03-P01-T,F03,F03-P01,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=0.5;paired_trial_complete,0,PASS
F03-P02-B,F03,F03-P02,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=0.25;paired_trial_complete,0,PASS
F03-P02-T,F03,F03-P02,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=1.0;paired_trial_complete,0,PASS
F03-P03-B,F03,F03-P03,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=0.25;paired_trial_complete,0,PASS
F03-P03-T,F03,F03-P03,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=0.5;paired_trial_complete,0,PASS
F03-P04-B,F03,F03-P04,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=0.25;paired_trial_complete,0,PASS
F03-P04-T,F03,F03-P04,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=1.0;paired_trial_complete,0,PASS
F03-P05-B,F03,F03-P05,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=0.25;paired_trial_complete,0,PASS
F03-P05-T,F03,F03-P05,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=0.5;paired_trial_complete,0,PASS
F03-P06-B,F03,F03-P06,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=0.25;paired_trial_complete,0,PASS
F03-P06-T,F03,F03-P06,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBBitmapDensity;factor_value=1.0;paired_trial_complete,0,PASS
F04-P01-B,F04,F04-P01,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=A;paired_trial_complete,0,PASS
F04-P01-T,F04,F04-P01,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=C;paired_trial_complete,0,PASS
F04-P02-B,F04,F04-P02,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=A;paired_trial_complete,0,PASS
F04-P02-T,F04,F04-P02,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=C;paired_trial_complete,0,PASS
F04-P03-B,F04,F04-P03,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=A;paired_trial_complete,0,PASS
F04-P03-T,F04,F04-P03,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=C;paired_trial_complete,0,PASS
F04-P04-B,F04,F04-P04,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=A;paired_trial_complete,0,PASS
F04-P04-T,F04,F04-P04,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=C;paired_trial_complete,0,PASS
F04-P05-B,F04,F04-P05,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=A;paired_trial_complete,0,PASS
F04-P05-T,F04,F04-P05,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=C;paired_trial_complete,0,PASS
F04-P06-B,F04,F04-P06,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=A;paired_trial_complete,0,PASS
F04-P06-T,F04,F04-P06,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBCase;factor_value=C;paired_trial_complete,0,PASS
F05-P01-B,F05,F05-P01,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=0;paired_trial_complete,0,PASS
F05-P01-T,F05,F05-P01,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=-6;paired_trial_complete,0,PASS
F05-P02-B,F05,F05-P02,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=0;paired_trial_complete,0,PASS
F05-P02-T,F05,F05-P02,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=-3;paired_trial_complete,0,PASS
F05-P03-B,F05,F05-P03,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=0;paired_trial_complete,0,PASS
F05-P03-T,F05,F05-P03,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=3;paired_trial_complete,0,PASS
F05-P04-B,F05,F05-P04,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=0;paired_trial_complete,0,PASS
F05-P04-T,F05,F05-P04,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=6;paired_trial_complete,0,PASS
F05-P05-B,F05,F05-P05,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=0;paired_trial_complete,0,PASS
F05-P05-T,F05,F05-P05,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=-6;paired_trial_complete,0,PASS
F05-P06-B,F05,F05-P06,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=0;paired_trial_complete,0,PASS
F05-P06-T,F05,F05-P06,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=PSSSSSEPREOffset_dB;factor_value=-3;paired_trial_complete,0,PASS
F06-P01-B,F06,F06-P01,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=-6;paired_trial_complete,0,PASS
F06-P01-T,F06,F06-P01,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=-4;paired_trial_complete,0,PASS
F06-P02-B,F06,F06-P02,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=-6;paired_trial_complete,0,PASS
F06-P02-T,F06,F06-P02,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=-2;paired_trial_complete,0,PASS
F06-P03-B,F06,F06-P03,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=-6;paired_trial_complete,0,PASS
F06-P03-T,F06,F06-P03,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=0;paired_trial_complete,0,PASS
F06-P04-B,F06,F06-P04,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=-6;paired_trial_complete,0,PASS
F06-P04-T,F06,F06-P04,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=2;paired_trial_complete,0,PASS
F06-P05-B,F06,F06-P05,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=-6;paired_trial_complete,0,PASS
F06-P05-T,F06,F06-P05,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=4;paired_trial_complete,0,PASS
F06-P06-B,F06,F06-P06,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=-6;paired_trial_complete,0,PASS
F06-P06-T,F06,F06-P06,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=SSBSNR_dB;factor_value=8;paired_trial_complete,0,PASS
F07-P01-B,F07,F07-P01,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=0;paired_trial_complete,0,PASS
F07-P01-T,F07,F07-P01,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=100;paired_trial_complete,0,PASS
F07-P02-B,F07,F07-P02,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=0;paired_trial_complete,0,PASS
F07-P02-T,F07,F07-P02,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=500;paired_trial_complete,0,PASS
F07-P03-B,F07,F07-P03,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=0;paired_trial_complete,0,PASS
F07-P03-T,F07,F07-P03,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=1000;paired_trial_complete,0,PASS
F07-P04-B,F07,F07-P04,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=0;paired_trial_complete,0,PASS
F07-P04-T,F07,F07-P04,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=2000;paired_trial_complete,0,PASS
F07-P05-B,F07,F07-P05,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=0;paired_trial_complete,0,PASS
F07-P05-T,F07,F07-P05,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=100;paired_trial_complete,0,PASS
F07-P06-B,F07,F07-P06,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=0;paired_trial_complete,0,PASS
F07-P06-T,F07,F07-P06,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=CFO_Hz;factor_value=500;paired_trial_complete,0,PASS
F08-P01-B,F08,F08-P01,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=0;paired_trial_complete,0,PASS
F08-P01-T,F08,F08-P01,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=2;paired_trial_complete,0,PASS
F08-P02-B,F08,F08-P02,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=0;paired_trial_complete,0,PASS
F08-P02-T,F08,F08-P02,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=8;paired_trial_complete,0,PASS
F08-P03-B,F08,F08-P03,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=0;paired_trial_complete,0,PASS
F08-P03-T,F08,F08-P03,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=32;paired_trial_complete,0,PASS
F08-P04-B,F08,F08-P04,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=0;paired_trial_complete,0,PASS
F08-P04-T,F08,F08-P04,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=128;paired_trial_complete,0,PASS
F08-P05-B,F08,F08-P05,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=0;paired_trial_complete,0,PASS
F08-P05-T,F08,F08-P05,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=2;paired_trial_complete,0,PASS
F08-P06-B,F08,F08-P06,baseline,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=0;paired_trial_complete,0,PASS
F08-P06-T,F08,F08-P06,treatment,SSB,1,0,1,0.206549314377237,1,0.95,factor=TimingOffset_samples;factor_value=8;paired_trial_complete,0,PASS
F09-P01-B,F09,F09-P01,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=0;paired_trial_complete,0,PASS
F09-P01-T,F09,F09-P01,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=1;paired_trial_complete,0,PASS
F09-P02-B,F09,F09-P02,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=0;paired_trial_complete,0,PASS
F09-P02-T,F09,F09-P02,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=2;paired_trial_complete,0,PASS
F09-P03-B,F09,F09-P03,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=0;paired_trial_complete,0,PASS
F09-P03-T,F09,F09-P03,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=3;paired_trial_complete,0,PASS
F09-P04-B,F09,F09-P04,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=0;paired_trial_complete,0,PASS
F09-P04-T,F09,F09-P04,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=1;paired_trial_complete,0,PASS
F09-P05-B,F09,F09-P05,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=0;paired_trial_complete,0,PASS
F09-P05-T,F09,F09-P05,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=2;paired_trial_complete,0,PASS
F09-P06-B,F09,F09-P06,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=0;paired_trial_complete,0,PASS
F09-P06-T,F09,F09-P06,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BeamMismatchIndex;factor_value=3;paired_trial_complete,0,PASS
F10-P01-B,F10,F10-P01,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=false;paired_trial_complete,0,PASS
F10-P01-T,F10,F10-P01,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=true;paired_trial_complete,0,PASS
F10-P02-B,F10,F10-P02,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=false;paired_trial_complete,0,PASS
F10-P02-T,F10,F10-P02,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=true;paired_trial_complete,0,PASS
F10-P03-B,F10,F10-P03,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=false;paired_trial_complete,0,PASS
F10-P03-T,F10,F10-P03,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=true;paired_trial_complete,0,PASS
F10-P04-B,F10,F10-P04,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=false;paired_trial_complete,0,PASS
F10-P04-T,F10,F10-P04,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=true;paired_trial_complete,0,PASS
F10-P05-B,F10,F10-P05,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=false;paired_trial_complete,0,PASS
F10-P05-T,F10,F10-P05,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=true;paired_trial_complete,0,PASS
F10-P06-B,F10,F10-P06,baseline,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=false;paired_trial_complete,0,PASS
F10-P06-T,F10,F10-P06,treatment,BEAM,1,0,1,0.206549314377237,1,0.95,factor=BlockedSelectedBeam;factor_value=true;paired_trial_complete,0,PASS
F11-P01-B,F11,F11-P01,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=0;paired_trial_complete,0,PASS
F11-P01-T,F11,F11-P01,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=-6;paired_trial_complete,0,PASS
F11-P02-B,F11,F11-P02,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=0;paired_trial_complete,0,PASS
F11-P02-T,F11,F11-P02,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=-3;paired_trial_complete,0,PASS
F11-P03-B,F11,F11-P03,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=0;paired_trial_complete,0,PASS
F11-P03-T,F11,F11-P03,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=3;paired_trial_complete,0,PASS
F11-P04-B,F11,F11-P04,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=0;paired_trial_complete,0,PASS
F11-P04-T,F11,F11-P04,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=6;paired_trial_complete,0,PASS
F11-P05-B,F11,F11-P05,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=0;paired_trial_complete,0,PASS
F11-P05-T,F11,F11-P05,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=-6;paired_trial_complete,0,PASS
F11-P06-B,F11,F11-P06,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=0;paired_trial_complete,0,PASS
F11-P06-T,F11,F11-P06,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=PBCHDMRSSNR_dB;factor_value=-3;paired_trial_complete,0,PASS
F12-P01-B,F12,F12-P01,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=4;paired_trial_complete,0,PASS
F12-P01-T,F12,F12-P01,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=8;paired_trial_complete,0,PASS
F12-P02-B,F12,F12-P02,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=4;paired_trial_complete,0,PASS
F12-P02-T,F12,F12-P02,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=8;paired_trial_complete,0,PASS
F12-P03-B,F12,F12-P03,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=4;paired_trial_complete,0,PASS
F12-P03-T,F12,F12-P03,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=8;paired_trial_complete,0,PASS
F12-P04-B,F12,F12-P04,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=4;paired_trial_complete,0,PASS
F12-P04-T,F12,F12-P04,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=8;paired_trial_complete,0,PASS
F12-P05-B,F12,F12-P05,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=4;paired_trial_complete,0,PASS
F12-P05-T,F12,F12-P05,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=8;paired_trial_complete,0,PASS
F12-P06-B,F12,F12-P06,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=4;paired_trial_complete,0,PASS
F12-P06-T,F12,F12-P06,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=Lmax;factor_value=8;paired_trial_complete,0,PASS
F13-P01-B,F13,F13-P01,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=none;paired_trial_complete,0,PASS
F13-P01-T,F13,F13-P01,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=sfn;paired_trial_complete,0,PASS
F13-P02-B,F13,F13-P02,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=none;paired_trial_complete,0,PASS
F13-P02-T,F13,F13-P02,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=scs;paired_trial_complete,0,PASS
F13-P03-B,F13,F13-P03,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=none;paired_trial_complete,0,PASS
F13-P03-T,F13,F13-P03,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=kssb;paired_trial_complete,0,PASS
F13-P04-B,F13,F13-P04,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=none;paired_trial_complete,0,PASS
F13-P04-T,F13,F13-P04,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=type0;paired_trial_complete,0,PASS
F13-P05-B,F13,F13-P05,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=none;paired_trial_complete,0,PASS
F13-P05-T,F13,F13-P05,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=barred;paired_trial_complete,0,PASS
F13-P06-B,F13,F13-P06,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=none;paired_trial_complete,0,PASS
F13-P06-T,F13,F13-P06,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=MIBBitMutation;factor_value=sfn;paired_trial_complete,0,PASS
F14-P01-B,F14,F14-P01,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=0;paired_trial_complete,0,PASS
F14-P01-T,F14,F14-P01,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=1;paired_trial_complete,0,PASS
F14-P02-B,F14,F14-P02,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=0;paired_trial_complete,0,PASS
F14-P02-T,F14,F14-P02,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=7;paired_trial_complete,0,PASS
F14-P03-B,F14,F14-P03,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=0;paired_trial_complete,0,PASS
F14-P03-T,F14,F14-P03,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=15;paired_trial_complete,0,PASS
F14-P04-B,F14,F14-P04,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=0;paired_trial_complete,0,PASS
F14-P04-T,F14,F14-P04,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=1;paired_trial_complete,0,PASS
F14-P05-B,F14,F14-P05,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=0;paired_trial_complete,0,PASS
F14-P05-T,F14,F14-P05,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=7;paired_trial_complete,0,PASS
F14-P06-B,F14,F14-P06,baseline,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=0;paired_trial_complete,0,PASS
