Direction,TraceSource,SNR_dB,QualityAxis,QualityValueRole,QualitySource,Metric,MeanValue,P05Value,P95Value,SampleCount
"DL","dl_pdsch_trials",10,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","EstimatedDopplerHz",0,0,0,1
"DL","dl_pdsch_trials",10,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","PhaseTrackingError_deg",0,0,0,1
"DL","dl_pdsch_trials",11,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","PostEqSINR_dB",10.9514379074899,10.9514379074899,10.9514379074899,1
"DL","dl_pdsch_trials",11,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","ReceiverHestSINR_dB",10.9514379074899,10.9514379074899,10.9514379074899,1
"DL","dl_pdsch_trials",11,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","NMSE_dB",-14.2667560858958,-14.2667560858958,-14.2667560858958,1
"DL","dl_pdsch_trials",11,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","ChannelGain_dB",42.4446929610421,42.4446929610421,42.4446929610421,1
"DL","dl_pdsch_trials",11,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","ConditionNumber_dB",29.5333572795786,29.5333572795786,29.5333572795786,1
"DL","dl_pdsch_trials",11,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","TimingOffset_samples",15,15,15,1
"DL","dl_pdsch_trials",11,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","EstimatedDopplerHz",0,0,0,1
"DL","dl_pdsch_trials",11,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","PhaseTrackingError_deg",0,0,0,1
"UL","ul_pusch_trials",5,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","PostEqSINR_dB",5.16189862572454,4.92425872376763,5.39953852768146,2
"UL","ul_pusch_trials",5,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","ReceiverHestSINR_dB",10.1425875881097,9.58264421770521,10.7025309585143,2
"UL","ul_pusch_trials",5,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","NMSE_dB",-0.453657823335723,-2.85244722102967,1.94513157435822,2
"UL","ul_pusch_trials",5,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","ChannelGain_dB",16.6894730670931,16.1460427236708,17.2329034105155,2
"UL","ul_pusch_trials",5,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","ConditionNumber_dB",13.6106008330258,13.1693812262405,14.0518204398111,2
"UL","ul_pusch_trials",5,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","TimingOffset_samples",15,15,15,2
"UL","ul_pusch_trials",5,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","EstimatedDopplerHz",-5.67175334959083e-14,-1.15348705683247e-13,1.91363869143091e-15,2
"UL","ul_pusch_trials",5,"PostEqSINR_dB","measured_post_equalization_scheduling_input","PostEqSINR_dB","PhaseTrackingError_deg",1.0859092929322e-14,9.1822797124431e-15,1.25359061462009e-14,2
"SRS","srs_trials",35,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","RankEstimate",2,2,2,3
"SRS","srs_trials",35,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","NMSE_dB",-47.8369262334641,-48.1791332972434,-47.479270157038,3
"SRS","srs_trials",35,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","EstimatedDopplerHz",0,0,0,3
"SRS","srs_trials",35,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","DopplerError_Hz",0,0,0,3
"SRS","srs_trials",35,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","QCLAccuracy",0.99999175031705,0.999991062482558,0.999992393485158,3
"SRS","srs_trials",35,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","TrackingFailureProbability",0,0,0,3
"SRS","srs_trials",34,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","RankEstimate",2,2,2,1
"SRS","srs_trials",34,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","NMSE_dB",-49.7812008290856,-49.7812008290856,-49.7812008290856,1
"SRS","srs_trials",34,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","EstimatedDopplerHz",0,0,0,1
"SRS","srs_trials",34,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","DopplerError_Hz",0,0,0,1
"SRS","srs_trials",34,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","QCLAccuracy",0.999994741686248,0.999994741686248,0.999994741686248,1
"SRS","srs_trials",34,"MeasuredTrialSINR_dB","measured_post_equalization_trial_sinr","MeasuredTrialSINR_dB","TrackingFailureProbability",0,0,0,1
