run_id,chart_name,cell_id,slot,rb_index,occupancy_value,source_table_logical_path
1,PUSCH map,2,9,3,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,30,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,31,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,32,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,33,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,34,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,35,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,36,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,37,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,38,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,39,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,4,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,40,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,41,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,42,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,43,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,44,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,45,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,46,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,47,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,48,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,49,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,5,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,50,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,51,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,52,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,53,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,54,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,55,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,56,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,57,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,58,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,59,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,6,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,60,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,61,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,62,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,63,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,64,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,65,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,66,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,67,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,68,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,69,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,7,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,70,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,71,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,72,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,73,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,74,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,75,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,76,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,77,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,78,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,79,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,8,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,80,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,81,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,82,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,83,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,84,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,85,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,86,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,87,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,88,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,89,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,9,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,90,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,91,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,92,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,93,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,94,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,95,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,96,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,97,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,98,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,99,0.5,reports/csv/ul_resource_grid_heatmap.csv
