ue_id,cell_id,direction,cqi_input,mcs_selected,code_rate,tbs_bits,harq_state,scheduler_reason,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,beam_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
4,2,DL,15,0,0.1171875,2472,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
6,2,DL,15,0,0.1171875,2472,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
10,2,DL,15,0,0.1171875,2472,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
29,2,DL,15,0,0.1171875,2472,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
35,2,DL,15,0,0.1171875,2472,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
41,2,DL,15,0,0.1171875,2472,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
45,2,DL,15,0,0.1171875,2472,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
50,2,DL,15,0,0.1171875,2472,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
2,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
12,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
13,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
15,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
16,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
18,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
23,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
24,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
33,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
34,3,DL,15,0,0.1171875,2024,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
20,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
22,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
32,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
37,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
38,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
40,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
42,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
44,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
49,4,DL,15,0,0.1171875,2216,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
1,5,DL,15,0,0.1171875,1544,new_data,new_data_pf,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_mcs_tbs_evolution_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildMCSTBSEvolutionTable,implemented,derived_from_scheduler_grants,packet_flow/csv/live_dl_scheduler_grants.csv,not_applicable,1,1
