RunID,ExperimentID,TrialID,FamilyID,PairID,Variant,Seed,Packets,Delivered,Dropped,DuplicateDelivered,Latency_ms,Goodput_Mbps,ControlBytes,Runtime_ms,Status
"PROTOCOL-IMPACT-20260727-071740","F02_02_B","TRIAL-15","F02","F02_P02","baseline","23","1","1","0","0","0.1","6.96","7","6.3881","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_02_T","TRIAL-16","F02","F02_P02","treatment","23","1","1","0","0","0.1","6.96","7","7.8938","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_03_B","TRIAL-17","F02","F02_P03","baseline","47","1","1","0","0","0.1","6.32","7","6.1054","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_03_T","TRIAL-18","F02","F02_P03","treatment","47","1","1","0","0","0.1","6.32","7","7.1474","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_04_B","TRIAL-19","F02","F02_P04","baseline","89","1","1","0","0","0.1","7.12","7","5.7312","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_04_T","TRIAL-20","F02","F02_P04","treatment","89","1","1","0","0","0.1","7.12","7","5.3012","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_05_B","TRIAL-21","F02","F02_P05","baseline","131","1","1","0","0","0.1","5.36","7","5.0396","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_05_T","TRIAL-22","F02","F02_P05","treatment","131","1","1","0","0","0.1","5.36","7","6.9205","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_06_B","TRIAL-23","F02","F02_P06","baseline","197","1","1","0","0","0.1","5.52","7","6.5633","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_06_T","TRIAL-24","F02","F02_P06","treatment","197","1","1","0","0","0.1","5.52","7","5.3087","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_01_B","TRIAL-25","F03","F03_P01","baseline","11","1","1","0","0","0.1","6","7","6.2962","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_01_T","TRIAL-26","F03","F03_P01","treatment","11","1","1","0","0","0.1","6","7","6.0206","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_02_B","TRIAL-27","F03","F03_P02","baseline","23","1","1","0","0","0.1","6.96","7","5.0721","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_02_T","TRIAL-28","F03","F03_P02","treatment","23","1","1","0","0","0.1","6.96","7","5.4552","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_03_B","TRIAL-29","F03","F03_P03","baseline","47","1","1","0","0","0.1","6.32","7","5.3316","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_03_T","TRIAL-30","F03","F03_P03","treatment","47","1","1","0","0","0.1","6.32","7","6.0317","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_04_B","TRIAL-31","F03","F03_P04","baseline","89","1","1","0","0","0.1","7.12","7","5.1098","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_04_T","TRIAL-32","F03","F03_P04","treatment","89","1","1","0","0","0.1","7.12","7","7.244","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_05_B","TRIAL-33","F03","F03_P05","baseline","131","1","1","0","0","0.1","5.36","7","6.102","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_05_T","TRIAL-34","F03","F03_P05","treatment","131","1","1","0","0","0.1","5.36","7","5.6877","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_06_B","TRIAL-35","F03","F03_P06","baseline","197","1","1","0","0","0.1","5.52","7","6.3594","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_06_T","TRIAL-36","F03","F03_P06","treatment","197","1","1","0","0","0.1","5.52","7","6.1617","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_01_B","TRIAL-37","F04","F04_P01","baseline","11","1","1","0","0","0.1","6","7","6.3314","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_01_T","TRIAL-38","F04","F04_P01","treatment","11","1","1","0","0","0.1","6","7","7.2665","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_02_B","TRIAL-39","F04","F04_P02","baseline","23","1","1","0","0","0.1","6.96","7","6.273","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_02_T","TRIAL-40","F04","F04_P02","treatment","23","1","1","0","0","0.1","6.96","7","6.523","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_03_B","TRIAL-41","F04","F04_P03","baseline","47","1","1","0","0","0.1","6.32","7","7.2614","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_03_T","TRIAL-42","F04","F04_P03","treatment","47","1","1","0","0","0.1","6.32","7","7.1352","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_04_B","TRIAL-43","F04","F04_P04","baseline","89","1","1","0","0","0.1","7.12","7","6.3148","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_04_T","TRIAL-44","F04","F04_P04","treatment","89","1","1","0","0","0.1","7.12","7","8.0902","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_05_B","TRIAL-45","F04","F04_P05","baseline","131","1","1","0","0","0.1","5.36","7","8.7581","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_05_T","TRIAL-46","F04","F04_P05","treatment","131","1","1","0","0","0.1","5.36","7","9.0217","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_06_B","TRIAL-47","F04","F04_P06","baseline","197","1","1","0","0","0.1","5.52","7","8.6069","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_06_T","TRIAL-48","F04","F04_P06","treatment","197","1","1","0","0","0.1","5.52","7","12.0832","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_01_B","TRIAL-49","F05","F05_P01","baseline","11","1","1","0","0","0.1","6","7","13.5798","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_01_T","TRIAL-50","F05","F05_P01","treatment","11","1","1","0","0","0.1","6","7","11.3214","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_02_B","TRIAL-51","F05","F05_P02","baseline","23","1","1","0","0","0.1","6.96","7","10.0723","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_02_T","TRIAL-52","F05","F05_P02","treatment","23","1","1","0","0","0.1","6.96","7","8.5133","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_03_B","TRIAL-53","F05","F05_P03","baseline","47","1","1","0","0","0.1","6.32","7","8.5638","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_03_T","TRIAL-54","F05","F05_P03","treatment","47","1","1","0","0","0.1","6.32","7","6.496","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_04_B","TRIAL-55","F05","F05_P04","baseline","89","1","1","0","0","0.1","7.12","7","6.213","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_04_T","TRIAL-56","F05","F05_P04","treatment","89","1","1","0","0","0.1","7.12","7","8.267","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_05_B","TRIAL-57","F05","F05_P05","baseline","131","1","1","0","0","0.1","5.36","7","7.1422","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_05_T","TRIAL-58","F05","F05_P05","treatment","131","1","1","0","0","0.1","5.36","7","6.8632","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_06_B","TRIAL-59","F05","F05_P06","baseline","197","1","1","0","0","0.1","5.52","7","7.5843","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_06_T","TRIAL-60","F05","F05_P06","treatment","197","1","1","0","0","0.1","5.52","7","10.0093","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_01_B","TRIAL-61","F06","F06_P01","baseline","11","1","1","0","0","0.1","6","7","8.0489","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_01_T","TRIAL-62","F06","F06_P01","treatment","11","1","1","0","0","0.1","6","7","6.5148","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_02_B","TRIAL-63","F06","F06_P02","baseline","23","1","1","0","0","0.1","6.96","7","6.2842","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_02_T","TRIAL-64","F06","F06_P02","treatment","23","1","1","0","0","0.1","6.96","7","7.1423","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_03_B","TRIAL-65","F06","F06_P03","baseline","47","1","1","0","0","0.1","6.32","7","8.4151","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_03_T","TRIAL-66","F06","F06_P03","treatment","47","1","1","0","0","0.1","6.32","7","6.5951","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_04_B","TRIAL-67","F06","F06_P04","baseline","89","1","1","0","0","0.1","7.12","7","5.4034","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_04_T","TRIAL-68","F06","F06_P04","treatment","89","1","1","0","0","0.1","7.12","7","6.0612","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_05_B","TRIAL-69","F06","F06_P05","baseline","131","1","1","0","0","0.1","5.36","7","5.0856","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_05_T","TRIAL-70","F06","F06_P05","treatment","131","1","1","0","0","0.1","5.36","7","4.9092","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_06_B","TRIAL-71","F06","F06_P06","baseline","197","1","1","0","0","0.1","5.52","7","5.6728","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_06_T","TRIAL-72","F06","F06_P06","treatment","197","1","1","0","0","0.1","5.52","7","5.133","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_01_B","TRIAL-73","F07","F07_P01","baseline","11","1","1","0","0","0.1","6","7","5.3836","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_01_T","TRIAL-74","F07","F07_P01","treatment","11","1","1","0","0","0.1","6","7","5.8523","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_02_B","TRIAL-75","F07","F07_P02","baseline","23","1","1","0","0","0.1","6.96","7","6.7004","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_02_T","TRIAL-76","F07","F07_P02","treatment","23","1","1","0","0","0.1","6.96","7","5.5313","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_03_B","TRIAL-77","F07","F07_P03","baseline","47","1","1","0","0","0.1","6.32","7","6.0745","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_03_T","TRIAL-78","F07","F07_P03","treatment","47","1","1","0","0","0.1","6.32","7","7.1391","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_04_B","TRIAL-79","F07","F07_P04","baseline","89","1","1","0","0","0.1","7.12","7","5.5796","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_04_T","TRIAL-80","F07","F07_P04","treatment","89","1","1","0","0","0.1","7.12","7","5.2458","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_05_B","TRIAL-81","F07","F07_P05","baseline","131","1","1","0","0","0.1","5.36","7","6.8346","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_05_T","TRIAL-82","F07","F07_P05","treatment","131","1","1","0","0","0.1","5.36","7","5.0391","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_06_B","TRIAL-83","F07","F07_P06","baseline","197","1","1","0","0","0.1","5.52","7","5.1938","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_06_T","TRIAL-84","F07","F07_P06","treatment","197","1","1","0","0","0.1","5.52","7","6.7146","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_01_B","TRIAL-85","F08","F08_P01","baseline","11","1","1","0","0","0.1","6","7","6.3291","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_01_T","TRIAL-86","F08","F08_P01","treatment","11","1","1","0","0","0.1","6","7","6.011","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_02_B","TRIAL-87","F08","F08_P02","baseline","23","1","1","0","0","0.1","6.96","7","6.8933","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_02_T","TRIAL-88","F08","F08_P02","treatment","23","1","1","0","0","0.1","6.96","7","6.4518","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_03_B","TRIAL-89","F08","F08_P03","baseline","47","1","1","0","0","0.1","6.32","7","5.1054","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_03_T","TRIAL-90","F08","F08_P03","treatment","47","1","1","0","0","0.1","6.32","7","5.0426","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_04_B","TRIAL-91","F08","F08_P04","baseline","89","1","1","0","0","0.1","7.12","7","6.7406","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_04_T","TRIAL-92","F08","F08_P04","treatment","89","1","1","0","0","0.1","7.12","7","5.7126","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_05_B","TRIAL-93","F08","F08_P05","baseline","131","1","1","0","0","0.1","5.36","7","9.6049","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_05_T","TRIAL-94","F08","F08_P05","treatment","131","1","1","0","0","0.1","5.36","7","7.9507","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_06_B","TRIAL-95","F08","F08_P06","baseline","197","1","1","0","0","0.1","5.52","7","8.697","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_06_T","TRIAL-96","F08","F08_P06","treatment","197","1","1","0","0","0.1","5.52","7","7.3017","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_01_B","TRIAL-97","F09","F09_P01","baseline","11","1","1","0","0","0.1","6","7","6.4207","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_01_T","TRIAL-98","F09","F09_P01","treatment","11","1","1","0","0","0.1","6","7","9.5216","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_02_B","TRIAL-99","F09","F09_P02","baseline","23","1","1","0","0","0.1","6.96","7","8.3956","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_02_T","TRIAL-100","F09","F09_P02","treatment","23","1","1","0","0","0.1","6.96","7","7.357","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_03_B","TRIAL-101","F09","F09_P03","baseline","47","1","1","0","0","0.1","6.32","7","5.7524","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_03_T","TRIAL-102","F09","F09_P03","treatment","47","1","1","0","0","0.1","6.32","7","6.5494","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_04_B","TRIAL-103","F09","F09_P04","baseline","89","1","1","0","0","0.1","7.12","7","5.0501","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_04_T","TRIAL-104","F09","F09_P04","treatment","89","1","1","0","0","0.1","7.12","7","4.7973","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_05_B","TRIAL-105","F09","F09_P05","baseline","131","1","1","0","0","0.1","5.36","7","4.8976","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_05_T","TRIAL-106","F09","F09_P05","treatment","131","1","1","0","0","0.1","5.36","7","6.9193","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_06_B","TRIAL-107","F09","F09_P06","baseline","197","1","1","0","0","0.1","5.52","7","5.5476","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_06_T","TRIAL-108","F09","F09_P06","treatment","197","1","1","0","0","0.1","5.52","7","5.3806","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_01_B","TRIAL-109","F10","F10_P01","baseline","11","1","1","0","0","0.1","6","7","6.2734","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_01_T","TRIAL-110","F10","F10_P01","treatment","11","1","1","0","0","0.1","6","7","5.068","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_02_B","TRIAL-111","F10","F10_P02","baseline","23","1","1","0","0","0.1","6.96","7","4.8398","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_02_T","TRIAL-112","F10","F10_P02","treatment","23","1","1","0","0","0.1","6.96","7","5.1964","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_03_B","TRIAL-113","F10","F10_P03","baseline","47","1","1","0","0","0.1","6.32","7","6.1628","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_03_T","TRIAL-114","F10","F10_P03","treatment","47","1","1","0","0","0.1","6.32","7","5.0827","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_04_B","TRIAL-115","F10","F10_P04","baseline","89","1","1","0","0","0.1","7.12","7","4.9657","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_04_T","TRIAL-116","F10","F10_P04","treatment","89","1","1","0","0","0.1","7.12","7","4.8139","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_05_B","TRIAL-117","F10","F10_P05","baseline","131","1","1","0","0","0.1","5.36","7","6.0905","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_05_T","TRIAL-118","F10","F10_P05","treatment","131","1","1","0","0","0.1","5.36","7","4.8681","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_06_B","TRIAL-119","F10","F10_P06","baseline","197","1","1","0","0","0.1","5.52","7","4.9949","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_06_T","TRIAL-120","F10","F10_P06","treatment","197","1","1","0","0","0.1","5.52","7","4.8416","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_01_B","TRIAL-121","F11","F11_P01","baseline","11","1","1","0","0","0.1","6","7","7.3291","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_01_T","TRIAL-122","F11","F11_P01","treatment","11","1","1","0","0","0.1","6","7","7.1499","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_02_B","TRIAL-123","F11","F11_P02","baseline","23","1","1","0","0","0.1","6.96","7","7.701","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_02_T","TRIAL-124","F11","F11_P02","treatment","23","1","1","0","0","0.1","6.96","7","5.8504","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_03_B","TRIAL-125","F11","F11_P03","baseline","47","1","1","0","0","0.1","6.32","7","5.2549","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_03_T","TRIAL-126","F11","F11_P03","treatment","47","1","1","0","0","0.1","6.32","7","5.1377","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_04_B","TRIAL-127","F11","F11_P04","baseline","89","1","1","0","0","0.1","7.12","7","6.1949","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_04_T","TRIAL-128","F11","F11_P04","treatment","89","1","1","0","0","0.1","7.12","7","5.1471","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_05_B","TRIAL-129","F11","F11_P05","baseline","131","1","1","0","0","0.1","5.36","7","5.1708","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_05_T","TRIAL-130","F11","F11_P05","treatment","131","1","1","0","0","0.1","5.36","7","4.8109","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_06_B","TRIAL-131","F11","F11_P06","baseline","197","1","1","0","0","0.1","5.52","7","5.7101","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_06_T","TRIAL-132","F11","F11_P06","treatment","197","1","1","0","0","0.1","5.52","7","4.8798","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_01_B","TRIAL-133","F12","F12_P01","baseline","11","1","1","0","0","0.1","6","7","5.1062","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_01_T","TRIAL-134","F12","F12_P01","treatment","11","1","1","0","0","0.1","6","7","5.8976","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_02_B","TRIAL-135","F12","F12_P02","baseline","23","1","1","0","0","0.1","6.96","7","5.6892","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_02_T","TRIAL-136","F12","F12_P02","treatment","23","1","1","0","0","0.1","6.96","7","5.0765","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_03_B","TRIAL-137","F12","F12_P03","baseline","47","1","1","0","0","0.1","6.32","7","5.9803","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_03_T","TRIAL-138","F12","F12_P03","treatment","47","1","1","0","0","0.1","6.32","7","6.1819","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_04_B","TRIAL-139","F12","F12_P04","baseline","89","1","1","0","0","0.1","7.12","7","4.919","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_04_T","TRIAL-140","F12","F12_P04","treatment","89","1","1","0","0","0.1","7.12","7","5.23","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_05_B","TRIAL-141","F12","F12_P05","baseline","131","1","1","0","0","0.1","5.36","7","5.7992","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_05_T","TRIAL-142","F12","F12_P05","treatment","131","1","1","0","0","0.1","5.36","7","5.1999","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_06_B","TRIAL-143","F12","F12_P06","baseline","197","1","1","0","0","0.1","5.52","7","4.9021","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_06_T","TRIAL-144","F12","F12_P06","treatment","197","1","1","0","0","0.1","5.52","7","5.0695","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_01_B","TRIAL-145","F13","F13_P01","baseline","11","1","1","0","0","0.1","6","7","7.0086","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_01_T","TRIAL-146","F13","F13_P01","treatment","11","1","1","0","0","0.1","6","7","6.7601","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_02_B","TRIAL-147","F13","F13_P02","baseline","23","1","1","0","0","0.1","6.96","7","5.7701","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_02_T","TRIAL-148","F13","F13_P02","treatment","23","1","1","0","0","0.1","6.96","7","6.2132","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_03_B","TRIAL-149","F13","F13_P03","baseline","47","1","1","0","0","0.1","6.32","7","5.3529","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_03_T","TRIAL-150","F13","F13_P03","treatment","47","1","1","0","0","0.1","6.32","7","5.1013","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_04_B","TRIAL-151","F13","F13_P04","baseline","89","1","1","0","0","0.1","7.12","7","5.0535","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_04_T","TRIAL-152","F13","F13_P04","treatment","89","1","1","0","0","0.1","7.12","7","6.3048","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_05_B","TRIAL-153","F13","F13_P05","baseline","131","1","1","0","0","0.1","5.36","7","5.1611","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_05_T","TRIAL-154","F13","F13_P05","treatment","131","1","1","0","0","0.1","5.36","7","5.2246","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_06_B","TRIAL-155","F13","F13_P06","baseline","197","1","1","0","0","0.1","5.52","7","5.059","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_06_T","TRIAL-156","F13","F13_P06","treatment","197","1","1","0","0","0.1","5.52","7","6.0721","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_01_B","TRIAL-157","F14","F14_P01","baseline","11","1","1","0","0","0.1","6","7","5.2925","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_01_T","TRIAL-158","F14","F14_P01","treatment","11","1","1","0","0","0.1","6","7","6.222","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_02_B","TRIAL-159","F14","F14_P02","baseline","23","1","1","0","0","0.1","6.96","7","6.7914","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_02_T","TRIAL-160","F14","F14_P02","treatment","23","1","1","0","0","0.1","6.96","7","5.2526","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_03_B","TRIAL-161","F14","F14_P03","baseline","47","1","1","0","0","0.1","6.32","7","5.0724","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_03_T","TRIAL-162","F14","F14_P03","treatment","47","1","1","0","0","0.1","6.32","7","5.0104","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_04_B","TRIAL-163","F14","F14_P04","baseline","89","1","1","0","0","0.1","7.12","7","9.09","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_04_T","TRIAL-164","F14","F14_P04","treatment","89","1","1","0","0","0.1","7.12","7","5.5483","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_05_B","TRIAL-165","F14","F14_P05","baseline","131","1","1","0","0","0.1","5.36","7","5.1732","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_05_T","TRIAL-166","F14","F14_P05","treatment","131","1","1","0","0","0.1","5.36","7","7.2814","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_06_B","TRIAL-167","F14","F14_P06","baseline","197","1","1","0","0","0.1","5.52","7","5.9245","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_06_T","TRIAL-168","F14","F14_P06","treatment","197","1","1","0","0","0.1","5.52","7","8.8304","PASS"
"PROTOCOL-IMPACT-20260727-071740","F15_01_B","TRIAL-169","F15","F15_P01","baseline","11","1","1","0","0","0.1","6","7","7.3693","PASS"
"PROTOCOL-IMPACT-20260727-071740","F15_01_T","TRIAL-170","F15","F15_P01","treatment","11","1","1","0","0","0.1","6","7","7.612","PASS"
"PROTOCOL-IMPACT-20260727-071740","F15_02_B","TRIAL-171","F15","F15_P02","baseline","23","1","1","0","0","0.1","6.96","7","9.2468","PASS"
"PROTOCOL-IMPACT-20260727-071740","F15_02_T","TRIAL-172","F15","F15_P02","treatment","23","1","1","0","0","0.1","6.96","7","8.3084","PASS"
"PROTOCOL-IMPACT-20260727-071740","F15_03_B","TRIAL-173","F15","F15_P03","baseline","47","1","1","0","0","0.1","6.32","7","6.5776","PASS"
