RunID,RuleID,FamilyID,RuleClass,Metric,Operator,Threshold,ObservedValue,EvidenceRows,Result,Status
"PROTOCOL-IMPACT-20260727-071740","H061","F61","HARD_CORRECTNESS","ProtocolInvariant","EQ","0 failures","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","H062","F62","HARD_CORRECTNESS","ProtocolInvariant","EQ","0 failures","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","H063","F63","HARD_CORRECTNESS","ProtocolInvariant","EQ","0 failures","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","H064","F64","HARD_CORRECTNESS","ProtocolInvariant","EQ","0 failures","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S001","F01","STATISTICAL","BLER","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S002","F05","STATISTICAL","DropRate","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S003","F09","STATISTICAL","Latency_ms","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S004","F13","STATISTICAL","Goodput_Mbps","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S005","F17","STATISTICAL","BLER","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S006","F21","STATISTICAL","DropRate","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S007","F25","STATISTICAL","Latency_ms","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S008","F29","STATISTICAL","Goodput_Mbps","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S009","F33","STATISTICAL","BLER","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S010","F37","STATISTICAL","DropRate","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S011","F41","STATISTICAL","Latency_ms","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S012","F45","STATISTICAL","Goodput_Mbps","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S013","F49","STATISTICAL","BLER","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S014","F53","STATISTICAL","DropRate","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S015","F57","STATISTICAL","Latency_ms","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","S016","F61","STATISTICAL","Goodput_Mbps","CI_VALID","95% paired evidence","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D001","F02","DIAGNOSTIC","Runtime_ms","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D002","F06","DIAGNOSTIC","Memory_MB","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D003","F10","DIAGNOSTIC","HeaderOverhead","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D004","F14","DIAGNOSTIC","SignalingBytes","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D005","F18","DIAGNOSTIC","Runtime_ms","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D006","F22","DIAGNOSTIC","Memory_MB","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D007","F26","DIAGNOSTIC","HeaderOverhead","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D008","F30","DIAGNOSTIC","SignalingBytes","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D009","F34","DIAGNOSTIC","Runtime_ms","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D010","F38","DIAGNOSTIC","Memory_MB","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D011","F42","DIAGNOSTIC","HeaderOverhead","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D012","F46","DIAGNOSTIC","SignalingBytes","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D013","F50","DIAGNOSTIC","Runtime_ms","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D014","F54","DIAGNOSTIC","Memory_MB","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D015","F58","DIAGNOSTIC","HeaderOverhead","REPORT","finite","0 failures","768","PASS","PASS"
"PROTOCOL-IMPACT-20260727-071740","D016","F62","DIAGNOSTIC","SignalingBytes","REPORT","finite","0 failures","768","PASS","PASS"
