RunID,InteractionID,Factors,ResponseMetric,MainEffect1,MainEffect2,InteractionEffect,CILower,CIUpper,Status
"PROTOCOL-IMPACT-20260727-071740","53","53","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","54","54","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","55","55","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","56","56","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","57","57","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","58","58","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","59","59","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","60","60","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","61","61","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","62","62","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","63","63","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","64","64","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","65","65","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","66","66","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","67","67","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","68","68","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","69","69","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","70","70","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","71","71","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","72","72","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","73","73","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","74","74","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","75","75","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","76","76","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","77","77","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","78","78","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","79","79","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","80","80","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","81","81","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","82","82","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","83","83","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","84","84","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","85","85","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","86","86","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","87","87","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","88","88","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","89","89","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","90","90","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","91","91","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","92","92","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","93","93","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","94","94","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","95","95","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","96","96","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","97","97","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","98","98","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","99","99","Goodput_Mbps","0","0","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","100","100","Goodput_Mbps","0","0","0","0","0","PASS"
