RunID,ExperimentID,FamilyID,SNBits,CipherAlgorithm,IntegrityAlgorithm,ReorderingDelay_ms,DiscardedPDUs,DuplicatePDUs,SecurityFailures,Status
"PROTOCOL-IMPACT-20260727-071740","F05_04_B","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_04_T","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_05_B","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_05_T","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_06_B","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_06_T","F05","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_01_B","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_01_T","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_02_B","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_02_T","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_03_B","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_03_T","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_04_B","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_04_T","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_05_B","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_05_T","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_06_B","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_06_T","F06","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_01_B","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_01_T","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_02_B","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_02_T","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_03_B","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_03_T","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_04_B","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_04_T","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_05_B","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_05_T","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_06_B","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_06_T","F07","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_01_B","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_01_T","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_02_B","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_02_T","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_03_B","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_03_T","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_04_B","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_04_T","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_05_B","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_05_T","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_06_B","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_06_T","F08","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_01_B","F09","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_01_T","F09","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_02_B","F09","18","NEA0","NIA0","0.1","0","0","0","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_02_T","F09","18","NEA0","NIA0","0.1","0","0","0","PASS"
