VectorFamily,VectorID,IndependentImplementation,Version,SourceSHA256,ExpectedSHA256,ActualSHA256,MismatchCount,SelfConsistencyOnly,Status
SSB_CASE_LMAX,SSBCASE-011,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,7abe9b22a8c8c305377a7fe52f1545de82745702d060667fd5400189505d1f4a,7abe9b22a8c8c305377a7fe52f1545de82745702d060667fd5400189505d1f4a,0,0,PASS
SSB_CASE_LMAX,SSBCASE-012,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,7abe9b22a8c8c305377a7fe52f1545de82745702d060667fd5400189505d1f4a,7abe9b22a8c8c305377a7fe52f1545de82745702d060667fd5400189505d1f4a,0,0,PASS
SSB_CASE_LMAX,SSBCASE-013,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,0,0,PASS
SSB_CASE_LMAX,SSBCASE-014,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,0,0,PASS
SSB_CASE_LMAX,SSBCASE-015,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,0,0,PASS
SSB_CASE_LMAX,SSBCASE-016,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,0,0,PASS
SSB_CASE_LMAX,SSBCASE-017,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,0,0,PASS
SSB_CASE_LMAX,SSBCASE-018,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,845fb7335d50848244e5c1c397f5f633282a9af2fe401a4f10ffbef104927e69,0,0,PASS
SSB_CASE_LMAX,SSBCASE-019,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,ea6825f4839e1a8b06abb99c86af49707167737b11d2e347ede0e7d43ab61b63,ea6825f4839e1a8b06abb99c86af49707167737b11d2e347ede0e7d43ab61b63,0,0,PASS
SSB_CASE_LMAX,SSBCASE-020,frozen_release18_table_transcription,1.0,178871908dbec6d548c9032906bdd3a2b88b22f3e76936625f7f218343a1dfd6,ea6825f4839e1a8b06abb99c86af49707167737b11d2e347ede0e7d43ab61b63,ea6825f4839e1a8b06abb99c86af49707167737b11d2e347ede0e7d43ab61b63,0,0,PASS
MIB_SEMANTICS,MIB-001,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,0,0,PASS
MIB_SEMANTICS,MIB-002,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,9e1e9011e9bd850f0da72fbb21ddf99b8e7ad554a8b6969bb231be6eadaa33f4,9e1e9011e9bd850f0da72fbb21ddf99b8e7ad554a8b6969bb231be6eadaa33f4,0,0,PASS
MIB_SEMANTICS,MIB-003,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,9fffdc520d0b17bd6501028a13566d397441a841c81935f613bd0365916f192f,9fffdc520d0b17bd6501028a13566d397441a841c81935f613bd0365916f192f,0,0,PASS
MIB_SEMANTICS,MIB-004,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,1fd89562da6088647d363a8947cc07cb4737e50c663e49514e9f088b5aea021c,1fd89562da6088647d363a8947cc07cb4737e50c663e49514e9f088b5aea021c,0,0,PASS
MIB_SEMANTICS,MIB-005,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,d46373a882fbe4e24daa278445d7327631bbdecdbe637cae5b981c613f374cab,d46373a882fbe4e24daa278445d7327631bbdecdbe637cae5b981c613f374cab,0,0,PASS
MIB_SEMANTICS,MIB-006,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,0df5810752364bf9ec4e2b7fd61ad47f9f2a5c1d1aa7a0e0a6c891219dbd1fae,0df5810752364bf9ec4e2b7fd61ad47f9f2a5c1d1aa7a0e0a6c891219dbd1fae,0,0,PASS
MIB_SEMANTICS,MIB-007,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,778e24d7288026b4201364ee951129f9ddac172aad558ec4f26865294b82c1d9,778e24d7288026b4201364ee951129f9ddac172aad558ec4f26865294b82c1d9,0,0,PASS
MIB_SEMANTICS,MIB-008,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,f0664c981ad17c656c2ab6ee43da87786d33a6730fdd811b62bff3434d2673cf,f0664c981ad17c656c2ab6ee43da87786d33a6730fdd811b62bff3434d2673cf,0,0,PASS
MIB_SEMANTICS,MIB-009,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,4bb98b6ea4226aa3a16f1e804258f0f9f182ee01d15915044173d6a7cfaa5d58,4bb98b6ea4226aa3a16f1e804258f0f9f182ee01d15915044173d6a7cfaa5d58,0,0,PASS
MIB_SEMANTICS,MIB-010,frozen_independent_bit_packer,1.0,206c6cc668122d7ec48d1216fbdc855125900ad2814075ea0a40afa226324a09,0d290fbf332b3484819860dd26e5628aab9e4f79d8675724f858199d55987718,0d290fbf332b3484819860dd26e5628aab9e4f79d8675724f858199d55987718,0,0,PASS
TYPE0_CORESET0,T000001,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,0d87d9e111bcc749cbb79e2533326d03352b6a4afa5d1e7e4aebf371513fb87e,0d87d9e111bcc749cbb79e2533326d03352b6a4afa5d1e7e4aebf371513fb87e,0,0,PASS
TYPE0_CORESET0,T000002,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,bc75fb581682bf791a5c99266d491ac1e64ed9f634d0c0b511d9ea3199555a43,bc75fb581682bf791a5c99266d491ac1e64ed9f634d0c0b511d9ea3199555a43,0,0,PASS
TYPE0_CORESET0,T000003,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,f3688f0704be7d46a480af534f1dbcd82a3cd711463bccaa2a59207f28d3f0eb,f3688f0704be7d46a480af534f1dbcd82a3cd711463bccaa2a59207f28d3f0eb,0,0,PASS
TYPE0_CORESET0,T000004,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,56b3fbce617173330493503f686810707c214bfeb123e0d0a61382e78e2d2656,56b3fbce617173330493503f686810707c214bfeb123e0d0a61382e78e2d2656,0,0,PASS
TYPE0_CORESET0,T000005,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,643bd463964c13ea56edabc45acdd3c022fe6e86ece66965eda0cadb6d54f9a5,643bd463964c13ea56edabc45acdd3c022fe6e86ece66965eda0cadb6d54f9a5,0,0,PASS
TYPE0_CORESET0,T000006,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,5878d1c46efb84920acb5e269ae75bff977d66014e1a30535cbee76c8792d163,5878d1c46efb84920acb5e269ae75bff977d66014e1a30535cbee76c8792d163,0,0,PASS
TYPE0_CORESET0,T000007,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,f3688f0704be7d46a480af534f1dbcd82a3cd711463bccaa2a59207f28d3f0eb,f3688f0704be7d46a480af534f1dbcd82a3cd711463bccaa2a59207f28d3f0eb,0,0,PASS
TYPE0_CORESET0,T000008,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,56b3fbce617173330493503f686810707c214bfeb123e0d0a61382e78e2d2656,56b3fbce617173330493503f686810707c214bfeb123e0d0a61382e78e2d2656,0,0,PASS
TYPE0_CORESET0,T000009,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,643bd463964c13ea56edabc45acdd3c022fe6e86ece66965eda0cadb6d54f9a5,643bd463964c13ea56edabc45acdd3c022fe6e86ece66965eda0cadb6d54f9a5,0,0,PASS
TYPE0_CORESET0,T000010,transcribed_ts38213_v18_8_0_table,1.0,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,5878d1c46efb84920acb5e269ae75bff977d66014e1a30535cbee76c8792d163,5878d1c46efb84920acb5e269ae75bff977d66014e1a30535cbee76c8792d163,0,0,PASS
PRACH_CONFIGURATION,PRACH-R18-001,pandoc+pandas_official_docx_extraction,1.0,e018ffa9bd41ee6b5d3ddfffaf32ce2439af5f58ef265d8b33f1946a21d6e520,fd1de4ce3367599f53b5f6515839ed4947388f82ec3a89ee7d1200931818b6ae,fd1de4ce3367599f53b5f6515839ed4947388f82ec3a89ee7d1200931818b6ae,0,0,PASS
PRACH_CONFIGURATION,PRACH-R18-002,pandoc+pandas_official_docx_extraction,1.0,e018ffa9bd41ee6b5d3ddfffaf32ce2439af5f58ef265d8b33f1946a21d6e520,527cfa33b6d3e0ab9cc87a84d253816fab68f5af1350824e6c5ab75f605f6c3d,527cfa33b6d3e0ab9cc87a84d253816fab68f5af1350824e6c5ab75f605f6c3d,0,0,PASS
PRACH_CONFIGURATION,PRACH-R18-003,pandoc+pandas_official_docx_extraction,1.0,e018ffa9bd41ee6b5d3ddfffaf32ce2439af5f58ef265d8b33f1946a21d6e520,c8c71e074155bde9ec16812500282064ea14032855b1aa4593506aad75cdea34,c8c71e074155bde9ec16812500282064ea14032855b1aa4593506aad75cdea34,0,0,PASS
PRACH_CONFIGURATION,PRACH-R18-004,pandoc+pandas_official_docx_extraction,1.0,e018ffa9bd41ee6b5d3ddfffaf32ce2439af5f58ef265d8b33f1946a21d6e520,68c8b288e2762bb3f32b773a715721054a215306e11ce2d6a58b6000210fa865,68c8b288e2762bb3f32b773a715721054a215306e11ce2d6a58b6000210fa865,0,0,PASS
PRACH_CONFIGURATION,PRACH-R18-005,pandoc+pandas_official_docx_extraction,1.0,e018ffa9bd41ee6b5d3ddfffaf32ce2439af5f58ef265d8b33f1946a21d6e520,8674d6448c25a8139f62a2577f21283b0f02fdc528d3b035d81ef54cfe24cba9,8674d6448c25a8139f62a2577f21283b0f02fdc528d3b035d81ef54cfe24cba9,0,0,PASS
SIB1_UPER,SIB1-ASN-001,asn1tools,0.167.0,9f1547b17e0557b13f2cc07a8016377425ef48067072de963a2303cd163ff445,629253a22e4e22c1052fe7e7b02aa5ac871776e6dd4200a588bef8e81fa194af,629253a22e4e22c1052fe7e7b02aa5ac871776e6dd4200a588bef8e81fa194af,0,0,PASS
SIB1_UPER,SIB1-ASN-002,asn1tools,0.167.0,9f1547b17e0557b13f2cc07a8016377425ef48067072de963a2303cd163ff445,58ce732a6c6d7069a89fa614575f2a0962cd14fc4737d3d7ccc5ad8d9357391e,58ce732a6c6d7069a89fa614575f2a0962cd14fc4737d3d7ccc5ad8d9357391e,0,0,PASS
SIB1_UPER,SIB1-ASN-003,asn1tools,0.167.0,9f1547b17e0557b13f2cc07a8016377425ef48067072de963a2303cd163ff445,b5d183ba28685857ab657bf97780f8c10416654c243c5d3cca24f0043f5f8136,b5d183ba28685857ab657bf97780f8c10416654c243c5d3cca24f0043f5f8136,0,0,PASS
SIB1_UPER,SIB1-ASN-004,asn1tools,0.167.0,9f1547b17e0557b13f2cc07a8016377425ef48067072de963a2303cd163ff445,43def83f0e62249e88e759f8e052494eb5d7dfb819a2a8f4843400748d2485c4,43def83f0e62249e88e759f8e052494eb5d7dfb819a2a8f4843400748d2485c4,0,0,PASS
SIB1_UPER,SIB1-ASN-005,asn1tools,0.167.0,9f1547b17e0557b13f2cc07a8016377425ef48067072de963a2303cd163ff445,4ff0cfc65965903f13f62efcee0561ac2ce3e4c63ef50865d41acb15355fd2b6,4ff0cfc65965903f13f62efcee0561ac2ce3e4c63ef50865d41acb15355fd2b6,0,0,PASS
