CaseID,HalfFrame,SSBIndex0,CandidateSymbol0,AbsoluteFrame,AbsoluteSlot,AbsoluteSymbol0,Active,BeamID,PrecodingSHA256,Power_dBm,MIBSHA256,Status
SSBCASE-007,0,3,22,0,1,22,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-008,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-008,0,1,8,0,0,8,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-008,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-008,0,3,22,0,1,22,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-009,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-009,0,1,8,0,0,8,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-009,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-009,0,3,22,0,1,22,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-010,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-010,0,1,8,0,0,8,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-010,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-010,0,3,22,0,1,22,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-011,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-011,0,1,8,0,0,8,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-011,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-011,0,3,22,0,1,22,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-012,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-012,0,1,8,0,0,8,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-012,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-012,0,3,22,0,1,22,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-013,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-013,0,1,8,0,0,8,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-013,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-013,0,3,22,0,1,22,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-013,0,4,30,0,2,30,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-013,0,5,36,0,2,36,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-013,0,6,44,0,3,44,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-013,0,7,50,0,3,50,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-014,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-014,0,1,8,0,0,8,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-014,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-014,0,3,22,0,1,22,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-014,0,4,30,0,2,30,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-014,0,5,36,0,2,36,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-014,0,6,44,0,3,44,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-014,0,7,50,0,3,50,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-015,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-015,0,1,8,0,0,8,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-015,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-015,0,3,22,0,1,22,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-015,0,4,30,0,2,30,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-015,0,5,36,0,2,36,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-015,0,6,44,0,3,44,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-015,0,7,50,0,3,50,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-016,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-016,0,1,8,0,0,8,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-016,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-016,0,3,22,0,1,22,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-016,0,4,30,0,2,30,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-016,0,5,36,0,2,36,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-016,0,6,44,0,3,44,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-016,0,7,50,0,3,50,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-017,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-017,0,1,8,0,0,8,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-017,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-017,0,3,22,0,1,22,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-017,0,4,30,0,2,30,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-017,0,5,36,0,2,36,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-017,0,6,44,0,3,44,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-017,0,7,50,0,3,50,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-018,0,0,2,0,0,2,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-018,0,1,8,0,0,8,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-018,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-018,0,3,22,0,1,22,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-018,0,4,30,0,2,30,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-018,0,5,36,0,2,36,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-018,0,6,44,0,3,44,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-018,0,7,50,0,3,50,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-019,0,0,4,0,0,4,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-019,0,1,8,0,0,8,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-019,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-019,0,3,20,0,1,20,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-020,0,0,4,0,0,4,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-020,0,1,8,0,0,8,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-020,0,2,16,0,1,16,1,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
SSBCASE-020,0,3,20,0,1,20,0,identity,7c1783168d6025f5a2895987dee17e50ce9a54ae7345a4eb17e8bbab7205b21d,0,1bc31b3ba5e5939b69d88e4722b0496b233e4f61ec681405893c018a89149850,PASS
