TrialID,Symbol0,PRB0,SubcarrierInPRB0,Owner,DMRSPort,RateMatchReason,Collision,IndexSHA256,Status
SIB1-WAVEFORM-001,0,3,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,89cd661e7ee226f4d5d34f042e0916511b0bd8d636e7945ae95f3d6a34065413,PASS
SIB1-WAVEFORM-001,0,3,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,aa465aad7d1302380d4a3360d7a57d9ea396535b77bd8b69dcabbdb85ef79325,PASS
SIB1-WAVEFORM-001,0,3,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,66271969e2535fb4b2b63c72ef2916e3a433eb70e16417ba969d37b678301a74,PASS
SIB1-WAVEFORM-001,0,4,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,e172998d04f11ca21b7790c96abce64c49d25ccc235ea2d04bdc178390ec0dd1,PASS
SIB1-WAVEFORM-001,0,4,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,c61a2bb627cccd5e1eb09043d68319045d961a92459587cabf80360d59149964,PASS
SIB1-WAVEFORM-001,0,4,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,75047069d8dd5c4b5f9b3a4d6100f0a20156a9558689529f0b30ee6e41c89ab8,PASS
SIB1-WAVEFORM-001,0,5,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,a982584850167d8b001f67b25dad790f5c114f863d91ba22f3ef517940e87817,PASS
SIB1-WAVEFORM-001,0,5,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,68c16c019c4146b9e7004989c15424b4a5fc651f2a481cca70e5a802ac647b98,PASS
SIB1-WAVEFORM-001,0,5,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,6091da0a9633dd631fe50b0c2ab4672e5b9b1510925cdd3820c783255d26ae2d,PASS
SIB1-WAVEFORM-001,0,6,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,44b588ed4f9d7ef1c0a56e30c2c637d65cda07bb3c7f679a843213bc1b997e07,PASS
SIB1-WAVEFORM-001,0,6,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,30bf5264054146744e9b55631b2a9234932625db0c00feaaa33caa585ba6afd0,PASS
SIB1-WAVEFORM-001,0,6,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,bc73862d3eefda5e8131a3323e36aba5e57105fc8f84a62fe318aa5c5416678f,PASS
SIB1-WAVEFORM-001,0,7,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,cc222c0e87743c842de451c241baf2135efdd9f4bd3acc3bf91e67d87c698e16,PASS
SIB1-WAVEFORM-001,0,7,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,9d7d50d5b4a032421a39913c4f5c8e999a0787bdd8afc538b41925a12dba0313,PASS
SIB1-WAVEFORM-001,0,7,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,d4366b3ba9e2b9945f8d5d7e4a6af58e73140c78b4aedd0e9135da6932287c1e,PASS
SIB1-WAVEFORM-001,0,8,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,853642c3e634b3e23400f0476072d1e2ed4c9bcd0e76dcecb9399bb667058723,PASS
SIB1-WAVEFORM-001,0,8,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,dea2459b0fd86dbfd4a927dcc3dd50c87b5663a456db9a56a8fb65afe5ad3639,PASS
SIB1-WAVEFORM-001,0,8,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,05b7f3d159e9e5701e110dbaeb81cc62661f32c196990904a577a83953cf8fad,PASS
SIB1-WAVEFORM-001,0,15,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,6f77d78beb4166226ae70af457c6f0279aab26db9d1ca3af6a31bd41c1c8b184,PASS
SIB1-WAVEFORM-001,0,15,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,6de4c27ff4d58aefd55a13b72c6defe04ad87d5e53a7a9a23e532361cec3ae31,PASS
SIB1-WAVEFORM-001,0,15,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,8c7a83fdf9a20f3fb6e314d336fb7401c9da181b8de7299e04dbc549370b1381,PASS
SIB1-WAVEFORM-001,0,16,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,95ca1e330e6d97bc33e8ff2df6b549b832920386781a4dda7372449dc1e4dbff,PASS
SIB1-WAVEFORM-001,0,16,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,b897ec59f6161222440e1f32588fa2db545ea3a1f7d640991c0072f530bf7f28,PASS
SIB1-WAVEFORM-001,0,16,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,789f079942f309f47f1f8205662dd3da03553d9e1104a2abd142c68a1a8381d7,PASS
SIB1-WAVEFORM-001,0,17,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,f9fbed4431eeb6d8aafcffeff060cbff0ec5d75f56d70fa785d3b0bdb633d022,PASS
SIB1-WAVEFORM-001,0,17,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,7d6cb6d4906e16de3ae9f967bc321fd362b4323858bfac541c0736331fc5a470,PASS
SIB1-WAVEFORM-001,0,17,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,ccef211805b994fc8817ff1d5c6172a6919979323776d872774458daba7f6df7,PASS
SIB1-WAVEFORM-001,0,18,1,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,bed34340a69089e3853d40eeac84d2e879a26cb6f9458b46defbb6bc9d0e5911,PASS
SIB1-WAVEFORM-001,0,18,5,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,76d400a3784478c08769f30d2f4eb7fd9ba50258f0ad18c9de4e88a9215c76d7,PASS
SIB1-WAVEFORM-001,0,18,9,PDCCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,a11a2579b581897afca3e6529a7db210fec24f5b93bc5cf0a586fa54620d7340,PASS
SIB1-WAVEFORM-001,1,50,11,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,eb91a80b47dfda0b4af236e75de71c76e03e8f422d87839ead10e31a52b6638c,PASS
SIB1-WAVEFORM-001,2,0,1,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,b59210a33a4d7870b173cfcfac3d5ebef584927a01a4495a511fab1777b23034,PASS
SIB1-WAVEFORM-001,2,0,3,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,e8a34778608723deaa3437fea96ccc1a98e9f4c9c911a01bddcfcada953216e0,PASS
SIB1-WAVEFORM-001,2,0,5,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,5b1280c3a803fdeabe15835971c90b383a76b3a25bef6e90b45923427e9a38c3,PASS
SIB1-WAVEFORM-001,2,0,7,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,af9731d388b7bb5abb23798fa90eff4a88db7dc001cf768748c5faf1f87be2c6,PASS
SIB1-WAVEFORM-001,2,0,9,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,629e6111afcbcfab7c16be7017c5d781d62bb374ed05a1dde135f3d73c88b1df,PASS
SIB1-WAVEFORM-001,2,0,11,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,acf37937618da57ad4a921c72a58122cd28c5b1584f702d980691c043b73c85b,PASS
SIB1-WAVEFORM-001,2,1,1,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,ef16297a34958fd5271394bb23c1a0d92f06d1e35b2ddfbb178891645d108dc5,PASS
SIB1-WAVEFORM-001,2,1,3,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,eaeeb609af5f5899a8bcb75605886fe1dc69352d4cd3d97f022f38248390704e,PASS
SIB1-WAVEFORM-001,2,1,5,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,93b3576b5bf126c09eae50ad083949ff9c853170b56894c6b221e6ba98967e4b,PASS
SIB1-WAVEFORM-001,2,1,7,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,580b55ed7bb4d98510b2d6c5447995c051bf276ecb96b856305804ca7eef7e77,PASS
SIB1-WAVEFORM-001,2,1,9,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,a90199c0f32ffda172bca04b869b7ac0e944745b6f658e5e1ab60516e15d8fb1,PASS
SIB1-WAVEFORM-001,2,1,11,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,eeae265169b7f32990be396b6566bf62b424e18d3ac5de7b14873515bc8d3591,PASS
SIB1-WAVEFORM-001,2,2,1,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,34d39dbb70476b0b7e5cba9b4dd7e4962e0044eecdf08fcf09d09f6a0dfce735,PASS
SIB1-WAVEFORM-001,2,2,3,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,61ffae037af73101f25fbef84b408a9ee83031cde96d796838ffb8774ed9b174,PASS
SIB1-WAVEFORM-001,2,2,5,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,820ef290ec50d6ace8c19804d6cb50d2e267f947bea7bd9e8100a2f4564b4172,PASS
SIB1-WAVEFORM-001,2,2,7,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,886d5f33d57003d742b2c48dd858a2d6a5d1cdd9452836939e52e2979f8bfaf1,PASS
SIB1-WAVEFORM-001,2,2,9,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,747a7e7a5ef9ef8a547bf9297daa84de0479de1332c870d59029dfe388ddb772,PASS
SIB1-WAVEFORM-001,2,2,11,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,3dc4fbbfa7c2f3a36b45bea94b7a4623a1aab1c785de5c4b10977bb74c8fecde,PASS
SIB1-WAVEFORM-001,2,3,1,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,21dc814c069a80eb532d1edb61fdc7dcc30ff2a64c36545050db5182c207e2f8,PASS
SIB1-WAVEFORM-001,2,3,3,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,9b3823c717913e97751649648e4f98386b07b0fedc6e7b474b1bebbb620887a9,PASS
SIB1-WAVEFORM-001,2,3,5,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,3afd0c9b7f0ebfab45c6862edd7c0b16dd40050e724155eb6cb92711b33298a8,PASS
SIB1-WAVEFORM-001,2,3,7,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,ae2cdd3bbc7653d4e3f164aa9d3ca4f8b8a4791e90545a1ea12a4ed95b8d4f8c,PASS
SIB1-WAVEFORM-001,2,3,9,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,0115a7e15ccd884740d90ddec94ebc33239267f4d0b06c39b5fe87d571f030a0,PASS
SIB1-WAVEFORM-001,2,3,11,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,d80227fd10501198c70347bfe2ceafab60e2cf3152322db531998497e38955fe,PASS
SIB1-WAVEFORM-001,2,4,1,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,d4d344d86fe9e7f23288cfdc275f85daadb5554de9b959c1be5bddf08af28ae0,PASS
SIB1-WAVEFORM-001,2,4,3,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,8684d055638dc032b878b53457d217dd6e81b564c0ab3fe35770e6cb362184a6,PASS
SIB1-WAVEFORM-001,2,4,5,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,38a6e082d00ef5207cedae5d95f643772387aacff2a4634b4303977dbea45bb6,PASS
SIB1-WAVEFORM-001,2,4,7,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,c5b9d989cb4c04d1bde1c12583de42b4e1076f19673eb8f73a1bd7ca2ba707d2,PASS
SIB1-WAVEFORM-001,2,4,9,PDSCH_DMRS,0,decoded_si_rnti_assignment_resource_plan,0,ab1e97825507d48e441a194e369be6b99153dde79d549c8d43205a96c50b37ca,PASS
SIB1-WAVEFORM-001,0,6,4,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,ab2b3abb5b2ffbe5d34f4d5e1bb6423bb2da9a90264b2318b8bacec94036a6a2,PASS
SIB1-WAVEFORM-001,0,6,6,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,b085d43bddb4c427dfe2cc97fce314e119af86e3f483f6c1c5268267d18f0e5a,PASS
SIB1-WAVEFORM-001,0,6,7,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,9b708e616ad704346e237926e7030523bb3ee28a6529c18da7eb5e2cd79801cd,PASS
SIB1-WAVEFORM-001,0,6,8,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,bb2552a3509e165a11f4020b130b9ed2d090c18c451b0f8ab1f2398f6b858b9f,PASS
SIB1-WAVEFORM-001,0,6,10,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,e8f0fa65dca340f54f4fde6def12c92f4518b601fc12989464ad6a517e6f25d2,PASS
SIB1-WAVEFORM-001,0,6,11,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,0a89ac5595966eb6a2d0a3d188a35a9e6d8d87207363b1f5e13f0e9c8db9c0d5,PASS
SIB1-WAVEFORM-001,0,7,0,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,457063c3816b376acea16fcf0cffd300f944ebc7cb3b3007cc746f651e8eec8f,PASS
SIB1-WAVEFORM-001,0,7,2,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,6af6d4a97c5c4fa9bf428964bdd9beb5b7ad3d1c66c3b9738ecfc2c154fd589f,PASS
SIB1-WAVEFORM-001,0,7,3,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,c303a33c49bf70dfad1af2aabb4b0641c2e8543b4c322bd85d374fb6facdff03,PASS
SIB1-WAVEFORM-001,0,7,4,PDCCH_DATA,0,decoded_si_rnti_assignment_resource_plan,0,8a83b9f96c1e1d825bb242330703e31e9eeaae698836d66616c587557a8d2878,PASS
