CaseID,SSBIndex0,Symbol0,Subcarrier0,Owner,LogicalPort,SequenceIndex,ExpectedOwner,Mismatch,Status
SSBRE-v1,0,3,60,PBCH,0,780,PBCH,0,PASS
SSBRE-v1,0,3,61,PBCH_DMRS,0,781,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,62,PBCH,0,782,PBCH,0,PASS
SSBRE-v1,0,3,63,PBCH,0,783,PBCH,0,PASS
SSBRE-v1,0,3,64,PBCH,0,784,PBCH,0,PASS
SSBRE-v1,0,3,65,PBCH_DMRS,0,785,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,66,PBCH,0,786,PBCH,0,PASS
SSBRE-v1,0,3,67,PBCH,0,787,PBCH,0,PASS
SSBRE-v1,0,3,68,PBCH,0,788,PBCH,0,PASS
SSBRE-v1,0,3,69,PBCH_DMRS,0,789,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,70,PBCH,0,790,PBCH,0,PASS
SSBRE-v1,0,3,71,PBCH,0,791,PBCH,0,PASS
SSBRE-v1,0,3,72,PBCH,0,792,PBCH,0,PASS
SSBRE-v1,0,3,73,PBCH_DMRS,0,793,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,74,PBCH,0,794,PBCH,0,PASS
SSBRE-v1,0,3,75,PBCH,0,795,PBCH,0,PASS
SSBRE-v1,0,3,76,PBCH,0,796,PBCH,0,PASS
SSBRE-v1,0,3,77,PBCH_DMRS,0,797,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,78,PBCH,0,798,PBCH,0,PASS
SSBRE-v1,0,3,79,PBCH,0,799,PBCH,0,PASS
SSBRE-v1,0,3,80,PBCH,0,800,PBCH,0,PASS
SSBRE-v1,0,3,81,PBCH_DMRS,0,801,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,82,PBCH,0,802,PBCH,0,PASS
SSBRE-v1,0,3,83,PBCH,0,803,PBCH,0,PASS
SSBRE-v1,0,3,84,PBCH,0,804,PBCH,0,PASS
SSBRE-v1,0,3,85,PBCH_DMRS,0,805,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,86,PBCH,0,806,PBCH,0,PASS
SSBRE-v1,0,3,87,PBCH,0,807,PBCH,0,PASS
SSBRE-v1,0,3,88,PBCH,0,808,PBCH,0,PASS
SSBRE-v1,0,3,89,PBCH_DMRS,0,809,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,90,PBCH,0,810,PBCH,0,PASS
SSBRE-v1,0,3,91,PBCH,0,811,PBCH,0,PASS
SSBRE-v1,0,3,92,PBCH,0,812,PBCH,0,PASS
SSBRE-v1,0,3,93,PBCH_DMRS,0,813,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,94,PBCH,0,814,PBCH,0,PASS
SSBRE-v1,0,3,95,PBCH,0,815,PBCH,0,PASS
SSBRE-v1,0,3,96,PBCH,0,816,PBCH,0,PASS
SSBRE-v1,0,3,97,PBCH_DMRS,0,817,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,98,PBCH,0,818,PBCH,0,PASS
SSBRE-v1,0,3,99,PBCH,0,819,PBCH,0,PASS
SSBRE-v1,0,3,100,PBCH,0,820,PBCH,0,PASS
SSBRE-v1,0,3,101,PBCH_DMRS,0,821,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,102,PBCH,0,822,PBCH,0,PASS
SSBRE-v1,0,3,103,PBCH,0,823,PBCH,0,PASS
SSBRE-v1,0,3,104,PBCH,0,824,PBCH,0,PASS
SSBRE-v1,0,3,105,PBCH_DMRS,0,825,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,106,PBCH,0,826,PBCH,0,PASS
SSBRE-v1,0,3,107,PBCH,0,827,PBCH,0,PASS
SSBRE-v1,0,3,108,PBCH,0,828,PBCH,0,PASS
SSBRE-v1,0,3,109,PBCH_DMRS,0,829,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,110,PBCH,0,830,PBCH,0,PASS
SSBRE-v1,0,3,111,PBCH,0,831,PBCH,0,PASS
SSBRE-v1,0,3,112,PBCH,0,832,PBCH,0,PASS
SSBRE-v1,0,3,113,PBCH_DMRS,0,833,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,114,PBCH,0,834,PBCH,0,PASS
SSBRE-v1,0,3,115,PBCH,0,835,PBCH,0,PASS
SSBRE-v1,0,3,116,PBCH,0,836,PBCH,0,PASS
SSBRE-v1,0,3,117,PBCH_DMRS,0,837,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,118,PBCH,0,838,PBCH,0,PASS
SSBRE-v1,0,3,119,PBCH,0,839,PBCH,0,PASS
SSBRE-v1,0,3,120,PBCH,0,840,PBCH,0,PASS
SSBRE-v1,0,3,121,PBCH_DMRS,0,841,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,122,PBCH,0,842,PBCH,0,PASS
SSBRE-v1,0,3,123,PBCH,0,843,PBCH,0,PASS
SSBRE-v1,0,3,124,PBCH,0,844,PBCH,0,PASS
SSBRE-v1,0,3,125,PBCH_DMRS,0,845,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,126,PBCH,0,846,PBCH,0,PASS
SSBRE-v1,0,3,127,PBCH,0,847,PBCH,0,PASS
SSBRE-v1,0,3,128,PBCH,0,848,PBCH,0,PASS
SSBRE-v1,0,3,129,PBCH_DMRS,0,849,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,130,PBCH,0,850,PBCH,0,PASS
SSBRE-v1,0,3,131,PBCH,0,851,PBCH,0,PASS
SSBRE-v1,0,3,132,PBCH,0,852,PBCH,0,PASS
SSBRE-v1,0,3,133,PBCH_DMRS,0,853,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,134,PBCH,0,854,PBCH,0,PASS
SSBRE-v1,0,3,135,PBCH,0,855,PBCH,0,PASS
SSBRE-v1,0,3,136,PBCH,0,856,PBCH,0,PASS
SSBRE-v1,0,3,137,PBCH_DMRS,0,857,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,138,PBCH,0,858,PBCH,0,PASS
SSBRE-v1,0,3,139,PBCH,0,859,PBCH,0,PASS
SSBRE-v1,0,3,140,PBCH,0,860,PBCH,0,PASS
SSBRE-v1,0,3,141,PBCH_DMRS,0,861,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,142,PBCH,0,862,PBCH,0,PASS
SSBRE-v1,0,3,143,PBCH,0,863,PBCH,0,PASS
SSBRE-v1,0,3,144,PBCH,0,864,PBCH,0,PASS
SSBRE-v1,0,3,145,PBCH_DMRS,0,865,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,146,PBCH,0,866,PBCH,0,PASS
SSBRE-v1,0,3,147,PBCH,0,867,PBCH,0,PASS
SSBRE-v1,0,3,148,PBCH,0,868,PBCH,0,PASS
SSBRE-v1,0,3,149,PBCH_DMRS,0,869,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,150,PBCH,0,870,PBCH,0,PASS
SSBRE-v1,0,3,151,PBCH,0,871,PBCH,0,PASS
SSBRE-v1,0,3,152,PBCH,0,872,PBCH,0,PASS
SSBRE-v1,0,3,153,PBCH_DMRS,0,873,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,154,PBCH,0,874,PBCH,0,PASS
SSBRE-v1,0,3,155,PBCH,0,875,PBCH,0,PASS
SSBRE-v1,0,3,156,PBCH,0,876,PBCH,0,PASS
SSBRE-v1,0,3,157,PBCH_DMRS,0,877,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,158,PBCH,0,878,PBCH,0,PASS
SSBRE-v1,0,3,159,PBCH,0,879,PBCH,0,PASS
SSBRE-v1,0,3,160,PBCH,0,880,PBCH,0,PASS
SSBRE-v1,0,3,161,PBCH_DMRS,0,881,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,162,PBCH,0,882,PBCH,0,PASS
SSBRE-v1,0,3,163,PBCH,0,883,PBCH,0,PASS
SSBRE-v1,0,3,164,PBCH,0,884,PBCH,0,PASS
SSBRE-v1,0,3,165,PBCH_DMRS,0,885,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,166,PBCH,0,886,PBCH,0,PASS
SSBRE-v1,0,3,167,PBCH,0,887,PBCH,0,PASS
SSBRE-v1,0,3,168,PBCH,0,888,PBCH,0,PASS
SSBRE-v1,0,3,169,PBCH_DMRS,0,889,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,170,PBCH,0,890,PBCH,0,PASS
SSBRE-v1,0,3,171,PBCH,0,891,PBCH,0,PASS
SSBRE-v1,0,3,172,PBCH,0,892,PBCH,0,PASS
SSBRE-v1,0,3,173,PBCH_DMRS,0,893,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,174,PBCH,0,894,PBCH,0,PASS
SSBRE-v1,0,3,175,PBCH,0,895,PBCH,0,PASS
SSBRE-v1,0,3,176,PBCH,0,896,PBCH,0,PASS
SSBRE-v1,0,3,177,PBCH_DMRS,0,897,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,178,PBCH,0,898,PBCH,0,PASS
SSBRE-v1,0,3,179,PBCH,0,899,PBCH,0,PASS
SSBRE-v1,0,3,180,PBCH,0,900,PBCH,0,PASS
SSBRE-v1,0,3,181,PBCH_DMRS,0,901,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,182,PBCH,0,902,PBCH,0,PASS
SSBRE-v1,0,3,183,PBCH,0,903,PBCH,0,PASS
SSBRE-v1,0,3,184,PBCH,0,904,PBCH,0,PASS
SSBRE-v1,0,3,185,PBCH_DMRS,0,905,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,186,PBCH,0,906,PBCH,0,PASS
SSBRE-v1,0,3,187,PBCH,0,907,PBCH,0,PASS
SSBRE-v1,0,3,188,PBCH,0,908,PBCH,0,PASS
SSBRE-v1,0,3,189,PBCH_DMRS,0,909,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,190,PBCH,0,910,PBCH,0,PASS
SSBRE-v1,0,3,191,PBCH,0,911,PBCH,0,PASS
SSBRE-v1,0,3,192,PBCH,0,912,PBCH,0,PASS
SSBRE-v1,0,3,193,PBCH_DMRS,0,913,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,194,PBCH,0,914,PBCH,0,PASS
SSBRE-v1,0,3,195,PBCH,0,915,PBCH,0,PASS
SSBRE-v1,0,3,196,PBCH,0,916,PBCH,0,PASS
SSBRE-v1,0,3,197,PBCH_DMRS,0,917,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,198,PBCH,0,918,PBCH,0,PASS
SSBRE-v1,0,3,199,PBCH,0,919,PBCH,0,PASS
SSBRE-v1,0,3,200,PBCH,0,920,PBCH,0,PASS
SSBRE-v1,0,3,201,PBCH_DMRS,0,921,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,202,PBCH,0,922,PBCH,0,PASS
SSBRE-v1,0,3,203,PBCH,0,923,PBCH,0,PASS
SSBRE-v1,0,3,204,PBCH,0,924,PBCH,0,PASS
SSBRE-v1,0,3,205,PBCH_DMRS,0,925,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,206,PBCH,0,926,PBCH,0,PASS
SSBRE-v1,0,3,207,PBCH,0,927,PBCH,0,PASS
SSBRE-v1,0,3,208,PBCH,0,928,PBCH,0,PASS
SSBRE-v1,0,3,209,PBCH_DMRS,0,929,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,210,PBCH,0,930,PBCH,0,PASS
SSBRE-v1,0,3,211,PBCH,0,931,PBCH,0,PASS
SSBRE-v1,0,3,212,PBCH,0,932,PBCH,0,PASS
SSBRE-v1,0,3,213,PBCH_DMRS,0,933,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,214,PBCH,0,934,PBCH,0,PASS
SSBRE-v1,0,3,215,PBCH,0,935,PBCH,0,PASS
SSBRE-v1,0,3,216,PBCH,0,936,PBCH,0,PASS
SSBRE-v1,0,3,217,PBCH_DMRS,0,937,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,218,PBCH,0,938,PBCH,0,PASS
SSBRE-v1,0,3,219,PBCH,0,939,PBCH,0,PASS
SSBRE-v1,0,3,220,PBCH,0,940,PBCH,0,PASS
SSBRE-v1,0,3,221,PBCH_DMRS,0,941,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,222,PBCH,0,942,PBCH,0,PASS
SSBRE-v1,0,3,223,PBCH,0,943,PBCH,0,PASS
SSBRE-v1,0,3,224,PBCH,0,944,PBCH,0,PASS
SSBRE-v1,0,3,225,PBCH_DMRS,0,945,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,226,PBCH,0,946,PBCH,0,PASS
SSBRE-v1,0,3,227,PBCH,0,947,PBCH,0,PASS
SSBRE-v1,0,3,228,PBCH,0,948,PBCH,0,PASS
SSBRE-v1,0,3,229,PBCH_DMRS,0,949,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,230,PBCH,0,950,PBCH,0,PASS
SSBRE-v1,0,3,231,PBCH,0,951,PBCH,0,PASS
SSBRE-v1,0,3,232,PBCH,0,952,PBCH,0,PASS
SSBRE-v1,0,3,233,PBCH_DMRS,0,953,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,234,PBCH,0,954,PBCH,0,PASS
SSBRE-v1,0,3,235,PBCH,0,955,PBCH,0,PASS
SSBRE-v1,0,3,236,PBCH,0,956,PBCH,0,PASS
SSBRE-v1,0,3,237,PBCH_DMRS,0,957,PBCH_DMRS,0,PASS
SSBRE-v1,0,3,238,PBCH,0,958,PBCH,0,PASS
SSBRE-v1,0,3,239,PBCH,0,959,PBCH,0,PASS
