UEID,Slot,Time_s,Lat,Lon,ServingCell,ServingSite,ServingSector,ConfiguredSNR_dB,ConfiguredSNRSource,ServingRSRP_dBm,RSRP_dBm,ReceiverHestSINR_dB,ReceiverHestSINRSource,DecoderTruthProxySINR_dB,DecoderTruthProxySINRSource,MeasuredTrialSINR_dB,EstimatedWidebandSINR_dB,ReceiverHestWidebandSINR_dB,DecoderTruthProxyWidebandSINR_dB,MeasuredWidebandSINR_dB,LargeScaleWidebandSINR_dB,LargeScaleSINR_dB,CSI_RSRP_dB,CSI_RSRPSource,AppliedLargeScaleGain_dB,RSRPSource,ServingRSRPSource,WidebandSINRSource,WidebandSINRValueRole,InterferenceMode,WidebandCQI,CQIDerivedMCS,CQIDerivedModulation,CQIDerivedTargetCodeRate,Pathloss_dB,CoverageScore
4,10,0.0045,19.1214444922602,73.0069344573277,2,2,1,12,"configured_runtime_operating_point_reference",-90.2624614066334,-90.2624614066334,26.1222223442332,"receiver_hest_csi_feedback_wideband_effective_sinr",18.0612871147592,"post_equalization_evm_proxy",26.1222223442332,26.1222223442332,26.1222223442332,18.0612871147592,26.1222223442332,18.4764284934671,18.4764284934671,-130.562465794525,"received_reference_signal_power",-114.952427795806,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,114.952427795806,0.90851783915686
6,10,0.0045,19.1231123186745,73.0055861038482,2,2,1,12,"configured_runtime_operating_point_reference",-90.5949023243173,-90.5949023243173,27.8980887016377,"receiver_hest_csi_feedback_wideband_effective_sinr",14.5933142591791,"post_equalization_evm_proxy",27.8980887016377,27.8980887016377,27.8980887016377,14.5933142591791,27.8980887016377,14.3496667249053,14.3496667249053,-128.784476534133,"received_reference_signal_power",-115.375365278443,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,115.375365278443,0.904546241204667
10,10,0.0045,19.122644925511,73.0064771109626,2,2,1,12,"configured_runtime_operating_point_reference",-83.0536321389895,-83.0536321389895,32.9446237246198,"receiver_hest_csi_feedback_wideband_effective_sinr",26.7885998967321,"post_equalization_evm_proxy",32.9446237246198,32.9446237246198,32.9446237246198,26.7885998967321,32.9446237246198,27.9824530154698,27.9824530154698,-123.67263372628,"received_reference_signal_power",-107.6608297849,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,107.6608297849,0.969035943902304
29,10,0.0045,19.121539513365,73.0070135670896,2,2,1,12,"configured_runtime_operating_point_reference",-64.7627919410573,-64.7627919410573,50.6114281690478,"receiver_hest_csi_feedback_wideband_effective_sinr",32.5839305767156,"post_equalization_evm_proxy",50.6114281690478,50.6114281690478,50.6114281690478,32.5839305767156,50.6114281690478,45.4856599562488,45.4856599562488,-106.045762254855,"received_reference_signal_power",-89.6034838251266,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,89.6034838251266,0.998454363471562
35,10,0.0045,19.1230505978368,73.006863516083,2,2,1,12,"configured_runtime_operating_point_reference",-95.7852249699778,-95.7852249699778,20.8330848570748,"receiver_hest_csi_feedback_wideband_effective_sinr",16.6227996977704,"post_equalization_evm_proxy",20.8330848570748,20.8330848570748,20.8330848570748,16.6227996977704,20.8330848570748,18.5052085956301,18.5052085956301,-135.809377138113,"received_reference_signal_power",-120.438426928964,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",14,26,"64QAM",0.8525390625,120.438426928964,0.814664208482398
41,10,0.0045,19.1220411332365,73.006391817584,2,2,1,12,"configured_runtime_operating_point_reference",-88.0518474069784,-88.0518474069784,28.6254465966525,"receiver_hest_csi_feedback_wideband_effective_sinr",21.9434863331702,"post_equalization_evm_proxy",28.6254465966525,28.6254465966525,28.6254465966525,21.9434863331702,28.6254465966525,22.4710752508209,22.4710752508209,-127.943155443036,"received_reference_signal_power",-112.623213982716,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,112.623213982716,0.933487571030317
45,10,0.0045,19.1227918975707,73.0068485872097,2,2,1,12,"configured_runtime_operating_point_reference",-91.8564082257665,-91.8564082257665,26.9764353753295,"receiver_hest_csi_feedback_wideband_effective_sinr",13.3272150082978,"post_equalization_evm_proxy",26.9764353753295,26.9764353753295,26.9764353753295,13.3272150082978,26.9764353753295,13.082852978608,13.082852978608,-129.663458704424,"received_reference_signal_power",-115.452729743431,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,115.452729743431,0.886743665014845
50,10,0.0045,19.1214679542217,73.005329317649,2,2,1,12,"configured_runtime_operating_point_reference",-73.5025258512875,-73.5025258512875,41.8733548309672,"receiver_hest_csi_feedback_wideband_effective_sinr",24.1793392025933,"post_equalization_evm_proxy",41.8733548309672,41.8733548309672,41.8733548309672,24.1793392025933,41.8733548309672,26.48769976977,26.48769976977,-114.73941806758,"received_reference_signal_power",-97.8334993134287,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,97.8334993134287,0.993419149321276
2,10,0.0045,19.1164719133984,73.0038574132421,3,3,1,12,"configured_runtime_operating_point_reference",-104.599051549012,-104.599051549012,18.5573146313179,"receiver_hest_csi_feedback_wideband_effective_sinr",0.559766224599793,"post_equalization_evm_proxy",18.5573146313179,18.5573146313179,18.5573146313179,0.559766224599793,18.5573146313179,0.038434680199225,0.038434680199225,-137.073908576955,"received_reference_signal_power",-128.093756180308,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",13,24,"64QAM",0.75390625,128.093756180308,0.618963536404579
12,10,0.0045,19.118204351565,73.0030257598801,3,3,1,12,"configured_runtime_operating_point_reference",-77.6381919454555,-77.6381919454555,37.8270141548748,"receiver_hest_csi_feedback_wideband_effective_sinr",21.8881726544745,"post_equalization_evm_proxy",37.8270141548748,37.8270141548748,37.8270141548748,21.8881726544745,37.8270141548748,22.8763993970762,22.8763993970762,-117.729879615962,"received_reference_signal_power",-101.663442644421,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,101.663442644421,0.987029763067052
13,10,0.0045,19.115688391885,73.0034651080452,3,3,1,12,"configured_runtime_operating_point_reference",-94.3575817991616,-94.3575817991616,25.9113057311642,"receiver_hest_csi_feedback_wideband_effective_sinr",9.25874209877917,"post_equalization_evm_proxy",25.9113057311642,25.9113057311642,25.9113057311642,9.25874209877917,25.9113057311642,17.6438945318615,17.6438945318615,-129.767187867969,"received_reference_signal_power",-117.931562629318,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,117.931562629318,0.844663151415283
15,10,0.0045,19.1191029524493,73.0031360995385,3,3,1,12,"configured_runtime_operating_point_reference",-95.184884811893,-95.184884811893,25.283426910597,"receiver_hest_csi_feedback_wideband_effective_sinr",5.17838353049252,"post_equalization_evm_proxy",25.283426910597,25.283426910597,25.283426910597,5.17838353049252,25.283426910597,8.62270479363419,8.62270479363419,-130.328872950675,"received_reference_signal_power",-118.528163220159,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,118.528163220159,0.828745463908365
16,10,0.0045,19.1179712916097,73.004348257341,3,3,1,12,"configured_runtime_operating_point_reference",-104.041344086025,-104.041344086025,17.6226958083312,"receiver_hest_csi_feedback_wideband_effective_sinr",6.47373316386146,"post_equalization_evm_proxy",17.6226958083312,17.6226958083312,17.6226958083312,6.47373316386146,17.6226958083312,7.70404405695249,7.70404405695249,-138.022720105119,"received_reference_signal_power",-128.301777168849,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",12,22,"64QAM",0.650390625,128.301777168849,0.628790425904872
18,10,0.0045,19.1163137057277,73.0033399323344,3,3,1,12,"configured_runtime_operating_point_reference",-79.3526756910755,-79.3526756910755,34.6642610262199,"receiver_hest_csi_feedback_wideband_effective_sinr",26.9421537089521,"post_equalization_evm_proxy",34.6642610262199,34.6642610262199,34.6642610262199,26.9421537089521,34.6642610262199,29.9963956870843,29.9963956870843,-120.831238719269,"received_reference_signal_power",-104.198171144114,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,104.198171144114,0.982832977700351
23,10,0.0045,19.1169985226551,73.0032585465231,3,3,1,12,"configured_runtime_operating_point_reference",-82.673206453741,-82.673206453741,33.7171699785239,"receiver_hest_csi_feedback_wideband_effective_sinr",18.3847974490184,"post_equalization_evm_proxy",33.7171699785239,33.7171699785239,33.7171699785239,18.3847974490184,33.7171699785239,21.9412303659773,21.9412303659773,-121.845154307908,"received_reference_signal_power",-106.740100337493,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,106.740100337493,0.970855848639141
24,10,0.0045,19.1163117838655,73.0039445394682,3,3,1,12,"configured_runtime_operating_point_reference",-95.8938401199131,-95.8938401199131,24.107207559915,"receiver_hest_csi_feedback_wideband_effective_sinr",0.907673444115104,"post_equalization_evm_proxy",24.107207559915,24.107207559915,24.107207559915,0.907673444115104,24.107207559915,7.15470337910753,7.15470337910753,-131.523259614183,"received_reference_signal_power",-120.38830625338,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,120.38830625338,0.814201040318511
33,10,0.0045,19.1202276718187,73.0058698750456,3,3,1,12,"configured_runtime_operating_point_reference",-107.731046221627,-107.731046221627,18.5199039112123,"receiver_hest_csi_feedback_wideband_effective_sinr",-4.78705064586545,"post_equalization_evm_proxy",18.5199039112123,18.5199039112123,18.5199039112123,-4.78705064586545,18.5199039112123,1.33324464059671,1.33324464059671,-137.127237860051,"received_reference_signal_power",-132.464382394738,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",13,24,"64QAM",0.75390625,132.464382394738,0.56329120881079
34,10,0.0045,19.1158840496319,73.0024923267974,4,4,1,12,"configured_runtime_operating_point_reference",-99.7300761439735,-99.7300761439735,34.0617243114394,"receiver_hest_csi_feedback_wideband_effective_sinr",-16.6109696437147,"post_equalization_evm_proxy",34.0617243114394,34.0617243114394,34.0617243114394,-16.6109696437147,34.0617243114394,11.0678200713078,11.0678200713078,-120.58937205778,"received_reference_signal_power",-122.917018433642,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,122.917018433642,0.731068975660756
20,10,0.0045,19.1192172278449,72.9976777592415,4,4,1,12,"configured_runtime_operating_point_reference",-104.040431303703,-104.040431303703,20.1438210780505,"receiver_hest_csi_feedback_wideband_effective_sinr",-0.726698001268848,"post_equalization_evm_proxy",20.1438210780505,20.1438210780505,20.1438210780505,-0.726698001268848,20.1438210780505,0.304453717580627,0.304453717580627,-134.644651178675,"received_reference_signal_power",-127.126084234089,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",13,24,"64QAM",0.75390625,127.126084234089,0.632029447053345
22,10,0.0045,19.1172583838882,72.9975591510225,4,4,1,12,"configured_runtime_operating_point_reference",-49.0697707933307,-49.0697707933307,66.4161525151361,"receiver_hest_csi_feedback_wideband_effective_sinr",32.7522781015526,"post_equalization_evm_proxy",66.4161525151361,66.4161525151361,66.4161525151361,32.7522781015526,66.4161525151361,69.4422511623951,69.4422511623951,-88.2949990743336,"received_reference_signal_power",-72.6128268265117,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,72.6128268265117,0.999886771246231
32,10,0.0045,19.1178771307334,72.9981250672692,4,4,1,12,"configured_runtime_operating_point_reference",-66.8627484991694,-66.8627484991694,58.036145326962,"receiver_hest_csi_feedback_wideband_effective_sinr",-10.0157352712326,"post_equalization_evm_proxy",58.036145326962,58.036145326962,58.036145326962,-10.0157352712326,58.036145326962,20.5781654619671,20.5781654619671,-96.6303837845035,"received_reference_signal_power",-91.5072044781434,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,91.5072044781434,0.997811560766909
37,10,0.0045,19.116451418114,72.9977839911929,4,4,1,12,"configured_runtime_operating_point_reference",-87.4561027370168,-87.4561027370168,29.0542112049803,"receiver_hest_csi_feedback_wideband_effective_sinr",16.7404407974845,"post_equalization_evm_proxy",29.0542112049803,29.0542112049803,29.0542112049803,16.7404407974845,29.0542112049803,26.7271005691394,26.7271005691394,-125.665814162314,"received_reference_signal_power",-111.668491153405,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,111.668491153405,0.93909061095038
38,10,0.0045,19.1167309356375,72.997670098139,4,4,1,12,"configured_runtime_operating_point_reference",-64.5583887197731,-64.5583887197731,50.7051782969799,"receiver_hest_csi_feedback_wideband_effective_sinr",32.5455056972591,"post_equalization_evm_proxy",50.7051782969799,50.7051782969799,50.7051782969799,32.5455056972591,50.7051782969799,51.8164025319434,51.8164025319434,-103.981662203042,"received_reference_signal_power",-88.8405698462428,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,88.8405698462428,0.998505972796502
40,10,0.0045,19.1201523617425,73.0002104760234,1,1,1,12,"configured_runtime_operating_point_reference",-77.2871233887786,-77.2871233887786,50.0125404957941,"receiver_hest_csi_feedback_wideband_effective_sinr",22.840670664521,"post_equalization_evm_proxy",50.0125404957941,50.0125404957941,50.0125404957941,22.840670664521,50.0125404957941,13.8626859744182,13.8626859744182,-105.588245584127,"received_reference_signal_power",-90.2046227624005,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,90.2046227624005,0.987791035652089
42,10,0.0045,19.1191278001385,72.9977368349147,4,4,1,12,"configured_runtime_operating_point_reference",-90.9368027356395,-90.9368027356395,24.9153503093506,"receiver_hest_csi_feedback_wideband_effective_sinr",11.1669924262121,"post_equalization_evm_proxy",24.9153503093506,24.9153503093506,24.9153503093506,11.1669924262121,24.9153503093506,23.0378043303532,23.0378043303532,-129.844862399542,"received_reference_signal_power",-115.529032052442,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,115.529032052442,0.899390672944346
44,10,0.0045,19.1191296323225,72.9974619436941,4,4,1,12,"configured_runtime_operating_point_reference",-63.3128885161186,-63.3128885161186,51.9055736484338,"receiver_hest_csi_feedback_wideband_effective_sinr",31.3630159510091,"post_equalization_evm_proxy",51.9055736484338,51.9055736484338,51.9055736484338,31.3630159510091,51.9055736484338,46.1722123843596,46.1722123843596,-102.75005019858,"received_reference_signal_power",-87.1244251201354,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,87.1244251201354,0.998785547560637
49,10,0.0045,19.1161066812559,72.9970560716222,4,4,1,12,"configured_runtime_operating_point_reference",-72.641985360787,-72.641985360787,51.128962867357,"receiver_hest_csi_feedback_wideband_effective_sinr",30.3879451875268,"post_equalization_evm_proxy",51.128962867357,51.128962867357,51.128962867357,30.3879451875268,51.128962867357,39.3728572267013,39.3728572267013,-103.564517127725,"received_reference_signal_power",-86.3225008981159,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,86.3225008981159,0.994301955491069
1,10,0.0045,19.1218357059709,72.9951770788666,5,5,1,12,"configured_runtime_operating_point_reference",-96.8527825058633,-96.8527825058633,22.9583411691322,"receiver_hest_csi_feedback_wideband_effective_sinr",0.572887977638775,"post_equalization_evm_proxy",22.9583411691322,22.9583411691322,22.9583411691322,0.572887977638775,22.9583411691322,24.1722975515144,24.1722975515144,-130.083948445488,"received_reference_signal_power",-120.211846300499,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,120.211846300499,0.793663675909829
8,10,0.0045,19.1240682965251,73.00004945792,4,4,1,12,"configured_runtime_operating_point_reference",-108.273322286926,-108.273322286926,16.212839909176,"receiver_hest_csi_feedback_wideband_effective_sinr",0.27885253711861,"post_equalization_evm_proxy",16.212839909176,16.212839909176,16.212839909176,0.27885253711861,16.212839909176,10.2536833378135,10.2536833378135,-138.560096136151,"received_reference_signal_power",-131.026717458692,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",11,20,"64QAM",0.5537109375,131.026717458692,0.550837588667656
11,10,0.0045,19.1191562265492,72.9970606361267,5,5,1,12,"configured_runtime_operating_point_reference",-114.513301129667,-114.513301129667,27.0596444620701,"receiver_hest_csi_feedback_wideband_effective_sinr",-24.2421011868854,"post_equalization_evm_proxy",27.0596444620701,27.0596444620701,27.0596444620701,-24.2421011868854,27.0596444620701,3.33826180169719,3.33826180169719,-125.960058877171,"received_reference_signal_power",-138.60674862469,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,138.60674862469,0.494293663156985
17,10,0.0045,19.1193349812152,72.9967651883628,5,5,1,12,"configured_runtime_operating_point_reference",-100.062546975872,-100.062546975872,23.1739759126112,"receiver_hest_csi_feedback_wideband_effective_sinr",-1.0719716316896,"post_equalization_evm_proxy",23.1739759126112,23.1739759126112,23.1739759126112,-1.0719716316896,23.1739759126112,20.563539659478,20.563539659478,-129.90931192991,"received_reference_signal_power",-123.2008791118,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,123.2008791118,0.721812733332825
21,10,0.0045,19.1208926918265,72.9944785172865,5,5,1,12,"configured_runtime_operating_point_reference",-92.0952015788557,-92.0952015788557,24.129607427257,"receiver_hest_csi_feedback_wideband_effective_sinr",6.61655914914682,"post_equalization_evm_proxy",24.129607427257,24.129607427257,24.129607427257,6.61655914914682,24.129607427257,29.1366214420511,29.1366214420511,-128.914404832231,"received_reference_signal_power",-115.370013467876,"large_scale_serving_reference_signal","large_scale_serving_reference_signal","receiver_hest_csi_feedback_wideband_effective_sinr","estimated","full_per_link_channel_waveform_sum",15,26,"64QAM",0.8525390625,115.370013467876,0.882435602119
