RelativePath,Extension,Bytes,ModifiedUTC,ArtifactClass,SemanticState,CountsTowardCoverage,MachineReadable,HumanReadable
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/cell_edge_analytics_table.json_policy.json",".json",144,"2026-04-18T20:27:00Z","other","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/cfo_to_tracking_traces.csv",".csv",56356,"2026-04-18T20:35:01Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/channel_array_consistency.csv",".csv",2363,"2026-04-17T18:44:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/channel_estimation_tracking_outputs.csv",".csv",21449,"2026-04-18T17:42:55Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/channel_snapshots.csv",".csv",59963,"2026-04-18T20:34:59Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/coding_decoder_outputs.csv",".csv",20048,"2026-04-18T17:42:55Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/compare_run_prerequisites.csv",".csv",3051,"2026-04-18T20:27:00Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/compare_run_prerequisites.json",".json",4949,"2026-04-18T20:27:00Z","other","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/compare_run_prerequisites.json_policy.json",".json",144,"2026-04-18T20:27:00Z","other","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/complexity_implementation_outputs.csv",".csv",25437,"2026-04-18T17:42:55Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/config_exposure_summary.csv",".csv",50839,"2026-04-17T18:39:27Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/config_ownership_matrix.csv",".csv",62153,"2026-04-17T18:39:27Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/config_roundtrip_verification.csv",".csv",114192,"2026-04-17T18:39:27Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__air-interface-frame-slot-symbol-grid__coreset-search-space-occupancy-chart.csv",".csv",387,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__air-interface-frame-slot-symbol-grid__dl-ul-guard-slot-pattern-chart.csv",".csv",381,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__air-interface-frame-slot-symbol-grid__frame-slot-symbol-occupancy-timeline.csv",".csv",390,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__air-interface-frame-slot-symbol-grid__prach-occasion-timeline.csv",".csv",374,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__air-interface-frame-slot-symbol-grid__prb-heatmap.csv",".csv",45944,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__air-interface-frame-slot-symbol-grid__re-occupancy-heatmap.csv",".csv",47564,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__air-interface-frame-slot-symbol-grid__ssb-occasion-timeline.csv",".csv",372,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__beamforming-precoding-mimo-massive-mimo__beam-gain-gap-histogram.csv",".csv",2692,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__beamforming-precoding-mimo-massive-mimo__beam-hit-rate-timeline.csv",".csv",4958,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__beamforming-precoding-mimo-massive-mimo__condition-number-distribution.csv",".csv",2752,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__beamforming-precoding-mimo-massive-mimo__mu-grouping-summary.csv",".csv",4904,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__beamforming-precoding-mimo-massive-mimo__precoder-mode-distribution.csv",".csv",2722,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__beamforming-precoding-mimo-massive-mimo__rank-distribution.csv",".csv",2632,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__beamforming-precoding-mimo-massive-mimo__selected-vs-best-beam-timeline.csv",".csv",5102,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__channel-interference-impairments__cfo-true-vs-estimated-vs-residual.csv",".csv",50084,"2026-04-18T20:24:03Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__channel-interference-impairments__channel-heatmap-artifact-links.csv",".csv",51685,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__channel-interference-impairments__channel-quality-timeline.csv",".csv",13478,"2026-04-18T20:24:03Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__channel-interference-impairments__impairment-contribution-bar-chart.csv",".csv",50729,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__channel-interference-impairments__interference-power-timeline.csv",".csv",49649,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__channel-interference-impairments__pathloss-shadowing-distributions.csv",".csv",3063,"2026-04-18T20:24:03Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__channel-interference-impairments__timing-offset-true-vs-estimated-vs-residual.csv",".csv",52529,"2026-04-18T20:24:03Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__csi-rs__csi-rs-latency-trend.csv",".csv",943,"2026-04-18T20:24:34Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__csi-rs__csi-rs-resource-occupancy.csv",".csv",940,"2026-04-18T20:24:33Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__csi-rs__port-usage-chart.csv",".csv",931,"2026-04-18T20:24:33Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__dl-control-phy-pdcch__aggregation-level-distribution.csv",".csv",2872,"2026-04-18T20:24:30Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__dl-control-phy-pdcch__cce-usage-heatmap.csv",".csv",20306,"2026-04-18T20:24:30Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__dl-control-phy-pdcch__pdcch-decode-success-failure-trend-if-applicable.csv",".csv",12930,"2026-04-18T20:24:31Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__dl-control-phy-pdcch__pdcch-dmrs-occupancy.csv",".csv",11726,"2026-04-18T20:24:30Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__dl-control-phy-pdcch__pdcch-stage-latency-waterfall.csv",".csv",12070,"2026-04-18T20:24:30Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__generic-investigator-views__config-vs-measured-conflict-dashboard.csv",".csv",1278,"2026-04-18T20:24:08Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__generic-investigator-views__investigator-stage-lineage-graph.csv",".csv",379,"2026-04-18T20:24:07Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__generic-investigator-views__partial-or-missing-data-dashboard.csv",".csv",9755,"2026-04-18T20:24:07Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__generic-investigator-views__truth-violation-rollup.csv",".csv",376,"2026-04-18T20:24:07Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__generic-investigator-views__value-semantics-coverage-chart.csv",".csv",19018,"2026-04-18T20:24:08Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__gnb-side-state-thread-coordinator-phy-mac-api__api-message-rate.csv",".csv",1372,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__gnb-side-state-thread-coordinator-phy-mac-api__orchestration-latency-chart.csv",".csv",1427,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__gnb-side-state-thread-coordinator-phy-mac-api__per-cell-context-health-timeline.csv",".csv",1422,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__gnb-side-state-thread-coordinator-phy-mac-api__per-worker-workload-chart.csv",".csv",1417,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__harq-ack-nack-retransmission__ack-nack-timeline.csv",".csv",44650,"2026-04-18T20:24:29Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__harq-ack-nack-retransmission__combining-gain-histogram.csv",".csv",403,"2026-04-18T20:24:30Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__harq-ack-nack-retransmission__harq-process-timeline.csv",".csv",46090,"2026-04-18T20:24:29Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__harq-ack-nack-retransmission__residual-bler-by-harq-process.csv",".csv",50098,"2026-04-18T20:24:29Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__harq-ack-nack-retransmission__retransmission-count-histogram.csv",".csv",409,"2026-04-18T20:24:29Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__harq-ack-nack-retransmission__rv-usage-distribution.csv",".csv",394,"2026-04-18T20:24:29Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__measurements-csi-link-adaptation-inputs__config-vs-measured-conflict-dashboard.csv",".csv",48947,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__measurements-csi-link-adaptation-inputs__configured-vs-applied-vs-measured-snr-sinr-comparison.csv",".csv",50747,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__measurements-csi-link-adaptation-inputs__cqi-pmi-ri-cri-timeline.csv",".csv",47507,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__measurements-csi-link-adaptation-inputs__measurement-source-coverage-chart.csv",".csv",48227,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__measurements-csi-link-adaptation-inputs__rsrp-csi-rsrp-timeline.csv",".csv",46247,"2026-04-18T20:24:04Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__mobility-access-cell-selection-reselection-handover__access-state-transition-sankey.csv",".csv",381,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__mobility-access-cell-selection-reselection-handover__doppler-vs-speed-plot.csv",".csv",372,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__mobility-access-cell-selection-reselection-handover__hysteresis-ttt-scatter.csv",".csv",375,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__mobility-access-cell-selection-reselection-handover__mobility-event-timeline.csv",".csv",374,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__mobility-access-cell-selection-reselection-handover__selected-beam-timeline.csv",".csv",373,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__mobility-access-cell-selection-reselection-handover__selection-reselection-trigger-histogram.csv",".csv",390,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__mobility-access-cell-selection-reselection-handover__serving-cell-timeline.csv",".csv",372,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pdsch-dl-data-chain__code-block-count-histogram.csv",".csv",2832,"2026-04-18T20:24:35Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pdsch-dl-data-chain__dl-resource-grid-heatmap.csv",".csv",54152,"2026-04-18T20:24:36Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pdsch-dl-data-chain__dmrs-ptrs-occupancy-plot.csv",".csv",8221,"2026-04-18T20:24:35Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pdsch-dl-data-chain__ldpc-stage-latency-waterfall.csv",".csv",8337,"2026-04-18T20:24:35Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pdsch-dl-data-chain__mcs-code-rate-timeline.csv",".csv",8163,"2026-04-18T20:24:34Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pdsch-dl-data-chain__precoder-beam-selection-timeline.csv",".csv",8511,"2026-04-18T20:24:36Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pdsch-dl-data-chain__tb-size-over-time.csv",".csv",37684,"2026-04-18T20:24:34Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__persistence-export-consistency-browser-health__artifact-creation-rate.csv",".csv",25557,"2026-04-18T20:24:07Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__persistence-export-consistency-browser-health__consistency-failure-trend.csv",".csv",25848,"2026-04-18T20:24:06Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__persistence-export-consistency-browser-health__db-write-latency-over-time.csv",".csv",26333,"2026-04-18T20:24:06Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__persistence-export-consistency-browser-health__duplicate-write-count-trend.csv",".csv",26042,"2026-04-18T20:24:06Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__persistence-export-consistency-browser-health__export-lag-over-time.csv",".csv",25169,"2026-04-18T20:24:06Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__cpu-cycles-and-memory-usage-time-series.csv",".csv",395,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__efficiency-scatter-plots.csv",".csv",380,"2026-04-18T20:24:06Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__energy-per-bit-over-time.csv",".csv",380,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__joules-gb-over-time.csv",".csv",375,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__latency-breakdown-stacked-chart.csv",".csv",387,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__papr-distribution.csv",".csv",373,"2026-04-18T20:24:06Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__power-vs-bler.csv",".csv",369,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__power-vs-throughput.csv",".csv",375,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__sleep-state-timeline.csv",".csv",376,"2026-04-18T20:24:06Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__tx-power-timeline-per-cell.csv",".csv",382,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__power-energy-thermal-compute-runtime__tx-power-timeline-per-ue.csv",".csv",380,"2026-04-18T20:24:05Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__prach-random-access__access-attempt-success-timeline.csv",".csv",13193,"2026-04-18T20:24:03Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__prach-random-access__noise-floor-trend.csv",".csv",12843,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__prach-random-access__peak-value-histogram.csv",".csv",406,"2026-04-18T20:24:03Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__prach-random-access__prach-peak-search-timeline.csv",".csv",14093,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__prach-random-access__preamble-usage-chart.csv",".csv",12993,"2026-04-18T20:24:03Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__prach-random-access__ta-estimate-trend.csv",".csv",12843,"2026-04-18T20:24:03Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pucch-f0-f1-f2-f3-f4__ack-nack-match-chart.csv",".csv",8204,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pucch-f0-f1-f2-f3-f4__crash-error-timeline.csv",".csv",8204,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pucch-f0-f1-f2-f3-f4__dtx-detection-chart.csv",".csv",8174,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pucch-f0-f1-f2-f3-f4__per-format-latency-histograms.csv",".csv",413,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pucch-f0-f1-f2-f3-f4__pucch-decode-success-failure-trend.csv",".csv",8624,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pucch-f0-f1-f2-f3-f4__requested-vs-resolved-format-confusion-matrix.csv",".csv",325,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pucch-f0-f1-f2-f3-f4__uci-bit-count-distribution.csv",".csv",410,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pusch-ul-data-chain__channel-estimation-latency.csv",".csv",7451,"2026-04-18T20:24:36Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pusch-ul-data-chain__decoder-iteration-histogram.csv",".csv",415,"2026-04-18T20:24:37Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pusch-ul-data-chain__equalizer-latency.csv",".csv",8234,"2026-04-18T20:24:36Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pusch-ul-data-chain__llr-statistics-over-time.csv",".csv",8444,"2026-04-18T20:24:38Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pusch-ul-data-chain__ta-estimate-timeline.csv",".csv",8324,"2026-04-18T20:24:38Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__pusch-ul-data-chain__ul-resource-grid-equalized-symbol-summaries.csv",".csv",13598,"2026-04-18T20:24:02Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__run-trial-scenario-overview__error-warning-fallback-stacked-time-series.csv",".csv",391,"2026-04-18T20:24:25Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__run-trial-scenario-overview__required-vs-failed-case-bar-chart.csv",".csv",382,"2026-04-18T20:24:25Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__run-trial-scenario-overview__run-health-timeline.csv",".csv",368,"2026-04-18T20:24:25Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__run-trial-scenario-overview__truth-policy-violations-by-category.csv",".csv",384,"2026-04-18T20:24:25Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__scenario-geometry-topology-layout__azimuth-elevation-rose-plots.csv",".csv",1367,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__scenario-geometry-topology-layout__bs-sector-ue-topology-scatter-plot.csv",".csv",1347,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
"C:/Anup/6gsimulation/sixgr_foundation_v2 (2)/tmp_rehydrate/run1/reports/csv/contract__scenario-geometry-topology-layout__candidate-cell-rank-heatmap.csv",".csv",45010,"2026-04-18T20:24:26Z","other_csv","derived",1,1,0
