run_id,direction,ue_id,frame,slot,source_artifact,num_rx_antennas,condition_number_db,selected_beam_index,best_beam_index
1,DL,32,7,7,beamforming/csv/probe_beam_mimo.csv,4,30.3790215315285,1,1
1,DL,37,7,7,beamforming/csv/probe_beam_mimo.csv,4,27.3987145924378,1,27
1,DL,38,7,7,beamforming/csv/probe_beam_mimo.csv,4,42.4140704656582,1,26
1,DL,40,7,7,beamforming/csv/probe_beam_mimo.csv,4,39.632553758686,1,24
1,DL,42,7,7,beamforming/csv/probe_beam_mimo.csv,4,26.731044494569,2,11
1,DL,44,7,7,beamforming/csv/probe_beam_mimo.csv,4,43.7905912679504,1,32
1,DL,49,7,7,beamforming/csv/probe_beam_mimo.csv,4,42.8163242210268,2,12
1,DL,1,7,7,beamforming/csv/probe_beam_mimo.csv,4,34.6826419632991,2,2
1,DL,8,7,7,beamforming/csv/probe_beam_mimo.csv,4,31.3759573138083,1,1
1,DL,11,7,7,beamforming/csv/probe_beam_mimo.csv,4,39.2828202103241,2,2
1,DL,17,7,7,beamforming/csv/probe_beam_mimo.csv,4,42.1091145568685,2,16
1,DL,21,7,7,beamforming/csv/probe_beam_mimo.csv,4,31.6382243309154,2,15
1,DL,25,7,7,beamforming/csv/probe_beam_mimo.csv,4,29.2953958431719,1,26
1,DL,28,7,7,beamforming/csv/probe_beam_mimo.csv,4,30.1691784978644,2,5
1,DL,30,7,7,beamforming/csv/probe_beam_mimo.csv,4,38.2758305464959,2,17
1,DL,31,7,7,beamforming/csv/probe_beam_mimo.csv,4,33.7852396476533,1,30
1,DL,36,7,7,beamforming/csv/probe_beam_mimo.csv,4,47.3889066703023,1,28
1,DL,39,7,7,beamforming/csv/probe_beam_mimo.csv,4,39.67253234278,2,3
1,DL,46,7,7,beamforming/csv/probe_beam_mimo.csv,4,32.8644568644341,2,6
1,DL,48,7,7,beamforming/csv/probe_beam_mimo.csv,4,38.2740364588571,1,31
1,DL,26,8,8,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,14,8,8,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,3,8,8,beamforming/csv/probe_beam_mimo.csv,4,28.1473766982983,2,9
1,DL,5,8,8,beamforming/csv/probe_beam_mimo.csv,4,15.9580769088431,2,3
1,DL,7,8,8,beamforming/csv/probe_beam_mimo.csv,4,12.21082876424,1,19
1,DL,9,8,8,beamforming/csv/probe_beam_mimo.csv,4,29.8187978397902,2,3
1,DL,19,8,8,beamforming/csv/probe_beam_mimo.csv,4,27.5823153058075,1,32
1,DL,27,8,8,beamforming/csv/probe_beam_mimo.csv,4,49.0720690922382,2,2
1,DL,43,8,8,beamforming/csv/probe_beam_mimo.csv,4,28.6344662255147,2,17
1,DL,47,8,8,beamforming/csv/probe_beam_mimo.csv,4,19.4250815926964,2,15
1,DL,10,8,8,beamforming/csv/probe_beam_mimo.csv,4,19.8090599359226,2,4
1,DL,50,8,8,beamforming/csv/probe_beam_mimo.csv,4,18.9914871802605,2,3
1,DL,6,8,8,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,4,8,8,beamforming/csv/probe_beam_mimo.csv,4,26.7873678019665,2,2
1,DL,29,8,8,beamforming/csv/probe_beam_mimo.csv,4,40.1046911159791,1,29
1,DL,35,8,8,beamforming/csv/probe_beam_mimo.csv,4,27.0202781132944,2,2
1,DL,41,8,8,beamforming/csv/probe_beam_mimo.csv,4,11.7588699827383,2,5
1,DL,45,8,8,beamforming/csv/probe_beam_mimo.csv,4,35.316871589602,2,4
1,DL,2,8,8,beamforming/csv/probe_beam_mimo.csv,4,36.6240115641312,1,32
1,DL,18,8,8,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,34,8,8,beamforming/csv/probe_beam_mimo.csv,4,40.0489144744037,2,11
1,DL,12,8,8,beamforming/csv/probe_beam_mimo.csv,4,36.9529521918322,1,29
1,DL,13,8,8,beamforming/csv/probe_beam_mimo.csv,4,28.4075017779593,2,3
1,DL,15,8,8,beamforming/csv/probe_beam_mimo.csv,4,36.6650861246787,2,3
1,DL,16,8,8,beamforming/csv/probe_beam_mimo.csv,4,12.6366140173308,2,15
1,DL,23,8,8,beamforming/csv/probe_beam_mimo.csv,4,40.0016835758242,1,28
1,DL,24,8,8,beamforming/csv/probe_beam_mimo.csv,4,33.8596368219232,2,3
1,DL,33,8,8,beamforming/csv/probe_beam_mimo.csv,4,37.0093387914081,1,26
1,DL,22,8,8,beamforming/csv/probe_beam_mimo.csv,4,8.43855042166834,1,28
1,DL,38,8,8,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,42,8,8,beamforming/csv/probe_beam_mimo.csv,4,16.5820926967928,1,20
1,DL,20,8,8,beamforming/csv/probe_beam_mimo.csv,4,22.6281375792022,2,3
1,DL,32,8,8,beamforming/csv/probe_beam_mimo.csv,4,33.9445636540439,1,27
1,DL,37,8,8,beamforming/csv/probe_beam_mimo.csv,4,17.0919975678553,2,13
1,DL,40,8,8,beamforming/csv/probe_beam_mimo.csv,4,45.0051874641354,2,4
1,DL,44,8,8,beamforming/csv/probe_beam_mimo.csv,4,52.7052468367046,2,12
1,DL,49,8,8,beamforming/csv/probe_beam_mimo.csv,4,17.8340722728894,1,24
1,DL,30,8,8,beamforming/csv/probe_beam_mimo.csv,4,19.8837211552439,2,11
1,DL,46,8,8,beamforming/csv/probe_beam_mimo.csv,4,24.3147404544908,2,2
1,DL,1,8,8,beamforming/csv/probe_beam_mimo.csv,4,18.5348280127428,1,28
1,DL,8,8,8,beamforming/csv/probe_beam_mimo.csv,4,28.1163452001322,2,4
1,DL,11,8,8,beamforming/csv/probe_beam_mimo.csv,4,14.0710749018238,1,31
1,DL,17,8,8,beamforming/csv/probe_beam_mimo.csv,4,30.56830925165,2,14
1,DL,21,8,8,beamforming/csv/probe_beam_mimo.csv,4,24.0105191535517,1,1
1,DL,25,8,8,beamforming/csv/probe_beam_mimo.csv,4,16.3956304143691,2,6
1,DL,28,8,8,beamforming/csv/probe_beam_mimo.csv,4,11.4873469113529,2,3
1,DL,31,8,8,beamforming/csv/probe_beam_mimo.csv,4,22.6193893967018,2,3
1,DL,36,8,8,beamforming/csv/probe_beam_mimo.csv,4,37.9976908881876,2,3
1,DL,39,8,8,beamforming/csv/probe_beam_mimo.csv,4,7.72241269356736,2,16
1,DL,48,8,8,beamforming/csv/probe_beam_mimo.csv,4,28.8457791317653,2,4
1,DL,3,9,9,beamforming/csv/probe_beam_mimo.csv,4,29.6507024388797,2,6
1,DL,26,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,43,9,9,beamforming/csv/probe_beam_mimo.csv,4,19.4607053150344,2,15
1,DL,47,9,9,beamforming/csv/probe_beam_mimo.csv,4,17.9577204063062,2,11
1,DL,19,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,14,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,5,9,9,beamforming/csv/probe_beam_mimo.csv,4,26.4619430589242,1,31
1,DL,9,9,9,beamforming/csv/probe_beam_mimo.csv,4,17.2744727301958,2,11
1,DL,40,9,9,beamforming/csv/probe_beam_mimo.csv,4,21.3335873831575,2,3
1,DL,10,9,9,beamforming/csv/probe_beam_mimo.csv,4,12.0968743515184,2,4
1,DL,35,9,9,beamforming/csv/probe_beam_mimo.csv,4,4.81003970041359,2,2
1,DL,50,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,4,9,9,beamforming/csv/probe_beam_mimo.csv,4,27.8601026843645,1,1
1,DL,6,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,29,9,9,beamforming/csv/probe_beam_mimo.csv,4,19.373797402148,2,3
1,DL,41,9,9,beamforming/csv/probe_beam_mimo.csv,4,12.6387359937705,2,3
1,DL,45,9,9,beamforming/csv/probe_beam_mimo.csv,4,23.2581166965855,2,3
1,DL,2,9,9,beamforming/csv/probe_beam_mimo.csv,4,29.1475167712078,1,32
1,DL,15,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,23,9,9,beamforming/csv/probe_beam_mimo.csv,4,14.3982554452784,2,2
1,DL,18,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,12,9,9,beamforming/csv/probe_beam_mimo.csv,4,26.8230967971161,2,2
1,DL,13,9,9,beamforming/csv/probe_beam_mimo.csv,4,12.1000944820581,1,32
1,DL,16,9,9,beamforming/csv/probe_beam_mimo.csv,4,22.5278919817223,2,3
1,DL,24,9,9,beamforming/csv/probe_beam_mimo.csv,4,13.3468628675094,2,3
1,DL,33,9,9,beamforming/csv/probe_beam_mimo.csv,4,18.813023344897,2,5
1,DL,22,9,9,beamforming/csv/probe_beam_mimo.csv,4,17.4229082402293,2,2
1,DL,34,9,9,beamforming/csv/probe_beam_mimo.csv,4,10.920691723043,2,4
1,DL,42,9,9,beamforming/csv/probe_beam_mimo.csv,4,22.0026842839098,2,3
1,DL,38,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,8,9,9,beamforming/csv/probe_beam_mimo.csv,4,18.0831950260846,2,3
1,DL,20,9,9,beamforming/csv/probe_beam_mimo.csv,4,14.0026002206245,1,24
1,DL,32,9,9,beamforming/csv/probe_beam_mimo.csv,4,9.96586945030551,1,1
1,DL,37,9,9,beamforming/csv/probe_beam_mimo.csv,4,31.7935880526092,2,3
1,DL,44,9,9,beamforming/csv/probe_beam_mimo.csv,4,25.2246231364318,2,5
1,DL,49,9,9,beamforming/csv/probe_beam_mimo.csv,4,26.3460873438913,2,5
1,DL,30,9,9,beamforming/csv/probe_beam_mimo.csv,4,7.85165715680009,2,7
1,DL,39,9,9,beamforming/csv/probe_beam_mimo.csv,4,33.1691890198323,2,2
1,DL,7,9,9,beamforming/csv/probe_beam_mimo.csv,4,29.5436284581207,2,6
1,DL,46,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,27,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,11,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,1,9,9,beamforming/csv/probe_beam_mimo.csv,4,4.41722644504008,2,14
1,DL,17,9,9,beamforming/csv/probe_beam_mimo.csv,4,41.8422139917568,2,2
1,DL,21,9,9,beamforming/csv/probe_beam_mimo.csv,4,27.5913295207982,2,17
1,DL,25,9,9,beamforming/csv/probe_beam_mimo.csv,4,24.228623375584,1,1
1,DL,28,9,9,beamforming/csv/probe_beam_mimo.csv,4,15.647877109447,2,2
1,DL,31,9,9,beamforming/csv/probe_beam_mimo.csv,4,0,1,1
1,DL,36,9,9,beamforming/csv/probe_beam_mimo.csv,4,14.9073158631855,2,2
1,DL,48,9,9,beamforming/csv/probe_beam_mimo.csv,4,5.93350876612093,2,7
1,UL,3,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,5,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,9,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,14,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,19,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,26,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,40,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,43,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,47,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,4,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,6,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,10,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,29,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,35,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,41,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,45,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,50,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,2,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,12,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,13,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,15,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,16,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,18,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,23,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,24,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,33,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,8,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,20,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,22,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,32,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,34,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,37,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,38,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,42,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,44,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,49,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,1,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,7,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,11,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,17,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,21,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,25,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,27,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,28,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,30,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,31,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,36,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,39,9,9,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,3,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,5,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,9,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,14,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,19,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,26,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,40,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,43,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,47,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,4,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,6,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,10,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,29,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,41,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,45,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,50,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,35,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,12,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,13,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,18,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,23,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,15,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,24,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,2,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,16,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,33,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,22,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,32,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,34,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,37,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,38,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,44,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,49,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,42,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,20,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,8,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,7,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,11,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,25,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,27,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,28,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,30,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,31,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,36,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,21,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,1,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,17,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
1,UL,39,10,10,beamforming/csv/probe_beam_mimo.csv,64,0,1,1
