frame,slot,decision_id,decision_scope,candidate_decision_rows_available,decision_truth_status,direction,cell_id,ue_id,grant_reason,selected_flag,rejected_flag,prb_start,prb_count,symbol_start,num_symbols,mcs_index,wideband_cqi,target_code_rate,tbs_bits,harq_id,rv,ndi,is_retransmission,source_artifact_ref,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,beam_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_tensor_ref,derived_flag,active_flag
1,7,DL_grant_11,selected_grant_only,0,selected_grant_runtime_truth,DL,2,4,new_data_pf,1,0,0,34,0,14,0,15,0.1171875,2472,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_12,selected_grant_only,0,selected_grant_runtime_truth,DL,2,6,new_data_pf,1,0,34,34,0,14,0,15,0.1171875,2472,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_13,selected_grant_only,0,selected_grant_runtime_truth,DL,2,10,new_data_pf,1,0,68,34,0,14,0,15,0.1171875,2472,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_14,selected_grant_only,0,selected_grant_runtime_truth,DL,2,29,new_data_pf,1,0,102,34,0,14,0,15,0.1171875,2472,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_15,selected_grant_only,0,selected_grant_runtime_truth,DL,2,35,new_data_pf,1,0,136,34,0,14,0,15,0.1171875,2472,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_16,selected_grant_only,0,selected_grant_runtime_truth,DL,2,41,new_data_pf,1,0,170,34,0,14,0,15,0.1171875,2472,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_17,selected_grant_only,0,selected_grant_runtime_truth,DL,2,45,new_data_pf,1,0,204,34,0,14,0,15,0.1171875,2472,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_18,selected_grant_only,0,selected_grant_runtime_truth,DL,2,50,new_data_pf,1,0,238,34,0,14,0,15,0.1171875,2472,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_19,selected_grant_only,0,selected_grant_runtime_truth,DL,3,2,new_data_pf,1,0,0,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_20,selected_grant_only,0,selected_grant_runtime_truth,DL,3,12,new_data_pf,1,0,27,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_21,selected_grant_only,0,selected_grant_runtime_truth,DL,3,13,new_data_pf,1,0,54,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_22,selected_grant_only,0,selected_grant_runtime_truth,DL,3,15,new_data_pf,1,0,81,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_23,selected_grant_only,0,selected_grant_runtime_truth,DL,3,16,new_data_pf,1,0,108,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_24,selected_grant_only,0,selected_grant_runtime_truth,DL,3,18,new_data_pf,1,0,135,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_25,selected_grant_only,0,selected_grant_runtime_truth,DL,3,23,new_data_pf,1,0,162,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_26,selected_grant_only,0,selected_grant_runtime_truth,DL,3,24,new_data_pf,1,0,189,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_27,selected_grant_only,0,selected_grant_runtime_truth,DL,3,33,new_data_pf,1,0,216,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_28,selected_grant_only,0,selected_grant_runtime_truth,DL,3,34,new_data_pf,1,0,243,27,0,14,0,15,0.1171875,2024,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_29,selected_grant_only,0,selected_grant_runtime_truth,DL,4,20,new_data_pf,1,0,0,30,0,14,0,15,0.1171875,2216,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_30,selected_grant_only,0,selected_grant_runtime_truth,DL,4,22,new_data_pf,1,0,30,30,0,14,0,15,0.1171875,2216,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_31,selected_grant_only,0,selected_grant_runtime_truth,DL,4,32,new_data_pf,1,0,60,30,0,14,0,15,0.1171875,2216,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_32,selected_grant_only,0,selected_grant_runtime_truth,DL,4,37,new_data_pf,1,0,90,30,0,14,0,15,0.1171875,2216,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
1,7,DL_grant_33,selected_grant_only,0,selected_grant_runtime_truth,DL,4,38,new_data_pf,1,0,120,30,0,14,0,15,0.1171875,2216,0,0,1,0,packet_flow/csv/live_dl_scheduler_grants.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_table_scheduler_decision_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildSchedulerDecisionTable,implemented,selected_grant_runtime_truth,not_applicable,0,1
