entity_type,entity_id,total_energy_j,useful_bits,energy_per_bit_nj,dominant_state,root_cause_reason,source_artifact_ref,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,timestamp_sim_ms,frame,slot,symbol,site_id,sector_id,cell_id,ue_id,direction,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_tensor_ref,derived_flag,active_flag
"ue",14,0.236239811744855,38445,6144.87740264937,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",15,0.236239811744855,4253,55546.6286726676,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",16,0.236239811744855,4757,49661.5118235979,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",17,0.178867358808641,3293,54317.4487727426,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",18,0.236239811744855,29389,8038.37530180868,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",19,0.236239811744855,34029,6942.30837652753,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",2,0.236239811744855,2229,105984.662065884,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",20,0.236239811744855,5069,46604.8158896933,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",21,0.178867358808641,2053,87124.8703403027,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",22,0.236239811744855,25181,9381.66918489556,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",23,0.236239811744855,5733,41207.0140842238,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",24,0.236239811744855,4757,49661.5118235979,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",25,0.178867358808641,21781,8212.08203519771,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",26,0.236239811744855,25213,9369.76209673007,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",27,0.236239811744855,6085,38823.3051347338,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",28,0.236239811744855,22085,10696.8445435751,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",29,0.178867358808641,33965,5266.22578562171,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",3,0.236239811744855,3709,63693.6672269763,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",30,0.236239811744855,20237,11673.6577429883,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",31,0.236239811744855,20381,11591.1786342601,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",32,0.236239811744855,5069,46604.8158896933,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",33,0.178867358808641,4757,37600.8742502925,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",34,0.236239811744855,2229,105984.662065884,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
"ue",35,0.236239811744855,24245,9743.85694967437,"active_rx","active_runtime_energy","rf/csv/power_energy_table.csv",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable",NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildEnergyRootCauseTable","implemented","derived_energy_root_cause","not_applicable",1,1
