Direction,SFN,ConfiguredSNR_dB,ConfiguredSNRSource,SNRValueRole,SNR_dB,SystemLevelSINR_dB,SystemLevelSINRSource,SystemLevelSINRValueRole,SystemLevelSINRValueStatus,ReceiverHestSINR_dB,ReceiverHestSINRSource,ReceiverHestSINRValueRole,ReceiverHestSINRValueStatus,ReceiverHestSINRNAReason,DecoderTruthProxySINR_dB,DecoderTruthProxySINRSource,DecoderTruthProxySINRValueRole,DecoderTruthProxySINRValueStatus,DecoderTruthProxySINRNAReason,SINRValueRole,SINRSource,SINRValueStatus,SINRValueDefinition,MeasuredTrialSINR_dB,MeasuredTrialSINRSource,MeasuredTrialSINRValueRole,MeasuredTrialSINRValueStatus,MeasuredTrialSINRNAReason,DopplerHz,DopplerSourceMode,DopplerValueRole,UEID,UEIndex,RNTI,BaseStationID,Frame,Slot,AllocatedPRBCount,PRBStart,MCSIndex,Layers,Rank,NMSE_dB,DetectionMetric,ChannelGain_dB,NoiseVariance,TimingOffset_samples,TimingEstimateUsed,UseIdealTimingSync,RankEstimate,ConditionNumber_dB,EstimatedDopplerHz,PhaseTrackingError_deg,QCLAccuracy,Status,NMSEDefinition,NMSEInterpretation
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,33.0234301387492,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,1.90304062096467,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,33.0234301387492,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,4,4,4,2,7,7,34,0,0,2,2,-17.9384535267272,0.984179186046788,-111.528563606059,1.96461460302071e-15,0,1,0,1,25.6263278631772,NaN,5.08888749034163e-14,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,19.5545488825017,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,3.02116456816234,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,19.5545488825017,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,6,6,6,2,7,7,34,34,0,2,1,-15.5993818418774,0.973192244423768,-123.530681401262,2.591128360703e-15,0,1,0,1,48.3700499334941,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,41.7013738927902,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,0.759482653540946,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,41.7013738927902,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,10,10,10,2,7,7,34,68,0,2,2,-14.6503983561679,0.966862120803629,-102.435383261481,2.29248748113696e-15,0,1,0,1,32.8357280526636,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,29.8683033460894,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,2.21809657128827,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,29.8683033460894,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,29,29,29,2,7,7,34,102,0,2,2,-18.5806544055831,0.986324153179634,-112.880370429708,2.97038373599722e-15,0,1,0,1,33.5477039287254,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,28.1420494366607,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,4.3592561064386,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,28.1420494366607,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,35,35,35,2,7,7,34,136,0,2,2,-16.4920764787112,0.97806389187807,-118.773483629135,1.16159159991597e-15,0,1,0,1,38.4490506877035,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,35.3574129595148,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,2.06547886173221,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,35.3574129595148,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,41,41,41,2,7,7,34,170,0,2,2,-13.9629049458421,0.961397751043823,-108.249059552152,2.39602792111578e-15,0,1,0,1,31.9372006967163,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,20.9533249125383,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,3.87350965775216,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,20.9533249125383,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,45,45,45,2,7,7,34,204,0,2,1,-11.074333756781,0.927570799295892,-122.407802043127,2.78762716868877e-15,0,1,0,1,32.7658357249894,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,40.8969628889655,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,3.8944305742093,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,40.8969628889655,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,50,50,50,2,7,7,34,238,0,2,2,-12.0742546073062,0.94159643661905,-102.424807609436,2.5743960300632e-15,0,1,0,1,40.8110270223093,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,34.3141077701394,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,4.71030218559028,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,34.3141077701394,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,2,2,2,3,7,7,27,0,0,2,2,-16.1593047447,0.976358297555422,-108.866386426512,2.05198609646314e-15,0,1,0,1,30.591952527681,NaN,5.24550515989073e-14,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,62.7096763861151,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-0.481992458059692,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,62.7096763861151,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,12,12,12,3,7,7,27,27,0,2,2,-16.875988319961,0.979882447367373,-82.955496127728,1.23055255981033e-15,0,1,0,1,31.1516691818791,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,38.0807314294599,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,2.0947003595118,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,38.0807314294599,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,13,13,13,3,7,7,27,54,0,2,2,-22.3826240133844,0.994255718740407,-103.993498172067,2.76659043817241e-15,0,1,0,1,46.5621000651508,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,39.4489749937097,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-0.232183663432469,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,39.4489749937097,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,15,15,15,3,7,7,27,81,0,2,2,-10.1828731083265,0.912511488052478,-103.889232937948,2.38825388653606e-15,0,1,0,1,34.6304940314005,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,32.1629350964918,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,7.24802586546891,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,32.1629350964918,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,16,16,16,3,7,7,27,108,0,2,2,-11.0325365158933,0.926921549962029,-109.842229093407,2.91630333469477e-15,0,1,0,1,27.4026070434529,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,23.4006275543323,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-1.13608309226168,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,23.4006275543323,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,18,18,18,3,7,7,27,135,0,2,1,-10.1151609549501,0.911258736194884,-122.024082892236,1.35155847086944e-15,0,1,0,1,38.8551907646724,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,49.9408433051755,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,1.35238397894809,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,49.9408433051755,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,23,23,23,3,7,7,27,162,0,2,2,-16.8763689859779,0.979884175156171,-92.9536942965696,2.26605458797983e-15,0,1,0,1,33.7936029273634,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,26.9819071154885,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-0.976410434551798,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,26.9819071154885,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,24,24,24,3,7,7,27,189,0,2,2,-16.2152581268675,0.976653871936956,-117.430477129794,1.82230041090783e-15,0,1,0,1,32.4248700708007,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,13.2796989414142,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,7.73952510443763,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,13.2796989414142,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,33,33,33,3,7,7,27,216,0,2,1,-13.3778319320943,0.95607529021208,-130.512317521115,1.98521778416414e-15,0,1,0,1,35.4220250745147,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,35.547900487625,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,-0.238964651230894,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,35.547900487625,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,34,34,34,3,7,7,27,243,0,2,2,-12.113595722762,0.942092605734891,-78.7631196097584,1.6941690933959e-12,0,1,0,1,40.6326396734709,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,21.2696238739457,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,5.81088705735192,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,21.2696238739457,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,20,20,20,4,7,7,30,0,0,2,2,-13.7869539086994,0.959865754173682,-119.945422139455,3.6833106463851e-15,0,1,0,1,32.3159815454042,-68.6044854748672,7.63333123551244e-14,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,54.2301769705067,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,7.77086306429303,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,54.2301769705067,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,22,22,22,4,7,7,30,30,0,2,2,-13.2781379701288,0.95510111509839,-88.2057761977825,2.78043997244422e-15,0,1,0,1,36.6551267811115,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,24.7109067128245,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,4.76176526708728,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,24.7109067128245,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,32,32,32,4,7,7,30,60,0,2,2,-12.9719353072629,0.951978722330396,-119.66751365057,1.93003032784161e-15,0,1,0,1,30.3790215315285,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
DL,7,12,configured_runtime_operating_point_reference,configured_reference_metadata,12,not_applicable,not_applicable,not_applicable,not_applicable,35.832142870611,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,1.7977656334315,post_equalization_evm_proxy,not_applicable,not_applicable,none,estimated,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,35.832142870611,receiver_hest_csi_feedback_wideband_effective_sinr,not_applicable,not_applicable,none,11.1188031732717,derive_from_ue_speed,scenario_resolved_metadata,37,37,37,4,7,7,30,90,0,2,2,-13.4696618138456,0.956954751270095,-108.563260993024,1.92786566436517e-15,0,1,0,1,27.3987145924378,0,0,1,PASS,pilot_residual_over_aligned_pilot_power,negative_nmse_db_means_estimation_error_is_below_reference_pilot_power
