TraceSource,Direction,Frame,Slot,SNR_dB,ReceiverHestSINR_dB,NMSE_dB,ChannelGain_dB,ConditionNumber_dB,EstimatedCFO_Hz,CFOError_Hz,TimingError_samples,EstimatedDopplerHz,DopplerError_Hz,PhaseTrackingError_deg,QCLAccuracy,Status,SourceArtifact
"DL","DL",7,7,12,21.2696238739457,-13.7869539086994,-119.945422139455,32.3159815454042,NaN,NaN,0,-68.6044854748672,-79.7232886481389,7.63333123551244e-14,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,54.2301769705067,-13.2781379701288,-88.2057761977825,36.6551267811115,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,24.7109067128245,-12.9719353072629,-119.66751365057,30.3790215315285,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,35.832142870611,-13.4696618138456,-108.563260993024,27.3987145924378,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,30.270747614173,-16.4805993617759,-111.187792343853,42.4140704656582,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,20.9361382535284,-12.9895391044307,-122.977559058488,39.632553758686,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,22.2370099193392,-14.0207811620991,-123.033257915101,26.731044494569,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,27.3346402041093,-12.8808327793511,-113.530409195444,43.7905912679504,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,22.3951748595462,-13.194755451049,-111.636777025566,42.8163242210268,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,32.0979935384073,-17.8302926650623,-110.439709358151,34.6826419632991,NaN,NaN,0,NaN,NaN,5.08888749034163e-14,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,3.32531956069372,-13.3445467951896,-139.423063167723,31.3759573138083,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,8.64150930112338,-11.5304638456452,-135.351757371216,39.2828202103241,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,8.15435458365945,-13.567281747806,-132.622466878328,42.1091145568685,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,31.0726933088417,-14.0679337355167,-112.991891457333,31.6382243309154,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,35.9874256965909,-13.6793531140502,-107.228748285493,29.2953958431719,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,28.4097714228964,-17.3072846499656,-112.395030094342,30.1691784978644,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,29.6914488865611,-16.0695707007838,-112.173556075742,38.2758305464959,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,31.0557296137101,-13.6563956128845,-111.177454367028,33.7852396476533,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,58.2527506862822,-11.5305544036846,-84.8572041284318,47.3889066703023,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,44.2391209194543,-13.3464245482254,-99.8887377782794,39.67253234278,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,30.1104412597243,-17.9810481109508,-110.605753172021,32.8644568644341,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",7,7,12,23.2801553324116,-15.5979401557356,-91.9381595876685,38.2740364588571,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,30.8735314918132,-37.703410130848,-115.805339520733,0,NaN,NaN,0,-30.3309019948476,-41.4497051681193,1.79919342655798e-14,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,12.3402714650325,-27.7688528669284,-98.5323182360135,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,26.2177995984569,19.3842260062777,-126.985890564306,28.1473766982983,NaN,NaN,-293,NaN,NaN,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,-9.68022488543782,-1.764287473008,-164.193819641968,15.9580769088431,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,17.3006012182844,-7.440669384506,-111.414354392823,12.21082876424,NaN,NaN,-66,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,-4.50500645464856,-0.23576424208099,-158.88103885214,29.8187978397902,NaN,NaN,-293,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,17.1043555352419,-7.23192328161631,-135.094914810431,27.5823153058075,NaN,NaN,-51,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,7.38732543691986,-15.6013322549041,-135.118891434155,49.0720690922382,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,27.2861165730474,22.138631710082,-125.70666943531,28.6344662255147,NaN,NaN,0,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,43.8918063161387,-6.56653303859985,-110.742941424884,19.4250815926964,NaN,NaN,-293,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,28.3131344544847,-2.88326768005958,-123.8191625012,19.8090599359226,NaN,NaN,-52,NaN,NaN,6.48708415393254e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,15.3578823007732,2.52706012103343,-139.75873586528,18.9914871802605,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,-18.61164043658,-8.96798359523248,-169.574431745039,0,NaN,NaN,-1,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,33.0364396880755,-18.0331586566356,-111.658802054772,26.7873678019665,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,29.1055189614033,-21.0370319158358,-124.221834090722,40.1046911159791,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,23.9338471714292,16.6751866817714,-130.098737845532,27.0202781132944,NaN,NaN,0,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,8.07097010383061,-2.74264841333038,-144.935930177782,11.7588699827383,NaN,NaN,-66,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,1.13802712042025,-2.3847281842245,-152.751307468713,35.316871589602,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,34.4168015804423,21.6085193869633,-105.420460735153,36.6240115641312,NaN,NaN,0,NaN,NaN,4.84447656096388e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,8.62236026799955,2.96584607926889,-143.340208745772,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,35.6434050277309,-17.5915406972544,-74.6457391060075,40.0489144744037,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,58.5222857008864,26.6372156595345,-94.5585170800922,36.9529521918322,NaN,NaN,0,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,25.0546774800957,-4.41241607206516,-126.805031715936,28.4075017779593,NaN,NaN,-54,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,31.2039367802451,1.03710347892016,-123.463879435551,36.6650861246787,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,9.27321122107807,-8.87828815882701,-143.820962267599,12.6366140173308,NaN,NaN,-65,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,47.5064767971533,27.8611857570671,-105.525396785955,40.0016835758242,NaN,NaN,0,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,18.1184000734049,0.00555253866279429,-135.127281506865,33.8596368219232,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,11.5225866566678,-16.4347228454504,-141.565195165664,37.0093387914081,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,42.3493042024506,-7.50341681275422,-110.047824099195,8.43855042166834,NaN,NaN,-65,NaN,NaN,3.59838685311596e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,8.60050118043371,-29.9072838122523,-140.314972849034,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,17.6630132630669,-7.99553732126696,-133.775753832885,16.5820926967928,NaN,NaN,-51,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,-0.783800105276442,0.368572220717744,-156.336215908509,22.6281375792022,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,20.9666120127305,14.378930774597,-132.163649370595,33.9445636540439,NaN,NaN,0,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,13.8444455766087,-4.91724374278988,-138.161142536765,17.0919975678553,NaN,NaN,-66,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,19.3316625592677,14.9516687484563,-134.191782933307,45.0051874641354,NaN,NaN,0,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,26.9056625726813,21.3959506763717,-125.932683949446,52.7052468367046,NaN,NaN,0,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,14.808058026323,3.64882027824059,-136.672934674705,17.8340722728894,NaN,NaN,-347,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,29.6781182938734,13.7083724963967,-119.198790983931,19.8837211552439,NaN,NaN,0,NaN,NaN,8.59338553755098e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,13.5160503236103,3.11056230520982,-139.593214939087,24.3147404544908,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,25.782219392879,-12.3745030731243,-124.44283917469,18.5348280127428,NaN,NaN,-55,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,3.04299431372846,-13.8728867442487,-139.598805407062,28.1163452001322,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,2.77205255545033,-8.2821182495921,-148.026565173841,14.0710749018238,NaN,NaN,-69,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,7.76519282442061,10.3118288229902,-140.194571512177,30.56830925165,NaN,NaN,0,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,17.66227546505,5.20171742606237,-135.109729424732,24.0105191535517,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,14.3435217974046,-3.84693454407942,-135.833501031397,16.3956304143691,NaN,NaN,-68,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,10.5800209339117,0.298719590019488,-139.761316648384,11.4873469113529,NaN,NaN,-60,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,-1.42402321682561,5.00142131947094,-155.278125874285,22.6193893967018,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,31.657858494691,-1.27725969142522,-121.4278305301,37.9976908881876,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,34.0739334588204,-9.7811958063974,-114.586288892202,7.72241269356736,NaN,NaN,-67,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",8,8,12,1.95521186448808,10.5927103540286,-130.299061763108,28.8457791317653,NaN,NaN,0,NaN,NaN,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,48.7242436905469,-14.2947198270845,-95.2672018166768,29.6507024388797,NaN,NaN,0,NaN,NaN,1.27222187258541e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,32.7243862790248,-38.6363932046175,-117.33587650602,0,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,30.0483674973114,15.1423634151551,-120.953836546827,19.4607053150344,NaN,NaN,0,NaN,NaN,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,17.6540048999484,16.3786911150752,-132.975695294896,17.9577204063062,NaN,NaN,0,NaN,NaN,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,5.49783261894108,-17.2379684929894,-144.241863304088,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,26.1468200163299,-44.1140305561275,-91.3154365231206,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,36.5963604376676,-8.29726660095846,-114.569011075259,26.4619430589242,NaN,NaN,-63,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-13.0724844460356,-5.98950613772247,-163.709388628461,17.2744727301958,NaN,NaN,-66,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,28.7819452153272,-0.501553305691076,-119.727833023504,21.3335873831575,NaN,NaN,-58,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,18.4533637435555,-1.96054879468848,-132.258082375991,12.0968743515184,NaN,NaN,-57,NaN,NaN,6.48708415393254e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,8.95588452120266,-3.44625439345963,-141.219665408456,4.81003970041359,NaN,NaN,-65,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,30.0183583220703,-29.7191868853501,-119.613370826923,0,NaN,NaN,-63,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,28.7956228769366,-18.3139663519063,-119.484506578768,27.8601026843645,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,30.8872337659992,-46.2326125963978,-115.732771242336,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,15.7494789334243,3.8665541208002,-135.98900526284,19.373797402148,NaN,NaN,-48,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,9.256368965635,1.35973205898393,-143.323047454797,12.6387359937705,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,7.64302494914664,0.184666318430565,-144.448194369534,23.2581166965855,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,4.77684448544831,6.77978628541456,-145.957814712371,29.1475167712078,NaN,NaN,0,NaN,NaN,6.48708415393254e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,5.4469777116107,-31.9500232199271,-141.765087772723,0,NaN,NaN,-64,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,4.99272781717576,-8.85190089817936,-145.691416675995,14.3982554452784,NaN,NaN,-64,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,41.5696431055396,-48.5973385758453,-107.143000780356,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,4.08802937002009,-1.80002183897948,-147.374946411112,26.8230967971161,NaN,NaN,-52,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,5.70341952258054,-8.76392476899549,-144.592363130036,12.1000944820581,NaN,NaN,-52,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-5.97354412750866,7.15673020392787,-157.475888325348,22.5278919817223,NaN,NaN,-2,NaN,NaN,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,6.52893923644336,-8.31030523679719,-144.192508140178,13.3468628675094,NaN,NaN,-62,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-17.0522643156633,-12.6187211528055,-166.447859255158,18.813023344897,NaN,NaN,-52,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,31.389915230733,1.26074921840675,-119.302826207541,17.4229082402293,NaN,NaN,-68,NaN,NaN,1.21632827886235e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,7.88945892804647,-9.3580821853222,-142.318273131113,10.920691723043,NaN,NaN,-63,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-7.84854443039485,2.20167870907335,-159.106135734635,22.0026842839098,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,55.7082775718562,-50.7537288023839,-88.7455408032268,0,NaN,NaN,0,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-12.7377511162643,2.8043019996443,-162.887683798647,18.0831950260846,NaN,NaN,-1,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,-7.26735272294743,-6.43927537307196,-155.326716339087,14.0026002206245,NaN,NaN,-65,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,24.6322720409335,-7.68342787512259,-124.92229032669,9.96586945030551,NaN,NaN,-57,0,-11.1188031732717,0,1,"PASS","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,11.4209607843911,3.28047822448277,-140.502380488491,31.7935880526092,NaN,NaN,0,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,36.1966432436965,0.731320774172839,-114.204666376553,25.2246231364318,NaN,NaN,-348,0,-11.1188031732717,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,27.2387127026495,6.14522416752461,-124.477138133684,26.3460873438913,NaN,NaN,0,NaN,NaN,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,23.4933191078217,0.549520559785905,-123.077879308492,7.85165715680009,NaN,NaN,-61,NaN,NaN,3.86931176839417e-14,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
"DL","DL",9,9,12,7.44705552305024,7.60664517683934,-142.450995303439,33.1691890198323,NaN,NaN,0,NaN,NaN,0,1,"FAIL","air_interface/csv/dl_pdsch_trials.csv"
