run_id,chart_name,frame,slot,MeasuredSINR_dB,EVM_rms,DecoderIterations,Modulation,source_table_logical_path
1,UL resource-grid / equalized symbol summaries,10.0,10.0,50.6114281690478,0.0234856979528257,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,28.6254465966525,0.0799513282802149,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,26.9764353753295,0.215595280456761,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,41.8733548309672,0.061806341883037,2.25,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,20.8330848570748,0.147523094969353,7.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,37.8270141548748,0.0804621007661614,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,25.9113057311642,0.344399803555086,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,34.6642610262199,0.0449668343596931,1.33333333333333,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,33.7171699785239,0.120437055058487,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,25.283426910597,0.55091021287034,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,24.107207559915,0.900775007209698,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,18.5573146313179,0.937587241172697,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,17.6226958083312,0.47458427250261,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,18.5199039112123,1.73521195955729,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,66.4161525151361,0.0230348874669918,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,58.036145326962,3.16801160311767,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,34.0617243114394,6.76937358169316,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,29.0542112049803,0.145538521982051,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,50.7051782969799,0.0235898247844979,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,51.9055736484338,0.027030196473334,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,51.128962867357,0.0302414590515376,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,24.9153503093506,0.276471506293771,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,20.1438210780505,1.08726372851615,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,16.212839909176,0.968405780554304,8.0,16QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,33.3941416291566,19.1393100494605,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,27.0596444620701,16.2969022019138,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,33.8966543783432,0.0553197861858553,1.66666666666667,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,28.9191125464335,0.334935622574713,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,35.6704500315142,0.0508810090791825,2.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,45.6015298257866,0.0296029547398416,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,49.3221078630133,0.0277129792355378,1.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,29.9410437603715,0.247926973245799,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,24.129607427257,0.466844280592781,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,22.9583411691322,0.936171899679236,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,23.1739759126112,1.13135416908543,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
1,UL resource-grid / equalized symbol summaries,10.0,10.0,22.5675307580546,0.175613924123477,8.0,64QAM,air_interface/csv/ul_pusch_trials.csv
