CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
"C","coding_decoder_outputs","Coding/decoder outputs","complexity_reduction_same_bler","complexity reduction at same BLER","DL","0_01pct","not_available",0,NaN,"no_valid_comparator","","air_interface/csv/lls_reference_snr_sweep.csv|air_interface/csv/lls_snr_sweep.csv","no_valid_comparator: both the adaptive and fixed-reference sweeps need usable BLER and complexity curves."
"C","coding_decoder_outputs","Coding/decoder outputs","complexity_reduction_same_bler","complexity reduction at same BLER","UL","10pct","not_available",0,NaN,"no_valid_comparator","","air_interface/csv/lls_reference_snr_sweep.csv|air_interface/csv/lls_snr_sweep.csv","no_valid_comparator: both the adaptive and fixed-reference sweeps need usable BLER and complexity curves."
"C","coding_decoder_outputs","Coding/decoder outputs","complexity_reduction_same_bler","complexity reduction at same BLER","UL","1pct","not_available",0,NaN,"no_valid_comparator","","air_interface/csv/lls_reference_snr_sweep.csv|air_interface/csv/lls_snr_sweep.csv","no_valid_comparator: both the adaptive and fixed-reference sweeps need usable BLER and complexity curves."
"C","coding_decoder_outputs","Coding/decoder outputs","complexity_reduction_same_bler","complexity reduction at same BLER","UL","0_1pct","not_available",0,NaN,"no_valid_comparator","","air_interface/csv/lls_reference_snr_sweep.csv|air_interface/csv/lls_snr_sweep.csv","no_valid_comparator: both the adaptive and fixed-reference sweeps need usable BLER and complexity curves."
"C","coding_decoder_outputs","Coding/decoder outputs","complexity_reduction_same_bler","complexity reduction at same BLER","UL","0_01pct","not_available",0,NaN,"no_valid_comparator","","air_interface/csv/lls_reference_snr_sweep.csv|air_interface/csv/lls_snr_sweep.csv","no_valid_comparator: both the adaptive and fixed-reference sweeps need usable BLER and complexity curves."
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","DL","mean","observed",1,2699.52,"2699.52","bits","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","DL","p50","observed",1,2080,"2080","bits","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","DL","max","observed",1,8448,"8448","bits","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","mean","observed",1,4416,"4416","bits","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","p50","observed",1,4048,"4048","bits","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","max","observed",1,8448,"8448","bits","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","count_at_x1120","observed",1,12,"12","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","count_at_x1280","observed",1,10,"10","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","count_at_x1600","observed",1,18,"18","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","count_at_x1760","observed",1,8,"8","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","count_at_x6336","observed",1,13,"13","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","count_at_x7040","observed",1,13,"13","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","count_at_x7744","observed",1,7,"7","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","cb_size_distribution","CB size distribution","UL","count_at_x8448","observed",1,15,"15","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","segmentation_statistics","segmentation statistics","DL","segmentation_rate","observed",1,0.14,"0.14","fraction","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","segmentation_statistics","segmentation statistics","DL","mean_num_codeblocks","observed",1,1.38,"1.38","count","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","segmentation_statistics","segmentation statistics","DL","mean_padding_bits","observed",1,281.173333333333,"281.173333333333","bits","air_interface/csv/dl_pdsch_trials.csv","Segmentation padding is emitted as a transport-block segmentation statistic."
"C","coding_decoder_outputs","Coding/decoder outputs","segmentation_statistics","segmentation statistics","UL","segmentation_rate","observed",1,0.489583333333333,"0.489583333333333","fraction","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","segmentation_statistics","segmentation statistics","UL","mean_num_codeblocks","observed",1,1.96875,"1.96875","count","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","segmentation_statistics","segmentation statistics","UL","mean_padding_bits","observed",1,665.25,"665.25","bits","air_interface/csv/ul_pusch_trials.csv","Segmentation padding is emitted as a transport-block segmentation statistic."
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","DL","mean_puncture_bits","observed",1,0,"0","bits","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","DL","max_puncture_bits","observed",1,0,"0","bits","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","DL","mean_repetition_bits","observed",1,0,"0","bits","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","DL","max_repetition_bits","observed",1,0,"0","bits","air_interface/csv/dl_pdsch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","DL","segmentation_padding_bits","observed",1,281.173333333333,"281.173333333333","bits","air_interface/csv/dl_pdsch_trials.csv","Exported as shortening/padding proxy because explicit shortening state is not emitted separately."
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","UL","mean_puncture_bits","observed",1,0,"0","bits","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","UL","max_puncture_bits","observed",1,0,"0","bits","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","UL","mean_repetition_bits","observed",1,0,"0","bits","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","UL","max_repetition_bits","observed",1,0,"0","bits","air_interface/csv/ul_pusch_trials.csv",""
"C","coding_decoder_outputs","Coding/decoder outputs","puncturing_shortening_statistics","puncturing / shortening statistics","UL","segmentation_padding_bits","observed",1,665.25,"665.25","bits","air_interface/csv/ul_pusch_trials.csv","Exported as shortening/padding proxy because explicit shortening state is not emitted separately."
