ExperimentID,FamilyID,PairID,Variant,TrialIndex,Seed,PayloadID,ChannelRealizationID,NoiseRealizationID,Direction,Outcome,Latency_ms,DeliveredBits,DroppedBits,HARQAttempts,Runtime_ms,Status,ExecutionBackend,ApproximationMode,EvidenceClass
F12-P05-T,F12,F12-P05,treatment,1,131,PAY12-05,CH12-05,NO12-05,UL,invariant_pass,1.4464,800,0,1,1.4464,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F12-P06-B,F12,F12-P06,baseline,1,197,PAY12-06,CH12-06,NO12-06,UL,invariant_pass,1.8002,800,0,1,1.8002,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F12-P06-T,F12,F12-P06,treatment,1,197,PAY12-06,CH12-06,NO12-06,UL,invariant_pass,1.555,800,0,1,1.555,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P01-B,F13,F13-P01,baseline,1,11,PAY13-01,CH13-01,NO13-01,DL,invariant_pass,2.5,920,0,1,1.2476,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P01-T,F13,F13-P01,treatment,1,11,PAY13-01,CH13-01,NO13-01,DL,invariant_pass,2.8,944,0,1,1.1881,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P02-B,F13,F13-P02,baseline,1,23,PAY13-02,CH13-02,NO13-02,DL,invariant_pass,2.5,920,0,1,1.2385,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P02-T,F13,F13-P02,treatment,1,23,PAY13-02,CH13-02,NO13-02,DL,invariant_pass,2.8,944,0,1,1.3344,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P03-B,F13,F13-P03,baseline,1,47,PAY13-03,CH13-03,NO13-03,DL,invariant_pass,2.5,920,0,1,1.112,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P03-T,F13,F13-P03,treatment,1,47,PAY13-03,CH13-03,NO13-03,DL,invariant_pass,2.8,944,0,1,1.0886,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P04-B,F13,F13-P04,baseline,1,89,PAY13-04,CH13-04,NO13-04,DL,invariant_pass,2.5,920,0,1,1.1552,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P04-T,F13,F13-P04,treatment,1,89,PAY13-04,CH13-04,NO13-04,DL,invariant_pass,2.8,944,0,1,1.6851,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P05-B,F13,F13-P05,baseline,1,131,PAY13-05,CH13-05,NO13-05,DL,invariant_pass,2.5,920,0,1,1.4336,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P05-T,F13,F13-P05,treatment,1,131,PAY13-05,CH13-05,NO13-05,DL,invariant_pass,2.8,944,0,1,1.3347,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P06-B,F13,F13-P06,baseline,1,197,PAY13-06,CH13-06,NO13-06,DL,invariant_pass,2.5,920,0,1,1.3743,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P06-T,F13,F13-P06,treatment,1,197,PAY13-06,CH13-06,NO13-06,DL,invariant_pass,2.8,944,0,1,1.3029,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P01-B,F14,F14-P01,baseline,1,11,PAY14-01,CH14-01,NO14-01,UL,invariant_pass,114.3504,872,0,1,114.3504,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P01-T,F14,F14-P01,treatment,1,11,PAY14-01,CH14-01,NO14-01,UL,invariant_pass,27.1885,1026,0,1,27.1885,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P02-B,F14,F14-P02,baseline,1,23,PAY14-02,CH14-02,NO14-02,UL,invariant_pass,15.0561,872,0,1,15.0561,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P02-T,F14,F14-P02,treatment,1,23,PAY14-02,CH14-02,NO14-02,UL,invariant_pass,8.2943,1024,0,1,8.2943,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P03-B,F14,F14-P03,baseline,1,47,PAY14-03,CH14-03,NO14-03,UL,invariant_pass,23.9976,872,0,1,23.9976,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P03-T,F14,F14-P03,treatment,1,47,PAY14-03,CH14-03,NO14-03,UL,invariant_pass,4.3362,1020,0,1,4.3362,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P04-B,F14,F14-P04,baseline,1,89,PAY14-04,CH14-04,NO14-04,UL,invariant_pass,3.6646,872,0,1,3.6646,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P04-T,F14,F14-P04,treatment,1,89,PAY14-04,CH14-04,NO14-04,UL,invariant_pass,2.734,1019,0,1,2.734,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P05-B,F14,F14-P05,baseline,1,131,PAY14-05,CH14-05,NO14-05,UL,invariant_pass,7.2707,872,0,1,7.2707,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P05-T,F14,F14-P05,treatment,1,131,PAY14-05,CH14-05,NO14-05,UL,invariant_pass,5.1898,1018,0,1,5.1898,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P06-B,F14,F14-P06,baseline,1,197,PAY14-06,CH14-06,NO14-06,UL,invariant_pass,1.5324,872,0,1,1.5324,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P06-T,F14,F14-P06,treatment,1,197,PAY14-06,CH14-06,NO14-06,UL,invariant_pass,7,1056,0,1,1.397,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P01-B,F15,F15-P01,baseline,1,11,PAY15-01,CH15-01,NO15-01,DL,invariant_pass,5.3333,899,0,1,1.4119,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P01-T,F15,F15-P01,treatment,1,11,PAY15-01,CH15-01,NO15-01,DL,invariant_pass,4.5,1028,0,1,1.6289,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P02-B,F15,F15-P02,baseline,1,23,PAY15-02,CH15-02,NO15-02,DL,invariant_pass,4,888,0,1,1.3059,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P02-T,F15,F15-P02,treatment,1,23,PAY15-02,CH15-02,NO15-02,DL,invariant_pass,3.6667,1021,0,1,1.2497,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P03-B,F15,F15-P03,baseline,1,47,PAY15-03,CH15-03,NO15-03,DL,invariant_pass,3.4286,883,0,1,1.4127,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P03-T,F15,F15-P03,treatment,1,47,PAY15-03,CH15-03,NO15-03,DL,invariant_pass,3.25,1018,0,1,1.5315,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P04-B,F15,F15-P04,baseline,1,89,PAY15-04,CH15-04,NO15-04,DL,invariant_pass,3.1111,881,0,1,1.5812,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P04-T,F15,F15-P04,treatment,1,89,PAY15-04,CH15-04,NO15-04,DL,invariant_pass,3,1016,0,1,1.3166,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P05-B,F15,F15-P05,baseline,1,131,PAY15-05,CH15-05,NO15-05,DL,invariant_pass,2.6667,877,0,1,1.2435,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P05-T,F15,F15-P05,treatment,1,131,PAY15-05,CH15-05,NO15-05,DL,invariant_pass,2.5,1012,0,1,1.2942,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P06-B,F15,F15-P06,baseline,1,197,PAY15-06,CH15-06,NO15-06,DL,invariant_pass,2.4,875,0,1,1.2976,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P06-T,F15,F15-P06,treatment,1,197,PAY15-06,CH15-06,NO15-06,DL,invariant_pass,2.3333,1011,0,1,1.6046,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P01-B,F16,F16-P01,baseline,1,11,PAY16-01,CH16-01,NO16-01,UL,invariant_pass,2.2857,1018,0,1,1.3585,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P01-T,F16,F16-P01,treatment,1,11,PAY16-01,CH16-01,NO16-01,UL,invariant_pass,16.681,871,0,1,16.681,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P02-B,F16,F16-P02,baseline,1,23,PAY16-02,CH16-02,NO16-02,UL,invariant_pass,2.2222,1018,0,1,1.537,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P02-T,F16,F16-P02,treatment,1,23,PAY16-02,CH16-02,NO16-02,UL,invariant_pass,7.4444,892,0,1,3.3314,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P03-B,F16,F16-P03,baseline,1,47,PAY16-03,CH16-03,NO16-03,UL,invariant_pass,5.3333,1043,0,1,1.5507,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P03-T,F16,F16-P03,treatment,1,47,PAY16-03,CH16-03,NO16-03,UL,invariant_pass,28.125,1057,0,1,3.4886,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P04-B,F16,F16-P04,baseline,1,89,PAY16-04,CH16-04,NO16-04,UL,invariant_pass,4,1032,0,1,1.4046,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P04-T,F16,F16-P04,treatment,1,89,PAY16-04,CH16-04,NO16-04,UL,invariant_pass,16.1724,961,0,1,3.66,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P05-B,F16,F16-P05,baseline,1,131,PAY16-05,CH16-05,NO16-05,UL,invariant_pass,3.4286,1027,0,1,1.8747,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P05-T,F16,F16-P05,treatment,1,131,PAY16-05,CH16-05,NO16-05,UL,invariant_pass,8.875,903,0,1,7.888,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P06-B,F16,F16-P06,baseline,1,197,PAY16-06,CH16-06,NO16-06,UL,invariant_pass,3.1111,1025,0,1,1.5433,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P06-T,F16,F16-P06,treatment,1,197,PAY16-06,CH16-06,NO16-06,UL,invariant_pass,3.3871,859,0,1,1.7889,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P01-B,F17,F17-P01,baseline,1,11,PAY17-01,CH17-01,NO17-01,DL,invariant_pass,2.6667,1021,0,1,1.5467,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P01-T,F17,F17-P01,treatment,1,11,PAY17-01,CH17-01,NO17-01,DL,invariant_pass,51,1368,0,1,11.8023,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P02-B,F17,F17-P02,baseline,1,23,PAY17-02,CH17-02,NO17-02,DL,invariant_pass,2.4,1019,0,1,1.5787,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P02-T,F17,F17-P02,treatment,1,23,PAY17-02,CH17-02,NO17-02,DL,invariant_pass,51,1368,0,1,2.5223,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P03-B,F17,F17-P03,baseline,1,47,PAY17-03,CH17-03,NO17-03,DL,invariant_pass,2.2857,1018,0,1,1.3009,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P03-T,F17,F17-P03,treatment,1,47,PAY17-03,CH17-03,NO17-03,DL,invariant_pass,51,1368,0,1,2.8519,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P04-B,F17,F17-P04,baseline,1,89,PAY17-04,CH17-04,NO17-04,DL,invariant_pass,2.2222,1018,0,1,1.5357,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P04-T,F17,F17-P04,treatment,1,89,PAY17-04,CH17-04,NO17-04,DL,invariant_pass,21,1128,0,1,2.5663,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P05-B,F17,F17-P05,baseline,1,131,PAY17-05,CH17-05,NO17-05,DL,invariant_pass,5.3333,1043,0,1,1.4177,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P05-T,F17,F17-P05,treatment,1,131,PAY17-05,CH17-05,NO17-05,DL,invariant_pass,21,1128,0,1,5.3453,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P06-B,F17,F17-P06,baseline,1,197,PAY17-06,CH17-06,NO17-06,DL,invariant_pass,4,1032,0,1,1.5228,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P06-T,F17,F17-P06,treatment,1,197,PAY17-06,CH17-06,NO17-06,DL,invariant_pass,21,1128,0,1,1.3151,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P01-B,F18,F18-P01,baseline,1,11,PAY18-01,CH18-01,NO18-01,UL,invariant_pass,3.4286,859,0,1,1.3593,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P01-T,F18,F18-P01,treatment,1,11,PAY18-01,CH18-01,NO18-01,UL,invariant_pass,3.25,850,0,1,1.2648,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P02-B,F18,F18-P02,baseline,1,23,PAY18-02,CH18-02,NO18-02,UL,invariant_pass,3.1111,857,0,1,1.5374,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P02-T,F18,F18-P02,treatment,1,23,PAY18-02,CH18-02,NO18-02,UL,invariant_pass,3,848,0,1,1.2607,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P03-B,F18,F18-P03,baseline,1,47,PAY18-03,CH18-03,NO18-03,UL,invariant_pass,2.6667,853,0,1,1.32,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P03-T,F18,F18-P03,treatment,1,47,PAY18-03,CH18-03,NO18-03,UL,invariant_pass,2.5,844,0,1,1.2993,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P04-B,F18,F18-P04,baseline,1,89,PAY18-04,CH18-04,NO18-04,UL,invariant_pass,2.4,851,0,1,1.2313,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P04-T,F18,F18-P04,treatment,1,89,PAY18-04,CH18-04,NO18-04,UL,invariant_pass,2.3333,843,0,1,1.5456,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P05-B,F18,F18-P05,baseline,1,131,PAY18-05,CH18-05,NO18-05,UL,invariant_pass,2.2857,850,0,1,1.2862,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P05-T,F18,F18-P05,treatment,1,131,PAY18-05,CH18-05,NO18-05,UL,invariant_pass,2.25,842,0,1,1.3238,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P06-B,F18,F18-P06,baseline,1,197,PAY18-06,CH18-06,NO18-06,UL,invariant_pass,2.2222,850,0,1,1.2387,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P06-T,F18,F18-P06,treatment,1,197,PAY18-06,CH18-06,NO18-06,UL,invariant_pass,7,880,0,1,1.2142,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P01-B,F19,F19-P01,baseline,1,11,PAY19-01,CH19-01,NO19-01,DL,invariant_pass,5.3333,835,0,1,1.5636,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P01-T,F19,F19-P01,treatment,1,11,PAY19-01,CH19-01,NO19-01,DL,invariant_pass,4.5,852,0,1,1.3038,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P02-B,F19,F19-P02,baseline,1,23,PAY19-02,CH19-02,NO19-02,DL,invariant_pass,4,824,0,1,1.3346,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P02-T,F19,F19-P02,treatment,1,23,PAY19-02,CH19-02,NO19-02,DL,invariant_pass,3.6667,845,0,1,1.4452,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P03-B,F19,F19-P03,baseline,1,47,PAY19-03,CH19-03,NO19-03,DL,invariant_pass,3.4286,819,0,1,1.5457,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P03-T,F19,F19-P03,treatment,1,47,PAY19-03,CH19-03,NO19-03,DL,invariant_pass,3.25,842,0,1,1.7051,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P04-B,F19,F19-P04,baseline,1,89,PAY19-04,CH19-04,NO19-04,DL,invariant_pass,3.1111,817,0,1,1.5096,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P04-T,F19,F19-P04,treatment,1,89,PAY19-04,CH19-04,NO19-04,DL,invariant_pass,3,840,0,1,1.4691,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P05-B,F19,F19-P05,baseline,1,131,PAY19-05,CH19-05,NO19-05,DL,invariant_pass,2.6667,813,0,1,1.3229,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P05-T,F19,F19-P05,treatment,1,131,PAY19-05,CH19-05,NO19-05,DL,invariant_pass,2.5,836,0,1,1.2262,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P06-B,F19,F19-P06,baseline,1,197,PAY19-06,CH19-06,NO19-06,DL,invariant_pass,2.4,811,0,1,1.5144,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P06-T,F19,F19-P06,treatment,1,197,PAY19-06,CH19-06,NO19-06,DL,invariant_pass,2.3333,835,0,1,1.4306,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P01-B,F20,F20-P01,baseline,1,11,PAY20-01,CH20-01,NO20-01,UL,invariant_pass,2.2857,938,0,1,1.2527,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P01-T,F20,F20-P01,treatment,1,11,PAY20-01,CH20-01,NO20-01,UL,invariant_pass,2.25,1042,0,1,1.212,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P02-B,F20,F20-P02,baseline,1,23,PAY20-02,CH20-02,NO20-02,UL,invariant_pass,2.2222,938,0,1,1.31,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P02-T,F20,F20-P02,treatment,1,23,PAY20-02,CH20-02,NO20-02,UL,invariant_pass,7,1080,0,1,1.6905,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P03-B,F20,F20-P03,baseline,1,47,PAY20-03,CH20-03,NO20-03,UL,invariant_pass,5.3333,963,0,1,1.6619,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P03-T,F20,F20-P03,treatment,1,47,PAY20-03,CH20-03,NO20-03,UL,invariant_pass,4.5,1060,0,1,1.5969,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P04-B,F20,F20-P04,baseline,1,89,PAY20-04,CH20-04,NO20-04,UL,invariant_pass,4,952,0,1,1.5512,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P04-T,F20,F20-P04,treatment,1,89,PAY20-04,CH20-04,NO20-04,UL,invariant_pass,3.6667,1053,0,1,1.7356,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P05-B,F20,F20-P05,baseline,1,131,PAY20-05,CH20-05,NO20-05,UL,invariant_pass,3.4286,947,0,1,1.766,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P05-T,F20,F20-P05,treatment,1,131,PAY20-05,CH20-05,NO20-05,UL,invariant_pass,3.25,1050,0,1,1.5243,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P06-B,F20,F20-P06,baseline,1,197,PAY20-06,CH20-06,NO20-06,UL,invariant_pass,3.1111,945,0,1,1.4427,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P06-T,F20,F20-P06,treatment,1,197,PAY20-06,CH20-06,NO20-06,UL,invariant_pass,3,1048,0,1,1.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P01-B,F21,F21-P01,baseline,1,11,PAY21-01,CH21-01,NO21-01,DL,invariant_pass,12.055,136,0,1,12.055,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P01-T,F21,F21-P01,treatment,1,11,PAY21-01,CH21-01,NO21-01,DL,invariant_pass,2.0545,152,0,1,2.0545,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P02-B,F21,F21-P02,baseline,1,23,PAY21-02,CH21-02,NO21-02,DL,invariant_pass,1.7,136,0,1,1.2804,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P02-T,F21,F21-P02,treatment,1,23,PAY21-02,CH21-02,NO21-02,DL,invariant_pass,1.9,152,0,1,1.2547,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P03-B,F21,F21-P03,baseline,1,47,PAY21-03,CH21-03,NO21-03,DL,invariant_pass,5.7743,136,0,1,5.7743,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P03-T,F21,F21-P03,treatment,1,47,PAY21-03,CH21-03,NO21-03,DL,invariant_pass,1.9,152,0,1,0.2073,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P04-B,F21,F21-P04,baseline,1,89,PAY21-04,CH21-04,NO21-04,DL,invariant_pass,1.7,136,0,1,0.1781,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P04-T,F21,F21-P04,treatment,1,89,PAY21-04,CH21-04,NO21-04,DL,invariant_pass,1.9,152,0,1,0.1513,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P05-B,F21,F21-P05,baseline,1,131,PAY21-05,CH21-05,NO21-05,DL,invariant_pass,1.7,136,0,1,0.1623,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P05-T,F21,F21-P05,treatment,1,131,PAY21-05,CH21-05,NO21-05,DL,invariant_pass,1.9,152,0,1,0.1619,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P06-B,F21,F21-P06,baseline,1,197,PAY21-06,CH21-06,NO21-06,DL,invariant_pass,1.7,136,0,1,0.1971,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P06-T,F21,F21-P06,treatment,1,197,PAY21-06,CH21-06,NO21-06,DL,invariant_pass,1.9,152,0,1,0.1881,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P01-B,F22,F22-P01,baseline,1,11,PAY22-01,CH22-01,NO22-01,UL,invariant_pass,8.1,648,0,1,1.7609,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P01-T,F22,F22-P01,treatment,1,11,PAY22-01,CH22-01,NO22-01,UL,invariant_pass,3.7,296,0,1,0.3652,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P02-B,F22,F22-P02,baseline,1,23,PAY22-02,CH22-02,NO22-02,UL,invariant_pass,8.1,648,0,1,0.3583,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P02-T,F22,F22-P02,treatment,1,23,PAY22-02,CH22-02,NO22-02,UL,invariant_pass,3.7,296,0,1,0.3242,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P03-B,F22,F22-P03,baseline,1,47,PAY22-03,CH22-03,NO22-03,UL,invariant_pass,8.1,648,0,1,2.0075,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P03-T,F22,F22-P03,treatment,1,47,PAY22-03,CH22-03,NO22-03,UL,invariant_pass,3.7,296,0,1,0.154,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P04-B,F22,F22-P04,baseline,1,89,PAY22-04,CH22-04,NO22-04,UL,invariant_pass,8.1,648,0,1,0.1106,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P04-T,F22,F22-P04,treatment,1,89,PAY22-04,CH22-04,NO22-04,UL,invariant_pass,3.7,296,0,1,0.1083,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P05-B,F22,F22-P05,baseline,1,131,PAY22-05,CH22-05,NO22-05,UL,invariant_pass,8.1,648,0,1,0.107,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P05-T,F22,F22-P05,treatment,1,131,PAY22-05,CH22-05,NO22-05,UL,invariant_pass,3.7,296,0,1,0.1078,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P06-B,F22,F22-P06,baseline,1,197,PAY22-06,CH22-06,NO22-06,UL,invariant_pass,8.1,648,0,1,0.108,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P06-T,F22,F22-P06,treatment,1,197,PAY22-06,CH22-06,NO22-06,UL,invariant_pass,3.7,296,0,1,0.1566,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P01-B,F23,F23-P01,baseline,1,11,PAY23-01,CH23-01,NO23-01,DL,invariant_pass,8.8,704,0,1,6.6105,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P01-T,F23,F23-P01,treatment,1,11,PAY23-01,CH23-01,NO23-01,DL,invariant_pass,1.8253,0,0,1,1.8253,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P02-B,F23,F23-P02,baseline,1,23,PAY23-02,CH23-02,NO23-02,DL,invariant_pass,8.8,704,0,1,0.4984,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P02-T,F23,F23-P02,treatment,1,23,PAY23-02,CH23-02,NO23-02,DL,invariant_pass,0.7353,0,0,1,0.7353,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P03-B,F23,F23-P03,baseline,1,47,PAY23-03,CH23-03,NO23-03,DL,invariant_pass,8.8,704,0,1,1.6145,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P03-T,F23,F23-P03,treatment,1,47,PAY23-03,CH23-03,NO23-03,DL,invariant_pass,0.3348,0,0,1,0.3348,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P04-B,F23,F23-P04,baseline,1,89,PAY23-04,CH23-04,NO23-04,DL,invariant_pass,8.8,704,0,1,0.1265,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P04-T,F23,F23-P04,treatment,1,89,PAY23-04,CH23-04,NO23-04,DL,invariant_pass,0.3408,0,0,1,0.3408,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P05-B,F23,F23-P05,baseline,1,131,PAY23-05,CH23-05,NO23-05,DL,invariant_pass,8.8,704,0,1,0.1599,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P05-T,F23,F23-P05,treatment,1,131,PAY23-05,CH23-05,NO23-05,DL,invariant_pass,2.2566,0,0,1,2.2566,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P06-B,F23,F23-P06,baseline,1,197,PAY23-06,CH23-06,NO23-06,DL,invariant_pass,8.8,704,0,1,0.1574,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P06-T,F23,F23-P06,treatment,1,197,PAY23-06,CH23-06,NO23-06,DL,invariant_pass,0.1859,0,0,1,0.1859,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P01-B,F24,F24-P01,baseline,1,11,PAY24-01,CH24-01,NO24-01,UL,invariant_pass,8.4,672,0,1,0.1362,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P01-T,F24,F24-P01,treatment,1,11,PAY24-01,CH24-01,NO24-01,UL,invariant_pass,7.5,600,0,1,0.1437,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P02-B,F24,F24-P02,baseline,1,23,PAY24-02,CH24-02,NO24-02,UL,invariant_pass,8.4,672,0,1,0.1255,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P02-T,F24,F24-P02,treatment,1,23,PAY24-02,CH24-02,NO24-02,UL,invariant_pass,7.5,600,0,1,0.1749,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P03-B,F24,F24-P03,baseline,1,47,PAY24-03,CH24-03,NO24-03,UL,invariant_pass,8.4,672,0,1,0.1242,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P03-T,F24,F24-P03,treatment,1,47,PAY24-03,CH24-03,NO24-03,UL,invariant_pass,7.5,600,0,1,0.1267,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P04-B,F24,F24-P04,baseline,1,89,PAY24-04,CH24-04,NO24-04,UL,invariant_pass,8.4,672,0,1,0.1634,PASS,analytical_component_evaluation,component_proxy,study_not_truth
