RunID,CaseID,ProfileID,Feature,ExpectedSupported,ActualSupported,PlanningRejected,StateChanged,Status
"PROTOCOL-20260727-071456","CP0032","nr_rel18_connected_mode_bounded_strict","MR_DC_SPLIT_BEARER","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0033","nr_rel18_connected_mode_bounded_strict","FULL_NAS_5GC","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0034","nr_rel18_connected_mode_bounded_strict","TCP_INTEROP","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0035","nr_rel18_connected_mode_bounded_strict","QUIC_INTEROP","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0036","nr_rel18_handover_bounded_strict","RLC_TM","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0037","nr_rel18_handover_bounded_strict","RLC_UM6","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0038","nr_rel18_handover_bounded_strict","RLC_UM12","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0039","nr_rel18_handover_bounded_strict","RLC_AM12","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0040","nr_rel18_handover_bounded_strict","RLC_AM18","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0041","nr_rel18_handover_bounded_strict","RLC_STATUS_SEGMENT_NACK","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0042","nr_rel18_handover_bounded_strict","PDCP_SRB12","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0043","nr_rel18_handover_bounded_strict","PDCP_DRB12","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0044","nr_rel18_handover_bounded_strict","PDCP_DRB18","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0045","nr_rel18_handover_bounded_strict","PDCP_NEA0_NIA0","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0046","nr_rel18_handover_bounded_strict","PDCP_NEA2_NIA2","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0047","nr_rel18_handover_bounded_strict","PDCP_DUPLICATION_BOUNDED","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0048","nr_rel18_handover_bounded_strict","SDAP_UL_DL_HEADER","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0049","nr_rel18_handover_bounded_strict","SDAP_END_MARKER","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0050","nr_rel18_handover_bounded_strict","SDAP_REFLECTIVE_QOS","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0051","nr_rel18_handover_bounded_strict","RRC_SETUP","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0052","nr_rel18_handover_bounded_strict","RRC_SECURITY_MODE","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0053","nr_rel18_handover_bounded_strict","RRC_CAPABILITY","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0054","nr_rel18_handover_bounded_strict","RRC_RECONFIG_BEARER","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0055","nr_rel18_handover_bounded_strict","RRC_RELEASE","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0056","nr_rel18_handover_bounded_strict","RRC_REESTABLISHMENT","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0057","nr_rel18_handover_bounded_strict","RRC_RESUME","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0058","nr_rel18_handover_bounded_strict","INTRA_FREQ_HO","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0059","nr_rel18_handover_bounded_strict","CBR_PACKET_TRAFFIC","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0060","nr_rel18_handover_bounded_strict","POISSON_TRAFFIC","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0061","nr_rel18_handover_bounded_strict","XR_PDU_SET","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0062","nr_rel18_handover_bounded_strict","TRACE_REPLAY","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0063","nr_rel18_handover_bounded_strict","ROHC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0064","nr_rel18_handover_bounded_strict","EHC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0065","nr_rel18_handover_bounded_strict","UDC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0066","nr_rel18_handover_bounded_strict","DAPS_HO","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0067","nr_rel18_handover_bounded_strict","MR_DC_SPLIT_BEARER","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0068","nr_rel18_handover_bounded_strict","FULL_NAS_5GC","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0069","nr_rel18_handover_bounded_strict","TCP_INTEROP","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0070","nr_rel18_handover_bounded_strict","QUIC_INTEROP","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0071","protocol_system_study","RLC_TM","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0072","protocol_system_study","RLC_UM6","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0073","protocol_system_study","RLC_UM12","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0074","protocol_system_study","RLC_AM12","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0075","protocol_system_study","RLC_AM18","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0076","protocol_system_study","RLC_STATUS_SEGMENT_NACK","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0077","protocol_system_study","PDCP_SRB12","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0078","protocol_system_study","PDCP_DRB12","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0079","protocol_system_study","PDCP_DRB18","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0080","protocol_system_study","PDCP_NEA0_NIA0","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0081","protocol_system_study","PDCP_NEA2_NIA2","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0082","protocol_system_study","PDCP_DUPLICATION_BOUNDED","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0083","protocol_system_study","SDAP_UL_DL_HEADER","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0084","protocol_system_study","SDAP_END_MARKER","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0085","protocol_system_study","SDAP_REFLECTIVE_QOS","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0086","protocol_system_study","RRC_SETUP","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0087","protocol_system_study","RRC_SECURITY_MODE","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0088","protocol_system_study","RRC_CAPABILITY","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0089","protocol_system_study","RRC_RECONFIG_BEARER","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0090","protocol_system_study","RRC_RELEASE","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0091","protocol_system_study","RRC_REESTABLISHMENT","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0092","protocol_system_study","RRC_RESUME","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0093","protocol_system_study","INTRA_FREQ_HO","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0094","protocol_system_study","CBR_PACKET_TRAFFIC","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0095","protocol_system_study","POISSON_TRAFFIC","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0096","protocol_system_study","XR_PDU_SET","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0097","protocol_system_study","TRACE_REPLAY","true","true","false","false","PASS"
"PROTOCOL-20260727-071456","CP0098","protocol_system_study","ROHC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0099","protocol_system_study","EHC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0100","protocol_system_study","UDC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0101","protocol_system_study","DAPS_HO","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0102","protocol_system_study","MR_DC_SPLIT_BEARER","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0103","protocol_system_study","FULL_NAS_5GC","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0104","protocol_system_study","TCP_INTEROP","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0105","protocol_system_study","QUIC_INTEROP","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0106","unsupported_extension","RLC_TM","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0107","unsupported_extension","RLC_UM6","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0108","unsupported_extension","RLC_UM12","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0109","unsupported_extension","RLC_AM12","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0110","unsupported_extension","RLC_AM18","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0111","unsupported_extension","RLC_STATUS_SEGMENT_NACK","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0112","unsupported_extension","PDCP_SRB12","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0113","unsupported_extension","PDCP_DRB12","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0114","unsupported_extension","PDCP_DRB18","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0115","unsupported_extension","PDCP_NEA0_NIA0","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0116","unsupported_extension","PDCP_NEA2_NIA2","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0117","unsupported_extension","PDCP_DUPLICATION_BOUNDED","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0118","unsupported_extension","SDAP_UL_DL_HEADER","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0119","unsupported_extension","SDAP_END_MARKER","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0120","unsupported_extension","SDAP_REFLECTIVE_QOS","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0121","unsupported_extension","RRC_SETUP","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0122","unsupported_extension","RRC_SECURITY_MODE","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0123","unsupported_extension","RRC_CAPABILITY","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0124","unsupported_extension","RRC_RECONFIG_BEARER","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0125","unsupported_extension","RRC_RELEASE","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0126","unsupported_extension","RRC_REESTABLISHMENT","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0127","unsupported_extension","RRC_RESUME","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0128","unsupported_extension","INTRA_FREQ_HO","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0129","unsupported_extension","CBR_PACKET_TRAFFIC","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0130","unsupported_extension","POISSON_TRAFFIC","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0131","unsupported_extension","XR_PDU_SET","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0132","unsupported_extension","TRACE_REPLAY","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0133","unsupported_extension","ROHC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0134","unsupported_extension","EHC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0135","unsupported_extension","UDC_FULL","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0136","unsupported_extension","DAPS_HO","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0137","unsupported_extension","MR_DC_SPLIT_BEARER","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0138","unsupported_extension","FULL_NAS_5GC","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0139","unsupported_extension","TCP_INTEROP","false","false","true","false","PASS"
"PROTOCOL-20260727-071456","CP0140","unsupported_extension","QUIC_INTEROP","false","false","true","false","PASS"
